response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,KAVASST,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Unfavorable,Do not believe,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.9931,0.5115,0.2302,0.5122
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Livingston,85 percent or higher,Landline,1,0.9939,0.6525,0.5075,0.6535
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,Support,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9901,0.6331,0.3562,0.6316
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Reps. keep House,Don't know,No,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9915,0.5119,0.2775,0.5125
Dem,50 to 64,Graduate or Professional Degree,Black,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Non-White,Ingham,85 percent or higher,Landline,1,0.9073,0.5693,0.3058,0.5736
Dem,35 to 49,High school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Ingham,85 percent or higher,Landline,1,0.9871,1.988,1.6347,1.9899
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.9198,1.2022,0.7596,1.2093
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,50 to 85 percent,Cell,1,0.8298,1.3249,0.9201,1.3164
Dem,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Do not believe,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9363,0.887,0.5883,0.8906
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,50 to 85 percent,Landline,1,0.8424,1.2482,1.1765,1.2697
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Cell,0.7778,0.7496,0.8708,0.7457,0.8322
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9499,1.0625,0.6408,1.0653
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9903,0.7077,0.3101,0.7085
Dem,35 to 49,High school,White,Male,Black,Support,support,Disapp.,Dems. take House,Don't know,No,Unfavorable,Believe,Support,30 to 44,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Ingham,Less than 50 percent,Landline,1,0.0891,1.4995,8.9725,2.1001
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Believe,Support,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Oakland,50 to 85 percent,Cell,1,0.5569,1.3236,1.5839,1.4422
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,Support,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9904,1.1746,0.6315,1.1759
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,50 to 85 percent,Cell,1,0.8218,0.9008,0.4706,0.9196
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9959,0.79,0.4356,0.7914
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.8683,0.9158,0.8144,0.9278
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Support,Don't know,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Don't know,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Ingham,85 percent or higher,Landline,1,0.9946,0.5442,0.2144,0.5451
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,Don't know,Favorable,Do not believe,Oppose,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9922,0.8184,0.5043,0.817
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Support,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9484,0.4413,0.2424,0.4425
Dem,35 to 49,Some college or trade school,Black,Female,White,Support,Don't know,Disapp.,Dems. take House,Don't know,Yes,Favorable,Don't know,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Non-White,Ingham,Less than 50 percent,Cell,1,0.4885,0.9113,1.353,1.0179
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,18 to 29,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Livingston,Less than 50 percent,Cell,0.6667,0.1262,0.9303,3.7665,0.938
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,50 to 85 percent,Cell,1,0.6511,0.5642,0.4616,0.5978
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,Oppose,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,50 to 85 percent,Cell,1,0.6479,1.1538,1.0411,1.2236
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,Support,support,Disapp.,Dems. take House,Favorable,No,Favorable,Don't know,Support,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Oakland,Less than 50 percent,Landline,0.5556,0.4812,1.2859,2.1711,1.2339
Und,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Oakland,50 to 85 percent,Cell,1,0.572,1.1542,0.9605,1.2514
Dem,65 and older,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.9954,0.883,0.3795,0.8845
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Unfavorable,Don't know,Oppose,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9247,0.902,0.609,0.894
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ingham,Less than 50 percent,Cell,1,0.2259,0.5746,1.4021,0.7574
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Don't know,Favorable,No,Favorable,Don't know,Support,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Oakland,Less than 50 percent,Cell,1,0.0895,1.1494,5.5804,1.894
Und,50 to 64,High school,White,Male,White,Support,support,Don't know,Reps. keep House,Don't know,Yes,Don't know,Don't know,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9101,2.2335,1.98,2.2494
Dem,50 to 64,Some college or trade school,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Believe,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9442,0.8506,0.6701,0.8534
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,0.7778,0.9699,0.4755,0.2538,0.4678
Dem,35 to 49,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Don't know,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,50 to 85 percent,Landline,1,0.8092,2.2618,2.7984,2.3142
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.996,0.6387,0.3397,0.6399
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.9946,0.5506,0.3952,0.5514
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Disapp.,Reps. keep House,Favorable,Yes,Favorable,Do not believe,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.994,0.512,0.1991,0.5127
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Ingham,50 to 85 percent,Cell,0.8889,0.5041,1.033,1.2317,1.1113
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Livingston,50 to 85 percent,Cell,0.4444,0.6716,0.9543,0.8233,0.6015
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Believe,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Oakland,Less than 50 percent,Cell,1,0.4718,0.5433,0.7957,0.6109
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Don't know,support,Approve,Don't know,Don't know,No,Don't know,Do not believe,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Non-White,Ingham,85 percent or higher,Cell,1,0.9305,1.0986,0.4617,1.1038
Rep,65 and older,Bachelors' degree,White,Male,White,Support,oppose,Approve,Reps. keep House,Don't know,Yes,Don't know,Do not believe,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.9915,0.9506,0.4258,0.9518
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ingham,50 to 85 percent,Landline,1,0.7482,1.0093,0.743,1.0451
Rep,65 and older,Some college or trade school,White,Male,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Don't know,Oppose,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.9014,0.9868,0.6041,0.995
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9833,0.5933,0.2782,0.5939
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Oppose,oppose,Don't know,Dems. take House,Favorable,No,Unfavorable,Believe,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Oakland,50 to 85 percent,Landline,1,0.5305,0.991,0.9099,1.0897
Und,[DO NOT READ] Refused,High school,White,Female,White,Oppose,support,Don't know,Reps. keep House,Don't know,No,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9808,2.0911,1.6461,2.093
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.966,1.0224,0.6245,1.0239
Rep,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9951,0.8195,0.3546,0.8208
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Livingston,50 to 85 percent,Cell,0.8889,0.8461,0.9552,0.5658,0.9599
Dem,65 and older,Graduate or Professional Degree,White,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Don't know,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,Oakland,Less than 50 percent,Landline,1,0.0857,0.5959,2.4117,0.9923
Dem,35 to 49,Some college or trade school,Black,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Don't know,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Ingham,Less than 50 percent,Cell,0.4444,0.0758,0.9122,3.8134,0.9739
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.9424,0.9158,0.7504,0.9082
Dem,50 to 64,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,50 to 85 percent,Landline,1,0.7989,1.9883,2.221,2.0382
Rep,50 to 64,High school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9925,1.8059,1.416,1.8082
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Livingston,85 percent or higher,Cell,1,0.9421,0.9052,0.5662,0.9084
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,50 to 85 percent,Cell,1,0.6422,0.9234,0.7747,0.9359
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Believe,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9869,0.5506,0.2865,0.5511
Rep,[DO NOT READ] Refused,High school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Don't know,Favorable,Do not believe,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9903,2.0931,1.4112,2.0954
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Livingston,85 percent or higher,Landline,1,0.9826,0.9721,0.5545,0.9729
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.92,1.2011,0.8773,1.2082
Rep,50 to 64,High school,White,Female,White,Oppose,oppose,Don't know,Don't know,Don't know,No,Don't know,Don't know,Support,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Oakland,50 to 85 percent,Landline,0.8889,0.6655,2.459,3.4192,2.4178
Dem,65 and older,High school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9162,1.9423,1.5765,1.9546
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Believe,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.889,1.1326,1.02,1.1439
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Believe,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Oakland,50 to 85 percent,Landline,1,0.5879,1.4467,1.6762,1.5608
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9929,0.9497,0.4912,0.9484
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,Less than 50 percent,Landline,1,0.415,1.465,2.9034,1.5654
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Don't know,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9447,0.7611,0.4645,0.7635
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9917,1.1326,0.9145,1.134
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Oakland,Less than 50 percent,Landline,1,0.4527,0.8237,1.2406,0.9338
Dem,65 and older,High school,White,Female,White,Oppose,support,Approve,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9922,1.9423,1.4557,1.939
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Oakland,85 percent or higher,Landline,1,0.9839,1.5253,0.883,1.5193
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.992,0.902,0.5677,0.9031
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,0.8889,0.9902,0.6331,0.3562,0.6328
Rep,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,Oppose,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,18 to 34,Non-White,Oakland,50 to 85 percent,Cell,0.8889,0.8207,1.667,0.8476,1.63
Dem,65 and older,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9961,1.4132,1.1199,1.4157
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Approve,Don't know,Favorable,Yes,Unfavorable,Believe,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.9156,0.9859,0.6871,0.9922
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Support,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Livingston,50 to 85 percent,Cell,0.8889,0.655,1.4111,1.3175,1.3885
Und,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Don't know,Oppose,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,0.7778,0.9517,0.9407,0.5151,0.9204
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Believe,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Ingham,85 percent or higher,Landline,1,0.9846,0.9121,0.4349,0.913
