response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Guilford,Less than 50 percent,Cell,1,0.376,0.5748,0.8605,0.6813,2018-10-04 22:40:40
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.7714,0.4093,0.2312,0.4247,2018-10-04 22:40:58
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Do not believe,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Guilford,85 percent or higher,Landline,1,0.8859,0.9039,0.4534,0.9196,2018-10-04 22:41:07
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9569,1.6589,1.0622,1.6577,2018-10-04 22:46:04
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Guilford,Less than 50 percent,Cell,0,0.4466,1.1821,1.9444,0.4306,2018-10-04 22:46:13
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,support,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Landline,0.8889,0.9304,0.5309,0.21560000000000001,0.5335,2018-10-04 22:48:10
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8839,0.9033,0.463,0.9191,2018-10-04 22:49:58
Dem,50 to 64,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Don't know,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,50 to 85 percent,Landline,0.8889,0.7933,0.9786,0.4593,0.9964,2018-10-04 22:52:13
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Favorable,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9455,0.674,0.2773,0.6806,2018-10-04 22:52:31
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Unfavorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.8692,1.2334,0.6683,1.2578,2018-10-04 22:53:34
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,0.8889,0.9447,0.8564,0.4463,0.8236,2018-10-04 22:54:28
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Guilford,50 to 85 percent,Cell,1,0.7331,0.4478,0.1969,0.4683,2018-10-04 22:55:13
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.5482,1.7242,1.58,1.8969,2018-10-04 22:58:13
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9544,1.5652,0.9565,1.5637,2018-10-04 23:00:10
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Guilford,85 percent or higher,Landline,1,0.9536,0.9203,0.3881,0.9287,2018-10-04 23:00:10
Und,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Landline,1,0.8843,0.6991,0.2692,0.7114,2018-10-04 23:03:45
Dem,50 to 64,High school,Black,Male,Black,oppose,Disapp.,Don't know,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Landline,1,0.9806,1.7774,0.8796,1.791,2018-10-04 23:07:12
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Guilford,50 to 85 percent,Cell,1,0.5799,1.0311,0.82,1.1227,2018-10-04 23:17:08
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,50 to 64,Black,Guilford,85 percent or higher,Cell,1,0.9179,0.4534,0.1716,0.4294,2018-10-04 23:32:02
Dem,65 and older,High school,Black,Male,Black,Don't know,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Black,Guilford,Less than 50 percent,Cell,1,0.4796,1.4555,1.4895,1.6425,2018-10-04 23:40:17
Und,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Don't know,Don't know,Don't know,Believe,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,White,Rest,Less than 50 percent,Cell,0.6667,0.2311,1.807,8.375,1.3176,2018-10-04 23:54:08
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Guilford,Less than 50 percent,Cell,0.7778,0.1884,0.9169,2.754,0.9673,2018-10-05 00:17:39
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Guilford,85 percent or higher,Cell,1,0.8781,1.3041,0.7924,1.3281,2018-10-05 00:19:18
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.9496,0.5309,0.2115,0.536,2018-10-05 00:21:33
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Guilford,50 to 85 percent,Cell,1,0.8044,1.2736,0.7883,1.313,2018-10-05 00:24:33
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.9856,0.8866,0.3519,0.8934,2018-10-05 00:27:51
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.862,0.9098,0.4756,0.9288,2018-10-05 00:31:16
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.9732,1.202,0.5032,1.2114,2018-10-05 00:31:36
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.8281,1.1396,0.6284,1.17,2018-10-05 00:37:07
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Guilford,85 percent or higher,Cell,1,0.9887,0.7273,0.2276,0.733,2018-10-05 00:38:55
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Guilford,85 percent or higher,Cell,1,0.9009,0.9546,0.373,0.9691,2018-10-05 00:46:27
Und,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8846,0.5103,0.2406,0.5093,2018-10-05 00:48:33
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Support,oppose,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,0.4444,0.9818,0.4186,0.1434,0.4147,2018-10-05 00:50:48
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Guilford,50 to 85 percent,Cell,1,0.7599,0.4645,0.174,0.4831,2018-10-05 00:51:51
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Guilford,50 to 85 percent,Cell,0.8889,0.6999,0.9033,0.4583,0.9334,2018-10-05 00:52:27
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Guilford,50 to 85 percent,Cell,1,0.8222,1.0181,0.4161,1.0463,2018-10-05 00:53:12
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Don't know,Don't know,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Black,Guilford,50 to 85 percent,Cell,0.7778,0.7839,1.1409,0.5793,1.0996,2018-10-05 00:55:36
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Black,Guilford,85 percent or higher,Cell,1,0.9806,0.4161,0.1247,0.4169,2018-10-05 00:56:57
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Black,Guilford,Less than 50 percent,Cell,0.7778,0.3428,0.7673,0.8893,0.7608,2018-10-05 00:57:06
Und,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Support,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.8575,0.4186,0.1622,0.4182,2018-10-05 01:00:26
Und,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Guilford,Less than 50 percent,Cell,1,0.307,1.3299,4.1587,1.6466,2018-10-05 01:05:50
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Guilford,Less than 50 percent,Cell,1,0.1843,0.549,1.5912,0.674,2018-10-05 01:06:17
Dem,35 to 49,Grade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Guilford,50 to 85 percent,Cell,1,0.7754,2.2815,1.9442,2.2912,2018-10-05 01:07:02
Dem,18 to 34,High school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Black,Rest,Less than 50 percent,Cell,1,0.1646,2.6702,10,3.8181,2018-10-05 01:08:41
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.9688,0.4875,0.2029,0.4915,2018-10-05 01:12:08
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.711,2.2958,2.4773,2.4131,2018-10-05 01:12:17
Dem,35 to 49,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Black,Guilford,85 percent or higher,Cell,1,0.8509,0.6948,0.2406,0.6942,2018-10-05 01:13:02
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Guilford,50 to 85 percent,Cell,1,0.8338,1.0181,0.4105,1.0442,2018-10-05 01:19:00
Und,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Guilford,50 to 85 percent,Cell,1,0.802,0.9033,0.4017,0.9052,2018-10-05 01:21:15
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Guilford,50 to 85 percent,Cell,1,0.7754,0.9269,0.4931,0.9309,2018-10-05 01:25:18
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.98,0.5448,0.2426,0.549,2018-10-05 01:27:15
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Guilford,Less than 50 percent,Cell,0.6667,0.0351,1.2034,5.2823,0.9904,2018-10-05 01:29:48
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Guilford,85 percent or higher,Cell,1,0.9839,0.5484,0.1919,0.5526,2018-10-05 21:34:00
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9383,1.6589,1.083,1.6559,2018-10-05 21:36:33
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Guilford,85 percent or higher,Cell,0.8889,0.9052,1.1907,0.857,1.1756,2018-10-05 21:46:58
Dem,50 to 64,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,85 percent or higher,Cell,1,0.8502,0.7221,0.2618,0.7386,2018-10-05 21:48:37
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Check,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.9819,0.9307,0.7081,0.9378,2018-10-05 21:54:37
Dem,18 to 34,Some college or trade school,Black,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Black,Guilford,Less than 50 percent,Cell,1,0.2516,1.4813,3.7612,1.9176,2018-10-05 21:55:58
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Unknown,Guilford,85 percent or higher,Cell,1,0.8713,0.5715,0.4187,0.5705,2018-10-05 21:57:10
Rep,50 to 64,Some college or trade school,Unknown,Female,White,support,Don't know,Support,support,Reps. keep House,Unfavorable,Unfavorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Guilford,85 percent or higher,Cell,1,0.8807,1.6788,1.7496,1.709,2018-10-05 21:57:10
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,Other Non-White,Guilford,85 percent or higher,Cell,1,0.9163,1.3185,1.0498,1.3155,2018-10-05 21:59:16
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.4982,1.6512,2.5782,1.4162,2018-10-05 21:59:43
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Black,Guilford,50 to 85 percent,Cell,1,0.5867,0.4836,0.2661,0.5254,2018-10-05 22:03:45
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9808,0.3933,0.1336,0.3963,2018-10-05 22:19:28
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8785,0.8803,0.3922,0.8964,2018-10-05 22:20:49
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Black,Guilford,85 percent or higher,Landline,1,0.9923,0.4355,0.1338,0.4378,2018-10-05 22:28:10
Dem,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Guilford,50 to 85 percent,Cell,1,0.5736,0.7055,0.3864,0.7698,2018-10-05 22:38:40
Und,50 to 64,Some college or trade school,Black,Female,Black,Don't know,Don't know,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Very likely,[DO NOT READ] Refused,Nonwhite,50 to 64,Black,Guilford,50 to 85 percent,Cell,1,0.8475,1.0262,0.5225,1.0255,2018-10-05 22:39:34
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Guilford,85 percent or higher,Landline,1,0.9898,0.6615,0.2251,0.6644,2018-10-05 22:43:01
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9584,0.6359,0.2469,0.6415,2018-10-05 22:45:07
Rep,50 to 64,High school,Black,Male,Black,oppose,Don't know,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Black,Guilford,Less than 50 percent,Cell,1,0.4002,1.9508,2.8332,2.2828,2018-10-05 22:47:47
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Guilford,85 percent or higher,Cell,1,0.9675,0.5112,0.2447,0.5154,2018-10-05 22:50:56
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9768,1.1479,0.6806,1.1567,2018-10-05 22:56:11
Rep,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.961,0.3838,0.1845,0.3836,2018-10-05 23:00:41
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Guilford,85 percent or higher,Cell,1,0.9734,0.891,0.4066,0.8918,2018-10-05 23:00:50
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.2154,0.9094,2.1179,1.2202,2018-10-05 23:05:36
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9698,0.8746,0.4524,0.875,2018-10-05 23:16:15
Dem,18 to 34,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,18 to 34,White,Guilford,85 percent or higher,Cell,1,0.9225,0.7871,0.5578,0.7968,2018-10-05 23:21:32
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9606,0.8846,0.4108,0.8922,2018-10-05 23:22:17
