response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,CLIMATE,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,>60% Trump,50 to 85 percent,Cell,0.4444,0.8342,1.0112,0.8936,0.8136
Und,50 to 64,High school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Des Moines,Less than 50 percent,Landline,0,0.1014,1.3806,5.1494,0.9663
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9912,0.6333,0.3106,0.6588
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,Don't know,Not or not very,oppose,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,0.3333,0.9342,0.9745,0.6628,0.8802
Und,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,Very or somewhat,support,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,>60% Trump,50 to 85 percent,Cell,0.4444,0.6769,1.4198,1.6602,0.8004
Und,35 to 49,High school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Favorable,agree,30 to 44,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Polk,Less than 50 percent,Cell,0.5556,0.3922,1.5791,3.6474,1.1309
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Very or somewhat,support,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,0.7778,0.9278,0.6001,0.3353,0.5823
Rep,18 to 34,Bachelors' degree,Unknown,Female,White,Don't know,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown/Non-White,<60% Trump,50 to 85 percent,Cell,1,0.8429,0.9183,0.8151,0.9474
Dem,65 and older,Graduate or Professional Degree,Other,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Polk,85 percent or higher,Cell,1,0.9645,0.6344,0.3529,0.6602
Dem,18 to 34,Some college or trade school,White,Female,Black,Don't know,Disapp.,Check,Not or not very,support,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Des Moines,Less than 50 percent,Cell,1,0.4431,0.8321,1.5506,0.5829
Und,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,support,Don't know,Check,Not or not very,Don't know,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Des Moines,50 to 85 percent,Cell,1,0.6614,1.2381,1.0841,1.3003
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Support,Not or not very,Don't know,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7466,0.762,0.6116,0.8202
Und,[DO NOT READ] Refused,Grade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Don't know,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Polk,Less than 50 percent,Cell,0,0.1232,1.3692,6.6211,0.9508
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Polk,85 percent or higher,Landline,1,0.9821,0.6344,0.3465,0.6563
Dem,65 and older,High school,White,Female,White,support,Disapp.,Check,Very or somewhat,Don't know,Don't know,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,50 to 85 percent,Cell,0.4444,0.8191,1.0954,0.8699,1.017
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,85 percent or higher,Landline,1,0.9066,1.0213,0.78,1.0693
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,support,Disapp.,Check,Not or not very,oppose,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,65 and older,White,Des Moines,85 percent or higher,Cell,1,0.8615,0.597,0.3384,0.6154
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,>60% Trump,85 percent or higher,Landline,1,0.8564,0.9237,0.8409,0.9742
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Not or not very,support,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Landline,1,0.9208,1.0883,0.7602,1.1374
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.8993,0.7115,0.5391,0.7456
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,0,0.9052,1.0326,0.5156,0.9518
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,1,0.8341,0.8929,0.7854,0.9452
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Don't know,Support,Not or not very,oppose,Reps. keep House,Favorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,>60% Trump,85 percent or higher,Cell,1,0.9762,1.0615,0.7252,1.1041
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,50 to 85 percent,Cell,0.5556,0.7721,0.8717,0.6364,0.6584
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,0.6667,0.8573,1.0611,0.8827,1.0431
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,85 percent or higher,Cell,1,0.9918,1.1421,0.8166,1.1846
Rep,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Not or not very,oppose,Reps. keep House,Don't know,Favorable,agree,18 to 29,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Polk,Less than 50 percent,Cell,0.4444,0.3324,1.0186,2.2257,0.4204
Und,50 to 64,High school,White,Female,White,support,Approve,Support,Very or somewhat,support,Dems. take House,Unfavorable,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Landline,0,0.9095,1.1702,0.8743,0.9262
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,0.7778,0.883,0.9827,0.6146,0.9864
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Cell,1,0.9884,0.941,0.5721,0.9788
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Cell,1,0.9909,1.2242,0.734,1.2735
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9479,0.9912,0.6608,1.0329
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.9864,0.9025,0.4501,0.9346
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Approve,Support,Not or not very,Don't know,Don't know,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9918,1.0326,0.4706,1.0743
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.7415,0.6134,0.3807,0.6609
Und,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,0.8889,0.8333,1.1959,0.7763,1.2505
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Not or not very,Don't know,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9227,1.0715,0.836,1.1195
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Favorable,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,Unknown/Non-White,Polk,50 to 85 percent,Cell,0.4444,0.7212,0.9245,1.1177,0.8891
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Des Moines,Less than 50 percent,Cell,0.7778,0.3659,1.0308,1.9166,0.8533
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.9878,1.0387,0.6582,1.0804
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.8925,1.1702,0.8909,1.2275
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Approve,Check,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Some College Educ.,Republican,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,>60% Trump,50 to 85 percent,Cell,0.4444,0.6482,1.0914,1.3804,0.7013
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.9241,0.8612,0.4629,0.8997
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.9479,1.0511,0.6501,1.0835
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,50 to 85 percent,Cell,1,0.6461,0.7251,0.5544,0.5573
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,Very or somewhat,support,Reps. keep House,Don't know,Favorable,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Polk,Less than 50 percent,Cell,1,0.246,1.0934,3.0109,1.3167
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,<60% Trump,85 percent or higher,Cell,1,0.9504,0.5358,0.3625,0.5582
Dem,50 to 64,High school,White,Female,White,oppose,Approve,Check,Not or not very,support,Dems. take House,Don't know,Unfavorable,agree,45 to 64,High School Grad. or Less,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,Less than 50 percent,Landline,0.4444,0.4574,1.179,2.1087,0.5397
Dem,18 to 34,Bachelors' degree,White,Female,Black,oppose,Disapp.,Don't know,Not or not very,support,Dems. take House,Unfavorable,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Polk,50 to 85 percent,Cell,1,0.8426,0.8172,0.5883,0.8638
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Landline,0.7778,0.9142,0.962,0.51,0.9262
Und,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Don't know,Very or somewhat,support,Dems. take House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.9914,0.6645,0.3728,0.6891
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Polk,85 percent or higher,Landline,1,0.9966,0.7115,0.4865,0.7407
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Landline,1,0.5643,1.2776,1.6614,1.443
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Don't know,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9307,1.2413,0.9024,1.2958
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,<60% Trump,85 percent or higher,Cell,1,0.8681,0.8168,0.7324,0.8598
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.966,0.9793,0.6372,1.0108
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.8581,0.6073,0.3437,0.6403
Dem,65 and older,Some college or trade school,Black,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Des Moines,50 to 85 percent,Cell,1,0.679,0.9405,0.866,1.0282
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,<60% Trump,85 percent or higher,Cell,1,0.959,0.6744,0.4497,0.7021
Dem,65 and older,High school,White,Female,White,Don't know,Disapp.,Check,Not or not very,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Landline,0.7778,0.7516,1.2191,1.2018,1.2108
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9898,1.0651,0.5595,1.1079
Rep,65 and older,High school,White,Female,Hispanic,support,Disapp.,Check,Very or somewhat,oppose,Don't know,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Polk,Less than 50 percent,Landline,0,0.1205,1.1622,5.2674,0.3835
Rep,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Not or not very,support,Reps. keep House,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Des Moines,Less than 50 percent,Cell,0.6667,0.3112,0.8893,1.6143,0.676
Dem,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.8687,1.1686,0.8557,1.2043
Rep,65 and older,High school,White,Female,White,Don't know,Don't know,Support,Not or not very,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Cell,0.4444,0.841,1.2191,1.0741,0.9871
Dem,35 to 49,Some college or trade school,White,Female,White,Don't know,Disapp.,Check,Not or not very,oppose,Dems. take House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7119,1.1189,1.2428,1.1673
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9946,0.6333,0.3096,0.6591
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Des Moines,85 percent or higher,Cell,1,0.9953,0.5308,0.2819,0.5524
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.9243,0.9299,0.6454,0.9577
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9693,0.6333,0.3176,0.6589
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Des Moines,85 percent or higher,Cell,1,0.9681,0.8119,0.4184,0.8447
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Don't know,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,>60% Trump,85 percent or higher,Cell,1,0.9549,1.1918,0.6986,1.2289
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.9307,0.6001,0.3343,0.6265
Dem,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,50 to 85 percent,Landline,1,0.8323,1.0377,0.8498,1.0712
Rep,65 and older,High school,White,Female,White,support,Don't know,Don't know,Very or somewhat,oppose,Don't know,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9764,1.3418,1.0593,1.3868
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,50 to 85 percent,Cell,1,0.8404,1.2074,1.0544,1.2767
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,<60% Trump,Less than 50 percent,Cell,0.3333,0.3793,1.0406,2.2704,0.4016
Rep,65 and older,Bachelors' degree,Unknown,Female,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,Des Moines,85 percent or higher,Landline,1,0.991,1.0218,0.5116,1.063
Und,[DO NOT READ] Refused,Grade school,White,Male,Hispanic,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,50 to 64,White,Polk,85 percent or higher,Cell,0.3333,0.9505,1.3008,0.9171,1.2971
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.9597,1.2561,0.8295,1.3077
Und,18 to 34,High school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Male,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,>60% Trump,Less than 50 percent,Landline,0.2222,0.2776,1.5055,4.4569,0.6054
