response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.965,0.9227,0.7013,0.9253,2018-10-13 02:18:48
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Rest,85 percent or higher,Landline,1,0.965,0.6068,0.3331,0.6085,2018-10-13 02:20:00
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Rest,50 to 85 percent,Cell,1,0.7656,0.9479,0.6786,0.9475,2018-10-13 02:20:27
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.9452,1.0935,0.7611,1.0982,2018-10-13 02:24:03
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,50 to 85 percent,Landline,0.7778,0.7804,1.1073,0.924,1.104,2018-10-13 02:24:21
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Phoenix,85 percent or higher,Landline,1,0.965,1.2202,0.7538,1.2236,2018-10-13 02:25:33
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Phoenix,85 percent or higher,Cell,1,0.965,1.2202,0.7538,1.2236,2018-10-13 02:26:27
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,1.152,0.7668,1.1552,2018-10-13 02:27:57
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,Other,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,Non-White,Phoenix,85 percent or higher,Landline,0.8889,0.9464,0.7204,0.4674,0.7196,2018-10-13 02:28:33
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Phoenix,Less than 50 percent,Cell,0.8889,0.1267,0.723,2.5216,0.8717,2018-10-13 02:29:27
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Phoenix,85 percent or higher,Landline,1,0.965,1.1855,0.7141,1.1887,2018-10-13 02:31:15
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0871,0.8253,1.081,2018-10-13 02:31:24
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Phoenix,50 to 85 percent,Cell,1,0.7343,0.9018,0.6368,0.9043,2018-10-13 02:31:56
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.8999,1.0087,0.7451,1.0184,2018-10-13 02:33:35
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.9491,0.9916,0.7822,0.9955,2018-10-13 02:34:56
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Phoenix,Less than 50 percent,Landline,1,0.3594,1.4293,3.1253,1.701,2018-10-13 02:37:56
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,[DO NOT READ] Refused,Nonwhite,40 to 64,4-year College Grad.,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9889,1.0537,0.8917,1.0521,2018-10-13 02:38:41
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.9113,1.1186,0.8138,1.1278,2018-10-13 02:40:20
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Phoenix,Less than 50 percent,Cell,1,0.3436,1.3338,3.1417,1.4665,2018-10-13 02:40:20
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Phoenix,Less than 50 percent,Cell,1,0.4828,1.2264,1.648,1.3746,2018-10-13 02:44:59
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Unknown,Phoenix/Tempe,85 percent or higher,Cell,1,0.9779,0.7193,0.3937,0.7165,2018-10-13 02:48:03
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0028,0.7693,1.0055,2018-10-13 02:48:12
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0144,0.7931,1.0172,2018-10-13 02:49:51
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Phoenix,85 percent or higher,Cell,0.4444,0.8855,1.1962,0.8626,0.9764,2018-10-13 02:50:45
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7862,0.5113,0.7883,2018-10-13 02:51:48
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Phoenix,85 percent or higher,Cell,1,0.9098,1.2483,0.8242,1.2588,2018-10-13 02:53:45
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Phoenix,85 percent or higher,Cell,1,0.8606,0.8331,0.5327,0.846,2018-10-13 02:54:03
Und,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Maricopa,50 to 85 percent,Landline,1,0.8118,1.1601,1.2643,1.1553,2018-10-13 02:54:12
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7298,0.4557,0.7318,2018-10-13 02:56:18
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.965,1.0776,0.844,1.0716,2018-10-13 02:57:48
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.0087,0.6949,1.0114,2018-10-13 02:59:00
Rep,18 to 34,High school,White,Female,Hispanic,Disapp.,Reps. keep House,Unfavorable,Unfavorable,18 to 29,High School Grad. or Less,Republican,Male,Not at all likely,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,Phoenix,85 percent or higher,Cell,0,0.8727,1.3387,1.1061,0.741,2018-10-13 02:59:09
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9957,1.0355,0.9509,1.0385,2018-10-13 03:00:21
Und,35 to 49,Some college or trade school,Other,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Non-White,Phoenix,85 percent or higher,Cell,1,0.965,0.9653,0.7341,0.9679,2018-10-13 03:00:30
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Phoenix,50 to 85 percent,Cell,1,0.7419,0.9226,0.6497,0.9578,2018-10-13 03:05:23
Und,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Rest,85 percent or higher,Cell,1,0.8887,0.8149,0.5224,0.824,2018-10-13 03:05:23
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.8595,1.0319,0.8043,1.0481,2018-10-13 03:05:41
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.0204,0.7164,1.0147,2018-10-13 03:05:59
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.0319,0.7164,1.0347,2018-10-13 03:06:35
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,0.8236,0.4608,0.819,2018-10-13 03:06:35
Und,65 and older,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Rest,50 to 85 percent,Cell,1,0.7986,0.9145,0.9138,0.9116,2018-10-13 03:07:56
Rep,18 to 34,High school,Other,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 39,No 4-year College Degree,Non-White,Phoenix,50 to 85 percent,Landline,1,0.5917,1.1963,1.5909,1.2907,2018-10-13 03:10:38
Dem,35 to 49,Bachelors' degree,Hispanic,Female,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 39,4-year College Grad.,Non-White,Phoenix,Less than 50 percent,Cell,0.2222,0.1112,1.1973,6.3247,0.5604,2018-10-13 03:13:38
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,Less than 50 percent,Cell,1,0.3414,0.7208,1.4733,0.9254,2018-10-13 03:14:05
Und,50 to 64,Some college or trade school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Phoenix,50 to 85 percent,Cell,0.5556,0.7025,1.1015,0.8355,0.8627,2018-10-13 03:15:26
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Phoenix,Less than 50 percent,Cell,1,0.4978,0.7293,0.743,0.8126,2018-10-13 03:17:44
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Phoenix,85 percent or higher,Landline,1,0.965,0.7424,0.3613,0.7444,2018-10-13 03:21:29
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Rest,85 percent or higher,Cell,1,0.965,0.9039,0.6031,0.8989,2018-10-13 03:21:56
Und,65 and older,Some college or trade school,Asian,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Rest,85 percent or higher,Landline,1,0.965,0.8163,0.6976,0.8117,2018-10-13 03:22:41
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Rest,85 percent or higher,Landline,1,0.965,0.6652,0.3573,0.6615,2018-10-13 03:23:17
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Phoenix/Tempe,50 to 85 percent,Landline,1,0.7284,1.1169,0.9091,1.1629,2018-10-13 03:24:20
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Phoenix,85 percent or higher,Cell,1,0.8993,0.6908,0.3534,0.6976,2018-10-13 03:25:41
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,4-year College Grad.,Non-White,Rest,50 to 85 percent,Landline,1,0.6819,0.9909,1.0846,1.043,2018-10-13 03:27:56
Und,35 to 49,Bachelors' degree,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Phoenix,Less than 50 percent,Cell,1,0.3876,0.9897,1.9035,1.1594,2018-10-13 03:28:14
Und,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Phoenix,50 to 85 percent,Cell,1,0.7018,0.9283,0.9297,0.9724,2018-10-13 03:28:32
Und,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Phoenix,50 to 85 percent,Cell,1,0.6935,0.9283,0.9408,0.9743,2018-10-13 03:30:20
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Rest,50 to 85 percent,Cell,1,0.6337,0.7138,0.5675,0.7609,2018-10-13 03:30:29
Und,65 and older,Graduate or Professional Degree,Unknown,Female,White,Don't know,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Phoenix,Less than 50 percent,Cell,0,0.2162,0.7396,1.8036,0.1669,2018-10-13 03:30:38
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.8649,0.9216,0.7277,0.9352,2018-10-13 03:33:19
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Rest,50 to 85 percent,Landline,1,0.5212,1.3054,2.0141,1.3556,2018-10-13 03:33:55
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7151,0.4521,0.717,2018-10-13 03:34:22
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Phoenix,85 percent or higher,Cell,1,0.8581,0.9244,0.7007,0.939,2018-10-13 03:36:19
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,1.2131,0.8345,1.2164,2018-10-13 03:37:31
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,50 to 85 percent,Landline,0.8889,0.5181,1.2254,1.5235,1.2267,2018-10-13 03:37:40
Rep,65 and older,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,65 and older,4-year College Grad.,White,Phoenix,85 percent or higher,Landline,1,0.965,1.1752,0.7303,1.1686,2018-10-13 03:39:01
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,0.8405,0.4646,0.8358,2018-10-13 03:40:04
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,1.1289,0.7606,1.1319,2018-10-13 03:40:04
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.1089,0.7859,1.1119,2018-10-13 03:40:04
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9507,1.0476,1.0268,1.0516,2018-10-13 03:42:28
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,1.142,0.7842,1.1451,2018-10-13 03:42:37
Dem,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Non-White,Rest,50 to 85 percent,Cell,1,0.8052,0.8485,0.7632,0.8454,2018-10-13 03:44:07
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Phoenix,50 to 85 percent,Landline,1,0.6135,1.5123,1.5754,1.5418,2018-10-13 03:45:46
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Rest,85 percent or higher,Cell,1,0.8803,0.6263,0.3681,0.6341,2018-10-13 03:46:22
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Non-White,Phoenix,50 to 85 percent,Cell,0.7778,0.6796,0.6772,0.5816,0.647,2018-10-13 03:47:39
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0776,0.844,1.0805,2018-10-13 03:49:27
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,0.7753,0.433,0.7774,2018-10-13 03:49:54
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Cell,1,0.9325,0.9714,0.6967,0.9769,2018-10-13 03:50:12
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.965,1.0776,0.844,1.0805,2018-10-13 03:50:48
Und,50 to 64,Grade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.8504,1.1858,0.9185,1.2256,2018-10-13 03:52:45
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.0087,0.6949,1.0114,2018-10-13 03:52:54
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Already voted,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.7862,0.5113,0.7928,2018-10-13 03:54:24
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Phoenix,85 percent or higher,Landline,1,0.965,1.142,0.7842,1.103,2018-10-13 03:54:42
