response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,"Oakland, Clinton",85 percent or higher,Cell,0.6667,0.906,0.6868,0.5246,0.6266,2018-10-03 01:01:33
Dem,50 to 64,[DO NOT READ] Refused,White,Female,White,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Clinton",50 to 85 percent,Landline,1,0.6487,0.8563,1.1362,0.8746,2018-10-03 01:10:23
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Asian,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,"Wayne, Trump",85 percent or higher,Cell,1,0.9944,0.5672,0.33,0.573,2018-10-03 01:11:53
Rep,35 to 49,Bachelors' degree,Other,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,Other Non-White,"Wayne, Clinton",50 to 85 percent,Cell,0.8889,0.5974,1.3133,1.4721,1.1552,2018-10-03 01:18:18
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Wayne, Clinton",85 percent or higher,Cell,1,0.98740000000000006,0.768,0.4453,0.7754,2018-10-03 01:25:19
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9012,1.2015,0.9284,1.2219,2018-10-03 01:25:55
Rep,35 to 49,Bachelors' degree,White,Male,White,oppose,Don't know,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9701,1.1491,0.9041,1.1604,2018-10-03 01:28:19
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,"Wayne, Clinton",85 percent or higher,Cell,1,0.9796,0.7587,0.5016,0.766,2018-10-03 01:29:22
Dem,35 to 49,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,"Wayne, Trump",85 percent or higher,Cell,1,0.98,0.9419,0.6121,0.9509,2018-10-03 01:33:16
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,"Wayne, Trump",Less than 50 percent,Cell,1,0.4134,0.5797,0.7675,0.6751,2018-10-03 01:35:13
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.8411,0.9197,0.7749,0.9211,2018-10-03 01:35:49
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Oakland, Clinton",50 to 85 percent,Cell,1,0.6223,1.0235,1.0569,1.1025,2018-10-03 01:38:22
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,support,Dems. take House,Don't know,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Not very likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,"Oakland, Trump",85 percent or higher,Cell,0.3333,0.9647,0.6786,0.4849,0.5962,2018-10-03 01:39:52
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Wayne, Trump",85 percent or higher,Landline,1,0.9849,0.6522,0.2972,0.6585,2018-10-03 01:52:24
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Approve,Support,oppose,Dems. take House,Favorable,Favorable,Believe,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.9917,1.0123,0.6177,1.0223,2018-10-03 21:30:18
Dem,65 and older,High school,White,Female,White,support,Disapp.,Check,oppose,Dems. take House,Don't know,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,"Oakland, Trump",85 percent or higher,Landline,1,0.951,2.548,2.3065,2.5768,2018-10-03 21:31:21
Rep,35 to 49,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Wayne, Trump",Less than 50 percent,Cell,1,0.3769,1.3595,3.4225,1.6138,2018-10-03 21:36:00
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,"Wayne, Trump",50 to 85 percent,Landline,1,0.76,1.1428,0.9277,1.1907,2018-10-03 21:40:48
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Wayne, Trump",50 to 85 percent,Cell,0.3333,0.5372,1.1382,1.3066,0.6005,2018-10-03 21:41:28
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.7609,0.9617,0.8171,0.9689,2018-10-03 21:41:55
Dem,65 and older,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,"Wayne, Clinton",85 percent or higher,Landline,1,0.9842,1.4389,0.7979,1.4526,2018-10-03 21:45:37
Und,35 to 49,Some college or trade school,White,Female,White,oppose,Don't know,Don't know,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Wayne, Trump",85 percent or higher,Cell,1,0.9876,0.9419,0.6073,0.9509,2018-10-03 21:50:43
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9322,1.0947,0.6929,1.1092,2018-10-03 21:51:46
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.7379,1.1481,0.9956,1.1594,2018-10-03 21:52:31
Und,[DO NOT READ] Refused,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Oakland, Clinton",Less than 50 percent,Cell,0.8889,0.3615,0.6907,1.3393,0.7218,2018-10-03 21:53:18
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Oakland, Clinton",50 to 85 percent,Cell,1,0.5103,1.0235,1.2889,1.1435,2018-10-03 22:01:06
Und,65 and older,High school,Unknown,Female,White,Don't know,Disapp.,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Unknown,"Wayne, Trump",85 percent or higher,Landline,0.4444,0.9908,2.479,1.8642,2.4608,2018-10-03 22:01:38
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9684,0.9542,0.6942,0.9637,2018-10-03 22:03:53
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,"Wayne, Trump",85 percent or higher,Landline,1,0.9849,0.8165,0.3854,0.8243,2018-10-03 22:06:44
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Wayne, Clinton",85 percent or higher,Landline,1,0.9947,1.2003,0.6651,1.2126,2018-10-03 22:08:32
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,"Oakland, Trump",Less than 50 percent,Cell,1,0.136,0.5501,2.7981,0.8254,2018-10-03 22:15:39
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,"Wayne, Clinton",85 percent or higher,Cell,1,0.8758,1.1973,0.7841,1.2221,2018-10-03 22:16:06
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,"Oakland, Trump",85 percent or higher,Cell,1,0.8691,1.0478,0.8255,1.0481,2018-10-03 22:18:12
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",50 to 85 percent,Landline,1,0.7855,0.9617,0.7915,0.9668,2018-10-03 22:19:33
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9978,0.696,0.3966,0.7036,2018-10-03 22:22:06
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Wayne, Trump",85 percent or higher,Landline,1,0.9951,2.0606,1.7602,2.0819,2018-10-03 22:22:42
Rep,35 to 49,Graduate or Professional Degree,Other,Female,Asian,oppose,Don't know,Don't know,support,Dems. take House,Unfavorable,Favorable,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,"Wayne, Clinton",50 to 85 percent,Cell,0.5556,0.5478,0.6133,0.6425,0.5907,2018-10-03 22:24:21
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,oppose,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,"Wayne, Clinton",85 percent or higher,Landline,1,0.8848,1.249,0.9195,1.2732,2018-10-03 22:24:57
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.9934,0.624,0.3211,0.6302,2018-10-03 22:25:15
Und,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Don't know,Don't know,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Wayne, Trump",50 to 85 percent,Cell,1,0.5759,0.9925,1.0451,1.0841,2018-10-03 22:25:51
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Support,support,Dems. take House,Don't know,Favorable,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",35 to 49,Other Non-White,"Wayne, Trump",Less than 50 percent,Landline,0.4444,0.1166,0.6625,2.8811,0.2987,2018-10-03 22:26:36
Und,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Don't know,Support,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,[DO NOT READ] Don't know/Refused,Republican,Nonwhite,50 to 64,Other Non-White,"Oakland, Clinton",50 to 85 percent,Cell,0.7778,0.7137,0.6501,0.5309,0.535,2018-10-03 22:33:40
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Disapp.,Check,support,Don't know,Don't know,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,"Oakland, Clinton",50 to 85 percent,Cell,1,0.8349,0.8227,0.6034,0.8452,2018-10-03 22:34:35
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",85 percent or higher,Landline,1,0.934,1.2015,0.8958,1.1657,2018-10-03 22:35:20
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Clinton",85 percent or higher,Cell,1,0.9467,0.6024,0.4132,0.6094,2018-10-03 22:35:29
Und,65 and older,Bachelors' degree,White,Female,White,support,Disapp.,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9893,1.0947,0.6529,1.1054,2018-10-03 22:39:14
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9928,1.1896,0.8743,1.1982,2018-10-03 22:39:32
Und,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.6099,1.3222,1.5041,1.4294,2018-10-03 22:41:29
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Don't know,support,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Wayne, Clinton",50 to 85 percent,Cell,1,0.8432,0.675,0.4136,0.6925,2018-10-03 22:41:47
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Wayne, Trump",85 percent or higher,Cell,1,0.9918,0.6242,0.3278,0.6304,2018-10-03 22:42:05
Rep,35 to 49,Bachelors' degree,White,Male,White,oppose,Approve,Support,support,Reps. keep House,Don't know,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Trump",Less than 50 percent,Cell,0.8889,0.4563,0.6844,1.2015,0.6981,2018-10-03 22:42:31
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,"Wayne, Trump",85 percent or higher,Cell,1,0.9861,0.6522,0.2969,0.6556,2018-10-03 22:43:08
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9856,1.1902,0.7257,1.2016,2018-10-03 22:44:55
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9914,1.2015,0.844,1.2133,2018-10-03 22:45:13
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Oakland, Clinton",50 to 85 percent,Cell,1,0.8466,0.9414,0.7018,0.9653,2018-10-03 22:49:16
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.9933,0.9718,0.5438,0.9815,2018-10-03 22:50:01
Dem,18 to 34,High school,White,Female,White,support,Approve,Support,support,Don't know,Don't know,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,"Oakland, Trump",Less than 50 percent,Landline,0.6667,0.4458,1.4542,3.1499,1.3465,2018-10-03 22:53:55
Rep,35 to 49,High school,White,Female,Hispanic,support,Don't know,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,White,"Wayne, Trump",50 to 85 percent,Landline,0.7778,0.8147,1.8451,1.8148,1.7852,2018-10-03 22:57:13
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Oakland, Clinton",50 to 85 percent,Cell,1,0.8246,0.9836,0.6487,1.0123,2018-10-03 22:59:01
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,"Oakland, Trump",85 percent or higher,Cell,1,0.9917,0.7164,0.4787,0.7235,2018-10-03 22:59:28
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Wayne, Trump",50 to 85 percent,Cell,1,0.7359,0.9798,0.6919,0.9896,2018-10-03 23:03:14
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9875,0.7643,0.4277,0.7685,2018-10-03 23:04:17
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Wayne, Clinton",85 percent or higher,Cell,1,0.9209,1.3715,0.943,1.3914,2018-10-03 23:12:32
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,Approve,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Cell,0.4444,0.9933,1.0947,0.6503,1.0905,2018-10-03 23:18:01
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,"Oakland, Clinton",85 percent or higher,Cell,1,0.9217,0.5964,0.4402,0.605,2018-10-03 23:18:51
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,"Oakland, Clinton",Less than 50 percent,Landline,1,0.1279,0.6359,2.6877,0.9685,2018-10-03 23:19:13
Dem,18 to 34,High school,Asian,Female,Asian,Don't know,Approve,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,18 to 34,Other Non-White,"Wayne, Clinton",Less than 50 percent,Landline,0.6667,0.4529,1.642,3.14,1.5201,2018-10-03 23:24:33
Dem,[DO NOT READ] Refused,Bachelors' degree,Other,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,Other Non-White,"Wayne, Clinton",85 percent or higher,Cell,1,0.9904,1.0774,0.6873,1.088,2018-10-03 23:25:31
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9911,0.6402,0.3606,0.6464,2018-10-03 23:28:22
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,"Oakland, Trump",50 to 85 percent,Landline,1,0.5825,1.051,1.0946,1.1457,2018-10-04 00:00:40
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Clinton",50 to 85 percent,Cell,1,0.7622,0.5242,0.4222,0.5459,2018-10-04 00:02:12
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Other,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.913,0.5972,0.388,0.597,2018-10-04 00:03:06
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Oakland, Clinton",85 percent or higher,Cell,1,0.9895,1.2115,0.7048,1.2233,2018-10-04 00:08:21
Und,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Oakland, Clinton",50 to 85 percent,Cell,0.8889,0.721,0.6572,0.5387,0.6496,2018-10-04 00:13:09
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,"Oakland, Trump",Less than 50 percent,Landline,1,0.2611,0.546,1.3427,0.6319,2018-10-04 00:16:34
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Unfavorable,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Wayne, Trump",85 percent or higher,Cell,1,0.9911,1.0713,0.5267,1.0818,2018-10-04 00:19:43
