response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Bachelors' degree,White,Male,White,Support,oppose,Approve,Reps. keep House,Don't know,Yes,Don't know,Support,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.517,0.9676,0.6013,1.0711,2018-09-24 22:06:21
Und,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Don't know,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6074,0.9922,0.9948,1.0662,2018-09-24 22:07:15
Rep,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9689,0.7962,0.4045,0.7987,2018-09-24 22:08:45
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Approve,Don't know,Don't know,No,Favorable,Oppose,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.8086,1.0459,0.6981,1.0425,2018-09-24 22:09:39
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Don't know,Oppose,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,Less than 50 percent,Cell,0.6667,0.3847,1.1949,2.1488,0.8891,2018-09-24 22:10:15
Dem,65 and older,High school,Unknown,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Ocean,85 percent or higher,Landline,1,0.8763,1.5666,1.6771,1.5881,2018-09-24 22:11:27
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9878,0.692,0.4426,0.6912,2018-09-24 22:13:51
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.8193,0.8096,0.42,0.8283,2018-09-24 22:16:51
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9829,0.789,0.2304,0.7911,2018-09-24 22:20:45
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,0.2222,0.6665,0.991,0.8493,0.7717,2018-09-24 22:21:21
Dem,50 to 64,High school,Black,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9929,1.3229,0.9791,1.3235,2018-09-24 22:26:36
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.8749,0.741,0.3493,0.7361,2018-09-24 22:26:36
Dem,65 and older,High school,Black,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6609,1.4541,1.6068,1.5397,2018-09-24 22:32:25
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Don't know,Favorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9269,0.7956,0.3905,0.8011,2018-09-24 22:32:43
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.3514,1.0312,1.3724,1.1308,2018-09-24 22:33:46
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9501,0.8773,0.4383,0.8814,2018-09-24 22:34:40
Dem,65 and older,Some college or trade school,Black,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Black,"Burlington, Clinton",50 to 85 percent,Cell,0.4444,0.7587,0.839,0.6474,0.7814,2018-09-24 22:35:16
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.743,1.4312,0.9142,1.4864,2018-09-24 22:35:52
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.665,0.8255,0.4352,0.8732,2018-09-24 22:37:13
Rep,65 and older,Grade school,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,No,Favorable,Oppose,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.7887,2.0528,1.411,2.0492,2018-09-24 22:38:16
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.5504,0.7165,0.6474,0.7839,2018-09-24 22:39:10
Dem,50 to 64,Bachelors' degree,White,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Ocean,50 to 85 percent,Landline,1,0.7822,0.8604,0.4117,0.8865,2018-09-24 22:40:31
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Support,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9397,0.6476,0.2117,0.6512,2018-09-24 22:41:07
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9763,0.667,0.322,0.6647,2018-09-24 22:41:16
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.8456,0.7708,0.3878,0.7852,2018-09-24 22:44:16
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.6776,0.9922,0.8922,1.0462,2018-09-24 22:48:34
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,support,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.9826,0.621,0.3085,0.6227,2018-09-24 22:52:19
Rep,50 to 64,Some college or trade school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Cell,0,0.6122,0.9245,0.8214,0.3999,2018-09-24 22:53:40
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,support,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,18 to 29,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Ocean,Less than 50 percent,Cell,0.7778,0.1989,0.7888,2.0742,0.8227,2018-09-24 22:54:07
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,0.7778,0.5923,0.918,0.9032,0.8787,2018-09-24 22:56:04
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,"Burlington, Trump",85 percent or higher,Cell,1,0.8587,0.6631,0.432,0.674,2018-09-24 22:56:31
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6355,0.5796,0.4307,0.6179,2018-09-24 22:58:01
Dem,18 to 34,High school,White,Female,Hispanic,Oppose,Don't know,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.7519,1.4137,1.0743,1.4159,2018-09-24 22:59:22
Und,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,0.4444,0.9374,0.7016,0.2487,0.627,2018-09-24 22:59:40
Und,65 and older,[DO NOT READ] Refused,Black,Male,Black,Don't know,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,Nonwhite,Nonwhite,65 and older,Black,"Burlington, Clinton",50 to 85 percent,Cell,0.4444,0.66,0.9246,0.8942,0.6253,2018-09-24 22:59:49
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,0,0.8901,0.8545,0.36,0.7508,2018-09-24 23:03:32
Rep,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Favorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,Other Non-White,Ocean,50 to 85 percent,Cell,0.6667,0.5449,1.1274,1.0639,0.8764,2018-09-24 23:03:50
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.8043,0.8743,0.4459,0.8717,2018-09-24 23:05:38
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6328,0.6663,0.3584,0.6777,2018-09-24 23:07:53
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9087,0.7545,0.4718,0.7491,2018-09-24 23:08:29
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",85 percent or higher,Cell,1,0.875,0.7709,0.4773,0.7817,2018-09-24 23:09:05
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.2749,1.2369,3.1793,1.5619,2018-09-24 23:09:32
Dem,50 to 64,Some college or trade school,Black,Male,Black,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9052,0.7633,0.4968,0.7707,2018-09-24 23:11:47
Rep,65 and older,High school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Support,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.8208,1.9314,1.4492,1.9757,2018-09-24 23:15:05
Rep,50 to 64,Some college or trade school,White,Male,Other,Support,support,Approve,Reps. keep House,Don't know,No,Unfavorable,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.7887,1.0749,0.6136,1.1061,2018-09-24 23:15:25
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,18 to 29,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Other Non-White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3543,1.4577,1.9693,1.5964,2018-09-24 23:16:10
Und,50 to 64,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Ocean,85 percent or higher,Cell,1,0.9205,0.8193,0.6498,0.8256,2018-09-24 23:16:46
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Ocean,50 to 85 percent,Cell,0.5556,0.5508,0.6676,0.675,0.6386,2018-09-24 23:18:07
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9251,0.8943,0.3847,0.888,2018-09-24 23:22:01
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,support,Don't know,Reps. keep House,Favorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.8675,0.9935,0.6351,1.0084,2018-09-24 23:23:22
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.8845,0.9926,0.5755,1.0051,2018-09-24 23:23:40
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9177,0.9658,0.4042,0.9736,2018-09-24 23:23:58
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Disapp.,Reps. keep House,Favorable,Yes,Favorable,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9474,0.9658,0.3917,0.9704,2018-09-24 23:33:59
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9856,0.5797,0.3556,0.5787,2018-09-24 23:34:35
Rep,35 to 49,High school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,30 to 44,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Ocean,50 to 85 percent,Cell,0.3333,0.6323,1.8496,2.1526,1.2435,2018-09-24 23:34:53
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",85 percent or higher,Cell,0.8889,0.8826,0.9191,0.5532,0.8571,2018-09-24 23:35:02
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,Don't know,Approve,Reps. keep House,Favorable,No,Unfavorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.2559,1.1679,2.7564,1.3471,2018-09-24 23:36:32
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9934,0.7731,0.2495,0.7736,2018-09-24 23:36:32
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9216,0.692,0.474,0.6871,2018-09-24 23:36:50
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.5306,0.8272,0.629,0.9112,2018-09-24 23:39:23
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.8535,0.6793,0.2907,0.6911,2018-09-24 23:43:35
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.778,0.7165,0.4597,0.7388,2018-09-24 23:45:48
Und,65 and older,High school,White,Female,White,Oppose,support,Disapp.,Dems. take House,Don't know,Yes,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Cell,0,0.9107,1.7321,1.2696,1.0644,2018-09-24 23:46:53
Dem,50 to 64,Some college or trade school,White,Male,White,Support,support,Disapp.,Dems. take House,Don't know,No,Favorable,Support,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,0.4444,0.6891,1.0178,0.5328,0.7522,2018-09-24 23:47:11
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9323,0.7169,0.2437,0.7214,2018-09-24 23:50:09
Dem,65 and older,High school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.8506,1.7343,1.4517,1.7245,2018-09-24 23:53:36
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9562,0.789,0.2366,0.7922,2018-09-24 23:55:42
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.8992,0.6215,0.2912,0.628,2018-09-24 23:57:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9599,0.7024,0.2592,0.6987,2018-09-24 23:58:15
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Support,30 to 44,4-year College Grad.,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,0.7778,0.7766,1.0459,0.7266,1.0026,2018-09-25 00:00:03
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.9127,1.02,0.5346,1.0288,2018-09-25 00:00:21
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9439,0.9017,0.6057,0.9064,2018-09-25 00:07:27
Dem,35 to 49,High school,White,Male,Hispanic,Don't know,oppose,Don't know,Don't know,Favorable,No,Unfavorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.7342,1.9876,2.3818,2.0682,2018-09-25 00:07:36
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9061,1.0947,0.6466,1.1051,2018-09-25 00:07:54
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Approve,Dems. take House,Don't know,Yes,Favorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Not at all likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Landline,0.4444,0.916,0.6335,0.2448,0.4793,2018-09-25 00:09:42
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9883,0.6609,0.1843,0.6628,2018-09-25 00:10:54
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.9758,0.6335,0.2302,0.6353,2018-09-25 00:12:15
