response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,[DO NOT READ] Refused,Bachelors' degree,Asian,Male,Other,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,Polk,Less than 50 percent,Cell,1,0.3657,0.6662,1.2223,0.7762,2018-10-17 23:58:44
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Lake,85 percent or higher,Landline,0.6667,0.8921,1.7516,1.1099,1.545,2018-10-17 23:59:11
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lake,85 percent or higher,Landline,1,0.8603,0.9623,0.5806,0.9603,2018-10-17 23:59:29
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Polk,85 percent or higher,Cell,1,0.9361,0.7305,0.4213,0.7216,2018-10-18 00:00:32
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Polk,85 percent or higher,Landline,1,0.923,0.5345,0.2832,0.5288,2018-10-18 00:00:50
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.9238,0.6008,0.3122,0.5943,2018-10-18 00:01:53
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Polk,50 to 85 percent,Cell,1,0.5421,0.9872,0.8525,1.0635,2018-10-18 00:04:15
Rep,50 to 64,Graduate or Professional Degree,White,Female,Other,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.7794,0.5732,0.3005,0.5803,2018-10-18 00:05:54
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Approve,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,35 to 49,Other Non-White,"Hillsborough, Clinton",Less than 50 percent,Cell,1,0.4987,0.5698,0.5984,0.5845,2018-10-18 00:05:54
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.6846,0.2908,0.6746,2018-10-18 00:07:06
Dem,35 to 49,High school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,Hispanic,Polk,85 percent or higher,Cell,1,0.9622,1.8361,1.6168,1.8095,2018-10-18 00:07:51
Dem,18 to 34,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Other Non-White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.8787,0.7482,0.4167,0.7446,2018-10-18 00:08:27
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,Unknown,Polk,Less than 50 percent,Cell,1,0.4841,0.9921,1.0174,1.092,2018-10-18 00:08:36
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,"Hillsborough, Trump",Less than 50 percent,Landline,0.5556,0.4647,0.5274,0.5714,0.4508,2018-10-18 00:09:03
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,50 to 85 percent,Landline,1,0.8151,1.5761,1.1346,1.5421,2018-10-18 00:09:12
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.9057,1.6709,1.0686,1.6565,2018-10-18 00:09:39
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.8274,0.7714,0.3166,0.7739,2018-10-18 00:10:51
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,0.5723,0.2434,0.5639,2018-10-18 00:12:12
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Hispanic,Polk,50 to 85 percent,Cell,1,0.6796,0.6504,0.4615,0.6731,2018-10-18 00:16:15
Rep,35 to 49,Bachelors' degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,White,Lake,50 to 85 percent,Cell,1,0.5333,0.9078,0.8202,0.981,2018-10-18 00:21:18
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,Lake,85 percent or higher,Cell,1,0.965,0.8479,0.3624,0.8402,2018-10-18 00:21:45
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,0.9586,0.5478,0.9498,2018-10-18 00:23:15
Rep,50 to 64,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",50 to 64,Other Non-White,Polk,50 to 85 percent,Landline,0,0.6527,0.8254,0.7558,0.3016,2018-10-18 00:23:42
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Polk,85 percent or higher,Landline,1,0.9304,0.711,0.3872,0.7028,2018-10-18 00:24:18
Und,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Other Non-White,"Hillsborough, Clinton",Less than 50 percent,Cell,1,0.389,0.9423,1.9192,1.0839,2018-10-18 00:24:18
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Trump",Less than 50 percent,Cell,1,0.2105,0.8393,2.078,0.9831,2018-10-18 00:28:12
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,0.8729,0.3988,0.8649,2018-10-18 00:29:06
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Polk,85 percent or higher,Landline,1,0.9265,1.3991,0.896,1.3643,2018-10-18 00:29:51
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Lake,Less than 50 percent,Cell,1,0.19,0.778,1.9901,1.0507,2018-10-18 00:32:25
Dem,65 and older,High school,Black,Female,Black,Approve,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Other Non-White,Polk,Less than 50 percent,Landline,1,0.395,1.3792,2.7721,1.6754,2018-10-18 00:32:52
Und,18 to 34,Some college or trade school,White,Female,White,Don't know,Dems. take House,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Polk,50 to 85 percent,Cell,0.2222,0.5579,1.1842,1.0686,0.6925,2018-10-18 00:33:54
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,Polk,Less than 50 percent,Cell,1,0.3583,0.9162,1.219,1.0722,2018-10-18 00:34:30
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Clinton",85 percent or higher,Landline,1,0.965,0.5858,0.2364,0.5725,2018-10-18 00:35:43
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,1.6322,1.0328,1.6083,2018-10-18 00:40:04
Dem,65 and older,High school,Black,Male,Other,Disapp.,Dems. take House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.9244,1.8847,1.3137,1.8641,2018-10-18 00:43:04
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",85 percent or higher,Landline,1,0.965,0.606,0.2568,0.6005,2018-10-18 00:45:37
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Polk,85 percent or higher,Cell,1,0.9245,0.4905,0.2117,0.4852,2018-10-18 00:47:41
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,"Hillsborough, Trump",Less than 50 percent,Cell,1,0.3427,0.5874,1.199,0.6349,2018-10-18 00:48:08
Dem,18 to 34,Bachelors' degree,White,Male,Hispanic,Don't know,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,White,Polk,Less than 50 percent,Cell,1,0.4292,0.8942,1.0031,1.008,2018-10-18 00:48:17
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Polk,50 to 85 percent,Cell,1,0.6951,1.615,1.3499,1.7131,2018-10-18 00:51:44
Und,18 to 34,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,Hispanic,"Hillsborough, Clinton",Less than 50 percent,Cell,1,0.2591,0.8241,1.7016,1.1199,2018-10-18 00:52:38
Und,18 to 34,High school,White,Female,White,Approve,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Polk,Less than 50 percent,Landline,1,0.3791,1.4799,3.1005,1.7114,2018-10-18 00:53:01
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Polk,50 to 85 percent,Cell,1,0.7204,0.7634,0.5657,0.8033,2018-10-18 00:53:32
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Polk,50 to 85 percent,Cell,1,0.8298,1.0566,0.4672,1.0786,2018-10-18 00:54:26
Dem,35 to 49,High school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.706,1.868,1.858,1.9209,2018-10-18 00:56:55
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Lake,85 percent or higher,Cell,1,0.965,0.9826,0.5939,0.9681,2018-10-18 00:58:43
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Polk,85 percent or higher,Cell,1,0.8901,0.9118,0.4599,0.9059,2018-10-18 00:58:52
Dem,50 to 64,High school,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,50 to 64,Unknown,Lake,50 to 85 percent,Landline,1,0.7263,2.0674,1.6464,1.8754,2018-10-18 00:59:01
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Lake,50 to 85 percent,Cell,1,0.5723,0.997,0.8798,1.0634,2018-10-18 00:59:28
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lake,50 to 85 percent,Cell,1,0.6855,1.164,0.8656,1.2386,2018-10-18 01:00:08
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Polk,85 percent or higher,Landline,1,0.9365,0.7805,0.3548,0.771,2018-10-18 01:00:13
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,Hispanic,Lake,85 percent or higher,Landline,1,0.965,1.1816,0.7728,1.1708,2018-10-18 01:01:07
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.6823,0.9537,0.9674,0.9863,2018-10-18 01:03:20
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Polk,50 to 85 percent,Cell,1,0.7495,0.7622,0.3807,0.7763,2018-10-18 01:04:41
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.8188,0.5868,0.2778,0.5897,2018-10-18 01:05:17
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.8783,1.0638,0.5594,1.0376,2018-10-18 01:05:26
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,Hispanic,Lake,Less than 50 percent,Cell,1,0.2428,1.2094,4.1805,1.6733,2018-10-18 01:07:41
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,"Hillsborough, Trump",Less than 50 percent,Cell,1,0.3696,0.9015,1.8124,1.0481,2018-10-18 01:11:08
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Hillsborough, Trump",Less than 50 percent,Cell,1,0.4969,0.7432,1.1583,0.814,2018-10-18 01:12:02
Rep,50 to 64,High school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.8973,1.6725,1.1269,1.6599,2018-10-18 01:12:56
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Polk,50 to 85 percent,Cell,1,0.8275,0.8403,0.609,0.8431,2018-10-18 01:20:28
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.9411,0.8891,0.5212,0.8778,2018-10-18 01:23:46
Und,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.9415,0.5364,0.9277,2018-10-18 01:25:16
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.6708,0.6606,0.3953,0.6852,2018-10-18 01:31:16
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Clinton",Less than 50 percent,Cell,1,0.1838,0.4739,1.3974,0.6449,2018-10-18 01:31:43
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.8296,0.3755,0.8174,2018-10-18 01:32:19
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Polk,50 to 85 percent,Cell,1,0.6143,0.9272,0.6484,0.9764,2018-10-18 01:37:44
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Polk,50 to 85 percent,Cell,1,0.8129,0.8357,0.4286,0.8407,2018-10-18 01:40:17
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,Polk,50 to 85 percent,Cell,1,0.7517,0.5542,0.3884,0.5641,2018-10-18 01:42:23
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,"Hillsborough, Clinton",85 percent or higher,Cell,1,0.8978,1.6974,1.2736,1.6845,2018-10-18 01:42:50
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.6551,0.952,0.7851,0.9474,2018-10-18 01:43:08
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,"Hillsborough, Clinton",Less than 50 percent,Cell,1,0.3075,0.8409,1.53,1.0171,2018-10-18 01:43:17
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.789,1.0273,0.5299,1.0379,2018-10-18 01:45:14
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Trump",50 to 85 percent,Landline,1,0.7818,1.0017,0.6988,0.9825,2018-10-18 14:54:18
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,"Hillsborough, Trump",50 to 85 percent,Cell,1,0.8485,0.8668,0.5268,0.8666,2018-10-18 20:24:23
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,0.8733,0.4977,0.8605,2018-10-18 20:30:59
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Other Non-White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.7721,0.646,0.3641,0.6341,2018-10-18 20:32:08
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Hillsborough, Trump",85 percent or higher,Cell,1,0.965,1.8031,1.1293,1.7767,2018-10-18 20:36:02
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,Polk,50 to 85 percent,Cell,1,0.6984,0.6294,0.4319,0.6669,2018-10-18 20:41:01
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.6477,0.8878,0.8363,0.9263,2018-10-18 20:44:10
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Lake,50 to 85 percent,Cell,1,0.6997,1.8753,1.7716,1.9313,2018-10-18 20:45:47
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.5709,0.8665,0.7833,0.9246,2018-10-18 20:52:12
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Lake,85 percent or higher,Cell,1,0.9221,1.1413,0.6514,1.1291,2018-10-18 20:52:39
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,"Hillsborough, Clinton",Less than 50 percent,Cell,1,0.3437,0.9151,1.8468,1.0804,2018-10-18 20:52:57
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,"Hillsborough, Clinton",50 to 85 percent,Cell,1,0.7899,0.7144,0.4192,0.7369,2018-10-18 20:52:57
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Lake,50 to 85 percent,Cell,1,0.5168,1.2543,1.7622,1.3635,2018-10-18 20:53:42
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Polk,50 to 85 percent,Cell,1,0.622,0.7613,0.6072,0.7616,2018-10-18 21:01:21
