response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,support,Don't know,Unfavorable,Favorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Montgomery,50 to 85 percent,Landline,0.3333,0.5391,0.8426,0.7298,0.5351,2018-10-12 22:52:37
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Lower Bucks,50 to 85 percent,Cell,1,0.7109,0.9733,0.7532,1.0189,2018-10-12 22:53:40
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Check,support,Don't know,Don't know,Favorable,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.9917,0.6909,0.3802,0.6936,2018-10-12 22:54:16
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6526,0.9343,1.0207,0.9922,2018-10-12 22:54:16
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,85 percent or higher,Cell,1,0.9688,0.7694,0.5208,0.7725,2018-10-12 22:54:29
Und,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9866,0.594,0.2691,0.5961,2018-10-12 22:56:04
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.8763,0.6483,0.4458,0.6445,2018-10-12 22:56:26
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.808,0.5722,0.429,0.5872,2018-10-12 22:56:40
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9946,0.8427,0.5305,0.8462,2018-10-12 22:56:58
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9958,0.6388,0.317,0.6416,2018-10-12 22:57:52
Rep,65 and older,Some college or trade school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Lower Bucks,50 to 85 percent,Landline,1,0.8348,0.753,0.5007,0.7499,2018-10-12 23:02:13
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Lower Bucks,85 percent or higher,Landline,1,0.9156,0.8907,0.4382,0.8987,2018-10-12 23:04:19
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9783,0.9125,0.5722,0.9157,2018-10-12 23:04:28
Dem,18 to 34,Bachelors' degree,White,Male,Other,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Democrat,Nonwhite,18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,0.6667,0.9812,0.866,0.4881,0.8543,2018-10-12 23:04:28
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.942,0.691,0.6028,0.6952,2018-10-12 23:06:34
Dem,35 to 49,High school,Other,Male,Asian,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Lower Bucks,Less than 50 percent,Cell,1,0.3563,2.7862,5.9511,3.0511,2018-10-12 23:06:43
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.862,0.5238,0.3942,0.5326,2018-10-12 23:07:19
Und,[DO NOT READ] Refused,High school,White,Female,White,support,Approve,Check,support,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,Montgomery,85 percent or higher,Landline,0.6667,0.8827,1.9718,2.0606,1.8802,2018-10-12 23:08:40
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9872,0.5806,0.2456,0.5827,2018-10-12 23:09:16
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6793,1.285,0.8944,1.3553,2018-10-12 23:10:10
Und,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,35 to 49,Non-White,Montgomery,Less than 50 percent,Cell,0.4444,0.3672,0.9049,1.592,0.5705,2018-10-12 23:11:22
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,50 to 85 percent,Cell,1,0.7077,0.8406,0.7275,0.8466,2018-10-12 23:13:01
Dem,50 to 64,Graduate or Professional Degree,Black,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Non-White,Lower Bucks,Less than 50 percent,Cell,1,0.4072,0.8165,0.902,0.9482,2018-10-12 23:13:28
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Montgomery,Less than 50 percent,Cell,1,0.3953,0.53,0.8599,0.6192,2018-10-12 23:14:04
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.98740000000000006,0.6973,0.4704,0.6998,2018-10-12 23:14:58
Dem,65 and older,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9782,0.7659,0.4142,0.7686,2018-10-12 23:15:43
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,Hispanic,oppose,Approve,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,White,Middle/Upper Bucks,Less than 50 percent,Landline,1,0.1409,1.3078,4.4697,1.6805,2018-10-12 23:21:06
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,85 percent or higher,Cell,1,0.9784,0.6607,0.4088,0.6591,2018-10-12 23:21:15
Und,18 to 34,Bachelors' degree,White,Female,White,Don't know,Disapp.,Support,oppose,Dems. take House,Don't know,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,0.7778,0.2169,1.0356,2.9564,1.07,2018-10-12 23:22:36
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Approve,Check,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.8799,0.702,0.471,0.7118,2018-10-12 23:23:30
Dem,65 and older,Some college or trade school,Unknown,Male,White,oppose,Approve,Support,oppose,Dems. take House,Favorable,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Lower Bucks,85 percent or higher,Landline,1,0.9884,0.5799,0.2762,0.582,2018-10-12 23:24:43
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Montgomery,50 to 85 percent,Landline,1,0.6948,2.0029,2.246,2.1046,2018-10-12 23:25:10
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Montgomery,50 to 85 percent,Cell,1,0.8267,0.7746,0.7149,0.7921,2018-10-12 23:25:54
Dem,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,65 and older,White,Montgomery,85 percent or higher,Cell,1,0.989,0.4367,0.2075,0.4383,2018-10-12 23:26:57
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Support,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Montgomery,50 to 85 percent,Cell,0,0.5005,0.7537,1.1125,0.2307,2018-10-12 23:28:01
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,0.4444,0.9035,1.0647,0.6832,0.7868,2018-10-12 23:28:45
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lower Bucks,50 to 85 percent,Cell,1,0.595,0.7819,0.9519,0.8439,2018-10-12 23:29:58
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Middle/Upper Bucks,50 to 85 percent,Landline,0.4444,0.6988,0.8062,0.6572,0.5997,2018-10-12 23:30:06
Dem,18 to 34,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,White,Lower Bucks,Less than 50 percent,Cell,1,0.407,1.4276,2.7957,1.658,2018-10-12 23:33:52
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9924,0.9384,0.7115,0.9421,2018-10-12 23:34:55
Rep,18 to 34,Some college or trade school,Other,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,Non-White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.8326,1.1143,0.8462,1.1383,2018-10-12 23:36:07
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,30 to 44,Some College Educ.,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Middle/Upper Bucks,50 to 85 percent,Cell,0.7778,0.6435,1.0116,1.0981,0.853,2018-10-12 23:36:43
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9933,1.0863,0.5652,1.0906,2018-10-12 23:36:52
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.8075,0.7227,0.4489,0.7416,2018-10-12 23:37:37
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.9578,0.4837,0.222,0.4814,2018-10-12 23:38:58
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9462,1.0647,0.6524,1.0707,2018-10-12 23:39:43
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Other,support,Approve,Don't know,support,Dems. take House,Favorable,Unfavorable,Do not believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Lower Bucks,85 percent or higher,Landline,1,0.9077,0.7344,0.3594,0.7297,2018-10-12 23:39:52
Dem,35 to 49,High school,Asian,Female,Asian,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Non-White,Montgomery,50 to 85 percent,Cell,1,0.5112,2.8586,5.1299,2.9797,2018-10-12 23:41:22
Und,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.5284,1.3115,1.368,1.4469,2018-10-12 23:42:43
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Lower Bucks,50 to 85 percent,Cell,1,0.7833,0.9446,0.535,0.9737,2018-10-12 23:43:01
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.8704,0.4837,0.2444,0.4912,2018-10-12 23:44:31
Und,35 to 49,Some college or trade school,White,Male,Black,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,White,Lower Bucks,85 percent or higher,Cell,1,0.9701,0.6476,0.4534,0.6453,2018-10-12 23:44:40
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Montgomery,85 percent or higher,Cell,1,0.915,0.69,0.5964,0.6963,2018-10-12 23:45:25
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Lower Bucks,85 percent or higher,Landline,1,0.9772,0.8907,0.4105,0.8938,2018-10-12 23:46:23
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Lower Bucks,85 percent or higher,Cell,1,0.8907,0.3688,0.2161,0.3734,2018-10-12 23:46:32
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,85 percent or higher,Cell,1,0.9857,0.7106,0.4825,0.7131,2018-10-12 23:47:53
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Unfavorable,Favorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,Middle/Upper Bucks,85 percent or higher,Cell,1,0.8776,0.4761,0.2973,0.4829,2018-10-12 23:49:41
Und,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Male,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Middle/Upper Bucks,Less than 50 percent,Cell,0.3333,0.3301,0.9509,2.2266,0.4263,2018-10-12 23:51:11
Dem,65 and older,Some college or trade school,Other,Female,White,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Non-White,Montgomery,85 percent or higher,Landline,1,0.9877,0.9084,0.5629,0.9116,2018-10-12 23:51:11
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Lower Bucks,85 percent or higher,Landline,1,0.9904,0.8225,0.3818,0.8256,2018-10-12 23:51:29
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9847,1.0562,0.452,1.0599,2018-10-12 23:52:32
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.877,0.7163,0.4297,0.7266,2018-10-12 23:53:08
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9499,1.0647,0.6498,1.0703,2018-10-12 23:53:44
Rep,35 to 49,High school,White,Male,White,oppose,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Lower Bucks,Less than 50 percent,Landline,0.7778,0.0569,2.0577,11.0016,3.136,2018-10-12 23:57:02
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.7923,1.2763,0.8597,1.3133,2018-10-12 23:57:38
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Cell,0.8889,0.5489,1.4105,1.5663,1.4076,2018-10-12 23:58:14
Dem,50 to 64,High school,White,Female,White,oppose,Don't know,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,50 to 85 percent,Landline,1,0.6594,2.0489,2.3122,2.172,2018-10-13 00:00:29
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Check,oppose,Reps. keep House,Unfavorable,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,Less than 50 percent,Cell,0.3333,0.3185,0.8395,1.7422,0.3733,2018-10-13 00:01:05
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,85 percent or higher,Cell,1,0.9666,0.7154,0.439,0.7183,2018-10-13 00:03:16
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9866,2.2393,1.4989,2.2473,2018-10-13 00:03:43
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.5115,0.7027,0.5617,0.7799,2018-10-13 00:04:10
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Lower Bucks,85 percent or higher,Cell,1,0.9889,0.8647,0.4153,0.8678,2018-10-13 00:06:07
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Lower Bucks,50 to 85 percent,Cell,1,0.5862,0.6504,0.6252,0.7039,2018-10-13 00:06:52
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Believe,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9754,1.1528,0.6713,1.157,2018-10-13 00:09:07
Rep,18 to 34,Some college or trade school,White,Female,White,Don't know,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,18 to 29,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,0,0.1162,0.8319,4.5213,0.1731,2018-10-13 00:11:22
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6045,0.7825,0.6361,0.8422,2018-10-13 00:12:52
