response,ager,educ,file_race,gender,race_eth,approve,BIRTHRIGHT,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,REVERSERACIS,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.4747,0.2272,0.4688,2018-11-03 00:33:27
Rep,50 to 64,High school,White,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Dutch,85 percent or higher,Cell,1,0.97,1.5452,1.4709,1.5069,2018-11-03 00:36:00
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,50 to 85 percent,Cell,1,0.8427,1.3087,0.8752,1.275,2018-11-03 00:47:48
Dem,50 to 64,High school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Small Towns,50 to 85 percent,Cell,1,0.5767,2.1045,2.3211,2.3236,2018-11-03 00:56:21
Dem,35 to 49,High school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",18 to 34,White,Small Towns,Less than 50 percent,Landline,1,0.4104,1.1436,2.8017,1.3722,2018-11-03 01:02:07
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",18 to 34,White,Story,85 percent or higher,Cell,1,0.97,0.5445,0.34,0.5377,2018-11-03 01:02:16
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Rural,85 percent or higher,Cell,1,0.9267,0.7475,0.6113,0.727,2018-11-03 01:03:01
Rep,50 to 64,High school,White,Female,White,Approve,Don't know,Don't know,disagree,Reps. keep House,Don't know,Favorable,disagree,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.97,1.459,1.0823,1.4335,2018-11-03 01:10:40
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,Small Towns,85 percent or higher,Cell,1,0.9535,0.6394,0.4071,0.6332,2018-11-03 01:15:10
Rep,18 to 34,High school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,agree,18 to 29,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Story,Less than 50 percent,Cell,1,0.4726,1.3487,2.5053,1.4878,2018-11-03 01:25:31
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rural,85 percent or higher,Cell,1,0.97,1.1002,0.5601,1.0864,2018-11-03 01:35:30
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Story,85 percent or higher,Cell,1,0.97,0.6607,0.3618,0.6491,2018-11-03 01:35:39
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Support,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.97,0.5256,0.2527,0.519,2018-11-03 01:45:02
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.97,0.5256,0.2527,0.5037,2018-11-03 01:45:24
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.8881,0.8166,0.479,0.8094,2018-11-03 01:45:42
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Cell,1,0.8909,1.0063,0.6511,0.9787,2018-11-03 01:54:11
Dem,65 and older,High school,White,Male,White,Disapp.,Support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.97,1.0402,0.7433,1.022,2018-11-03 02:02:55
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Landline,1,0.9001,1.0709,0.7176,1.0724,2018-11-03 02:08:01
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Cell,1,0.97,0.4939,0.2279,0.4877,2018-11-03 02:10:07
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,White,Rural,85 percent or higher,Cell,1,0.97,0.7184,0.5827,0.7094,2018-11-03 02:13:07
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Favorable,Unfavorable,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Small Towns,50 to 85 percent,Cell,1,0.7498,1.3927,1.0941,1.3665,2018-11-03 02:15:14
Rep,65 and older,High school,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.9057,1.0288,0.8042,1.0173,2018-11-03 02:15:50
Dem,[DO NOT READ] Refused,Some college or trade school,Unknown,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown/Non-White,Rural,85 percent or higher,Landline,1,0.9628,1.2468,0.7,1.215,2018-11-03 02:17:38
Dem,50 to 64,High school,Unknown,Female,White,Approve,Support,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown/Non-White,Rural,Less than 50 percent,Landline,0.7778,0.2356,3.3876,8.46,3.3942,2018-11-03 02:21:41
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Rural,Less than 50 percent,Cell,1,0.4282,0.7111,1.4709,0.7424,2018-11-03 02:25:35
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.97,0.9173,0.5899,0.9013,2018-11-03 02:27:32
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.9647,0.8715,0.527,0.8614,2018-11-03 15:36:00
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,Don't know,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.966,1.0288,0.7549,1.0028,2018-11-03 15:37:57
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Support,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.6145,0.3664,0.5993,2018-11-03 15:46:28
Und,65 and older,High school,White,Female,White,Approve,Support,Oppose,agree,Don't know,Don't know,Don't know,agree,agree,65 and older,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,1,0.8281,1.4872,1.1468,1.515,2018-11-03 15:57:34
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.9458,0.5199,0.2616,0.5117,2018-11-03 15:59:13
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Support,Don't know,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.9333,0.7758,0.406,0.7714,2018-11-03 16:00:07
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dutch,85 percent or higher,Cell,1,0.8942,0.8648,0.6439,0.8565,2018-11-03 16:02:12
Dem,65 and older,High school,White,Male,White,Disapp.,Support,Support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,0.6667,0.9523,0.9774,0.6797,0.9307,2018-11-03 16:12:33
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Don't know,Support,Don't know,disagree,Dems. take House,Don't know,Unfavorable,disagree,Don't know,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,Unknown/Non-White,Story,Less than 50 percent,Cell,0.7778,0.2892,1.1078,2.5998,1.0868,2018-11-03 16:17:59
Rep,65 and older,High school,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.9194,1.0402,0.7835,1.0268,2018-11-03 16:29:23
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,Unknown/Non-White,Small Towns,50 to 85 percent,Cell,1,0.5372,0.9163,1.1257,0.9863,2018-11-03 16:33:46
Rep,65 and older,High school,White,Male,White,Don't know,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Landline,1,0.8626,1.201,0.9546,1.195,2018-11-03 16:34:59
Dem,50 to 64,Some college or trade school,Asian,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown/Non-White,Small Towns,85 percent or higher,Landline,1,0.97,1.327,0.7739,1.3103,2018-11-03 16:37:13
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rural,Less than 50 percent,Landline,1,0.4469,0.8738,1.3688,1.0263,2018-11-03 16:39:28
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,65 and older,Some College Educ.,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Story,85 percent or higher,Landline,1,0.9119,0.8461,0.4513,0.8451,2018-11-03 16:39:38
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.5906,0.3652,0.5832,2018-11-03 16:42:10
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Support,Oppose,Don't know,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.9113,0.4939,0.2417,0.4803,2018-11-03 16:53:30
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dutch,85 percent or higher,Landline,1,0.9161,0.6584,0.5863,0.6502,2018-11-03 16:56:30
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Support,Support,agree,Dems. take House,Favorable,Favorable,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rural,50 to 85 percent,Cell,1,0.7158,0.9737,0.9008,0.9964,2018-11-03 16:59:03
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,NA,NA,NA,Dems. take House,Unfavorable,Favorable,NA,NA,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.9198,0.9173,0.6213,0.9055,2018-11-03 16:59:03
Rep,18 to 34,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 34,Unknown/Non-White,Rural,50 to 85 percent,Landline,1,0.8411,0.9429,0.7349,0.9414,2018-11-03 17:00:06
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.8166,0.4398,0.8023,2018-11-03 17:00:24
Rep,65 and older,High school,Unknown,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Dutch,85 percent or higher,Landline,1,0.97,1.4982,1.3523,1.4795,2018-11-03 17:04:37
Rep,65 and older,High school,Unknown,Female,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Rural,85 percent or higher,Landline,1,0.9679,1.4147,0.9975,1.3792,2018-11-03 17:06:34
Rep,65 and older,High school,White,Female,White,Approve,Oppose,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dutch,85 percent or higher,Landline,1,0.9133,0.9949,0.9573,0.9828,2018-11-03 17:11:04
Dem,50 to 64,High school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Cell,1,0.9348,1.5348,1.1135,1.5257,2018-11-03 17:14:49
Dem,65 and older,High school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Story,85 percent or higher,Landline,1,0.97,1.1202,0.6765,1.1061,2018-11-03 17:32:33
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,Unknown/Non-White,Small Towns,85 percent or higher,Landline,1,0.8759,1.312,0.9035,1.321,2018-11-03 17:34:21
Dem,50 to 64,High school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rural,Less than 50 percent,Landline,1,0.2125,2.1336,7.7226,2.4887,2018-11-03 17:43:48
4,50 to 64,Some college or trade school,White,Male,White,Approve,Support,Support,disagree,Reps. keep House,Favorable,Unfavorable,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,50 to 85 percent,Landline,1,0.8152,1.3087,0.9041,1.3124,2018-11-03 17:45:27
Rep,65 and older,High school,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,1.0288,0.7518,1.0108,2018-11-03 17:46:03
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.7849,0.4383,0.7711,2018-11-03 17:49:06
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Support,Don't know,agree,Reps. keep House,Don't know,Favorable,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Cell,1,0.9554,0.9173,0.5987,0.9022,2018-11-03 17:52:42
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,agree,45 to 64,Postgraduate Degree,Republican,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Small Towns,85 percent or higher,Cell,1,0.9488,0.8164,0.4141,0.8093,2018-11-03 17:55:06
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,agree,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Dutch,85 percent or higher,Landline,1,0.97,0.8312,0.5926,0.8208,2018-11-03 17:56:27
Dem,50 to 64,High school,Unknown,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown/Non-White,Rural,85 percent or higher,Cell,1,0.97,2.0632,1.2815,2.0374,2018-11-03 18:00:20
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Dutch,85 percent or higher,Cell,1,0.97,0.7808,0.4906,0.7711,2018-11-03 18:00:30
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",18 to 34,White,Small Towns,50 to 85 percent,Cell,1,0.8498,0.6664,0.5424,0.6751,2018-11-03 18:01:59
Rep,65 and older,High school,White,Male,White,Don't know,Support,Support,agree,Don't know,Favorable,Unfavorable,disagree,agree,65 and older,High School Grad. or Less,Democratic,Male,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.8977,0.9774,0.7201,0.9792,2018-11-03 18:04:23
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Rural,50 to 85 percent,Landline,0.4444,0.774,0.8563,0.6336,0.7828,2018-11-03 18:11:17
Rep,50 to 64,Some college or trade school,Asian,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,agree,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,Unknown/Non-White,Rural,Less than 50 percent,Landline,1,0.4845,1.9417,2.7506,2.2353,2018-11-03 18:17:58
Und,50 to 64,High school,White,Female,White,Approve,Support,Oppose,agree,Reps. keep House,Unfavorable,Unfavorable,agree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.8778,1.3861,1.0597,1.376,2018-11-03 18:29:13
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Small Towns,85 percent or higher,Cell,1,0.97,0.5838,0.3552,0.5736,2018-11-03 18:30:20
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Republican,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Story,50 to 85 percent,Landline,1,0.6946,0.85,0.4579,0.8994,2018-11-03 18:31:50
Dem,50 to 64,High school,White,Female,White,Disapp.,Support,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Small Towns,85 percent or higher,Landline,1,0.97,1.4752,1.07,1.4386,2018-11-03 18:32:08
Rep,65 and older,High school,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,Don't know,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,1,0.7464,1.4106,1.2552,1.3845,2018-11-03 18:39:20
Dem,65 and older,High school,White,Female,White,Don't know,NA,NA,NA,Dems. take House,Favorable,Unfavorable,NA,NA,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Small Towns,50 to 85 percent,Cell,1,0.6725,1.3708,1.3711,1.4611,2018-11-03 18:42:23
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rural,85 percent or higher,Landline,1,0.97,0.7373,0.3635,0.7244,2018-11-03 18:44:53
Rep,65 and older,Grade school,White,Female,Other,Approve,Oppose,Support,agree,Don't know,Unfavorable,Don't know,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Already voted,Independent (No party),Nonwhite,65 and older,White,Small Towns,85 percent or higher,Cell,1,0.8503,1.0524,0.9499,1.0661,2018-11-03 19:04:23
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Favorable,Favorable,disagree,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Dutch,Less than 50 percent,Cell,1,0.454,1.1127,2.6324,1.1524,2018-11-03 19:11:08
Dem,65 and older,High school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Small Towns,85 percent or higher,Cell,1,0.97,0.9998,0.7408,0.9873,2018-11-03 19:11:17
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown/Non-White,Story,50 to 85 percent,Cell,1,0.7006,1.9179,1.4249,1.8921,2018-11-03 19:24:37
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Oppose,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Dutch,50 to 85 percent,Cell,1,0.84,1.5203,1.2109,1.5182,2018-11-03 19:27:37
