response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_edu,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Some college or trade school,Unknown,Female,Black,Support,disagree,Disapp.,Don't know,Support,agree,Dems. take House,Favorable,Favorable,Don't know,Beto O'Rourke,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,Unknown,Northwest,Less than 50 percent,Cell,1,0.4213,3.8046,5.7811,4.4085,2018-09-15 21:25:52
Und,35 to 49,Some college or trade school,Unknown,Male,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,Ted Cruz,30 to 44,Some College Educ.,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,West,Less than 50 percent,Cell,0.4444,0.4071,1.7499,2.5335,0.7441,2018-09-15 21:28:07
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Hispanic,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9885,0.2903,0.1443,0.2927,2018-09-15 21:30:22
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9954,0.4258,0.1592,0.4296,2018-09-15 21:32:00
Rep,65 and older,Graduate or Professional Degree,White,Female,Hispanic,Support,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,50 to 64,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,1,0.8157,1.0247,0.5469,1.055,2018-09-15 21:37:42
Rep,65 and older,High school,White,Male,White,Support,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Northwest,85 percent or higher,Landline,1,0.9774,1.5642,1.0926,1.5677,2018-09-15 21:37:42
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9164,0.6391,0.3637,0.6479,2018-09-15 21:38:54
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,0.4444,0.9766,1.1265,0.5361,1.1131,2018-09-15 21:39:03
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,0.8889,0.9836,0.6679,0.2651,0.6719,2018-09-15 21:40:06
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,Ted Cruz,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9753,0.7154,0.4132,0.7214,2018-09-15 21:41:45
Rep,18 to 34,Bachelors' degree,White,Female,White,Don't know,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Inner Loop/Bellaire,Less than 50 percent,Cell,0.7778,0.4372,2.8198,3.6412,2.7491,2018-09-15 21:48:44
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,0.8889,0.9943,0.7696,0.2961,0.7734,2018-09-15 21:50:32
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9955,0.7085,0.4424,0.7149,2018-09-15 21:51:17
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9832,0.7804,0.3436,0.7869,2018-09-15 21:52:11
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,65 and older,Hispanic,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.974,0.8841,0.6143,0.8855,2018-09-15 21:54:35
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Hispanic,Northwest,50 to 85 percent,Landline,1,0.6166,0.6646,0.4938,0.6814,2018-09-15 21:55:02
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",West,85 percent or higher,Landline,1,0.9819,1.0977,0.4933,1.1068,2018-09-15 21:55:47
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,Northwest,50 to 85 percent,Cell,1,0.6259,0.8372,0.5212,0.857,2018-09-15 22:01:25
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,Less than 50 percent,Cell,0.7778,0.2827,1.6642,2.7468,1.8911,2018-09-15 22:03:04
Dem,65 and older,Graduate or Professional Degree,Asian,Female,Asian,Oppose,agree,Disapp.,oppose,Support,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Asian,Northwest,85 percent or higher,Landline,0.7778,0.9268,0.8437,0.6568,0.842,2018-09-15 22:08:37
Und,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,Don't know,Don't know,disagree,Don't know,Don't know,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9517,0.6679,0.2738,0.6746,2018-09-15 22:10:25
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9784,0.7154,0.4119,0.7171,2018-09-15 22:12:49
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9917,1.1108,0.4597,1.1204,2018-09-15 22:14:28
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9927,1.1001,0.5018,1.1096,2018-09-15 22:18:28
Dem,35 to 49,Graduate or Professional Degree,White,Female,Asian,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Cell,0.6667,0.6923,0.6739,0.4401,0.554,2018-09-15 22:20:16
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,0.4444,0.9969,0.4744,0.1861,0.475,2018-09-15 22:22:13
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,1,0.7141,1.1588,0.7202,1.1718,2018-09-15 22:22:49
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.9839,1.2525,0.608,1.2568,2018-09-15 22:27:55
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,0.8889,0.9192,0.6302,0.3159,0.6341,2018-09-15 22:28:40
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.963,0.7967,0.3068,0.797,2018-09-15 22:29:07
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",West,85 percent or higher,Cell,1,0.977,1.0258,0.6047,1.0343,2018-09-15 22:31:34
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Don't know,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9919,0.6615,0.2871,0.6672,2018-09-15 22:35:19
Dem,65 and older,Bachelors' degree,Black,Female,Black,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,65 and older,Black,West,85 percent or higher,Cell,1,0.984,0.6407,0.2559,0.6429,2018-09-15 22:38:10
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.7955,0.8195,0.5267,0.8468,2018-09-15 22:41:28
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Cell,0.4444,0.9967,0.6298,0.5343,0.6232,2018-09-15 22:42:40
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,Northwest,85 percent or higher,Cell,1,0.8557,1.0373000000000001,0.7155,1.0369,2018-09-15 22:43:07
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Don't know,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,0.8889,0.8684,0.6391,0.3835,0.6455,2018-09-15 22:43:52
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,agree,Approve,support,Don't know,agree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",West,85 percent or higher,Landline,1,0.9867,0.7531,0.3461,0.7594,2018-09-15 22:47:32
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,1,0.7919,1.7042,0.9895,1.7623,2018-09-15 22:48:08
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9915,0.4258,0.1598,0.4294,2018-09-15 22:50:32
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.6754,0.8195,0.6194,0.8693,2018-09-15 22:51:35
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,agree,Disapp.,support,Oppose,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9946,0.5044,0.1547,0.5089,2018-09-15 22:51:44
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9888,0.2875,0.1572,0.2899,2018-09-15 22:53:59
Dem,50 to 64,Bachelors' degree,Unknown,Female,Asian,Don't know,disagree,Disapp.,support,Don't know,agree,Dems. take House,Don't know,Don't know,Don't know,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Democrat,Nonwhite,50 to 64,Unknown,Northwest,Less than 50 percent,Cell,0.7778,0.1062,2.019,5.2747,1.6725,2018-09-15 22:55:38
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,Don't know,Reps. keep House,Don't know,Favorable,disagree,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",West,50 to 85 percent,Landline,1,0.7208,1.4768,1.5033,1.5498,2018-09-15 22:56:32
Rep,50 to 64,Bachelors' degree,Unknown,Male,Other,Oppose,agree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Unknown,Inner Loop/Bellaire,50 to 85 percent,Cell,0.6667,0.5176,1.6765,0.9737,1.5487,2018-09-15 22:56:59
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Don't know,Approve,oppose,Don't know,Don't know,Reps. keep House,Unfavorable,Unfavorable,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,0.8889,0.7191,1.4013,0.7917,1.444,2018-09-15 22:57:26
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,"White, No 4-Year College Degree",Northwest,50 to 85 percent,Cell,0.8889,0.5623,1.2655,1.7199,1.3486,2018-09-15 22:57:53
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Don't know,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9562,0.7881,0.3233,0.7956,2018-09-15 22:59:14
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Northwest,85 percent or higher,Landline,1,0.9943,0.5165,0.1624,0.5212,2018-09-15 22:59:59
Rep,65 and older,Graduate or Professional Degree,White,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9946,0.6615,0.2863,0.6674,2018-09-15 23:00:23
Und,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.6968,0.5162,0.3715,0.5448,2018-09-15 23:01:44
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9827,0.684,0.2788,0.6896,2018-09-15 23:02:47
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9353,0.7804,0.3609,0.7895,2018-09-15 23:03:50
Und,35 to 49,Some college or trade school,White,Female,Black,Oppose,disagree,Don't know,support,Oppose,disagree,Dems. take House,Don't know,Don't know,agree,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,"White, No 4-Year College Degree",West,50 to 85 percent,Cell,1,0.641,0.619,0.6925,0.6626,2018-09-15 23:06:59
Dem,35 to 49,Graduate or Professional Degree,Black,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Black,Northwest,85 percent or higher,Cell,1,0.9455,0.3803,0.1549,0.3843,2018-09-15 23:07:26
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,agree,Don't know,oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Landline,0.1111,0.5145,1.4445,1.2778,0.9931,2018-09-15 23:13:35
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",35 to 49,Unknown,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9915,0.7572,0.3266,0.7637,2018-09-15 23:14:38
Dem,65 and older,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",Inner Loop/Bellaire,50 to 85 percent,Cell,0.8889,0.5421,1.509,1.7173,1.617,2018-09-15 23:22:35
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Don't know,Unfavorable,Unfavorable,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,Nonwhite,50 to 64,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9062,1.0286,0.6824,1.0269,2018-09-15 23:24:50
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9877,0.7804,0.342,0.787,2018-09-15 23:28:35
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9908,0.4858,0.1966,0.49,2018-09-15 23:28:44
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9781,1.1265,0.5353,1.1359,2018-09-15 23:32:18
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",West,85 percent or higher,Cell,1,0.9895,0.9761,0.7311,0.9844,2018-09-15 23:32:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9953,0.4216,0.1736,0.4255,2018-09-15 23:36:30
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9928,0.6679,0.2627,0.6719,2018-09-15 23:37:06
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,1,0.7614,2.957,2.2134,3.0763,2018-09-15 23:44:18
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9958,0.4117,0.1653,0.4155,2018-09-15 23:49:27
