response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.486,0.6331,0.6322,0.7252,2018-10-19 01:25:06
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9414,1.2235,0.8686,1.1855,2018-10-19 01:26:00
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.7669,0.7017,0.3148,0.7072,2018-10-19 01:27:03
Und,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.9027,0.8909,0.5523,0.8775,2018-10-19 01:27:57
Rep,65 and older,Graduate or Professional Degree,Black,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Black,"Rest, Clinton",85 percent or higher,Landline,1,0.97,0.6863,0.2053,0.6714,2018-10-19 01:31:06
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.4139,1.0369,1.2009,1.1695,2018-10-19 01:31:33
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.851,1.7652,1.0401,1.7521,2018-10-19 01:32:00
Und,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Don't know,Don't know,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.4693,0.776,1.0628,0.8536,2018-10-19 01:32:36
Dem,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,NA,NA,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.711,1.1965,0.899,1.2206,2018-10-19 01:43:28
Dem,65 and older,Bachelors' degree,White,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,0.5556,0.9491,0.7217,0.2403,0.6891,2018-10-19 01:45:52
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9178,1.2106,0.5225,1.1902,2018-10-19 20:33:44
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,"Rest, Clinton",85 percent or higher,Cell,1,0.9096,0.9628,0.5326,0.9476,2018-10-19 20:50:26
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4475,0.7833,1.0376,0.8697,2018-10-19 20:57:38
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9526,0.9854,0.6968,0.9652,2018-10-19 21:11:44
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4491,0.7688,0.8961,0.8981,2018-10-19 21:13:23
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.885,0.635,0.2314,0.627,2018-10-19 21:15:02
Und,[DO NOT READ] Refused,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.97,1.1156,0.6766,1.0914,2018-10-19 21:17:12
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6613,1.1896,0.6356,1.2674,2018-10-19 21:20:03
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.3698,1.003,1.2883,1.158,2018-10-19 21:25:54
Und,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,18 to 39,White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.7778,0.7578,1.4493,1.2477,1.3538,2018-10-19 21:28:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.666,0.2331,0.6516,2018-10-19 21:32:38
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9331,0.8532,0.4731,0.8374,2018-10-19 21:35:47
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.2853,0.82,1.2192,1.0016,2018-10-19 21:36:50
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8795,0.9438,0.6679,0.9327,2018-10-19 21:36:59
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9034,0.9854,0.7346,0.9706,2018-10-19 21:40:44
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.6519,0.7596,0.3648,0.7863,2018-10-19 21:52:43
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,0.9186,0.3516,0.8987,2018-10-19 21:54:31
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.7939,0.9639,0.7648,0.9664,2018-10-19 21:54:40
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.7343,1.0376,0.3894,1.0154,2018-10-19 21:56:01
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9609,0.9206,0.503,0.8932,2018-10-19 21:56:32
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 39,Other Non-White,"Virginia Beach, Trump",Less than 50 percent,Cell,0.4444,0.3426,1.5652,4.1317,1.4099,2018-10-19 21:56:46
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,White,"Rest, Trump",Less than 50 percent,Cell,1,0.2864,1.0234,1.6932,1.2488,2018-10-19 22:00:13
Dem,65 and older,High school,Black,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Black,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.5167,1.9415,2.1103,2.0963,2018-10-19 22:00:22
Dem,18 to 34,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,White,"Rest, Trump",Less than 50 percent,Cell,0.8889,0.2666,1.0234,1.8191,1.076,2018-10-19 22:01:07
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,White,"Rest, Trump",85 percent or higher,Landline,1,0.8592,0.9088,0.385,0.9009,2018-10-19 22:01:56
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9075,0.9218,0.3064,0.9075,2018-10-19 22:03:04
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Unknown,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,0.7486,0.256,0.7324,2018-10-19 22:09:26
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.8706,0.8544,0.2918,0.8279,2018-10-19 22:09:35
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.529,1.2043,1.2021,1.2945,2018-10-19 22:11:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9617,0.666,0.2351,0.6462,2018-10-19 22:12:08
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Unknown,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.7659,0.5403,0.1857,0.5446,2018-10-19 22:14:14
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9296,0.824,0.3668,0.8165,2018-10-19 22:16:02
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9355,0.8532,0.4719,0.8266,2018-10-19 22:16:33
Rep,65 and older,Some college or trade school,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Black,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.5609,1.1987,1.1826,1.2746,2018-10-19 22:17:12
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,1.1908,0.4889,1.1564,2018-10-19 22:18:30
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9641,0.7892,0.3133,0.7724,2018-10-19 22:18:57
Dem,18 to 34,Bachelors' degree,White,Female,Hispanic,Don't know,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 39,White,"Rest, Trump",Less than 50 percent,Landline,1,0.2997,1.2706,1.9945,1.3929,2018-10-19 22:20:00
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,Black,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.7904,1.6407,1.1828,1.6461,2018-10-19 22:20:39
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.97,0.8591,0.5479,0.8405,2018-10-19 22:20:54
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,"Rest, Clinton",85 percent or higher,Landline,1,0.97,0.5633,0.152,0.547,2018-10-19 22:22:15
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Unknown,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.3971,0.843,0.9152,0.959,2018-10-19 22:22:36
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4386,0.5473,0.6536,0.6102,2018-10-19 22:23:00
Rep,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,Unknown,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5924,1.4485,1.1863,1.5249,2018-10-19 22:23:12
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8181,1.2574,0.879,1.2551,2018-10-19 22:23:54
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.8835,0.5608,0.1704,0.5432,2018-10-19 22:24:12
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.885,0.892,0.3242,0.8808,2018-10-19 22:24:39
Rep,35 to 49,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,"Rest, Trump",Less than 50 percent,Cell,1,0.4529,0.7347,1.1414,0.8138,2018-10-19 22:25:24
Und,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,18 to 39,Other Non-White,"Rest, Clinton",Less than 50 percent,Cell,1,0.2104,1.0147,3.2604,1.3287,2018-10-19 22:25:36
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4725,0.6796,0.7474,0.7465,2018-10-19 22:26:09
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4664,0.823,0.9572,0.9523,2018-10-19 22:26:45
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Unknown,"Rest, Trump",Less than 50 percent,Cell,1,0.4162,0.7841,0.6502,0.8834,2018-10-19 22:26:48
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,White,"Rest, Trump",85 percent or higher,Cell,1,0.8914,2.1243,1.4755,2.0574,2018-10-19 22:27:03
Dem,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 39,Black,"Rest, Clinton",Less than 50 percent,Cell,1,0.3797,0.9556,1.9649,1.0972,2018-10-19 22:27:24
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9531,0.7964,0.461,0.7722,2018-10-19 22:28:42
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9432,0.824,0.3616,0.7985,2018-10-19 22:29:00
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9231,0.9218,0.3013,0.9057,2018-10-19 22:29:57
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,0.5775,0.1844,0.565,2018-10-19 22:32:03
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8207,0.6396,0.2711,0.6382,2018-10-19 22:32:03
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.566,0.9083,0.8175,0.9642,2018-10-19 22:34:48
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,1.1379,0.6277,1.1133,2018-10-19 22:40:39
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.8434,1.1201,0.5621,1.1132,2018-10-19 22:40:57
Und,50 to 64,High school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",40 to 64,Unknown,"Rest, Clinton",85 percent or higher,Landline,0.4444,0.8782,1.4144,0.742,1.1179,2018-10-19 22:41:42
Dem,50 to 64,Some college or trade school,Other,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,Other Non-White,"Virginia Beach, Trump",85 percent or higher,Cell,0.7778,0.9299,1.357,1.4119,1.3136,2018-10-19 22:42:18
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.4721,0.987,1.5423,1.0127,2018-10-19 22:43:30
Rep,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.97,1.1156,0.6766,1.0914,2018-10-19 22:45:18
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,Don't know,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,White,"Rest, Trump",Less than 50 percent,Cell,1,0.4041,0.5091,0.5281,0.577,2018-10-19 22:45:25
Und,50 to 64,[DO NOT READ] Refused,Hispanic,Male,Other,Approve,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,or as a member of another political party,Nonwhite,40 to 64,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.9695,0.9727,0.5412,0.9445,2018-10-19 22:49:28
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9643,0.9771,0.4607,0.9562,2018-10-19 22:50:19
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9634,0.9854,0.689,0.9644,2018-10-19 22:52:16
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",50 to 85 percent,Landline,1,0.7928,0.7712,0.2907,0.7506,2018-10-19 22:52:16
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.8104,0.944,0.37,0.9436,2018-10-19 22:54:22
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,1.1086,0.4367,1.0846,2018-10-19 22:55:25
