response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Brookhaven,Less than 50 percent,Cell,1,0.4391,1.0253,1.3549,1.104,2018-10-06 00:05:16
Dem,65 and older,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Non-White,Brookhaven,Less than 50 percent,Landline,1,0.2084,0.8469,1.8519,1.1553,2018-10-06 00:07:22
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Don't know,support,Reps. keep House,Unfavorable,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Brookhaven,50 to 85 percent,Landline,1,0.5383,1.0781,0.8208,1.2006,2018-10-06 00:11:25
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Landline,1,0.5409,0.835,0.8653,0.929,2018-10-06 00:13:49
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Reps. keep House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,50 to 64,Non-White,Brookhaven,Less than 50 percent,Cell,0.4444,0.2175,1.0065,3.2338,0.6093,2018-10-06 00:23:14
Dem,65 and older,High school,White,Female,Black,oppose,Disapp.,Support,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.9776,1.3965,1.0285,1.4197,2018-10-06 00:28:02
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),Nonwhite,35 to 49,White,Brookhaven,50 to 85 percent,Cell,1,0.7112,0.9687,0.5556,0.9879,2018-10-06 00:28:38
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Brookhaven,85 percent or higher,Cell,1,0.9867,0.9928,0.6254,1.0093,2018-10-06 00:32:14
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Don't know,Check,support,Don't know,Don't know,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Democratic,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Brookhaven,Less than 50 percent,Landline,0.2222,0.1893,0.9932,2.7654,0.3671,2018-10-06 00:40:36
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Brookhaven,85 percent or higher,Landline,1,0.9705,0.694,0.3807,0.7057,2018-10-06 00:41:57
Rep,65 and older,High school,Hispanic,Male,Black,support,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Do not believe,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,Nonwhite,65 and older,Non-White,Rest,50 to 85 percent,Cell,0.8889,0.5526,1.3728,1.676,1.4789,2018-10-06 00:43:18
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Brookhaven,50 to 85 percent,Landline,1,0.5883,1.1729,0.9007,1.2184,2018-10-06 00:53:02
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.7286,1.0451,0.7595,1.0637,2018-10-06 00:53:38
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,Less than 50 percent,Cell,0.4444,0.4332,0.946,1.3662,0.7833,2018-10-06 01:05:34
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Brookhaven,Less than 50 percent,Landline,1,0.3921,1.1457,1.9807,1.2533,2018-10-06 01:06:10
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9693,0.6761,0.3101,0.6876,2018-10-06 01:07:22
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rest,85 percent or higher,Cell,1,0.9717,0.6994,0.4437,0.7112,2018-10-06 01:19:20
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Reps. keep House,Don't know,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,50 to 85 percent,Cell,1,0.7466,0.9947,0.5887,1.0465,2018-10-06 01:20:41
Rep,35 to 49,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Brookhaven,85 percent or higher,Landline,1,0.9322,1.401,1.1914,1.4293,2018-10-06 01:21:35
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9938,1.2629,0.9798,1.2845,2018-10-06 01:23:41
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Brookhaven,85 percent or higher,Landline,1,0.9417,0.7695,0.3039,0.7842,2018-10-06 01:24:26
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Brookhaven,50 to 85 percent,Landline,0.6667,0.5218,1.2656,1.5253,0.9903,2018-10-06 01:28:38
Und,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Don't know,Don't know,Unfavorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Non-White,Rest,85 percent or higher,Landline,0.3333,0.9051,0.7707,0.3842,0.7107,2018-10-06 01:40:40
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Brookhaven,Less than 50 percent,Landline,1,0.4295,0.8748,1.2699,1.0179,2018-10-06 01:45:01
Rep,35 to 49,High school,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Brookhaven,50 to 85 percent,Landline,1,0.5339,1.7796,2.4438,1.8692,2018-10-06 14:35:11
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,Support,Don't know,Don't know,Don't know,Favorable,Don't know,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Brookhaven,50 to 85 percent,Landline,1,0.8219,1.1729,0.6447,1.216,2018-10-06 14:59:05
Und,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Check,oppose,Reps. keep House,Don't know,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Brookhaven,Less than 50 percent,Landline,1,0.2964,0.8323,1.1383,0.9501,2018-10-06 15:09:45
Rep,65 and older,High school,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9218,1.3735,1,1.4029,2018-10-06 15:11:55
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Don't know,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,0.4444,0.9099,0.6455,0.2702,0.627,2018-10-06 15:14:01
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,50 to 64,White,Rest,Less than 50 percent,Landline,0.8889,0.4058,1.0572,1.9037,1.0985,2018-10-06 15:15:58
Dem,65 and older,High school,White,Female,White,support,Don't know,Check,oppose,Dems. take House,Favorable,Unfavorable,Do not believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.5848,1.5628,1.7482,1.6245,2018-10-06 15:31:51
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8948,0.665,0.308,0.6816,2018-10-06 15:38:56
Dem,35 to 49,High school,White,Male,White,oppose,Approve,Support,oppose,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Brookhaven,50 to 85 percent,Cell,1,0.5145,1.6422,2.6835,1.8445,2018-10-06 15:40:53
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7412,0.8092,0.341,0.8225,2018-10-06 15:46:57
Rep,65 and older,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Brookhaven,85 percent or higher,Landline,1,0.8982,1.4186,1.054,1.4534,2018-10-06 15:50:24
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Brookhaven,85 percent or higher,Landline,0.4444,0.9132,0.9177,0.3509,0.7,2018-10-06 15:51:45
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Don't know,Check,oppose,Dems. take House,Favorable,Unfavorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Brookhaven,85 percent or higher,Landline,0.4444,0.8953,0.7443,0.2988,0.6965,2018-10-06 16:13:51
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Brookhaven,85 percent or higher,Landline,1,0.9485,1.0592,0.6946,1.0671,2018-10-06 16:17:11
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,White,Brookhaven,Less than 50 percent,Landline,1,0.3751,0.8627,0.8699,1.0323,2018-10-06 16:18:23
Rep,65 and older,High school,Hispanic,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,Non-White,Brookhaven,Less than 50 percent,Landline,1,0.4119,1.4382,2.6206,1.6879,2018-10-06 16:18:41
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Brookhaven,85 percent or higher,Landline,0.7778,0.9524,0.7542,0.3502,0.7496,2018-10-06 16:24:41
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Brookhaven,50 to 85 percent,Cell,1,0.8232,1.1372,0.8648,1.1788,2018-10-06 16:38:07
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Brookhaven,85 percent or higher,Landline,1,0.9672,1.0798,0.6039,1.0982,2018-10-06 16:42:28
Rep,65 and older,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Brookhaven,Less than 50 percent,Cell,1,0.4664,1.4651,1.9569,1.677,2018-10-06 16:50:19
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,agree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Rest,Less than 50 percent,Landline,0.5556,0.4663,0.8749,0.9131,0.8539,2018-10-06 16:54:22
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Reps. keep House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Brookhaven,50 to 85 percent,Cell,1,0.5468,0.9331,0.503,0.9773,2018-10-06 16:54:58
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9313,0.901,0.6042,0.9193,2018-10-06 17:10:03
Rep,18 to 34,Bachelors' degree,Hispanic,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",18 to 34,Non-White,Brookhaven,Less than 50 percent,Cell,0.6667,0.3656,0.975,1.6927,0.7322,2018-10-06 17:11:24
Dem,50 to 64,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,Rest,Less than 50 percent,Landline,1,0.4138,1.0738,1.6527,1.259,2018-10-06 17:11:51
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,White,support,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Non-White,Brookhaven,85 percent or higher,Landline,1,0.9844,0.7674,0.3875,0.7764,2018-10-06 17:14:51
Rep,18 to 34,High school,White,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,18 to 29,High School Grad. or Less,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,White,Rest,Less than 50 percent,Landline,0.4444,0.4607,1.739,4.1259,1.1575,2018-10-06 17:21:55
Und,35 to 49,Some college or trade school,White,Male,White,oppose,Don't know,Check,oppose,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Brookhaven,50 to 85 percent,Cell,0.6667,0.8243,1.1716,0.968,1.1622,2018-10-06 17:23:16
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Brookhaven,Less than 50 percent,Cell,1,0.4459,0.8734,0.7405,1.0087,2018-10-06 17:33:08
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Brookhaven,50 to 85 percent,Landline,1,0.747,0.8814,0.442,0.8953,2018-10-06 17:37:11
Rep,65 and older,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Cell,0.7778,0.3913,1.3518,2.3206,1.3384,2018-10-06 17:37:29
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Brookhaven,Less than 50 percent,Cell,0.4444,0.1651,1.0644,3.175,0.8824,2018-10-06 17:39:44
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,White,Brookhaven,50 to 85 percent,Cell,1,0.6028,0.9081,0.614,0.9408,2018-10-06 17:43:29
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.928,0.6844,0.3277,0.689,2018-10-06 18:05:46
Rep,35 to 49,High school,White,Male,Hispanic,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7655,1.4466,1.4676,1.4669,2018-10-06 18:08:37
Dem,65 and older,Bachelors' degree,Asian,Female,Asian,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Favorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Non-White,Brookhaven,Less than 50 percent,Landline,0.5556,0.1878,0.9036,2.1944,0.9568,2018-10-06 18:10:25
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Brookhaven,85 percent or higher,Cell,1,0.9428,0.67490000000000006,0.271,0.6878,2018-10-06 18:13:34
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,Less than 50 percent,Landline,1,0.3922,0.8493,0.8837,1.0068,2018-10-06 18:21:25
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Non-White,Brookhaven,50 to 85 percent,Cell,1,0.8364,1.1444,0.8682,1.1835,2018-10-06 18:25:35
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Rest,50 to 85 percent,Cell,0.7778,0.7273,1.0107,0.6777,0.9803,2018-10-06 18:29:56
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7377,0.8337,0.3841,0.8787,2018-10-06 18:32:07
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9593,0.7574,0.3169,0.7708,2018-10-06 18:34:40
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.4826,0.7441,0.9654,0.8461,2018-10-06 18:53:30
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9062,0.6227,0.2805,0.6373,2018-10-06 18:56:48
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8244,1.39,1.1009,1.4405,2018-10-06 19:02:45
Dem,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Dems. take House,Favorable,Unfavorable,Do not believe,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Brookhaven,85 percent or higher,Landline,1,0.9875,1.0978,0.6453,1.1161,2018-10-06 19:06:21
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Brookhaven,85 percent or higher,Cell,0,0.9224,1.0417,0.6548,0.6731,2018-10-06 19:07:15
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Brookhaven,85 percent or higher,Landline,1,0.929,0.7346,0.252,0.7497,2018-10-06 19:08:00
Dem,50 to 64,High school,Hispanic,Male,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Rest,50 to 85 percent,Cell,1,0.8417,1.3873,1.3911,1.4335,2018-10-06 19:10:06
Und,18 to 34,Graduate or Professional Degree,Other,Female,White,oppose,Approve,Support,oppose,Don't know,Don't know,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Non-White,Rest,Less than 50 percent,Cell,0.6667,0.1106,0.8418,3.9119,0.483,2018-10-06 19:15:03
Rep,65 and older,High school,White,Female,White,support,Approve,Check,support,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9016,1.3735,1.0224,1.4065,2018-10-06 19:20:18
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,35 to 49,Non-White,Rest,50 to 85 percent,Cell,0.7778,0.7025,0.8363,0.6761,0.726,2018-10-06 19:21:57
Dem,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Don't know,Favorable,Don't know,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Brookhaven,50 to 85 percent,Cell,1,0.6844,1.634,1.5526,1.672,2018-10-06 19:23:54
