response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Less Rep,White,Scott,85 percent or higher,Cell,1,0.997,0.9284,0.6968,0.9685,2018-09-29 23:11:46
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9438,1.0103,0.7718,1.0553,2018-09-29 23:21:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Most Dem,White,Dakota,85 percent or higher,Landline,1,0.9872,0.5021,0.3471,0.521,2018-09-29 23:46:06
Rep,18 to 34,High school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Rep,Unknown,Scott,50 to 85 percent,Cell,1,0.8248,2.971,2.9214,3.1559,2018-09-30 18:18:02
Und,18 to 34,High school,Other,Female,White,oppose,Disapp.,Don't know,support,Reps. keep House,Don't know,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,Most Dem,Non-White,Dakota,Less than 50 percent,Cell,1,0.4374,1.7008,2.8823,1.8782,2018-09-30 18:34:29
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,50 to 85 percent,Landline,1,0.7909,0.8532,0.9526,0.9119,2018-09-30 18:35:05
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Most Rep,White,Rest,85 percent or higher,Cell,1,0.9211,0.8977,0.7038,0.94,2018-09-30 18:36:03
Rep,50 to 64,Bachelors' degree,White,Male,Other,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9444,0.8465,0.709,0.8841,2018-09-30 18:51:15
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Most Rep,Unknown,Rest,85 percent or higher,Cell,1,0.921,0.6461,0.4417,0.6667,2018-09-30 18:51:15
Dem,35 to 49,Bachelors' degree,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,Less Dem,White,Dakota,Less than 50 percent,Cell,1,0.4608,0.6656,1.079,0.7829,2018-09-30 18:54:24
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Disapp.,Don't know,support,Don't know,Unfavorable,Favorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Most Dem,White,Dakota,85 percent or higher,Landline,1,0.929,1.0289,0.9253,1.0618,2018-09-30 18:54:42
Dem,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Less Rep,White,Rest,50 to 85 percent,Landline,1,0.7858,1.109,1.0495,1.1507,2018-09-30 18:58:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Most Dem,White,Dakota,50 to 85 percent,Cell,1,0.8224,0.5787,0.4798,0.615,2018-09-30 18:58:18
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9971,0.8546,0.7346,0.8915,2018-09-30 19:00:42
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,White,Rest,85 percent or higher,Landline,1,0.9316,0.4888,0.3534,0.5112,2018-09-30 19:00:48
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Most Rep,White,Scott,85 percent or higher,Landline,1,0.9582,0.8498,0.7031,0.8865,2018-09-30 19:01:54
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,support,Don't know,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Less Dem,Non-White,Dakota,85 percent or higher,Cell,1,0.8966,1.0705,0.9218,1.1244,2018-09-30 19:02:03
Dem,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Check,Don't know,Reps. keep House,Favorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Less Dem,White,Rest,85 percent or higher,Cell,0.4444,0.8504,0.7477,0.6519,0.7037,2018-09-30 19:02:36
Und,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Less Dem,White,Rest,85 percent or higher,Cell,0.8889,0.8908,0.6887,0.5915,0.7174,2018-09-30 19:03:26
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9812,0.8831,0.7776,0.9202,2018-09-30 19:05:05
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Unfavorable,Do not believe,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9291,0.8546,0.7884,0.894,2018-09-30 19:07:29
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,White,oppose,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,18 to 29,Postgraduate Degree,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 34,Less Dem,Unknown,Dakota,Less than 50 percent,Cell,0.6667,0.2854,0.3427,0.7656,0.2599,2018-09-30 19:09:08
Dem,50 to 64,High school,Hispanic,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Less Dem,Non-White,Dakota,85 percent or higher,Landline,0.4444,0.8662,2.6709,2.5374,2.5296,2018-09-30 19:12:17
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,support,Don't know,Don't know,Favorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Most Rep,White,Dakota,85 percent or higher,Landline,1,0.8981,0.8697,0.7391,0.9133,2018-09-30 19:12:39
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,Most Dem,White,Rest,85 percent or higher,Cell,1,0.9912,0.9624,0.9044,1.0031,2018-09-30 19:12:57
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Rep,White,Scott,85 percent or higher,Cell,1,0.9189,1.1194,0.9452,1.1724,2018-09-30 19:12:57
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9042,0.8191,0.7108,0.8595,2018-09-30 19:13:29
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,35 to 49,Less Dem,Non-White,Dakota,85 percent or higher,Cell,0.8889,0.8763,0.6581,0.5264,0.6708,2018-09-30 19:13:38
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9329,0.7095,0.6154,0.7419,2018-09-30 19:14:23
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Most Dem,White,Dakota,85 percent or higher,Landline,0.4444,0.9528,0.8167,0.6443,0.8247,2018-09-30 19:14:45
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 34,Less Rep,Unknown,Dakota,50 to 85 percent,Cell,0.5556,0.6448,0.6393,0.6315,0.5067,2018-09-30 19:19:49
Und,35 to 49,Bachelors' degree,White,Female,White,Don't know,Disapp.,Check,support,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,0.5556,0.9166,0.9288,0.8239,0.863,2018-09-30 19:21:28
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Approve,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9773,0.7703,0.6181,0.8027,2018-09-30 19:22:58
Dem,35 to 49,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Most Dem,White,Dakota,50 to 85 percent,Cell,1,0.8395,1.2238,1.25,1.2966,2018-09-30 19:23:07
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9167,0.7043,0.5211,0.7378,2018-09-30 19:24:37
Dem,65 and older,Bachelors' degree,White,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,65 and older,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.8893,0.9501,0.7698,0.999,2018-09-30 19:25:13
Und,18 to 34,Some college or trade school,White,Female,White,oppose,Don't know,Check,support,Don't know,Unfavorable,Unfavorable,Don't know,agree,18 to 29,Some College Educ.,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,Less than 50 percent,Landline,0,0.4977,0.5458,0.884,0.1729,2018-09-30 19:25:31
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Less Rep,White,Scott,85 percent or higher,Cell,1,0.9917,0.9284,0.7006,0.9677,2018-09-30 19:26:07
Dem,50 to 64,Some college or trade school,White,Male,White,support,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Most Rep,White,Dakota,85 percent or higher,Landline,0.6667,0.9536,1.0957,0.9748,1.1075,2018-09-30 19:28:40
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Asian,oppose,Disapp.,Don't know,support,Don't know,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Less Rep,White,Scott,85 percent or higher,Cell,0.6667,0.8846,0.5087,0.3999,0.5039,2018-09-30 19:28:58
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Most Rep,White,Rest,85 percent or higher,Cell,1,0.9197,1.0635,0.9276,1.1138,2018-09-30 19:29:07
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Most Rep,Unknown,Scott,50 to 85 percent,Cell,1,0.7675,1.1099,1.091,1.1917,2018-09-30 19:29:25
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Don't know,Approve,Check,support,Dems. take House,Favorable,Unfavorable,Do not believe,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Most Dem,Non-White,Dakota,Less than 50 percent,Cell,0.7778,0.4624,0.6892,1.1026,0.6922,2018-09-30 19:30:37
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9774,0.8546,0.7494,0.8851,2018-09-30 19:31:40
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9029,0.9391,0.8993,0.9689,2018-09-30 19:32:52
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Less Rep,White,Scott,85 percent or higher,Landline,1,0.9709,1.0299,0.8678,1.0735,2018-09-30 19:33:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Less Rep,White,Rest,85 percent or higher,Cell,1,0.8992,0.6029,0.415,0.633,2018-09-30 19:35:29
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Most Rep,White,Rest,85 percent or higher,Cell,1,0.9963,0.9678,0.7725,1.0094,2018-09-30 19:37:49
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Support,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9138,1.0892,0.9464,1.1415,2018-09-30 19:38:56
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,50 to 85 percent,Cell,0.5556,0.8017,0.8256,0.9023,0.7087,2018-09-30 19:39:59
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Most Rep,White,Scott,85 percent or higher,Cell,1,0.9,0.5224,0.4178,0.5485,2018-09-30 19:40:58
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,50 to 64,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9862,1.0103,0.7386,1.0528,2018-09-30 19:41:07
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Most Rep,White,Scott,85 percent or higher,Cell,1,0.9433,1.2139,1.175,1.2534,2018-09-30 19:41:56
Und,65 and older,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9688,2.688,2.2075,2.7807,2018-09-30 19:42:50
Dem,35 to 49,Some college or trade school,White,Female,White,support,Disapp.,Check,oppose,Reps. keep House,Don't know,Unfavorable,Do not believe,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9581,1.0648,0.9957,1.1004,2018-09-30 19:44:02
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9694,0.6211,0.4194,0.6475,2018-09-30 19:45:29
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9871,0.7703,0.6119,0.7994,2018-09-30 19:48:20
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Most Rep,White,Dakota,85 percent or higher,Cell,1,0.9262,2.7942,2.5854,2.924,2018-09-30 19:52:46
Und,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Don't know,Unfavorable,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9124,0.9288,0.8276,0.9736,2018-09-30 19:52:55
Rep,18 to 34,Bachelors' degree,White,Female,Asian,Don't know,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,Nonwhite,18 to 34,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9061,0.6865,0.6082,0.7083,2018-09-30 19:52:59
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Most Rep,White,Scott,85 percent or higher,Cell,1,0.8717,0.9742,0.9763,1.027,2018-09-30 20:01:01
Dem,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9691,0.9501,0.7064,0.9904,2018-09-30 20:04:55
Dem,18 to 34,Some college or trade school,White,Male,White,Don't know,Don't know,Check,Don't know,Don't know,Favorable,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,85 percent or higher,Cell,0.6667,0.895,0.8134,0.8103,0.7606,2018-09-30 20:05:20
Und,18 to 34,Some college or trade school,Unknown,Male,White,oppose,Don't know,Support,oppose,Don't know,Don't know,Unfavorable,Don't know,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Dem,Unknown,Rest,50 to 85 percent,Cell,0.4444,0.6562,0.9383,1.1374,0.8319,2018-09-30 20:05:38
Und,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Most Rep,White,Dakota,85 percent or higher,Cell,1,0.9816,0.8697,0.6763,0.9062,2018-09-30 20:05:40
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,0.8889,0.9521,0.8191,0.6751,0.8507,2018-09-30 20:06:41
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Don't know,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Rep,White,Rest,85 percent or higher,Landline,1,0.9978,0.623,0.3896,0.6501,2018-09-30 20:07:19
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Reps. keep House,Favorable,Don't know,Believe,agree,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,50 to 85 percent,Landline,1,0.8203,0.808,0.7651,0.8363,2018-09-30 20:07:55
Dem,18 to 34,Bachelors' degree,White,Male,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Less Dem,White,Rest,85 percent or higher,Cell,0.6667,0.8556,0.6887,0.6158,0.6294,2018-09-30 20:08:02
Rep,18 to 34,Grade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.7704,2.1055,2.419,2.1875,2018-09-30 20:08:38
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,support,Don't know,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Most Dem,Unknown,Dakota,50 to 85 percent,Cell,1,0.7729,1.2094,1.1599,1.2972,2018-09-30 20:09:41
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9972,1.0441,0.7609,1.0893,2018-09-30 20:09:43
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,50 to 85 percent,Cell,0.7778,0.5057,0.9743,1.5516,0.9742,2018-09-30 20:11:31
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,18 to 29,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Scott,50 to 85 percent,Cell,0.7778,0.8411,0.8067,0.8728,0.8331,2018-09-30 20:11:56
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,Unknown,Dakota,50 to 85 percent,Cell,1,0.7466,1.1038,1.1342,1.1495,2018-09-30 20:13:19
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,50 to 85 percent,Cell,0.6667,0.8044,0.6189,0.5671,0.604,2018-09-30 20:14:20
