response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedd,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Bachelors' degree,White,Female,White,Support,Don't know,Approve,Don't know,Don't know,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9719,0.7594,0.3755,0.7566
Rep,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,18 to 44,White,Pierce,50 to 85 percent,Cell,1,0.8127,0.9301,0.7094,0.9465
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 44,White,North King County,50 to 85 percent,Landline,1,0.7827,1.6067,1.3114,1.6442
Rep,35 to 49,Some college or trade school,Other,Male,Asian,Support,oppose,Don't know,Don't know,Favorable,Yes,Favorable,Support,45 to 64,Some College Educ.,Other,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,45 to 64,Non-White,South King County,Less than 50 percent,Cell,1,0.0908,1.1181,3.0355,1.5526
Und,65 and older,Some college or trade school,White,Female,White,Oppose,support,Don't know,Reps. keep House,Don't know,No,Unfavorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,50 to 85 percent,Landline,0.4444,0.7063,0.8578,0.6811,0.7366
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,oppose,Approve,Dems. take House,Unfavorable,No,Unfavorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South King County,50 to 85 percent,Cell,0.7778,0.8274,0.9591,0.4968,0.9166
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,North King County,85 percent or higher,Landline,1,0.9872,1.0059,0.4888,1.002
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9894,0.6287,0.375,0.6263
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,North King County,50 to 85 percent,Cell,1,0.7711,1.1617,0.6052,1.1916
Rep,65 and older,High school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,South King County,50 to 85 percent,Cell,1,0.7365,2.2954,2.5082,2.3715
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Support,support,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Oppose,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 44,Non-White,Eastern Wash.,Less than 50 percent,Cell,1,0.2344,1.1943,3.5389,1.5533
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9829,0.8957,0.5229,0.8922
Dem,18 to 34,Bachelors' degree,White,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Oppose,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 44,White,North King County,Less than 50 percent,Cell,1,0.2787,1.1997,2.9547,1.3553
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.9289,0.7718,0.4531,0.7614
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,Don't know,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,South King County,50 to 85 percent,Landline,1,0.8139,1.0776,0.5735,1.0964
Und,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Oppose,support,Approve,Don't know,Favorable,No,Favorable,Support,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 44,Non-White,North King County,Less than 50 percent,Landline,0.6667,0.4984,1.3074,1.5311,1.1931
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,support,Approve,Reps. keep House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Other,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,45 to 64,White,South King County,Less than 50 percent,Landline,0,0.2195,0.8662,1.6874,0.1949
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.9441,0.9656,0.4652,0.9641
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Support,support,Disapp.,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,Unknown,South King County,85 percent or higher,Landline,1,0.9501,1.2467,0.8362,1.2441
Rep,50 to 64,High school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Don't know,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,45 to 64,Unknown,Pierce,85 percent or higher,Cell,1,0.8763,1.4927,1.7121,1.5032
Und,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Don't know,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,Pierce,Less than 50 percent,Landline,1,0.3924,0.8855,1.3223,1.0285
Rep,65 and older,High school,White,Male,White,Oppose,support,Disapp.,Don't know,Don't know,Yes,Don't know,Support,65 and older,High School Grad. or Less,Other,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South King County,Less than 50 percent,Landline,0,0.1561,1.374,6.0741,0.2922
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.9795,0.5952,0.3178,0.5896
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9856,0.8957,0.4458,0.8922
Dem,65 and older,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,50 to 85 percent,Cell,1,0.7103,0.9374,0.5784,0.9741
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.989,0.9025,0.4129,0.899
Dem,65 and older,Some college or trade school,White,Male,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,Less than 50 percent,Cell,1,0.4561,0.6357,0.6654,0.7162
Rep,35 to 49,Bachelors' degree,Asian,Male,Asian,Support,support,Don't know,Reps. keep House,Unfavorable,No,Favorable,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 44,Non-White,North King County,50 to 85 percent,Cell,1,0.6081,2.0897,1.9289,2.2302
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,Eastern Wash.,50 to 85 percent,Cell,1,0.6073,0.9644,0.8517,1.0295
Und,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Don't know,Don't know,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,18 to 44,White,South King County,Less than 50 percent,Landline,1,0.428,0.9466,1.5767,1.0802
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9857,0.6411,0.279,0.6386
Rep,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.989,0.7446,0.4255,0.7418
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Disapp.,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,50 to 85 percent,Cell,0.8889,0.678,1.3667,1.2404,1.4017
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9041,1.0855,0.5224,1.0889
Und,65 and older,High school,White,Female,White,Don't know,Don't know,Don't know,Reps. keep House,Don't know,No,Don't know,Support,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,50 to 85 percent,Landline,1,0.8367,1.5298,1.5828,1.5502
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.9938,0.8064,0.425,0.8017
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Don't know,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.9931,0.9656,0.5174,0.9623
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,South King County,Less than 50 percent,Landline,0.3333,0.1403,0.8662,2.888,0.4539
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9742,0.9354,0.4192,0.9319
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9801,0.7813,0.4007,0.7782
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,0.8889,0.9527,0.7537,0.3523,0.7482
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,Eastern Wash.,Less than 50 percent,Landline,1,0.3424,0.9182,1.8118,1.0041
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.925,0.7813,0.4246,0.7816
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Favorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Pierce,85 percent or higher,Cell,1,0.9794,0.6017,0.2913,0.5959
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9761,0.7813,0.4023,0.7733
Rep,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 44,White,Eastern Wash.,85 percent or higher,Landline,1,0.9779,0.8372,0.7215,0.834
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.9719,0.7718,0.4331,0.769
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Oppose,support,Approve,Reps. keep House,Favorable,Yes,Unfavorable,Oppose,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,Unknown,Eastern Wash.,85 percent or higher,Cell,0.7778,0.9797,1.0253,0.9656,1.0153
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9826,0.9285,0.5231,0.9248
Rep,65 and older,High school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9806,1.4728,1.1473,1.467
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9895,0.7594,0.3688,0.7565
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Don't know,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 44,White,North King County,85 percent or higher,Landline,1,0.9848,1.0857,0.8747,1.0815
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.984,0.7619,0.4279,0.759
Dem,50 to 64,High school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,Less than 50 percent,Cell,1,0.3604,1.1248,2.0859,1.3299
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Pierce,50 to 85 percent,Cell,1,0.6826,0.8906,0.6816,0.9316
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.9928,0.9656,0.4424,0.9595
Rep,65 and older,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.9898,0.9656,0.5191,0.962
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,Less than 50 percent,Landline,1,0.4915,0.5307,0.4245,0.5892
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,45 to 64,Non-White,Eastern Wash.,Less than 50 percent,Landline,0.7778,0.3809,0.9225,1.0532,0.9898
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,South King County,50 to 85 percent,Landline,1,0.7808,0.9068,0.5343,0.9283
Dem,35 to 49,[DO NOT READ] Refused,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,Less than 50 percent,Cell,1,0.116,0.9367,2.9933,1.4416
Dem,50 to 64,High school,White,Female,White,Don't know,support,Approve,Reps. keep House,Favorable,No,Don't know,Oppose,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,Less than 50 percent,Cell,1,0.4568,1.1248,1.9252,1.2669
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Non-White,South King County,85 percent or higher,Cell,1,0.9848,0.8276,0.4016,0.8244
Und,50 to 64,High school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,South King County,Less than 50 percent,Landline,1,0.4039,1.3131,2.1842,1.4016
Dem,65 and older,Some college or trade school,White,Female,Black,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,South King County,85 percent or higher,Cell,1,0.9419,0.7537,0.4169,0.7527
Rep,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,White,Don't know,oppose,Don't know,Reps. keep House,Favorable,Yes,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Non-White,North King County,85 percent or higher,Landline,0.8889,0.9819,1.2465,0.6434,1.231
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,support,Disapp.,Reps. keep House,Don't know,No,Favorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,50 to 85 percent,Landline,1,0.7615,1.2559,1.0415,1.2907
Dem,65 and older,High school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Oppose,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,50 to 85 percent,Landline,1,0.8372,1.1868,0.961,1.2025
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9871,0.711,0.2997,0.7083
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9853,0.7619,0.4273,0.759
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 44,Non-White,North King County,50 to 85 percent,Cell,1,0.6503,1.7642,1.59,1.8608
Dem,50 to 64,Some college or trade school,Other,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,45 to 64,Non-White,Pierce,50 to 85 percent,Landline,0.7778,0.6281,0.9245,0.6474,0.8782
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.8615,0.8842,0.4832,0.8924
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Cell,1,0.9823,0.6265,0.2798,0.6208
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.9839,0.8064,0.4293,0.8033
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 44,Unknown,Pierce,85 percent or higher,Cell,1,0.9175,0.9888,0.8622,0.9902
Rep,18 to 34,Bachelors' degree,Hispanic,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,18 to 44,Non-White,Eastern Wash.,Less than 50 percent,Cell,0.7778,0.2466,1.1943,3.3633,0.9406
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9847,0.7871,0.3707,0.7841
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9901,0.6411,0.2778,0.6387
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.9538,0.6446,0.3628,0.6366
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,45 to 64,White,North King County,Less than 50 percent,Landline,0.7778,0.2439,0.9268,1.6333,0.73
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Landline,1,0.9907,0.7391,0.4571,0.7339
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,Less than 50 percent,Cell,1,0.1946,0.8727,1.7689,1.1854
Und,18 to 34,Some college or trade school,White,Male,White,Oppose,Don't know,Don't know,Don't know,Don't know,No,Don't know,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,White,South King County,50 to 85 percent,Cell,0.7778,0.6253,1.165,1.0846,1.176
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.9878,0.7871,0.3159,0.7841
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,Pierce,85 percent or higher,Landline,1,0.9681,0.6237,0.2948,0.6216
