response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Butler,85 percent or higher,Landline,1,0.9933,0.5053,0.2313,0.5161
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Support,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Erie,85 percent or higher,Landline,1,0.9856,2.4895,1.4198,2.5301
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.983,0.6448,0.4339,0.6549
Und,50 to 64,Graduate or Professional Degree,White,Male,Black,support,Approve,Support,oppose,Don't know,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,Nonwhite,50 to 64,White,Erie,50 to 85 percent,Cell,0.5556,0.8052,0.9316,0.4342,0.9095
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Erie,85 percent or higher,Landline,1,0.9062,0.9584,0.5692,0.9849
Dem,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8663,0.7552,0.5219,0.7805
Dem,50 to 64,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,50 to 64,Non-White,Erie,50 to 85 percent,Landline,1,0.6473,1.6519,2.3452,1.5406
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9778,0.6448,0.4361,0.6583
Dem,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Erie,50 to 85 percent,Landline,0.8889,0.8438,1.5706,0.9473,1.5668
Rep,50 to 64,[DO NOT READ] Refused,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Erie,50 to 85 percent,Cell,1,0.5115,2.0295,2.6348,2.1519
Rep,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9901,0.7613,0.3395,0.7773
Dem,65 and older,Some college or trade school,White,Female,Other,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.9598,0.6541,0.5139,0.6684
Und,65 and older,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Butler,85 percent or higher,Landline,1,0.9338,1.2312,0.7592,1.2611
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9049,0.6164,0.3449,0.6231
Rep,65 and older,High school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,0.7778,0.9805,1.5748,1.0063,1.5983
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,0.4444,0.9816,0.6541,0.5029,0.6564
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Unknown,Butler,50 to 85 percent,Cell,1,0.6653,0.7058,0.5521,0.7272
Dem,65 and older,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.9846,0.5598,0.346,0.5715
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Erie,50 to 85 percent,Cell,1,0.662,1.3442,0.8207,1.3855
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9797,0.7487,0.403,0.7643
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Erie,85 percent or higher,Landline,1,0.9935,1.0193,0.6044,1.0411
Dem,65 and older,High school,White,Female,White,oppose,Don't know,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,0.7778,0.7784,0.997,0.8082,0.8901
Rep,50 to 64,Some college or trade school,White,Male,White,support,Don't know,Check,Don't know,Don't know,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Erie,85 percent or higher,Landline,0.8889,0.9802,1.3751,0.822,1.391
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Butler,Less than 50 percent,Cell,1,0.3597,0.6764,1.0483,0.8199
Und,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9914,0.7552,0.4585,0.7712
Rep,65 and older,Some college or trade school,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.8688,0.6448,0.4884,0.6522
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Erie,50 to 85 percent,Cell,1,0.702,0.7106,0.5005,0.7286
Und,[DO NOT READ] Refused,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,oppose,Don't know,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,Erie,50 to 85 percent,Cell,0.7778,0.6004,1.1385,1.1553,1.1092
Dem,65 and older,Bachelors' degree,White,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Do not believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Erie,85 percent or higher,Cell,1,0.9045,1.1836,0.6121,1.2166
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Erie,85 percent or higher,Landline,1,0.9876,0.9584,0.5239,0.9784
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Approve,Don't know,Don't know,Reps. keep House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9697,0.6541,0.5088,0.668
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Butler,85 percent or higher,Cell,1,0.9077,0.599,0.4183,0.6154
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,0.7778,0.4181,1.3298,2.0438,1.3162
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Erie,85 percent or higher,Cell,1,0.8727,1.1769,0.6302,1.2152
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Butler,50 to 85 percent,Cell,1,0.5987,0.4889,0.4694,0.5362
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.9903,0.8895,0.4917,0.9082
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Erie,85 percent or higher,Cell,1,0.9372,1.1939,0.6819,1.2225
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9806,0.5519,0.3009,0.5634
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Erie,85 percent or higher,Cell,1,0.9278,1.3949,1.0072,1.4298
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Erie,85 percent or higher,Cell,1,0.9801,1.1741,0.7707,1.1985
Und,50 to 64,High school,White,Female,White,Don't know,Don't know,Don't know,support,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8724,1.871,1.3998,1.932
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Unfavorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,Unknown,Rest,85 percent or higher,Cell,1,0.9189,0.7652,0.4396,0.7851
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Erie,85 percent or higher,Cell,1,0.989,1.3862,0.5985,1.4153
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.5871,0.7323,0.7061,0.806
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Butler,85 percent or higher,Cell,1,0.8765,0.4315,0.2442,0.4363
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Butler,Less than 50 percent,Cell,1,0.468,0.5789,0.5552,0.665
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Butler,85 percent or higher,Cell,0,0.8535,0.5897,0.2967,0.3176
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Erie,85 percent or higher,Cell,1,0.99,1.0048,0.5234,1.026
Dem,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Erie,85 percent or higher,Cell,0,0.9312,1.1667,0.5136,1.0354
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8781,1.187,0.7118,1.2247
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Butler,Less than 50 percent,Cell,0.6667,0.3731,0.3696,0.5625,0.3478
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Butler,85 percent or higher,Cell,1,0.9665,0.512,0.2126,0.523
Dem,50 to 64,High school,White,Male,White,support,Approve,Support,oppose,Dems. take House,Favorable,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Butler,85 percent or higher,Cell,1,0.8699,1.2341,0.5943,1.2749
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Erie,85 percent or higher,Cell,1,0.8794,0.9606,0.4295,0.9714
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Butler,85 percent or higher,Cell,1,0.9557,0.5904,0.3446,0.6035
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Butler,Less than 50 percent,Cell,1,0.4963,0.4687,0.489,0.5324
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Butler,85 percent or higher,Cell,1,0.9662,0.4184,0.1911,0.4274
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Erie,85 percent or higher,Cell,1,0.8943,1.3751,0.8991,1.39
Rep,50 to 64,High school,Unknown,Female,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Erie,50 to 85 percent,Cell,1,0.5299,2.8418,3.1601,3.1876
Rep,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Erie,85 percent or higher,Cell,1,0.875,1.0099,0.7142,1.0214
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.807,0.5429,0.3884,0.5668
Dem,50 to 64,Bachelors' degree,Other,Male,White,oppose,Disapp.,Don't know,oppose,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Non-White,Rest,50 to 85 percent,Cell,1,0.5688,1.0384,1.1791,1.0873
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Butler,85 percent or higher,Cell,1,0.8702,0.6955,0.4031,0.7034
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Erie,50 to 85 percent,Cell,1,0.6628,1.0884,0.7632,1.1728
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Erie,85 percent or higher,Cell,1,0.9751,2.4895,1.4349,2.5417
Dem,65 and older,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Rest,85 percent or higher,Cell,1,0.8815,0.7988,0.9745,0.8237
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Butler,50 to 85 percent,Cell,1,0.5955,0.4741,0.4004,0.5205
Dem,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Don't know,Favorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Erie,85 percent or higher,Cell,1,0.9699,1.1939,0.6596,1.2192
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,85 percent or higher,Cell,0.8889,0.8977,0.6164,0.3475,0.6163
Dem,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Butler,50 to 85 percent,Cell,1,0.6549,0.4184,0.2981,0.4517
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Butler,50 to 85 percent,Cell,0.7778,0.5469,0.5719,0.4202,0.5585
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.6661,0.8503,0.5777,0.9154
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9852,0.6164,0.3183,0.6293
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Rest,85 percent or higher,Landline,1,0.9899,0.6549,0.2837,0.6686
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9792,0.7505,0.2972,0.7617
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Disapp.,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Butler,85 percent or higher,Cell,1,0.9875,0.6955,0.3575,0.7071
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.656,0.6253,0.5946,0.67490000000000006
Rep,50 to 64,Bachelors' degree,White,Male,Black,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.668,0.8626,0.6679,0.8883
Dem,65 and older,High school,White,Female,White,support,Approve,Check,support,Dems. take House,Don't know,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.8534,1.3672,0.9143,1.3838
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9281,0.7487,0.4243,0.7217
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Butler,85 percent or higher,Landline,1,0.9903,0.5853,0.2903,0.5977
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Butler,50 to 85 percent,Cell,0.8889,0.5605,0.4959,0.5794,0.5354
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9844,0.457,0.2404,0.4643
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Butler,85 percent or higher,Cell,1,0.9065,0.5904,0.3622,0.6068
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7501,0.8626,0.5969,0.9107
Dem,65 and older,Grade school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Unknown,Butler,85 percent or higher,Landline,1,0.978,0.9064,0.4145,0.9254
