response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
3,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,White,Rest,50 to 85 percent,Landline,1,0.8022,0.4927,0.2084,0.4976,2018-10-16 01:32:11
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Democrat,Nonwhite,50 to 64,Other Non-White,Rest,85 percent or higher,Landline,0.6667,0.8519,0.5106,0.1965,0.441,2018-10-16 01:39:59
Dem,65 and older,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Landline,1,0.8747,1.102,0.7426,1.0994,2018-10-16 02:23:03
3,35 to 49,High school,Black,Male,Other,Don't know,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Not very likely,Republican,Nonwhite,35 to 49,Other Non-White,Rest,Less than 50 percent,Landline,0,0.1379,2.084,8.5868,0.5681,2018-10-16 18:10:01
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Miami/Coral Gables,85 percent or higher,Cell,1,0.9356,0.5702,0.3587,0.5644,2018-10-16 20:56:26
Dem,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,White,Rest,85 percent or higher,Cell,1,0.965,0.5555,0.2441,0.544,2018-10-16 21:06:56
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 34,White,Rest,50 to 85 percent,Landline,1,0.8253,1.0382,0.551,1.0442,2018-10-16 21:33:29
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,0.8889,0.965,0.9871,0.5885,0.9403,2018-10-16 21:35:35
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Rest,85 percent or higher,Landline,1,0.9622,1.0049,0.5176,0.9923,2018-10-16 21:37:05
Dem,65 and older,Some college or trade school,Hispanic,Male,Other,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,1.1671,0.6801,1.1428,2018-10-16 21:44:44
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Rest,85 percent or higher,Cell,1,0.9122,0.7285,0.412,0.7231,2018-10-16 21:46:41
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.6052,0.4745,0.2955,0.502,2018-10-16 21:47:29
Und,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,65 and older,Hispanic,Miami/Coral Gables,50 to 85 percent,Landline,0.4444,0.85,2.7117,2.0339,2.4161,2018-10-16 21:49:26
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dems. take House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,Hispanic,Miami/Coral Gables,Less than 50 percent,Cell,0.6667,0.3054,1.755,4.5733,1.6117,2018-10-16 21:53:11
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8984,0.5261,0.2412,0.5231,2018-10-16 21:54:32
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,0.4644,0.2842,0.4586,2018-10-16 21:55:17
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Rest,50 to 85 percent,Cell,1,0.5408,0.7769,0.6596,0.875,2018-10-16 21:56:47
3,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Don't know,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,Less than 50 percent,Landline,1,0.2216,0.8026,2.5613,0.9336,2018-10-16 21:57:14
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.8993,0.6037,0.2695,0.6074,2018-10-16 22:04:02
Und,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Hispanic,Rest,85 percent or higher,Landline,1,0.965,0.9761,0.3634,0.9638,2018-10-16 22:08:23
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,18 to 34,Hispanic,Rest,85 percent or higher,Cell,1,0.965,0.7915,0.4164,0.7814,2018-10-16 22:08:32
Rep,65 and older,High school,White,Female,Hispanic,Approve,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Rest,85 percent or higher,Cell,0.8889,0.9307,2.6409,1.7984,2.5986,2018-10-16 22:09:08
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Rest,50 to 85 percent,Cell,1,0.5554,0.6612,0.4386,0.7106,2018-10-16 22:10:56
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Rest,85 percent or higher,Landline,1,0.965,0.4784,0.2109,0.4723,2018-10-16 22:11:14
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Rest,85 percent or higher,Landline,1,0.965,0.8311,0.348,0.8205,2018-10-16 22:11:32
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Rest,85 percent or higher,Cell,1,0.922,0.6194,0.2868,0.6052,2018-10-16 22:12:44
3,35 to 49,Some college or trade school,Unknown,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Unknown,Miami/Coral Gables,50 to 85 percent,Landline,1,0.6923,0.9128,0.7692,0.9436,2018-10-16 22:19:01
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",50 to 64,White,Miami/Coral Gables,50 to 85 percent,Cell,0,0.7752,0.6858,0.3514,0.3048,2018-10-16 22:20:22
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.6306,0.4982,0.4159,0.4987,2018-10-16 22:21:15
Und,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Already voted,Republican,Nonwhite,50 to 64,Hispanic,Rest,Less than 50 percent,Cell,1,0.4455,1.24,1.2125,1.4642,2018-10-16 22:21:24
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.9434,0.6855,0.4697,0.678,2018-10-16 22:21:52
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Dems. take House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,Less than 50 percent,Cell,1,0.3947,1.1668,1.6172,1.3408,2018-10-16 22:22:46
Dem,35 to 49,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Other Non-White,Miami/Coral Gables,85 percent or higher,Cell,1,0.8873,0.5631,0.3663,0.5608,2018-10-16 22:22:54
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Rest,50 to 85 percent,Cell,1,0.7491,1.1135,0.6468,1.1364,2018-10-16 22:25:10
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,Less than 50 percent,Cell,1,0.2878,1.2251,3.3027,1.5066,2018-10-16 22:25:18
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,0.5766,0.3145,0.5693,2018-10-16 22:25:54
Und,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.7167,0.9665,0.848,0.9561,2018-10-16 22:26:03
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,0.8137,0.4952,0.7967,2018-10-16 22:28:45
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,0.5331,0.3037,0.5263,2018-10-16 22:28:55
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,Less than 50 percent,Cell,1,0.4,1.4826,2.5758,1.5697,2018-10-16 22:29:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest,85 percent or higher,Landline,1,0.965,0.803,0.3648,0.7928,2018-10-16 22:31:54
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",18 to 34,Unknown,Miami/Coral Gables,Less than 50 percent,Cell,0.8889,0.4261,0.7355,1.1786,0.7381,2018-10-16 22:32:21
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.8892,0.5617,0.201,0.5593,2018-10-16 22:32:39
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.8081,0.8994,0.5462,0.9073,2018-10-16 22:32:46
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Rest,85 percent or higher,Cell,1,0.8958,0.9654,0.5171,0.9603,2018-10-16 22:32:57
Und,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Already voted,Democrat,Nonwhite,35 to 49,Hispanic,Miami/Coral Gables,Less than 50 percent,Cell,1,0.3848,3.4503,8.4654,4.2283,2018-10-16 22:34:43
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,Less than 50 percent,Landline,1,0.4764,0.7231,0.7652,0.8,2018-10-16 22:38:10
Rep,35 to 49,Graduate or Professional Degree,Other,Female,Hispanic,Approve,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,Miami/Coral Gables,85 percent or higher,Cell,0.8889,0.8902,0.4119,0.2575,0.4063,2018-10-16 22:39:58
Dem,35 to 49,Bachelors' degree,Asian,Male,Other,Don't know,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Democrat,Nonwhite,18 to 34,Other Non-White,Rest,Less than 50 percent,Cell,1,0.3974,0.8819,0.9242,1.0718,2018-10-16 22:43:52
Dem,65 and older,Graduate or Professional Degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Other Non-White,Rest,85 percent or higher,Landline,1,0.965,0.4605,0.189,0.4509,2018-10-16 22:46:34
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,Miami/Coral Gables,Less than 50 percent,Cell,0.7778,0.3589,1.0879,1.6589,1.0523,2018-10-16 22:49:14
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Miami/Coral Gables,Less than 50 percent,Cell,1,0.4208,0.903,1.4795,1.0241,2018-10-16 22:49:50
Und,50 to 64,High school,Hispanic,Female,Hispanic,Don't know,Don't know,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.965,2.4628,2.2985,2.4453,2018-10-16 22:50:26
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,Nonwhite,50 to 64,Hispanic,Rest,85 percent or higher,Landline,1,0.8854,1.1415,0.6039,1.0671,2018-10-16 22:53:35
3,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Miami/Coral Gables,50 to 85 percent,Cell,1,0.7198,0.4636,0.2688,0.4762,2018-10-16 22:55:05
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,Hispanic,Rest,Less than 50 percent,Cell,1,0.43120000000000003,1.3765,1.9759,1.5534,2018-10-16 22:56:26
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Somewhat likely,Republican,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,0.4444,0.6772,0.52,0.3869,0.3756,2018-10-16 22:56:35
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Democrat,Nonwhite,65 and older,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.6951,0.692,0.4041,0.7355,2018-10-16 22:57:20
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Rest,50 to 85 percent,Landline,1,0.6986,1.1424,0.7125,1.1792,2018-10-16 22:59:17
Und,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Don't know,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,Miami/Coral Gables,50 to 85 percent,Cell,1,0.6017,0.4837,0.3407,0.5123,2018-10-16 22:59:35
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Rest,85 percent or higher,Landline,1,0.9632,0.6899,0.3613,0.6812,2018-10-16 23:00:20
Rep,35 to 49,Graduate or Professional Degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Other Non-White,Rest,85 percent or higher,Cell,1,0.8974,0.4377,0.2187,0.4353,2018-10-16 23:04:19
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.8892,2.0891,1.9916,2.0799,2018-10-16 23:04:37
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,Hispanic,Rest,Less than 50 percent,Cell,1,0.4822,1.3765,1.7693,1.5194,2018-10-16 23:04:55
Und,65 and older,Bachelors' degree,Black,Female,Black,Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Rest,50 to 85 percent,Cell,1,0.5328,0.6745,0.3723,0.7305,2018-10-16 23:05:31
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.8692,0.9621,0.6324,0.9607,2018-10-16 23:05:58
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.5731,0.613,0.5633,0.6199,2018-10-16 23:11:22
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Other Non-White,Miami/Coral Gables,85 percent or higher,Cell,1,0.9324,0.9006,0.5782,0.8801,2018-10-16 23:15:43
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Other Non-White,Rest,50 to 85 percent,Landline,1,0.8492,0.3507,0.1542,0.3431,2018-10-16 23:15:52
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,1,0.8984,1.1715,0.8644,1.1649,2018-10-16 23:16:10
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,Hispanic,Miami/Coral Gables,85 percent or higher,Cell,0.4444,0.9577,0.9468,0.762,0.8909,2018-10-16 23:17:15
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Hispanic,Rest,85 percent or higher,Cell,1,0.8859,0.8189,0.421,0.8157,2018-10-16 23:17:42
Und,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Rest,50 to 85 percent,Cell,1,0.603,1.1784,0.9853,1.2477,2018-10-16 23:17:42
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,Rest,85 percent or higher,Cell,1,0.9324,0.7487,0.4074,0.7413,2018-10-16 23:18:36
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,Miami/Coral Gables,Less than 50 percent,Cell,0.3333,0.3051,0.9893,1.8055,0.4286,2018-10-16 23:20:42
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,0.7778,0.8052,2.0378,1.9981,1.9969,2018-10-16 23:23:37
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Hispanic,Rest,50 to 85 percent,Cell,1,0.7359,0.8918,0.5251,0.8803,2018-10-16 23:23:51
Dem,50 to 64,Some college or trade school,Other,Male,Hispanic,Approve,Don't know,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),Nonwhite,50 to 64,Other Non-White,Miami/Coral Gables,Less than 50 percent,Cell,0,0.1924,0.9243,2.2594,0.2009,2018-10-16 23:24:45
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.6994,0.4597,0.2439,0.4744,2018-10-16 23:25:03
Dem,65 and older,High school,White,Female,White,Don't know,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Miami/Coral Gables,85 percent or higher,Landline,1,0.965,2.3123,1.4777,2.2959,2018-10-16 23:26:37
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Hispanic,Miami/Coral Gables,50 to 85 percent,Cell,1,0.5724,0.52,0.4539,0.5557,2018-10-16 23:27:27
3,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,65 and older,Hispanic,Rest,85 percent or higher,Landline,1,0.965,1.3847,0.661,1.3558,2018-10-16 23:29:51
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.965,2.6409,1.7352,2.6075,2018-10-16 23:33:13
Rep,65 and older,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,Nonwhite,65 and older,Hispanic,Rest,85 percent or higher,Cell,1,0.8701,2.6933,2.0519,2.7281,2018-10-16 23:35:05
