response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9637,0.6064,0.2034,0.5914,2018-10-27 02:59:15
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,50 to 85 percent,Landline,1,0.5824,1.3505,0.9737,1.3464,2018-10-27 02:59:15
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.5251,0.7979,0.4538,0.8051,2018-10-27 03:04:42
Dem,18 to 34,Some college or trade school,White,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,White,Santa Clarita,Less than 50 percent,Cell,1,0.4879,1.4894,2.7472,1.6202,2018-10-27 03:05:09
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,Hispanic,Santa Clarita,50 to 85 percent,Cell,1,0.844,0.8941,0.3886,0.9001,2018-10-27 03:06:39
Dem,50 to 64,Some college or trade school,Other,Male,White,Don't know,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9605,0.4918,0.2985,0.4826,2018-10-27 03:07:24
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Landline,1,0.97,1.2447,0.6948,1.2044,2018-10-27 03:07:33
Und,18 to 34,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,White,Lancaster/Palmdale,Less than 50 percent,Cell,0.8889,0.1866,0.7192,3.6196,0.793,2018-10-27 03:09:12
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.5881,0.8083,0.5938,0.849,2018-10-27 03:09:48
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.97,0.5417,0.2038,0.5308,2018-10-27 03:12:12
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,0.8889,0.97,0.98740000000000006,0.5019,0.9509,2018-10-27 03:14:45
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.8811,0.5684,0.4377,0.5486,2018-10-27 03:15:21
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Santa Clarita,Less than 50 percent,Landline,1,0.251,1.6278,2.4439,2.0391,2018-10-27 03:15:48
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9288,0.6056,0.3742,0.5981,2018-10-27 03:16:24
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,0,0.9645,0.3777,0.1451,0.2761,2018-10-27 03:16:42
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Landline,1,0.9376,0.8804,0.4206,0.8605,2018-10-27 03:17:00
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.9586,0.9976,0.4764,0.9732,2018-10-27 03:17:09
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9558,0.5859,0.3059,0.5718,2018-10-27 03:17:27
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9197,0.7386,0.4123,0.7234,2018-10-27 03:17:45
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.97,0.7074,0.3848,0.6896,2018-10-27 03:19:42
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest of LA County,Less than 50 percent,Cell,0.7778,0.3126,1.2928,4.0358,1.2495,2018-10-27 03:21:48
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Ventura/Simi Valley,85 percent or higher,Landline,1,0.97,0.9228,0.3351,0.9042,2018-10-27 03:21:57
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9271,0.7642,0.3123,0.7376,2018-10-27 03:25:51
Dem,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.7861,0.8178,0.3931,0.7936,2018-10-27 03:29:36
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rest of LA County,50 to 85 percent,Cell,1,0.6754,0.9944,0.8948,0.9766,2018-10-27 03:31:02
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9039,0.488,0.2603,0.4845,2018-10-27 03:33:44
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9694,0.7057,0.215,0.688,2018-10-27 03:34:56
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Ventura/Simi Valley,Less than 50 percent,Cell,1,0.3027,1.5088,2.5012,1.8124,2018-10-27 03:36:35
Rep,65 and older,Some college or trade school,Other,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Other Non-White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.97,0.7917,0.2961,0.7718,2018-10-27 03:36:53
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9086,0.5465,0.2692,0.536,2018-10-27 03:38:05
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest of LA County,85 percent or higher,Cell,1,0.8936,0.827,0.5656,0.8229,2018-10-27 03:40:02
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Don't know,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.6577,0.6625,0.5083,0.6824,2018-10-27 03:40:11
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9336,0.4284,0.2178,0.4226,2018-10-27 03:41:23
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,35 to 49,Other Non-White,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.2856,0.5933,1.2421,0.7769,2018-10-27 03:41:50
Rep,18 to 34,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,18 to 34,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9368,1.0438,0.5769,1.0291,2018-10-27 03:41:59
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.4074,0.7943,1.1906,0.9475,2018-10-27 03:43:11
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of LA County,85 percent or higher,Cell,1,0.8653,0.8883,0.7099,0.8766,2018-10-27 03:43:29
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.97,0.6205,0.265,0.6079,2018-10-27 03:44:32
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9483,1.1536,0.5779,1.1143,2018-10-27 03:44:59
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Santa Clarita,Less than 50 percent,Cell,1,0.1263,1.2051,4.3523,1.7772,2018-10-27 03:46:38
Dem,35 to 49,Grade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.197,1.491,4.3516,1.7489,2018-10-27 03:46:47
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,50 to 85 percent,Landline,0.4444,0.6005,1.478,1.1479,1.0107,2018-10-27 03:47:59
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.8971,0.891,0.3819,0.8859,2018-10-27 03:47:59
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Lancaster/Palmdale,Less than 50 percent,Cell,0.1111,0.464,0.7996,0.9425,0.3172,2018-10-27 03:50:05
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Cell,1,0.97,0.6205,0.265,0.6049,2018-10-27 03:50:41
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Unknown,Santa Clarita,85 percent or higher,Landline,1,0.9629,0.9475,0.3973,0.9296,2018-10-27 03:51:08
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9278,1.1493,0.5228,1.1092,2018-10-27 03:51:53
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9007,0.9637,0.437,0.9462,2018-10-27 03:52:56
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9633,0.3955,0.181,0.388,2018-10-27 03:53:23
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,65 and older,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9642,0.9037,0.2937,0.8739,2018-10-27 03:53:41
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Santa Clarita,85 percent or higher,Cell,1,0.8552,1.0424,1.0017,1.0303,2018-10-27 03:54:08
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.6214,1.1891,0.5539,1.1774,2018-10-27 03:54:44
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Santa Clarita,85 percent or higher,Cell,1,0.97,1.0106,0.4812,0.9852,2018-10-27 03:58:11
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.6806,1.1039,0.5819,1.1643,2018-10-27 03:58:56
Dem,50 to 64,Grade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest of LA County,85 percent or higher,Landline,1,0.8876,1.8257,1.6047,1.7958,2018-10-27 03:59:05
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9541,0.5341,0.2506,0.5212,2018-10-27 03:59:14
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Santa Clarita,Less than 50 percent,Cell,1,0.4328,1.4786,1.9279,1.6469,2018-10-27 04:02:02
Rep,65 and older,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.97,0.8898,0.3744,0.8674,2018-10-27 04:09:05
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Other,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.7607,0.4428,0.2255,0.4453,2018-10-27 04:09:23
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.8656,0.4437,0.2331,0.4379,2018-10-27 04:10:44
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.8379,0.7899,0.4074,0.7965,2018-10-27 04:11:56
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9049,0.5408,0.3695,0.5307,2018-10-27 04:12:50
Dem,35 to 49,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Other Non-White,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.4024,1.2007,2.0454,1.2545,2018-10-27 04:14:56
Rep,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Santa Clarita,50 to 85 percent,Cell,1,0.841,2.7376,1.983,2.7122,2018-10-27 04:15:23
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",35 to 49,White,Santa Clarita,85 percent or higher,Cell,1,0.9669,1.0835,0.5771,1.0622,2018-10-27 04:15:57
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Ventura/Simi Valley,85 percent or higher,Landline,1,0.8623,0.8984,0.3414,0.9004,2018-10-27 04:16:24
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9257,2.0299,1.143,2.0059,2018-10-27 04:17:27
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.8188,1.2095,0.5946,1.2029,2018-10-27 04:17:45
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.97,0.8773,0.3533,0.8596,2018-10-27 04:18:03
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.709,0.8983,0.5004,0.9136,2018-10-27 04:18:12
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.078,0.825,2.5617,1.3686,2018-10-27 04:18:57
Und,18 to 34,Some college or trade school,White,Male,Hispanic,Disapp.,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9569,0.5637,0.4691,0.55,2018-10-27 04:20:54
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of LA County,85 percent or higher,Cell,1,0.9289,1.6475,1.079,1.59,2018-10-27 04:20:54
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,65 and older,Other Non-White,Rest of LA County,85 percent or higher,Landline,1,0.9667,0.5155,0.2244,0.4986,2018-10-27 04:20:54
Rep,65 and older,Bachelors' degree,Asian,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Other Non-White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.97,0.803,0.2448,0.7868,2018-10-27 04:23:18
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,85 percent or higher,Cell,1,0.9679,1.1232,0.49,1.1009,2018-10-27 04:24:12
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9536,0.6215,0.2666,0.6108,2018-10-27 04:24:12
Dem,65 and older,Bachelors' degree,Hispanic,Female,Asian,Don't know,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Hispanic,Ventura/Simi Valley,Less than 50 percent,Cell,1,0.1302,1.4248,2.5794,2.3299,2018-10-27 04:25:42
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Female,Very likely,[DO NOT READ] Refused,Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.301,0.8247,2.0037,0.9002,2018-10-27 04:25:51
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,35 to 49,Hispanic,Santa Clarita,50 to 85 percent,Cell,1,0.6946,0.8941,0.4722,0.9388,2018-10-27 04:26:27
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9529,0.6215,0.2668,0.6108,2018-10-27 04:26:27
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9391,0.5726,0.3044,0.5528,2018-10-27 04:27:03
Dem,50 to 64,Grade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9394,1.2551,0.7371,1.2368,2018-10-27 04:35:01
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.887,0.8045,0.4374,0.7913,2018-10-27 04:35:37
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest of LA County,85 percent or higher,Landline,1,0.8943,0.6652,0.3437,0.642,2018-10-27 04:35:55
