response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,East,85 percent or higher,Cell,1,0.9373,1.5907,0.8394,1.5924,2018-09-16 22:03:33
Und,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,agree,Don't know,support,Support,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Female,Not at all likely,Democrat,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Landline,0.4444,0.905,1.8758,1.1022,1.3827,2018-09-16 22:04:45
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Landline,0.4444,0.8991,0.6114,0.3349,0.4457,2018-09-16 22:07:36
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Don't know,disagree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Landline,1,0.9834,0.5368,0.1767,0.5357,2018-09-16 22:10:09
Rep,65 and older,Some college or trade school,White,Female,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9594,0.5202,0.3019,0.5197,2018-09-16 22:13:00
Rep,50 to 64,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,East,85 percent or higher,Landline,1,0.9469,1.5907,0.831,1.5909,2018-09-16 22:18:34
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,White,East,85 percent or higher,Landline,1,0.8821,0.7181,0.4313,0.7098,2018-09-16 22:21:43
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Landline,1,0.9844,0.4446,0.1753,0.4416,2018-09-16 22:21:43
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Dona Ana,85 percent or higher,Landline,1,0.9883,0.6862,0.2595,0.6849,2018-09-16 22:22:28
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Cell,1,0.9277,0.4158,0.1655,0.4167,2018-09-16 22:23:04
Rep,65 and older,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,50 to 85 percent,Landline,1,0.5612,0.615,0.6291,0.6672,2018-09-16 22:24:16
Dem,65 and older,Some college or trade school,White,Male,Other,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,White,West,50 to 85 percent,Landline,1,0.7075,0.6945,0.4334,0.7236,2018-09-16 22:30:16
Rep,65 and older,Some college or trade school,White,Female,White,Support,Don't know,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,0.8889,0.9125,0.5562,0.3683,0.5442,2018-09-16 22:31:28
Dem,65 and older,High school,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Dona Ana,85 percent or higher,Landline,1,0.9505,2.043,0.9403,2.0425,2018-09-16 22:38:21
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Dona Ana,85 percent or higher,Cell,1,0.9746,0.8846,0.3456,0.883,2018-09-16 22:44:21
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Cell,0.7778,0.8738,2.2651,1.1498,2.1793,2018-09-16 22:45:24
Rep,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Landline,1,0.9733,0.7033,0.3996,0.7021,2018-09-16 22:46:18
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,White,East,50 to 85 percent,Cell,1,0.79990000000000006,1.1235,0.9749,1.1153,2018-09-16 22:49:25
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9836,0.6578,0.3405,0.6565,2018-09-16 22:53:37
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Landline,1,0.7962,0.7823,0.9111,0.8001,2018-09-16 22:54:04
Rep,65 and older,High school,White,Female,White,Oppose,agree,Don't know,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.864,1.3545,0.719,1.3692,2018-09-16 22:57:22
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,West,50 to 85 percent,Landline,0.7778,0.7795,1.0507,0.4441,1.0027,2018-09-16 23:03:03
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Favorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Landline,0.6667,0.8338,0.7146,0.4481,0.6711,2018-09-16 23:08:18
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,agree,Don't know,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",50 to 64,White,West,Less than 50 percent,Landline,1,0.3363,0.3499,0.513,0.2257,2018-09-16 23:11:00
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Non-White,Dona Ana,85 percent or higher,Cell,1,0.9702,2.5728,1.1436,2.5686,2018-09-16 23:11:36
Dem,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9556,0.4842,0.1621,0.4839,2018-09-16 23:16:24
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Landline,1,0.9412,0.3681,0.1878,0.364,2018-09-16 23:18:35
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9876,0.5562,0.3407,0.5529,2018-09-16 23:22:20
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,agree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9792,0.3443,0.156,0.337,2018-09-16 23:35:41
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9864,0.4842,0.1572,0.4832,2018-09-16 23:39:35
Dem,65 and older,Some college or trade school,Other,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Non-White,West,85 percent or higher,Landline,1,0.9668,0.9474,0.4325,0.946,2018-09-16 23:41:23
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Unknown,West,85 percent or higher,Cell,1,0.9322,0.7721,0.5942,0.7733,2018-09-16 23:41:41
Und,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Non-White,West,50 to 85 percent,Landline,1,0.721,0.6198,0.3677,0.6437,2018-09-16 23:44:59
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,oppose,Oppose,disagree,Don't know,Favorable,Favorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Non-White,East,85 percent or higher,Cell,1,0.9702,1.938,1.2683,1.9205,2018-09-16 23:47:15
Rep,65 and older,High school,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9778,1.1524,0.6107,1.1432,2018-09-16 23:48:54
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Landline,1,0.9728,1.016,0.38,1.0142,2018-09-16 23:58:03
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9625,0.6653,0.3408,0.6646,2018-09-17 00:01:39
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Don't know,support,Don't know,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9589,0.6578,0.3491,0.6572,2018-09-17 00:04:13
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,East,Less than 50 percent,Cell,0.6667,0.2195,0.9657,3.4437,1.0594,2018-09-17 00:06:19
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,Nonwhite,65 and older,Non-White,Dona Ana,Less than 50 percent,Landline,0.4444,0.468,0.7259,0.9371,0.6616,2018-09-17 00:13:04
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9667,0.7315,0.3042,0.7246,2018-09-17 00:14:25
Und,65 and older,Bachelors' degree,Hispanic,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,Non-White,Dona Ana,Less than 50 percent,Landline,1,0.4913,1.431,1.1805,1.592,2018-09-17 00:14:43
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Landline,1,0.6382,0.5752,0.4764,0.6098,2018-09-17 00:16:31
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Support,agree,Dems. take House,Favorable,Favorable,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Non-White,East,85 percent or higher,Landline,1,0.9746,1.0608,0.5728,1.0518,2018-09-17 00:21:51
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.8228,1.0523,0.3302,1.071,2018-09-17 00:22:18
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.919,0.5562,0.3658,0.5579,2018-09-17 00:22:54
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,East,85 percent or higher,Landline,0.8889,0.9327,1.0177,0.6812,0.9977,2018-09-17 00:23:03
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Dona Ana,Less than 50 percent,Landline,1,0.49370000000000003,0.5979,0.7578,0.6645,2018-09-17 00:25:09
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,Unknown,West,85 percent or higher,Landline,1,0.9866,0.488,0.2561,0.4871,2018-09-17 00:27:15
Dem,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.8864,0.6114,0.3396,0.616,2018-09-17 00:32:33
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Dona Ana,50 to 85 percent,Cell,1,0.7648,0.9781,0.4636,1.0064,2018-09-17 00:36:18
Rep,18 to 34,Some college or trade school,Unknown,Male,Hispanic,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Favorable,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Republican,Nonwhite,18 to 34,Unknown,East,Less than 50 percent,Cell,0.5556,0.2513,1.0011,3.4772,0.661,2018-09-17 00:39:09
Rep,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,East,50 to 85 percent,Cell,1,0.8273,0.9864,0.5946,1.0031,2018-09-17 00:41:06
Und,65 and older,Some college or trade school,White,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.8682,0.7596,0.4243,0.7674,2018-09-17 00:45:00
Und,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Not at all likely,[DO NOT READ] Refused,Nonwhite,18 to 34,Non-White,Dona Ana,Less than 50 percent,Cell,0,0.1719,1.0168,5.045,0.2196,2018-09-17 21:36:05
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Cell,1,0.8681,0.8493,0.436,0.858,2018-09-17 21:39:23
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,East,85 percent or higher,Landline,1,0.9658,0.908,0.4561,0.9068,2018-09-17 21:47:57
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,support,Support,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9317,0.6653,0.3519,0.6577,2018-09-17 21:49:00
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,East,85 percent or higher,Cell,1,0.9166,0.9059,0.5795,0.909,2018-09-17 21:49:09
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,East,Less than 50 percent,Cell,0.8889,0.3831,0.9657,1.9756,1.0845,2018-09-17 21:51:42
Dem,65 and older,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Cell,1,0.9574,0.7514,0.2971,0.7508,2018-09-17 21:58:00
Dem,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,West,50 to 85 percent,Cell,1,0.7363,0.7426,0.4685,0.7687,2018-09-17 21:58:27
Dem,18 to 34,High school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,West,Less than 50 percent,Cell,0.5556,0.3303,1.7672,2.8406,1.191,2018-09-17 22:04:38
Und,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Cell,1,0.9805,0.8493,0.3867,0.8476,2018-09-17 22:04:47
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Non-White,East,85 percent or higher,Cell,1,0.8677,0.6705,0.2925,0.6774,2018-09-17 22:05:32
Dem,65 and older,High school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Dona Ana,85 percent or higher,Cell,1,0.8886,2.043,1.0054,2.0576,2018-09-17 22:07:20
Und,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Don't know,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,West,50 to 85 percent,Cell,1,0.8039,0.8309,0.3726,0.8485,2018-09-17 22:09:44
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,East,Less than 50 percent,Cell,0.8889,0.2839,1.0324,1.5426,1.2253,2018-09-17 22:10:38
Rep,18 to 34,High school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,West,Less than 50 percent,Cell,0.8889,0.2081,1.2234,4.5874,1.3592,2018-09-17 22:11:14
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,West,Less than 50 percent,Cell,0.7778,0.2766,1.0183,3.9314,0.8035,2018-09-17 22:18:37
Dem,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Don't know,support,Support,agree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,West,85 percent or higher,Cell,1,0.9295,0.811,0.3551,0.8125,2018-09-17 22:20:07
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Oppose,Don't know,Approve,Don't know,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,White,West,85 percent or higher,Cell,1,0.9809,0.8464,0.6834,0.8448,2018-09-17 22:21:10
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,oppose,Oppose,agree,Reps. keep House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,West,Less than 50 percent,Cell,0.7778,0.0704,0.3499,1.1434,0.5086,2018-09-17 22:22:49
Dem,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,West,50 to 85 percent,Landline,1,0.629,0.8701,0.5451,0.92490000000000006,2018-09-17 22:26:07
Dem,35 to 49,High school,Hispanic,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Non-White,West,Less than 50 percent,Cell,0.7778,0.1895,2.5955,10.06,2.7102,2018-09-17 22:28:40
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,50 to 64,Non-White,West,Less than 50 percent,Cell,1,0.2523,2.1327,3.9505,1.9745,2018-09-17 22:29:43
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Cell,1,0.9868,0.4842,0.1571,0.4832,2018-09-17 22:34:54
