response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_model,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.9569,0.705,0.5142,0.7149,2018-09-10 20:21:21
Dem,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9954,1.4054,1.1579,1.4384,2018-09-10 20:23:36
Und,65 and older,High school,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.9827,1.6996,1.3654,1.7381,2018-09-10 20:20:09
Und,50 to 64,Grade school,White,Male,White,Approve,oppose,agree,Don't know,Don't know,Don't know,agree,no,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,50 to 85 percent,Cell,0.5556,0.5416,1.1453,1.63,0.8524,2018-09-10 20:28:24
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,agree,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,Probably Trump,White,Less than 50 percent,Cell,1,0.3009,0.6144,1.2917,0.7038,2018-09-10 20:27:03
Dem,65 and older,High school,Unknown,Male,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,agree,no,Don't know,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,Unknown,85 percent or higher,Landline,1,0.8781,1.5271,1.2754,1.5784,2018-09-10 20:18:57
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,50 to 85 percent,Cell,0,0.5068,0.6596,0.8106,0.2592,2018-09-10 20:24:21
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,disagree,no,agree,agree,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,Most Trump,White,85 percent or higher,Cell,0.5556,0.9411,1.1363,1.1322,1.0597,2018-09-10 20:25:15
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Don't know,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,Probably Trump,White,Less than 50 percent,Cell,1,0.494,0.6763,0.9234,0.7702,2018-09-10 20:30:12
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,agree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Landline,1,0.977,0.9408,0.8005,0.9622,2018-09-10 20:22:15
Und,50 to 64,Some college or trade school,White,Male,Asian,Don't know,oppose,disagree,Don't know,Don't know,Don't know,disagree,yes,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Not very likely,or as a member of another political party,Nonwhite,Nonwhite,Iron Range,50 to 64,Most Trump,White,Less than 50 percent,Cell,0.1111,0.394,0.853,1.8061,0.3332,2018-09-10 20:20:45
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,oppose,Don't know,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,Iron Range,50 to 64,Probably Trump,Unknown,85 percent or higher,Landline,1,0.9974,1.1496,0.712,1.1676,2018-09-10 20:24:39
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Female,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,50 to 64,Probably Clinton,Unknown,50 to 85 percent,Cell,1,0.5071,0.8786,0.9094,0.9956,2018-09-10 20:23:27
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,35 to 49,Probably Trump,White,85 percent or higher,Cell,1,0.8828,1.2621,1.2518,1.3036,2018-09-10 20:21:03
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.9905,0.9892,0.8653,1.0119,2018-09-10 20:18:03
Und,65 and older,High school,Unknown,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,Unknown,Less than 50 percent,Cell,0.4444,0.4909,1.0889,1.6274,0.7396,2018-09-10 20:21:12
Rep,35 to 49,Some college or trade school,Unknown,Male,Hispanic,Approve,oppose,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,yes,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,Rest,35 to 49,Most Trump,Unknown,85 percent or higher,Cell,1,0.9705,1.2347,1.0669,1.2631,2018-09-10 20:30:30
Dem,65 and older,High school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9022,1.1532,1.061,1.1879,2018-09-10 20:20:00
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,no,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,85 percent or higher,Cell,1,0.8807,1.066,1.1514,1.1013,2018-09-10 20:18:39
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Landline,1,0.9641,0.9683,0.8963,0.9826,2018-09-10 20:18:30
Dem,65 and older,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,no,Don't know,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,1,0.8507,1.1532,1.1253,1.197,2018-09-10 20:30:57
Dem,35 to 49,Some college or trade school,Other,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,35 to 49,Unknown,Non-White,50 to 85 percent,Cell,1,0.6706,0.4736,0.5681,0.5102,2018-09-10 20:28:06
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.9093,0.8434,0.6042,0.854,2018-09-10 20:17:18
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,no,agree,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Cell,1,0.8809,0.9153,0.8312,0.9456,2018-09-10 20:25:06
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",White,Minn. Exurbs,35 to 49,Unknown,White,50 to 85 percent,Cell,0.4444,0.8436,0.7137,0.5677,0.5414,2018-09-10 20:19:51
Dem,65 and older,Some college or trade school,Asian,Male,White,Disapp.,Don't know,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,Non-White,85 percent or higher,Landline,1,0.936,0.6459,0.5396,0.6626,2018-09-10 20:18:57
Dem,50 to 64,Some college or trade school,Other,Female,White,Approve,oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,Non-White,85 percent or higher,Landline,1,0.996,0.6755,0.5846,0.6914,2018-09-10 20:18:48
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,18 to 34,Unknown,White,50 to 85 percent,Cell,1,0.8284,0.6405,0.5347,0.6673,2018-09-10 20:28:51
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.9642,0.8628,0.5846,0.883,2018-09-10 20:24:12
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.979,0.6997,0.4512,0.7114,2018-09-10 20:19:33
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Duluth,50 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.9666,1.1015,0.73740000000000006,1.118,2018-09-10 20:25:24
Rep,18 to 34,High school,White,Male,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,yes,agree,agree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 34,Probably Trump,White,Less than 50 percent,Cell,1,0.3162,1.5889,3.9471,1.9837,2018-09-10 20:22:33
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.6287,0.7737,1.0193,0.8029,2018-09-10 20:30:57
Rep,18 to 34,Some college or trade school,Other,Female,White,Disapp.,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,18 to 34,Unknown,Non-White,50 to 85 percent,Cell,1,0.6594,0.6146,0.8223,0.664,2018-09-10 20:24:39
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9899,1.1155,0.8906,1.137,2018-09-10 20:26:36
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.9871,0.8747,0.5476,0.8946,2018-09-10 20:17:54
Rep,18 to 34,Some college or trade school,Other,Female,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,18 to 34,Probably Clinton,Non-White,50 to 85 percent,Cell,1,0.8104,0.6217,0.6849,0.6319,2018-09-10 20:27:03
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Cell,1,0.8208,0.6556,0.4648,0.684,2018-09-10 20:31:42
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,Don't know,no,agree,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,18 to 34,Probably Trump,White,50 to 85 percent,Cell,1,0.678,1.1934,1.3433,1.2296,2018-09-10 20:18:12
Rep,18 to 34,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,18 to 34,Probably Clinton,White,50 to 85 percent,Cell,1,0.8333,1.2643,1.2852,1.3162,2018-09-10 20:25:06
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,Don't know,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,85 percent or higher,Landline,1,0.9864,1.0356,0.9304,1.0591,2018-09-10 20:29:54
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,disagree,yes,agree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,Unknown,50 to 85 percent,Cell,1,0.8222,0.8229,0.7636,0.8583,2018-09-10 20:20:45
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,agree,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,18 to 34,Probably Clinton,White,50 to 85 percent,Cell,1,0.6835,0.8658,1.0908,0.8914,2018-09-10 20:28:06
Und,65 and older,Some college or trade school,White,Female,White,Don't know,support,agree,Don't know,Don't know,Don't know,agree,no,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9921,0.9421,0.8155,0.9638,2018-09-10 20:17:18
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Rest,35 to 49,Most Trump,White,50 to 85 percent,Cell,1,0.5405,0.774,0.9372,0.8666,2018-09-10 20:30:21
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Cell,1,0.9393,0.9683,0.92,0.9931,2018-09-10 20:24:48
Dem,50 to 64,Some college or trade school,White,Male,White,Don't know,oppose,agree,Don't know,Favorable,Unfavorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9332,1.0028,0.8807,1.0158,2018-09-10 20:23:18
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Duluth,35 to 49,Probably Clinton,White,85 percent or higher,Cell,1,0.8933,1.0121,0.8106,1.0438,2018-09-10 20:27:39
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,agree,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,35 to 49,Probably Trump,Unknown,85 percent or higher,Cell,1,0.884,1.1833,1.1056,1.222,2018-09-10 20:25:06
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,Probably Trump,White,50 to 85 percent,Cell,0,0.7942,0.7418,0.602,0.6257,2018-09-10 20:19:15
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9925,0.708,0.4717,0.7243,2018-09-10 20:22:51
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Don't know,agree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,Unknown,85 percent or higher,Cell,1,0.9493,1.1216,0.9295,1.1369,2018-09-10 20:22:15
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 34,Unknown,Unknown,Less than 50 percent,Cell,0.4444,0.3254,0.7531,2.0861,0.7111,2018-09-10 20:28:06
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,Duluth,35 to 49,Probably Clinton,Non-White,85 percent or higher,Cell,1,0.9902,0.6859,0.446,0.6992,2018-09-10 20:18:12
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.9754,1.1639,0.9577,1.1905,2018-09-10 20:17:09
Rep,35 to 49,High school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,Less than 50 percent,Cell,1,0.4018,1.0783,2.3402,1.2796,2018-09-10 20:26:36
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,35 to 49,Probably Trump,Unknown,85 percent or higher,Cell,1,0.9698,0.8855,0.6129,0.9059,2018-09-10 20:18:12
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,50 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9261,0.9254,0.6887,0.9372,2018-09-10 20:22:33
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,Don't know,Dems. take House,Favorable,Don't know,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,35 to 49,Probably Trump,White,85 percent or higher,Cell,1,0.8872,0.9485,0.7208,0.9607,2018-09-10 20:19:33
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,Most Trump,White,50 to 85 percent,Landline,1,0.8437,0.8634,0.8548,0.8972,2018-09-10 20:16:51
Dem,65 and older,High school,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,Don't know,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,Unknown,85 percent or higher,Landline,1,0.9878,1.5271,1.1338,1.5619,2018-09-10 20:23:27
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,support,Don't know,Dems. take House,Don't know,Don't know,Don't know,no,agree,agree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Most Trump,Unknown,50 to 85 percent,Landline,0.7778,0.8476,0.9029,0.8599,0.8286,2018-09-10 20:21:57
Und,35 to 49,High school,White,Male,White,Approve,oppose,disagree,Don't know,Don't know,Don't know,Don't know,no,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,50 to 85 percent,Cell,0,0.5901,1.1143,1.4005,0.4793,2018-09-10 20:19:15
Rep,35 to 49,High school,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,50 to 85 percent,Cell,1,0.6866,1.1827,1.4357,1.2171,2018-09-10 20:20:36
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.8689,1.1465,1.0838,1.1618,2018-09-10 20:29:54
Rep,35 to 49,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,agree,agree,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,50 to 85 percent,Cell,1,0.6039,1.2174,1.8034,1.3355,2018-09-10 20:24:48
Rep,35 to 49,Some college or trade school,Other,Female,White,Don't know,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,Non-White,85 percent or higher,Cell,0.7778,0.9203,0.7436,0.7424,0.7383,2018-09-10 20:31:33
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Duluth,18 to 34,Probably Clinton,Unknown,85 percent or higher,Cell,1,0.8653,1.5986,1.5679,1.6556,2018-09-10 20:18:21
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,35 to 49,Unknown,White,50 to 85 percent,Cell,1,0.7315,0.8337,1.0366,0.8853,2018-09-10 20:18:21
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Duluth,35 to 49,Probably Clinton,Unknown,85 percent or higher,Cell,1,0.9115,1.132,0.8529,1.1646,2018-09-10 20:26:54
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,no,disagree,agree,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,0.8889,0.8867,0.705,0.5549,0.7056,2018-09-10 20:20:45
Dem,65 and older,Some college or trade school,White,Male,Other,Approve,support,agree,Dems. take House,Don't know,Don't know,agree,yes,agree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.941,0.9351,0.7718,0.9588,2018-09-10 20:26:54
Rep,18 to 34,Some college or trade school,White,Male,Other,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,yes,disagree,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,Nonwhite,Iron Range,18 to 34,Unknown,White,50 to 85 percent,Cell,0.8889,0.5752,0.856,1.2662,0.8675,2018-09-10 20:18:21
Und,65 and older,High school,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,agree,no,agree,Don't know,65 and older,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,0.1111,0.9257,1.4054,1.2451,1.1199,2018-09-10 20:22:33
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,35 to 49,Probably Trump,White,50 to 85 percent,Cell,1,0.5896,0.8274,1.1545,0.9117,2018-09-10 20:20:00
