response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,0.8889,0.9271,0.9001,0.4462,0.9153
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Check,support,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9217,0.6802,0.3322,0.6867
Dem,65 and older,Some college or trade school,Asian,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Kane,85 percent or higher,Cell,1,0.9798,0.8434,0.6579,0.855
Und,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Don't know,Don't know,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9829,1.2584,0.6183,1.283
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Kane,50 to 85 percent,Landline,1,0.6437,1.4115,1.0315,1.4569
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Will/DuPage/Lake,85 percent or higher,Landline,1,0.992,0.8023,0.4423,0.8182
Und,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,Less than 50 percent,Cell,0,0.4405,0.775,1.0749,0.2248
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,50 to 85 percent,Cell,1,0.6132,1.1967,0.7553,1.3052
Rep,65 and older,Some college or trade school,White,Male,White,support,Don't know,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Believe,Don't know,65 and older,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Kane,50 to 85 percent,Cell,0.7778,0.741,0.9207,0.5271,0.8109
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,0.8889,0.9707,1.2419,0.5551,1.2515
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,Black,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9576,0.9321,0.4109,0.9424
Rep,50 to 64,Some college or trade school,White,Female,White,support,Don't know,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9342,0.9635,0.6834,0.9856
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.6992,1.4565,0.9591,1.4919
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9278,0.7938,0.4599,0.8126
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7154,0.6491,0.4222,0.6635
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.812,0.9845,0.615,1.0255
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,support,Reps. keep House,Don't know,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Will/DuPage/Lake,50 to 85 percent,Cell,0.7778,0.779,1.6155,1.4221,1.6388
Dem,18 to 34,High school,Asian,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Non-White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9176,1.5707,2.7008,1.6098
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Cell,0.4444,0.9851,0.9545,0.3747,0.9588
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9833,1.0002,0.4118,1.0197
Dem,18 to 34,Bachelors' degree,White,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Kane,85 percent or higher,Cell,1,0.9694,1.1648,0.6996,1.179
Und,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9458,1.2419,0.5697,1.2689
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Don't know,Don't know,support,Dems. take House,Favorable,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Landline,0.7778,0.979,1.3188,0.681,1.3263
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Cell,1,0.9781,0.6576,0.2589,0.6704
Und,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Rest,Less than 50 percent,Cell,0.7778,0.4881,0.8345,0.8992,0.8865
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Kane,85 percent or higher,Cell,1,0.9813,0.6576,0.2581,0.6704
Rep,35 to 49,High school,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.8396,1.3957,1.5909,1.4468
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,support,Don't know,Don't know,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Cell,1,0.9126,0.6576,0.2775,0.6744
Rep,65 and older,High school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Cell,1,0.9902,1.0699,0.5732,1.0909
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9133,0.9064,0.4589,0.9149
Rep,65 and older,High school,White,Female,White,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Kane,50 to 85 percent,Landline,1,0.5531,1.2547,1.277,1.3163
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest,85 percent or higher,Cell,1,0.9606,1.1092,0.7756,1.1217
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Cell,1,0.9608,0.7158,0.3765,0.7305
Und,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.0888,1.0326,4.3218,1.4741
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,disagree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7636,0.7993,0.6129,0.8404
Rep,50 to 64,Bachelors' degree,Unknown,Male,Hispanic,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Unknown,Rest,50 to 85 percent,Cell,1,0.6142,1.5533,1.2145,1.6937
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,Believe,agree,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,50 to 85 percent,Cell,0.4444,0.6059,1.0339,0.75,0.7417
Und,18 to 34,Some college or trade school,White,Male,White,oppose,Don't know,Support,oppose,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.3984,1.1401,2.6546,1.2479
Rep,[DO NOT READ] Refused,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.6783,1.6485,1.4905,1.7669
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9821,0.7031,0.5058,0.7168
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Kane,50 to 85 percent,Cell,1,0.6071,1.2943,1.1835,1.344
Rep,18 to 34,High school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Rest,50 to 85 percent,Cell,0.6667,0.5829,1.395,2.0417,1.1159
Dem,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9783,0.7674,0.3608,0.7824
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9694,1.16,0.8481,1.1831
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Don't know,Support,support,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8873,1.0706,0.7042,1.1017
Dem,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9428,1.214,0.6426,1.2408
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Cell,1,0.9523,0.9227,0.3206,0.9422
Rep,65 and older,High school,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest,50 to 85 percent,Landline,1,0.7167,1.4093,1.5525,1.4405
Und,50 to 64,Some college or trade school,White,Female,White,support,Approve,Check,support,Reps. keep House,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.6374,1.1098,1.0647,1.2022
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.698,0.9524,0.6765,0.9756
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,support,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8212,1.0216,0.751,1.0624
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8919,0.7834,0.6877,0.8056
Rep,35 to 49,Bachelors' degree,Asian,Male,Hispanic,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.4157,1.352,2.7221,1.5884
Dem,65 and older,High school,Unknown,Female,White,support,Approve,Support,oppose,Dems. take House,Favorable,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest,85 percent or higher,Landline,0.4444,0.9623,1.1209,0.9522,1.0933
Dem,65 and older,Some college or trade school,White,Male,Other,oppose,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9027,0.7575,0.4309,0.7778
Und,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,50 to 85 percent,Landline,0.7778,0.6901,1.1698,0.7547,1.137
Rep,18 to 34,Some college or trade school,White,Male,White,support,Don't know,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Kane,Less than 50 percent,Cell,1,0.3128,1.1021,2.7962,1.375
Und,[DO NOT READ] Refused,High school,White,Female,White,support,Approve,Support,oppose,Don't know,Don't know,Don't know,Do not believe,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Kane,50 to 85 percent,Cell,0,0.7657,1.4957,1.1792,1.2383
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest,Less than 50 percent,Cell,1,0.4132,1.0495,2.3261,1.2345
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.3521,1.4667,2.375,1.6346
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9044,0.7128,0.3713,0.7318
Rep,65 and older,High school,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,0.4444,0.9533,0.9959,0.7355,0.9841
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,White,support,Disapp.,Support,support,Don't know,Unfavorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Kane,50 to 85 percent,Cell,1,0.7614,0.9454,0.4631,0.9944
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,0.8889,0.9402,1.0318,0.5382,1.0486
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Rest,50 to 85 percent,Landline,1,0.6311,1.0731,0.7843,1.1645
Rep,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8496,0.9749,0.6616,1.009
Und,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Check,Don't know,Don't know,Unfavorable,Unfavorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Kane,50 to 85 percent,Cell,1,0.8387,1.3829,0.5648,1.4338
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Cell,1,0.8851,0.6891,0.3138,0.7093
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Landline,1,0.8503,0.9304,0.5044,0.9628
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9787,0.7405,0.4469,0.7505
Dem,65 and older,Some college or trade school,White,Male,Other,support,Approve,Support,oppose,Don't know,Favorable,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.8038,0.9973,0.622,1.0404
Und,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Unfavorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.98,0.8387,0.4103,0.8551
Und,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9662,0.6121,0.3238,0.6244
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Don't know,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9611,0.9498,0.4784,0.9692
Und,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Don't know,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest,Less than 50 percent,Cell,0.4444,0.256,0.8195,2.6686,0.5033
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9731,0.9001,0.4251,0.9179
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9682,1.2419,0.5565,1.2667
Rep,18 to 34,[DO NOT READ] Refused,Hispanic,Male,Black,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,18 to 29,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Republican,Nonwhite,Nonwhite,18 to 34,Non-White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.2033,1.2206,2.8181,1.4895
Und,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,0.8889,0.8689,0.9856,0.6534,1.0065
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Don't know,Don't know,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9785,0.6362,0.2496,0.6486
Und,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Support,Don't know,Don't know,Don't know,Don't know,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Landline,1,0.5055,1.0216,1.2197,1.1547
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,Disapp.,Check,support,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Kane,50 to 85 percent,Landline,1,0.6629,1.0253,0.4878,0.7791
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.651,0.7813,0.8083,0.8056
