response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,65 and older,4-year College Grad.,White,50 to 85 percent,Cell,1,0.5516,0.9371,0.5587,1.0088,2018-10-23 14:09:03
Und,18 to 34,Some college or trade school,Hispanic,Male,White,Disapp.,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",South Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.4444,0.0635,1.7348,7.2064,1.036,2018-10-23 14:09:03
Und,65 and older,Grade school,White,Male,White,Don't know,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.6947,1.4918,0.9833,1.5419,2018-10-23 14:09:03
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,0.8889,0.7801,0.7529,0.3631,0.7523,2018-10-23 14:09:03
Und,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,Hispanic,Disapp.,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,North Miami-Dade,65 and older,4-year College Grad.,Unknown,85 percent or higher,Landline,1,0.9341,1.7439,1.2306,1.705,2018-10-23 14:09:12
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Approve,Don't know,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Monroe,35 to 49,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.3891,0.8751,1.3684,1.009,2018-10-23 14:09:12
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Other Non-White,50 to 85 percent,Cell,0.8889,0.7665,0.342,0.1678,0.33,2018-10-23 14:09:12
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9477,1.1683,0.5934,1.1642,2018-10-23 14:09:21
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.6853,0.4524,0.2318,0.4687,2018-10-23 14:09:21
Und,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dems. take House,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.403,1.6897,2.2616,1.9342,2018-10-23 14:09:21
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Southeast,50 to 64,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.4807,0.9312,0.9899,1.029,2018-10-23 14:09:30
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Democrat,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Landline,0.7778,0.7194,1.2857,1.0006,1.2701,2018-10-23 14:09:30
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0.8889,0.2337,0.8886,1.7619,0.9602,2018-10-23 14:09:30
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.6732,1.2169,0.9589,1.2644,2018-10-23 14:09:39
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,18 to 34,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.97,0.5352,0.1912,0.5285,2018-10-23 14:09:39
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,1,0.2206,0.3794,0.813,0.4959,2018-10-23 14:09:48
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.97,0.8488,0.3478,0.8381,2018-10-23 14:09:48
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Monroe,50 to 64,4-year College Grad.,Unknown,85 percent or higher,Landline,1,0.97,1.0438,0.7234,1.0307,2018-10-23 14:09:48
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7363,1.092,0.4502,1.1465,2018-10-23 14:09:48
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Monroe,50 to 64,Postgraduate Degree,White,Less than 50 percent,Cell,1,0.4858,0.3569,0.2659,0.3936,2018-10-23 14:09:48
Dem,50 to 64,Bachelors' degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",North Miami-Dade,50 to 64,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.7089,0.5846,0.3562,0.6022,2018-10-23 14:09:48
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.66,1.1093,0.9923,1.1565,2018-10-23 14:09:48
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.4928,0.7725,1.4631,2018-10-23 14:09:57
Dem,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,1,0.9327,1.0078,0.5665,0.9983,2018-10-23 14:09:57
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.7513,1.2169,0.8593,1.2419,2018-10-23 14:09:57
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",North Miami-Dade,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,1.1683,0.5797,1.1595,2018-10-23 14:09:57
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,North Miami-Dade,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.8709,1.9316,1.2432,1.957,2018-10-23 14:09:57
Dem,18 to 34,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,No 4-year College Degree,Other Non-White,Less than 50 percent,Cell,0,0.091,1.1148,4.7935,0.5949,2018-10-23 14:10:06
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Don't know,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.4956,0.7431,0.7291,0.8163,2018-10-23 14:10:06
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Not at all likely,Republican,Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,0,0.6855,0.3903,0.2109,0.1499,2018-10-23 14:10:06
Dem,35 to 49,Bachelors' degree,Hispanic,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.535,0.7645,0.5444,0.8276,2018-10-23 14:10:06
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Monroe,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.3919,0.6257,1.3745,2018-10-23 14:10:06
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",North Miami-Dade,35 to 49,No 4-year College Degree,White,Less than 50 percent,Landline,1,0.387,0.9324,1.5792,0.9922,2018-10-23 14:10:15
Und,50 to 64,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Not at all likely,Independent (No party),[DO NOT READ] Don't know/Refused,North Miami-Dade,50 to 64,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,0,0.5756,0.8631,0.8661,0.285,2018-10-23 14:10:15
Dem,[DO NOT READ] Refused,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.8889,0.3299,1.3527,2.3293,1.5436,2018-10-23 14:10:15
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Don't know,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,North Miami-Dade,18 to 34,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,0,0.3173,0.5199,0.661,0.1278,2018-10-23 14:10:24
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Independent (No party),Nonwhite,Monroe,35 to 49,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.9136,1.0149,0.5778,1.0184,2018-10-23 14:10:24
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,Nonwhite,Monroe,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Landline,1,0.97,0.2779,0.0914,0.2744,2018-10-23 14:10:24
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Don't know,Dems. take House,Don't know,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,65 and older,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.8782,1.2676,0.5791,1.2645,2018-10-23 14:10:24
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.4115,0.7113,0.8434,0.8108,2018-10-23 14:10:24
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Monroe,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9455,1.0442,0.5474,1.033,2018-10-23 14:10:33
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.7355,0.4077,0.2046,0.4175,2018-10-23 14:10:33
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,50 to 85 percent,Landline,1,0.7818,0.4407,0.1714,0.4333,2018-10-23 14:10:33
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,35 to 49,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7947,0.8742,0.3516,0.8845,2018-10-23 14:10:33
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.97,0.4285,0.1612,0.4253,2018-10-23 14:10:33
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,18 to 34,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9223,0.4241,0.1441,0.4206,2018-10-23 14:10:33
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Don't know,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.5337,0.4099,0.2565,0.4181,2018-10-23 14:10:42
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.6729,0.608,0.2817,0.6051,2018-10-23 14:10:42
Dem,65 and older,Grade school,Black,Female,Other,Approve,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,Southeast,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Landline,1,0.5566,1.4009,1.4709,1.5676,2018-10-23 14:10:42
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.6757,1.4475,1.1972,1.5031,2018-10-23 14:10:42
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",South Miami-Dade,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.3124,1.4742,2.9644,1.7811,2018-10-23 14:10:51
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Monroe,50 to 64,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,1,0.97,0.7896,0.4142,0.7739,2018-10-23 14:10:51
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Monroe,50 to 64,4-year College Grad.,White,Less than 50 percent,Cell,1,0.4753,0.61,0.5335,0.6312,2018-10-23 14:11:00
Rep,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,South Miami-Dade,18 to 34,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.1991,1.0432,2.3523,1.3966,2018-10-23 14:11:00
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,South Miami-Dade,35 to 49,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0.7778,0.4792,0.8135,0.6949,0.6504,2018-10-23 14:11:00
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.7111,1.2169,0.9079,1.205,2018-10-23 14:11:00
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,No 4-year College Degree,Hispanic,Less than 50 percent,Landline,1,0.2343,1.7867,5.5186,2.3029,2018-10-23 14:11:00
Und,[DO NOT READ] Refused,Bachelors' degree,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,South Miami-Dade,65 and older,4-year College Grad.,Other Non-White,85 percent or higher,Landline,1,0.97,1.0043,0.3757,0.9967,2018-10-23 14:11:09
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Republican,Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0.3333,0.2349,0.6774,1.5609,0.3617,2018-10-23 14:11:09
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Monroe,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.97,1.1288,0.5998,1.1147,2018-10-23 14:11:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,South Miami-Dade,50 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.7837,0.474,0.1871,0.4806,2018-10-23 14:11:09
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,North Miami-Dade,50 to 64,Postgraduate Degree,Hispanic,Less than 50 percent,Cell,1,0.1218,0.4594,1.3682,0.7758,2018-10-23 14:11:09
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,Hispanic,50 to 85 percent,Landline,1,0.6067,1.2857,1.1863,1.3603,2018-10-23 14:11:18
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",North Miami-Dade,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.9343,0.6062,0.2373,0.6003,2018-10-23 14:11:18
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,North Miami-Dade,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.7778,0.2891,1.3705,2.927,1.07,2018-10-23 14:11:18
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,North Miami-Dade,65 and older,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.2244,1.1725,2.7066,1.6622,2018-10-23 14:11:18
Rep,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",North Miami-Dade,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.97,1.9316,1.1161,1.9073,2018-10-23 14:11:18
Und,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,South Miami-Dade,65 and older,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.9571,0.8162,0.2268,0.8119,2018-10-23 14:11:18
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.536,1.0133,0.573,1.0966,2018-10-23 14:11:18
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Monroe,65 and older,Postgraduate Degree,White,Less than 50 percent,Cell,0.7778,0.4328,0.4651,0.4384,0.4442,2018-10-23 14:11:18
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",Monroe,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.97,0.5281,0.1551,0.5175,2018-10-23 14:11:27
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,Nonwhite,South Miami-Dade,50 to 64,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.3701,1.0166,1.1102,1.0889,2018-10-23 14:11:36
Und,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",Monroe,65 and older,Postgraduate Degree,Unknown,Less than 50 percent,Cell,1,0.4736,0.8119,1.1868,0.9446,2018-10-23 14:11:45
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,North Miami-Dade,18 to 34,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.5692,0.5093,0.3137,0.567,2018-10-23 14:11:45
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,South Miami-Dade,35 to 49,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.2756,1.3961,3.0066,1.7343,2018-10-23 14:11:54
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,North Miami-Dade,50 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7153,1.1474,0.8162,1.1802,2018-10-23 14:11:54
Rep,35 to 49,Bachelors' degree,Asian,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,35 to 49,4-year College Grad.,Other Non-White,Less than 50 percent,Cell,1,0.3736,0.4877,0.8391,0.567,2018-10-23 14:11:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Southeast,65 and older,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.7981,0.6078,0.2362,0.6146,2018-10-23 14:11:54
Und,65 and older,[DO NOT READ] Refused,Hispanic,Male,Other,Approve,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,North Miami-Dade,65 and older,[DO NOT READ] Don't know/Refused,Hispanic,50 to 85 percent,Cell,0.2222,0.6598,1.4081,0.5865,0.8185,2018-10-23 14:12:03
