response,ager,educ,file_race,gender,race_eth,approve,FLAMED4,SENC,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_noasian,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Southeast,50 to 85 percent,Cell,1,0.6785,0.8477,0.622,0.8802,2018-10-25 22:57:29
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown,I-4,50 to 85 percent,Cell,1,0.7617,0.6581,0.3011,0.6706,2018-10-25 22:57:56
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,35 to 49,White,North/Rural,85 percent or higher,Cell,1,0.8518,0.8482,0.571,0.8638,2018-10-25 22:58:05
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Central,85 percent or higher,Cell,0.7778,0.977,0.5723,0.2869,0.5617,2018-10-25 22:58:50
Und,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,North/Rural,Less than 50 percent,Cell,0.1111,0.1001,1.2028,4.6092,0.3656,2018-10-25 23:00:47
Dem,50 to 64,High school,Black,Female,Black,Don't know,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,I-4,Less than 50 percent,Cell,1,0.3685,1.7388,3.3009,2.029,2018-10-25 23:00:56
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Cell,1,0.9513,0.8893,0.5219,0.8798,2018-10-25 23:01:32
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,North/Rural,Less than 50 percent,Cell,1,0.2818,1.2159,2.8573,1.5038,2018-10-25 23:02:35
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Black,Southeast,50 to 85 percent,Cell,1,0.6326,0.3644,0.2017,0.383,2018-10-25 23:03:11
Rep,[DO NOT READ] Refused,Some college or trade school,Other,Female,White,Approve,Yes,Rep.,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Other Non-White,Central,50 to 85 percent,Landline,1,0.8425,0.8049,0.4957,0.808,2018-10-25 23:03:20
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Southeast,Less than 50 percent,Cell,1,0.4749,1.3424,1.6455,1.5618,2018-10-25 23:10:14
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Yes,Rep.,65 and older,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,65 and older,White,Central,Less than 50 percent,Landline,1,0.1265,0.6455,1.9583,0.6295,2018-10-25 23:11:35
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,I-4,50 to 85 percent,Landline,1,0.6211,0.5131,0.3668,0.5409,2018-10-25 23:11:53
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,I-4,50 to 85 percent,Cell,1,0.8388,0.679,0.4205,0.682,2018-10-25 23:12:47
Dem,65 and older,Graduate or Professional Degree,Other,Female,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Other Non-White,I-4,85 percent or higher,Landline,1,0.8989,0.623,0.2836,0.6201,2018-10-25 23:13:23
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,No,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Central,Less than 50 percent,Cell,1,0.3988,0.65,0.8346,0.7461,2018-10-25 23:14:08
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Central,50 to 85 percent,Cell,1,0.6443,0.313,0.1834,0.3279,2018-10-25 23:14:53
Und,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,I-4,50 to 85 percent,Cell,0.4444,0.5162,1.3196,1.7022,0.8762,2018-10-25 23:15:11
Rep,50 to 64,Bachelors' degree,White,Female,Other,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,Central,50 to 85 percent,Cell,1,0.5678,0.6095,0.6082,0.653,2018-10-25 23:15:11
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,30 to 44,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,North/Rural,Less than 50 percent,Cell,1,0.0722,1.2495,5.6144,2.141,2018-10-25 23:16:11
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Yes,Rep.,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,I-4,85 percent or higher,Landline,1,0.993,1.0917,0.5919,1.0787,2018-10-25 23:16:38
Rep,65 and older,Some college or trade school,White,Female,White,Approve,No,Rep.,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,North/Rural,85 percent or higher,Cell,0.7778,0.9741,1.3576,0.7355,1.3201,2018-10-25 23:20:14
Und,65 and older,High school,White,Female,White,Approve,No,Rep.,65 and older,High School Grad. or Less,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Southeast,50 to 85 percent,Cell,0,0.6135,2.3007,2.6855,0.7988,2018-10-25 23:20:32
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.9367,1.0316,0.5972,1.0093,2018-10-25 23:21:26
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Southwest,50 to 85 percent,Cell,1,0.5181,0.5558,0.4373,0.6057,2018-10-25 23:23:41
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,North/Rural,85 percent or higher,Cell,1,0.8921,1.1364,0.7096,1.1321,2018-10-25 23:26:05
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Dem.,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,I-4,85 percent or higher,Cell,1,0.9726,0.7737,0.3769,0.7644,2018-10-25 23:26:41
Rep,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,No,Rep.,65 and older,High School Grad. or Less,Democratic,Female,Not at all likely,Republican,Nonwhite,65 and older,Hispanic,Central,50 to 85 percent,Landline,0,0.5585,1.2685,1.3929,0.4101,2018-10-25 23:28:47
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Don't know,Dem.,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Central,85 percent or higher,Landline,1,0.8663,1.0984,0.7833,1.0984,2018-10-25 23:29:05
Rep,18 to 34,Bachelors' degree,Unknown,Male,Hispanic,Disapp.,Yes,Rep.,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Unknown,Southwest,50 to 85 percent,Cell,0.5556,0.7222,1.3698,1.0895,1.0677,2018-10-25 23:29:23
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southeast,50 to 85 percent,Cell,1,0.677,0.5812,0.3297,0.6221,2018-10-25 23:30:35
Rep,65 and older,Some college or trade school,White,Male,White,Approve,No,Rep.,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,North/Rural,50 to 85 percent,Cell,0.8889,0.6926,0.9237,0.62,0.8946,2018-10-25 23:31:02
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Southwest,85 percent or higher,Landline,1,0.9955,1.5157,0.7907,1.4952,2018-10-25 23:32:10
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Yes,Rep.,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Hispanic,Southeast,50 to 85 percent,Cell,0.6667,0.5634,1.0943,1.1273,0.991,2018-10-25 23:35:10
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,Southwest,50 to 85 percent,Cell,1,0.5391,0.8082,0.627,0.8743,2018-10-25 23:35:37
Rep,50 to 64,High school,White,Female,White,Approve,Yes,Dem.,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,White,Central,50 to 85 percent,Cell,1,0.7256,1.4613,1.5699,1.54,2018-10-25 23:36:49
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Southeast,50 to 85 percent,Cell,1,0.7233,0.5855,0.3774,0.6016,2018-10-25 23:39:31
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Rep.,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Central,50 to 85 percent,Cell,1,0.8306,0.7348,0.4788,0.7522,2018-10-25 23:40:34
Dem,65 and older,Some college or trade school,Hispanic,Female,Other,Disapp.,Don't know,Dem.,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Southeast,50 to 85 percent,Cell,1,0.8009,1.0191,0.5521,1.0305,2018-10-25 23:41:19
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Central,Less than 50 percent,Cell,1,0.3884,0.87,1.6675,1.0041,2018-10-25 23:42:22
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,White,Disapp.,Yes,Dem.,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Other Non-White,I-4,50 to 85 percent,Cell,1,0.6193,0.3909,0.2466,0.4123,2018-10-25 23:44:10
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,I-4,85 percent or higher,Cell,1,0.996,0.8893,0.4985,0.8791,2018-10-25 23:44:19
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Disapp.,Yes,Dem.,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Hispanic,I-4,50 to 85 percent,Cell,1,0.8208,0.6887,0.4077,0.6757,2018-10-25 23:44:28
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,North/Rural,Less than 50 percent,Cell,1,0.4289,0.974,1.208,1.1623000000000001,2018-10-25 23:45:13
6,50 to 64,Some college or trade school,White,Female,Other,Approve,No,Don't know,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,50 to 64,White,Central,Less than 50 percent,Cell,1,0.3927,1.153,1.843,1.4071,2018-10-25 23:45:22
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,No,Dem.,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Southwest,50 to 85 percent,Cell,1,0.7322,0.6027,0.3094,0.618,2018-10-25 23:45:58
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,I-4,85 percent or higher,Cell,1,0.9917,1.2808,0.6527,1.2681,2018-10-25 23:48:31
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Yes,Rep.,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Southwest,50 to 85 percent,Cell,1,0.7395,0.9772,0.6671,1.0005,2018-10-25 23:49:34
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,I-4,85 percent or higher,Landline,1,0.9954,0.991,0.5217,0.9796,2018-10-25 23:50:01
Und,50 to 64,Bachelors' degree,Black,Male,Other,Don't know,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Black,I-4,50 to 85 percent,Cell,0.7778,0.6868,0.4657,0.2931,0.4386,2018-10-25 23:51:49
Dem,65 and older,High school,White,Female,White,Disapp.,Yes,Dem.,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Southeast,85 percent or higher,Landline,1,0.8527,2.987,2.7239,3.0413,2018-10-25 23:53:46
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,No,Rep.,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,North/Rural,50 to 85 percent,Cell,1,0.6681,0.9302,0.7283,0.9683,2018-10-25 23:55:43
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,No,Dem.,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Central,85 percent or higher,Landline,1,0.9768,1.2555,0.7353,1.2454,2018-10-25 23:59:19
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Yes,Rep.,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,North/Rural,85 percent or higher,Landline,1,0.993,0.7009,0.2928,0.6938,2018-10-26 00:01:51
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,I-4,50 to 85 percent,Cell,1,0.6678,0.9341,0.6207,0.9725,2018-10-26 00:04:24
Und,50 to 64,Bachelors' degree,White,Male,Other,Approve,No,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,White,I-4,85 percent or higher,Cell,1,0.9035,0.8295,0.5079,0.8251,2018-10-26 00:05:09
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Black,Southeast,50 to 85 percent,Cell,1,0.5604,0.5804,0.4878,0.6234,2018-10-26 00:08:09
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,No,Dem.,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Southwest,50 to 85 percent,Cell,1,0.5234,1.0385,1.0213,1.1296,2018-10-26 00:10:15
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,No,Rep.,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Cell,1,0.9899,1.2919,0.722,1.2792,2018-10-26 00:10:33
Dem,35 to 49,Bachelors' degree,Asian,Female,Asian,Disapp.,Yes,Dem.,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,North/Rural,85 percent or higher,Cell,1,0.9906,0.7778,0.4556,0.7684,2018-10-26 00:13:51
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,White,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Other Non-White,Southeast,85 percent or higher,Cell,1,0.9927,0.59,0.2722,0.583,2018-10-26 00:15:12
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Yes,Dem.,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,Southeast,Less than 50 percent,Cell,1,0.4061,1.5774,2.3949,1.8039,2018-10-26 00:18:57
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,No,Rep.,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,I-4,50 to 85 percent,Cell,1,0.6494,0.679,0.5431,0.7103,2018-10-26 00:19:51
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Yes,Dem.,18 to 29,Some College Educ.,Other,Male,Already voted,Democrat,Nonwhite,18 to 34,Hispanic,Southeast,Less than 50 percent,Cell,1,0.2226,1.2514,3.4432,1.7792,2018-10-26 00:20:18
Rep,35 to 49,High school,White,Male,White,Approve,No,Rep.,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Southeast,50 to 85 percent,Landline,1,0.8065,1.9092,1.8075,1.9285,2018-10-26 00:20:36
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Approve,Don't know,Rep.,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 34,Unknown,I-4,Less than 50 percent,Cell,0.8889,0.2689,0.8841,1.4759,0.9377,2018-10-26 00:21:30
Und,50 to 64,High school,Asian,Male,Asian,Approve,No,Rep.,45 to 64,High School Grad. or Less,Other,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,50 to 64,Other Non-White,I-4,Less than 50 percent,Cell,0.4444,0.3482,1.8666,4.2513,0.7409,2018-10-26 00:22:24
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,I-4,Less than 50 percent,Landline,1,0.225,1.2846,3.2853,1.6723,2018-10-26 00:28:06
Dem,50 to 64,High school,Black,Female,Black,Disapp.,No,Dem.,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Black,Central,50 to 85 percent,Cell,1,0.5615,1.1248,1.3726,1.2568,2018-10-26 00:29:00
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Southwest,50 to 85 percent,Landline,1,0.8476,0.7527,0.2776,0.7673,2018-10-26 00:30:39
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Yes,Dem.,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Southwest,85 percent or higher,Cell,1,0.8973,1.4608,0.9379,1.4287,2018-10-26 00:32:18
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,North/Rural,85 percent or higher,Cell,1,0.9941,0.6407,0.2929,0.6342,2018-10-26 00:35:18
Dem,18 to 34,Some college or trade school,Black,Male,Other,Disapp.,Don't know,Dem.,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,Black,North/Rural,50 to 85 percent,Cell,1,0.6174,0.743,0.6462,0.812,2018-10-26 00:35:27
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Yes,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,North/Rural,85 percent or higher,Cell,1,0.9035,0.5816,0.2848,0.5785,2018-10-26 00:40:51
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,No,Rep.,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Central,50 to 85 percent,Cell,1,0.6534,0.8094,0.6889,0.8459,2018-10-26 00:41:27
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Yes,Rep.,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Southwest,50 to 85 percent,Cell,1,0.6597,0.8065,0.4392,0.8414,2018-10-26 00:41:27
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Yes,Dem.,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,White,North/Rural,85 percent or higher,Cell,1,0.9679,1.0681,0.78,1.0611,2018-10-26 00:41:45
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,No,Rep.,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Central,Less than 50 percent,Cell,1,0.2317,0.5218,1.078,0.6747,2018-10-26 00:47:33
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Yes,Rep.,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,North/Rural,50 to 85 percent,Cell,1,0.6487,0.5121,0.3859,0.5358,2018-10-26 00:48:09
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,No,Rep.,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,North/Rural,85 percent or higher,Cell,1,0.8776,0.6407,0.3318,0.6396,2018-10-26 00:51:54
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Other,Female,Already voted,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,I-4,50 to 85 percent,Cell,1,0.6529,1.0287,0.828,1.11,2018-10-26 00:55:21
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,No,Rep.,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Southeast,Less than 50 percent,Cell,1,0.1223,0.8938,3.3941,1.3464,2018-10-26 00:56:15
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Yes,Dem.,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,I-4,50 to 85 percent,Cell,0.5556,0.6558,1.0287,0.8243,0.7766,2018-10-26 01:00:36
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Republican,Nonwhite,35 to 49,Black,I-4,50 to 85 percent,Cell,1,0.5699,0.3842,0.2396,0.3891,2018-10-26 01:09:51
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Yes,Rep.,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 34,White,I-4,85 percent or higher,Cell,1,0.9869,1.0641,0.7558,1.0541,2018-10-26 01:10:45
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Yes,Dem.,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Southwest,50 to 85 percent,Landline,1,0.7452,0.6461,0.329,0.6378,2018-10-26 01:11:12
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Yes,Dem.,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Central,50 to 85 percent,Cell,1,0.5076,0.8024,0.888,0.8779,2018-10-26 01:11:30
Rep,65 and older,High school,White,Male,White,Approve,No,Rep.,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Central,85 percent or higher,Landline,1,0.9521,2.1726,1.8451,2.1493,2018-10-26 01:12:06
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,No,Rep.,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Southeast,50 to 85 percent,Cell,1,0.8331,1.7998,0.9556,1.8095,2018-10-26 01:15:33
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Yes,Rep.,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,I-4,85 percent or higher,Cell,1,0.9029,0.6211,0.3047,0.6074,2018-10-26 01:19:58
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Yes,Dem.,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Hispanic,Southeast,50 to 85 percent,Cell,1,0.7479,0.4139,0.1951,0.4084,2018-10-26 01:19:58
3,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,No,Rep.,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,Southeast,50 to 85 percent,Cell,1,0.7148,0.6367,0.42,0.6554,2018-10-26 01:23:43
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Don't know,Rep.,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,White,Southeast,85 percent or higher,Cell,1,0.9101,1.1793,0.805,1.172,2018-10-26 01:24:28
Und,65 and older,High school,White,Female,White,Approve,Don't know,Rep.,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Central,85 percent or higher,Cell,1,0.9532,2.3933,2.0857,2.3674,2018-10-26 01:30:01
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,No,Rep.,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Central,50 to 85 percent,Cell,1,0.7723,0.6832,0.5273,0.6947,2018-10-26 01:30:19
