response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Unknown,"Morris, well-educ.",Less than 50 percent,Cell,1,0.3865,0.5723,0.7747,0.6671,2018-10-14 21:29:42
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9425,1.1367,0.5945,1.1358,2018-10-14 21:30:18
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,85 percent or higher,Cell,1,0.965,1.0108,0.4491,1.008,2018-10-14 21:36:32
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,50 to 85 percent,Landline,0.4444,0.6379,1.1449,1.0249,0.5939,2018-10-14 21:43:35
Dem,50 to 64,Grade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.6119,1.2789,1.4865,1.3641,2018-10-14 21:44:29
Dem,65 and older,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Essex,85 percent or higher,Landline,1,0.965,1.0672,0.5651,1.0643,2018-10-14 21:59:28
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Essex,85 percent or higher,Landline,1,0.965,1.0431,0.4771,1.0403,2018-10-14 22:00:22
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Rest,50 to 85 percent,Landline,0.1111,0.7241,0.9728,0.6696,0.4372,2018-10-14 22:03:49
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Passaic,50 to 85 percent,Landline,1,0.6574,1.4821,1.077,1.5612,2018-10-14 22:11:28
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.9618,0.8951,0.6911,0.885,2018-10-14 22:12:58
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.7755,0.3711,0.7734,2018-10-14 22:14:28
Rep,65 and older,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,"Morris, well-educ.",Less than 50 percent,Landline,1,0.4323,1.0764,1.2473,1.2265,2018-10-14 22:15:58
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Passaic,85 percent or higher,Landline,1,0.965,0.8909,0.4123,0.8935,2018-10-14 22:20:31
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Rest,85 percent or higher,Landline,1,0.965,0.899,0.3781,0.8966,2018-10-14 22:22:10
Rep,50 to 64,High school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Non-White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.7684,1.2434,1.2108,1.2767,2018-10-14 22:29:22
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.9067,0.7269,0.3509,0.7293,2018-10-14 22:35:20
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Unfavorable,Unfavorable,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,35 to 49,[DO NOT READ] Don't know/Refused,Unknown,"Morris, well-educ.",50 to 85 percent,Landline,0.4444,0.824,0.986,0.7823,0.9218,2018-10-14 22:35:47
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Essex,50 to 85 percent,Landline,1,0.8259,0.4914,0.2967,0.4992,2018-10-14 23:13:30
Dem,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Passaic,50 to 85 percent,Landline,1,0.7645,1.1837,1.0074,1.2164,2018-10-14 23:30:09
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Not very likely,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,"Morris, well-educ.",Less than 50 percent,Landline,0.2222,0.1014,0.8827,3.6174,0.307,2018-10-14 23:33:52
Dem,18 to 34,Some college or trade school,Other,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Non-White,Passaic,85 percent or higher,Landline,1,0.864,0.9943,1.2299,1.0037,2018-10-14 23:34:01
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.9647,1.2103,0.8846,1.207,2018-10-14 23:34:19
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Passaic,50 to 85 percent,Landline,1,0.5261,1.0383,1.093,1.0711,2018-10-14 23:37:46
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.9242,0.6464,0.2611,0.6379,2018-10-14 23:41:13
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Passaic,85 percent or higher,Landline,1,0.965,1.1399,1.0806,1.1274,2018-10-14 23:43:10
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,85 percent or higher,Landline,1,0.9086,1.1447,0.5776,1.1482,2018-10-14 23:43:37
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,0.6667,0.7367,0.6862,0.3767,0.5675,2018-10-14 23:47:13
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Passaic,85 percent or higher,Landline,1,0.965,0.8927,0.4043,0.8829,2018-10-14 23:48:59
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.7264,1.3736,1.3356,1.423,2018-10-14 23:53:11
Und,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Rest,50 to 85 percent,Landline,0.7778,0.566,1.123,1.1824,1.0696,2018-10-14 23:53:20
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.5348,0.9099,0.9171,0.9947,2018-10-14 23:55:26
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.5936,1.0813,0.8116,1.1597,2018-10-14 23:57:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.7755,0.3711,0.7734,2018-10-14 23:58:08
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Passaic,85 percent or higher,Landline,1,0.965,1.1673,0.5794,1.1707,2018-10-14 23:58:35
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Cell,0.6667,0.7754,0.9099,0.6325,0.7651,2018-10-15 00:05:46
Rep,18 to 34,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Passaic,85 percent or higher,Cell,1,0.9427,0.6987,0.6293,0.69,2018-10-15 00:06:40
Dem,35 to 49,Bachelors' degree,Unknown,Male,Other,Disapp.,Don't know,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Unknown,Essex,85 percent or higher,Cell,1,0.9315,0.7343,0.42,0.7346,2018-10-15 00:10:07
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Passaic,50 to 85 percent,Cell,1,0.6974,0.7922,0.6193,0.8262,2018-10-15 00:15:13
Und,35 to 49,Bachelors' degree,Hispanic,Female,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Not at all likely,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Non-White,Essex,50 to 85 percent,Cell,0.4444,0.511,1.2283,1.4964,0.5648,2018-10-15 00:15:13
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Essex,50 to 85 percent,Cell,1,0.8293,0.7204,0.4624,0.7127,2018-10-15 00:22:20
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Passaic,50 to 85 percent,Cell,0.7778,0.5101,1.0843,1.7576,1.0367,2018-10-15 00:22:38
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9349,0.7269,0.3403,0.7268,2018-10-15 00:24:35
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Non-White,Rest,50 to 85 percent,Cell,1,0.8272,0.9334,0.5055,0.948,2018-10-15 00:25:38
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Non-White,"Morris, well-educ.",85 percent or higher,Cell,1,0.9297,1.292,1.0067,1.2927,2018-10-15 00:33:48
Dem,65 and older,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.9288,1.455,1.1976,1.4361,2018-10-15 00:34:06
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Essex,85 percent or higher,Cell,1,0.9553,0.6895,0.2899,0.6881,2018-10-15 00:39:48
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,No 4-year College Degree,Non-White,Passaic,50 to 85 percent,Cell,1,0.7576,1.4354,1.9109,1.4771,2018-10-15 00:47:18
Rep,65 and older,Graduate or Professional Degree,Black,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Non-White,Passaic,85 percent or higher,Cell,1,0.9015,0.9933,0.5636,0.9803,2018-10-15 00:47:36
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Non-White,"Morris, well-educ.",Less than 50 percent,Cell,1,0.3272,1.0448,2.2791,1.2618,2018-10-15 00:49:39
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Passaic,85 percent or higher,Cell,1,0.965,0.8392,0.3832,0.8369,2018-10-15 00:52:21
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Essex,Less than 50 percent,Cell,1,0.3498,1.0347,2.2735,1.2318,2018-10-15 00:52:30
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,50 to 85 percent,Cell,0.1111,0.5145,1.1617,0.987,0.7895,2018-10-15 00:53:42
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Passaic,Less than 50 percent,Cell,1,0.4215,1.2256,1.3015,1.4036,2018-10-15 00:54:27
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",Less than 50 percent,Cell,1,0.3986,0.8674,1.2625,0.9281,2018-10-15 00:55:30
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Rest,50 to 85 percent,Cell,0.6667,0.5347,1.0921,1.5681,0.8411,2018-10-15 00:58:39
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,"Morris, well-educ.",85 percent or higher,Cell,1,0.965,1.1612,0.5562,1.1581,2018-10-15 00:59:33
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Essex,85 percent or higher,Cell,1,0.9204,0.9521,0.4375,0.9536,2018-10-15 01:00:36
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Essex,85 percent or higher,Cell,1,0.965,0.7961,0.3395,0.794,2018-10-15 01:06:14
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Essex,50 to 85 percent,Cell,1,0.5717,0.6813,0.5536,0.7356,2018-10-15 01:06:50
Und,18 to 34,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Non-White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.8173,0.5101,0.3632,0.5189,2018-10-15 01:06:50
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Passaic,85 percent or higher,Cell,1,0.965,1.1399,1.0806,1.1368,2018-10-15 01:08:38
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Essex,85 percent or higher,Cell,1,0.9441,0.8162,0.4031,0.8217,2018-10-15 01:09:05
Und,18 to 34,Bachelors' degree,White,Female,Other,Disapp.,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.5664,0.7594,0.7778,0.7767,2018-10-15 01:09:14
Rep,50 to 64,Graduate or Professional Degree,Other,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Non-White,"Morris, well-educ.",85 percent or higher,Cell,1,0.965,0.9179,0.5099,0.9154,2018-10-15 01:13:17
Dem,50 to 64,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,Non-White,"Morris, well-educ.",50 to 85 percent,Cell,1,0.8182,1.2639,0.785,1.2514,2018-10-15 01:15:59
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Passaic,50 to 85 percent,Cell,1,0.8217,1.2999,0.7506,1.3214,2018-10-15 01:19:08
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,White,Passaic,Less than 50 percent,Cell,1,0.2919,0.8565,1.6431,0.9609,2018-10-15 01:24:20
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Essex,Less than 50 percent,Cell,1,0.4547,0.7394,0.8576,0.834,2018-10-15 01:30:02
Und,35 to 49,Graduate or Professional Degree,Unknown,Female,Black,Disapp.,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Not at all likely,Republican,Nonwhite,35 to 49,Postgraduate Degree,Unknown,Essex,Less than 50 percent,Cell,0,0.0824,0.952,3.3878,0.1937,2018-10-15 01:46:25
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Morris, well-educ.",50 to 85 percent,Landline,0.7778,0.6717,1.3153,0.9266,1.3195,2018-10-15 22:03:24
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.8452,0.3583,0.8429,2018-10-15 22:13:36
Und,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.9513,1.2938,0.8867,1.2917,2018-10-15 22:14:57
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,0.7447,0.451,0.7427,2018-10-15 22:21:09
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.965,1.073,0.4739,1.0701,2018-10-15 22:21:45
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Essex,85 percent or higher,Landline,1,0.9128,1.3002,0.9855,1.283,2018-10-15 22:24:18
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest,85 percent or higher,Landline,1,0.965,0.8972,0.3856,0.8874,2018-10-15 22:25:39
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.965,1.1367,0.5806,1.1243,2018-10-15 22:28:39
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Morris, well-educ.",85 percent or higher,Landline,1,0.9107,1.2103,0.937,1.2136,2018-10-15 22:29:42
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,"Morris, well-educ.",Less than 50 percent,Landline,1,0.4528,0.8674,1.1113,0.9792,2018-10-15 22:32:26
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,"Morris, well-educ.",50 to 85 percent,Landline,1,0.5573,0.7285,0.5359,0.7903,2018-10-15 22:33:11
Rep,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Essex,50 to 85 percent,Landline,1,0.7793,1.5074,1.2572,1.4968,2018-10-15 22:35:17
