response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9855,0.6767,0.3075,0.677,2018-09-28 22:04:49
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Check,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Cell,1,0.775,0.8141,0.6984,0.8155,2018-09-28 22:07:31
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Warren,85 percent or higher,Landline,1,0.9557,1.7296,1.1029,1.7406,2018-09-28 22:08:43
Rep,35 to 49,High school,White,Male,Hispanic,support,Don't know,Check,support,Dems. take House,Unfavorable,Favorable,agree,30 to 44,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,White,Hamilton,Less than 50 percent,Landline,1,0.4677,1.4973,3.4226,1.5808,2018-09-28 22:10:13
Dem,35 to 49,Some college or trade school,White,Female,White,Don't know,Approve,Support,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Hamilton,50 to 85 percent,Cell,1,0.6172,0.9544,0.8607,0.9753,2018-09-28 22:14:16
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Cincinnati,50 to 85 percent,Landline,1,0.675,0.915,0.8378,0.9676,2018-09-28 22:14:25
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Landline,1,0.9424,0.7183,0.3031,0.7238,2018-09-28 22:17:26
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Cell,1,0.9517,0.8634,0.3408,0.8692,2018-09-28 22:19:23
Und,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Support,support,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.5086,0.8069,0.6215,0.8429,2018-09-28 22:22:23
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9497,1.3798,0.9587,1.3746,2018-09-28 22:23:26
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Warren,Less than 50 percent,Landline,1,0.4815,0.9397,0.8071,0.9884,2018-09-28 22:27:29
Rep,65 and older,High school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,Less than 50 percent,Cell,1,0.2969,1.9162,3.9458,2.3839,2018-09-28 22:28:05
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.9284,0.74,0.3328,0.7467,2018-09-28 22:29:26
Dem,65 and older,Some college or trade school,Black,Female,White,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Non-White,Cincinnati,85 percent or higher,Landline,0.4444,0.9052,0.7906,0.4733,0.7584,2018-09-28 22:30:56
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Warren,85 percent or higher,Landline,1,0.8634,0.8591,0.5266,0.8746,2018-09-28 22:31:50
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Cincinnati,85 percent or higher,Cell,1,0.9046,0.9476,0.8098,0.959,2018-09-28 22:32:17
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Cincinnati,85 percent or higher,Cell,1,0.9607,0.7522,0.6049,0.7567,2018-09-28 22:33:20
Rep,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Hamilton,85 percent or higher,Landline,1,0.9503,0.7986,0.5316,0.8041,2018-09-28 22:33:47
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Cincinnati,85 percent or higher,Landline,1,0.9861,0.7675,0.4017,0.768,2018-09-28 22:33:47
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.857,0.8026,0.4198,0.8179,2018-09-28 22:34:50
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9799,0.7253,0.339,0.7249,2018-09-28 22:34:59
Dem,35 to 49,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Cincinnati,85 percent or higher,Landline,1,0.9057,0.7359,0.5392,0.7324,2018-09-28 22:37:23
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Cincinnati,Less than 50 percent,Landline,1,0.3194,0.835,1.6701,0.7682,2018-09-28 22:39:20
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Hamilton,85 percent or higher,Cell,1,0.9756,0.7147,0.4106,0.7184,2018-09-28 22:39:29
Rep,50 to 64,Some college or trade school,White,Female,White,support,Disapp.,Don't know,oppose,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Hamilton,50 to 85 percent,Landline,1,0.8061,0.8888,0.4216,0.8881,2018-09-28 22:39:38
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Warren,85 percent or higher,Cell,1,0.9859,1.0661,0.4456,1.0716,2018-09-28 22:39:47
Dem,35 to 49,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Non-White,Cincinnati,50 to 85 percent,Landline,1,0.7904,0.9805,0.8162,1.0109,2018-09-28 22:40:05
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Hamilton,Less than 50 percent,Cell,1,0.2383,0.922,2.2167,1.2054,2018-09-28 22:40:23
Dem,50 to 64,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,Hamilton,50 to 85 percent,Cell,1,0.8116,0.8888,0.4187,0.9128,2018-09-28 22:40:32
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Warren,Less than 50 percent,Cell,1,0.2623,0.9751,2.1182,1.2472,2018-09-28 22:40:59
Dem,65 and older,High school,White,Female,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9231,1.3767,0.9807,1.3901,2018-09-28 22:42:02
Dem,18 to 34,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,Non-White,Cincinnati,85 percent or higher,Cell,1,0.9433,1.0898,0.7764,1.0562,2018-09-28 22:46:26
Rep,18 to 34,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,agree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 34,White,Cincinnati,Less than 50 percent,Cell,1,0.4447,1.1544,1.7679,1.3189,2018-09-28 22:46:53
Dem,65 and older,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,Don't know,Don't know,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Hamilton,85 percent or higher,Cell,1,0.9695,0.7381,0.3295,0.7421,2018-09-28 22:47:20
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Warren,85 percent or higher,Landline,1,0.8876,0.8353,0.4869,0.8473,2018-09-28 22:49:08
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Cincinnati,85 percent or higher,Cell,1,0.9576,0.7656,0.5614,0.7704,2018-09-28 22:50:20
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,Hamilton,85 percent or higher,Cell,1,0.9807,0.6768,0.2846,0.6802,2018-09-28 22:51:32
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,Hamilton,50 to 85 percent,Landline,0.7778,0.5342,0.9523,0.9883,0.9164,2018-09-28 22:53:38
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Warren,50 to 85 percent,Cell,1,0.7958,0.9561,0.3845,0.9848,2018-09-28 22:54:14
Rep,65 and older,High school,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Hamilton,85 percent or higher,Landline,1,0.8965,1.7384,1.2807,1.7612,2018-09-28 22:54:14
Dem,18 to 34,Some college or trade school,Black,Female,Black,support,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Non-White,Cincinnati,85 percent or higher,Cell,1,0.8909,1.0898,0.8219,1.1049,2018-09-28 22:56:29
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Warren,50 to 85 percent,Cell,1,0.7189,1.1129,0.9982,1.1646,2018-09-28 22:58:26
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Warren,85 percent or higher,Landline,1,0.9769,0.8279,0.3259,0.827,2018-09-28 23:06:22
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,support,Don't know,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Hamilton,85 percent or higher,Landline,1,0.9588,1.439,0.9676,1.4479,2018-09-28 23:07:34
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Hamilton,Less than 50 percent,Cell,1,0.4794,0.6957,0.9279,0.7832,2018-09-28 23:09:49
Rep,50 to 64,Graduate or Professional Degree,White,Female,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,White,Hamilton,85 percent or higher,Landline,1,0.9807,0.6569,0.2857,0.6602,2018-09-28 23:10:07
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.9801,0.74,0.3154,0.7437,2018-09-28 23:13:07
Und,35 to 49,Some college or trade school,White,Female,Hispanic,Don't know,Don't know,Don't know,support,Don't know,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Not very likely,Independent (No party),Nonwhite,35 to 49,White,Hamilton,Less than 50 percent,Cell,0.2222,0.452,0.8608,1.1525,0.3845,2018-09-28 23:13:34
Rep,50 to 64,Some college or trade school,White,Female,White,oppose,Approve,Support,support,Dems. take House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Warren,50 to 85 percent,Landline,0.4444,0.5612,1.0707,0.6903,0.9836,2018-09-28 23:14:01
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Hamilton,50 to 85 percent,Cell,0.8889,0.5593,0.7417,0.5636,0.7885,2018-09-28 23:14:19
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Cell,1,0.6729,0.9156,0.6863,0.9688,2018-09-28 23:15:13
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9604,0.7696,0.368,0.7743,2018-09-28 23:16:52
Dem,65 and older,Bachelors' degree,White,Male,White,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.8337,0.7968,0.4179,0.8151,2018-09-28 23:17:37
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,oppose,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Landline,1,0.9672,0.6038,0.2887,0.5858,2018-09-28 23:21:30
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.8512,0.6663,0.4756,0.6796,2018-09-28 23:21:57
Rep,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Warren,50 to 85 percent,Cell,1,0.6621,0.8914,0.5413,0.9046,2018-09-28 23:23:00
Rep,35 to 49,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Check,support,Reps. keep House,Favorable,Favorable,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Non-White,Hamilton,Less than 50 percent,Cell,1,0.1539,0.6687,2.6206,0.8464,2018-09-28 23:25:06
Dem,50 to 64,Bachelors' degree,White,Male,White,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Cincinnati,85 percent or higher,Cell,1,0.9769,0.7695,0.3923,0.7734,2018-09-28 23:25:33
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Landline,1,0.8444,0.8392,0.5397,0.8569,2018-09-28 23:27:48
Rep,18 to 34,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,18 to 34,Non-White,Hamilton,Less than 50 percent,Cell,0,0.3857,0.8706,1.346,0.608,2018-09-28 23:31:23
Dem,50 to 64,High school,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,50 to 64,White,Hamilton,50 to 85 percent,Cell,1,0.7086,1.5495,1.4772,1.5628,2018-09-28 23:34:23
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Cell,1,0.958,0.8634,0.3386,0.8687,2018-09-28 23:34:23
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Warren,85 percent or higher,Cell,1,0.94,0.861,0.4866,0.8678,2018-09-28 23:36:20
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,50 to 85 percent,Cell,1,0.8169,0.7598,0.4259,0.7796,2018-09-28 23:36:29
Rep,65 and older,High school,White,Female,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.83,1.6453,1.1489,1.5481,2018-09-28 23:37:32
Rep,65 and older,Grade school,White,Male,White,Don't know,Approve,Support,oppose,Don't know,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,50 to 85 percent,Landline,1,0.5836,2.1245,2.0467,2.3047,2018-09-28 23:40:23
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Warren,50 to 85 percent,Cell,1,0.5241,1.0387,0.8781,1.0811,2018-09-28 23:42:11
Dem,65 and older,High school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,65 and older,Non-White,Hamilton,50 to 85 percent,Landline,1,0.6962,1.4281,1.3404,1.4426,2018-09-28 23:42:56
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Warren,85 percent or higher,Cell,1,0.9513,0.9647,0.4298,0.9712,2018-09-28 23:44:08
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.6459,0.8069,0.49,0.8597,2018-09-28 23:47:59
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Warren,Less than 50 percent,Landline,1,0.2823,1.5635,3.7448,1.967,2018-09-28 23:48:26
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.8874,0.7696,0.398,0.7807,2018-09-28 23:52:47
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Don't know,Support,oppose,Dems. take House,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Democrat,Nonwhite,50 to 64,Non-White,Hamilton,Less than 50 percent,Cell,0,0.4574,0.6242,0.5674,0.1819,2018-09-28 23:54:35
Rep,18 to 34,Some college or trade school,Black,Female,Black,support,Disapp.,Support,oppose,Reps. keep House,Don't know,Don't know,agree,18 to 29,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,18 to 34,Non-White,Cincinnati,Less than 50 percent,Landline,0.8889,0.1258,1.0608,5.4259,1.2844,2018-09-28 23:58:20
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Hamilton,85 percent or higher,Cell,1,0.9674,0.7696,0.4591,0.7678,2018-09-28 23:58:56
Rep,50 to 64,Grade school,Black,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Non-White,Cincinnati,85 percent or higher,Cell,1,0.8772,1.4817,1.2903,1.4752,2018-09-29 00:01:56
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Hamilton,Less than 50 percent,Cell,1,0.4706,0.9906,1.2396,1.1191,2018-09-29 00:04:05
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,Less than 50 percent,Cell,1,0.4793,0.9285,0.6929,1.0453,2018-09-29 00:05:08
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Disapp.,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.9261,0.7183,0.3084,0.715,2018-09-29 00:05:17
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Cincinnati,50 to 85 percent,Cell,1,0.8048,0.9175,0.4982,0.9435,2018-09-29 00:10:05
Rep,18 to 34,Bachelors' degree,Asian,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 34,Non-White,Hamilton,85 percent or higher,Cell,0.7778,0.9403,0.9125,0.4625,0.8941,2018-09-29 00:12:56
