response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9683,0.7549,0.3702,0.7423
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.1158,0.9694,3.7368,1.2666
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.9579,0.7922,0.477,0.7845
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.9687,0.9842,0.5486,0.9677
Dem,35 to 49,Bachelors' degree,White,Male,Asian,Don't know,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.5783,0.6854,0.508,0.7283
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,State Sen. 5,50 to 85 percent,Cell,0.6667,0.5253,0.6808,0.7281,0.5156
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.8965,0.6106,0.3363,0.605
Dem,50 to 64,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.8965,0.9688,0.502,0.9599
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.97,0.6909,0.2933,0.6828
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,White,State Sen. 5,50 to 85 percent,Landline,1,0.8192,0.9315,0.6327,0.9342
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Other Non-White,State Sen. 5,85 percent or higher,Cell,1,0.8602,0.6408,0.2305,0.648
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,State Sen. 8,50 to 85 percent,Cell,1,0.8454,0.7942,0.5313,0.7929
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,18 to 34,Hispanic,State Sen. 8,50 to 85 percent,Cell,1,0.7272,0.7177,0.4702,0.7331
Dem,65 and older,Some college or trade school,Unknown,Male,White,Approve,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,State Sen. 5,85 percent or higher,Landline,1,0.888,0.6449,0.2212,0.648
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,50 to 85 percent,Cell,1,0.8264,0.7424,0.5036,0.7436
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.9343,0.4204,0.1798,0.4145
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,State Sen. 12,85 percent or higher,Landline,1,0.9602,0.6191,0.302,0.609
Dem,50 to 64,High school,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9034,2.1544,1.1042,2.1325
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9333,0.9305,0.4874,0.9177
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Not very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,State Sen. 5,50 to 85 percent,Cell,0,0.7945,0.7236,0.3712,0.3911
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.4638,0.8723,1.192,0.9665
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.97,0.4719,0.1785,0.4663
Rep,18 to 34,Some college or trade school,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 34,Other Non-White,State Sen. 8,Less than 50 percent,Cell,1,0.1611,1.3087,5.6617,1.8349
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,State Sen. 5,85 percent or higher,Landline,1,0.945,0.6056,0.2284,0.5966
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,State Sen. 12,50 to 85 percent,Cell,1,0.7622,1.0971,0.9731,1.1123
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.9405,0.8449,0.4196,0.8327
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Hispanic,State Sen. 5,85 percent or higher,Landline,1,0.9619,0.7193,0.4121,0.7118
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,State Sen. 8,85 percent or higher,Cell,1,0.9241,0.9421,0.5417,0.9169
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.963,1.6786,0.8208,1.6608
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,State Sen. 5,85 percent or higher,Landline,1,0.9642,0.6702,0.174,0.6592
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,State Sen. 8,85 percent or higher,Landline,1,0.9628,0.9421,0.5205,0.9322
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,State Sen. 5,Less than 50 percent,Cell,0.8889,0.3382,1.2057,1.3451,1.3638
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.97,0.4204,0.1736,0.4133
Dem,65 and older,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.957,0.4204,0.1758,0.4097
Rep,35 to 49,Some college or trade school,Asian,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,Nonwhite,35 to 49,Other Non-White,State Sen. 5,50 to 85 percent,Cell,1,0.7393,0.8299,0.5067,0.8455
Dem,50 to 64,Some college or trade school,Unknown,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Unknown,State Sen. 5,85 percent or higher,Landline,1,0.8904,1.0514,0.3983,1.0233
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,State Sen. 5,Less than 50 percent,Cell,1,0.4376,0.9227,1.4745,0.9611
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 8,85 percent or higher,Cell,1,0.97,0.6155,0.2849,0.6082
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9646,0.725,0.3752,0.7171
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9638,0.7081,0.3495,0.7005
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9648,0.7922,0.4737,0.7835
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9488,0.7549,0.3775,0.7488
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Hispanic,State Sen. 12,Less than 50 percent,Cell,1,0.3094,2.5449,6.8803,2.7894
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9488,1.0839,0.6462,1.0752
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,White,State Sen. 8,85 percent or higher,Landline,1,0.9082,0.6699,0.3276,0.6702
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",18 to 34,White,State Sen. 5,50 to 85 percent,Cell,0,0.7741,0.722,0.4288,0.319
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9449,0.4059,0.1606,0.3998
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,50 to 64,White,State Sen. 5,Less than 50 percent,Landline,1,0.3894,1.0958,2.1126,1.3335
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,State Sen. 5,85 percent or higher,Landline,1,0.8696,0.7054,0.3306,0.7016
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.9523,0.6801,0.357,0.6695
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.9575,0.9232,0.5211,0.9084
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.97,0.6481,0.2758,0.6372
Dem,35 to 49,Some college or trade school,Unknown,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,Unknown,State Sen. 5,50 to 85 percent,Cell,1,0.7289,0.8863,0.4351,0.9285
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,White,State Sen. 5,50 to 85 percent,Cell,1,0.7671,0.6854,0.3862,0.7102
Und,[DO NOT READ] Refused,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Other Non-White,State Sen. 5,Less than 50 percent,Cell,0.8889,0.3869,1.0145,1.2889,1.0244
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,State Sen. 8,85 percent or higher,Landline,1,0.97,0.8276,0.4727,0.8137
Dem,65 and older,Grade school,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",65 and older,White,State Sen. 12,50 to 85 percent,Landline,0.4444,0.8486,2.064,1.4577,1.5908
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 8,85 percent or higher,Cell,1,0.9615,1.0294,0.6595,1.0036
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.9617,1.6786,0.8218,1.6612
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9252,0.9323,0.5771,0.9203
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,State Sen. 8,Less than 50 percent,Cell,1,0.3639,0.8285,1.5675,0.9645
Dem,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.9616,0.4593,0.2192,0.4545
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,State Sen. 12,50 to 85 percent,Cell,1,0.8497,0.9807,0.6414,0.9784
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 12,85 percent or higher,Landline,1,0.9634,0.9512,0.6396,0.9356
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,State Sen. 5,50 to 85 percent,Cell,1,0.7482,0.9524,0.7027,0.9684
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,50 to 85 percent,Cell,1,0.8414,0.8526,0.4872,0.8313
Dem,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,State Sen. 8,85 percent or higher,Landline,1,0.97,0.4481,0.1843,0.4373
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 34,Unknown,State Sen. 5,50 to 85 percent,Cell,1,0.7741,1.0006,0.3499,0.9802
Und,35 to 49,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,State Sen. 8,85 percent or higher,Cell,1,0.9382,0.7119,0.426,0.7017
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,State Sen. 5,85 percent or higher,Landline,1,0.8718,0.8174,0.4766,0.8127
Und,65 and older,High school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 12,50 to 85 percent,Landline,1,0.6504,2.064,1.898,2.148
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Landline,1,0.97,0.7922,0.4712,0.7788
Dem,18 to 34,High school,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,18 to 34,Unknown,State Sen. 8,Less than 50 percent,Cell,0.5556,0.2738,2.3361,3.9582,1.5269
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Hispanic,State Sen. 12,85 percent or higher,Cell,1,0.8885,1.108,0.76,1.0785
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,State Sen. 8,85 percent or higher,Cell,1,0.9276,0.7763,0.4638,0.7661
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.9116,0.8449,0.4325,0.8446
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,State Sen. 5,50 to 85 percent,Cell,1,0.7665,1.0158,0.7278,0.9958
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Hispanic,State Sen. 12,85 percent or higher,Landline,1,0.8715,0.8102,0.5741,0.8056
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",50 to 64,White,State Sen. 12,85 percent or higher,Cell,1,0.9287,0.7945,0.3917,0.7914
Dem,18 to 34,Some college or trade school,Unknown,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Not at all likely,Democrat,Nonwhite,18 to 34,Unknown,State Sen. 5,Less than 50 percent,Cell,0.4444,0.3128,1.2658,2.0717,0.4861
Rep,50 to 64,High school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 8,Less than 50 percent,Landline,1,0.4114,2.5637,4.1541,3.0764
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.8913,0.6008,0.2639,0.5957
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,State Sen. 12,50 to 85 percent,Cell,1,0.8427,1.1902,0.7533,1.2088
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,State Sen. 5,85 percent or higher,Landline,1,0.9493,1.0757,0.5585,1.0592
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.8362,0.9224,0.5789,0.9223
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.931,0.6814,0.4278,0.6722
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Hispanic,State Sen. 12,Less than 50 percent,Cell,0.7778,0.1513,2.5935,10.02,3.2033
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.4477,1.1114,2.0527,1.1541
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,White,State Sen. 5,85 percent or higher,Cell,1,0.9668,0.8533,0.4373,0.8391
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,White,State Sen. 5,85 percent or higher,Cell,1,0.97,0.743,0.4427,0.7343
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,18 to 34,Hispanic,State Sen. 8,50 to 85 percent,Cell,1,0.7708,0.8229,0.7183,0.8517
Und,65 and older,Grade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.9292,1.4836,0.9055,1.4638
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,65 and older,Hispanic,State Sen. 5,Less than 50 percent,Landline,0.8889,0.4949,1.541,1.8606,1.5189
