response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),[DO NOT READ] Don't know/Refused,San Diego,50 to 64,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.7385,0.7775,0.842,0.6504,2018-10-23 14:10:15
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),Nonwhite,San Diego,35 to 49,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.9626,1.0843,0.7216,1.073,2018-10-23 14:10:24
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9611,0.9429,0.704,0.9334,2018-10-23 14:10:24
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9575,0.9318,0.8301,0.923,2018-10-23 14:10:33
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.8544,1.1036,0.571,1.1004,2018-10-23 14:10:33
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.97,1.1204,0.813,1.1017,2018-10-23 14:10:33
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.97,0.7282,0.3867,0.716,2018-10-23 14:10:42
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9205,0.4925,0.3286,0.4915,2018-10-23 14:10:42
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.9407,1.098,0.6975,1.0911,2018-10-23 14:10:42
Und,18 to 34,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,Other Non-White,Less than 50 percent,Cell,1,0.3399,0.8354,1.4609,0.987,2018-10-23 14:10:51
Und,65 and older,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,San Diego,65 and older,[DO NOT READ] Don't know/Refused,White,85 percent or higher,Cell,1,0.9651,0.7007,0.4167,0.6931,2018-10-23 14:10:51
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.922,1.0211,0.6977,1.0085,2018-10-23 14:10:51
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.8589,1.285,0.705,1.3002,2018-10-23 14:10:51
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,0.9622,0.6549,0.951,2018-10-23 14:10:51
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9372,1.0904,0.6851,1.0751,2018-10-23 14:11:00
Dem,50 to 64,High school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9347,1.1586,1.0535,1.1527,2018-10-23 14:11:00
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.9235,1.3722,0.7061,1.355,2018-10-23 14:11:00
Dem,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,Unknown,50 to 85 percent,Landline,1,0.677,0.943,1.1687,0.9749,2018-10-23 14:11:00
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8782,0.9553,0.6881,0.9491,2018-10-23 14:11:09
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,Nonwhite,San Diego,65 and older,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.8489,1.143,1.1335,1.1142,2018-10-23 14:11:09
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9098,1.1126,0.6625,1.0829,2018-10-23 14:11:09
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,1.1587,0.9064,1.1395,2018-10-23 14:11:09
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,San Diego,18 to 34,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9017,0.4215,0.2615,0.4223,2018-10-23 14:11:09
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9117,0.507,0.4112,0.5068,2018-10-23 14:11:09
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9356,0.9429,0.7231,0.9181,2018-10-23 14:11:18
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,0.4444,0.3531,1.3389,3.1364,1.0622,2018-10-23 14:11:18
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,Orange,50 to 64,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.6253,0.7241,0.8985,0.7589,2018-10-23 14:11:18
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.97,0.9055,0.4276,0.8905,2018-10-23 14:11:18
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.97,0.8204,0.5023,0.8109,2018-10-23 14:11:27
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Orange,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,1,0.916,0.5954,0.336,0.5795,2018-10-23 14:11:27
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9418,0.7282,0.3982,0.7092,2018-10-23 14:11:27
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9589,0.638,0.3684,0.6278,2018-10-23 14:11:36
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,San Diego,35 to 49,[DO NOT READ] Don't know/Refused,White,Less than 50 percent,Cell,1,0.2885,1.9042,3.4942,2.1109,2018-10-23 14:11:36
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,San Diego,18 to 34,4-year College Grad.,Hispanic,50 to 85 percent,Landline,0.6667,0.8031,1.0938,0.7081,1.0067,2018-10-23 14:11:36
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.966,0.7737,0.5946,0.761,2018-10-23 14:11:36
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9586,1.0333,0.5716,1.0074,2018-10-23 14:11:36
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Orange,35 to 49,4-year College Grad.,White,85 percent or higher,Landline,1,0.9562,1.1259,0.5791,1.1156,2018-10-23 14:11:45
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9368,0.7775,0.4438,0.7667,2018-10-23 14:11:45
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.8718,0.707,0.6656,0.7132,2018-10-23 14:11:45
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9587,0.728,0.4866,0.7098,2018-10-23 14:11:45
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,Unknown,85 percent or higher,Landline,1,0.97,0.8768,0.468,0.8622,2018-10-23 14:11:45
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.8628,1.0543,0.625,1.0271,2018-10-23 14:11:54
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.921,0.7682,0.5934,0.7588,2018-10-23 14:11:54
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.8879,1.1159,1.1177,1.1071,2018-10-23 14:11:54
Rep,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,Hispanic,85 percent or higher,Landline,1,0.9668,1.0575,0.8758,1.0458,2018-10-23 14:11:54
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.97,0.9364,0.5335,0.9208,2018-10-23 14:12:03
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Orange,50 to 64,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.746,1.0845,1.0383,1.0654,2018-10-23 14:12:12
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.97,0.6252,0.3878,0.6179,2018-10-23 14:12:12
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.97,0.995,0.8177,0.9784,2018-10-23 14:12:12
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9269,0.9622,0.6852,0.9588,2018-10-23 14:12:12
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.8763,0.7282,0.4277,0.7338,2018-10-23 14:12:12
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Don't know,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2262,1.2601,3.186,1.6308,2018-10-23 14:12:21
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,Unknown,85 percent or higher,Cell,1,0.9001,1.0159,0.961,1.0062,2018-10-23 14:12:21
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9672,1.285,0.6265,1.2706,2018-10-23 14:12:21
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Orange,18 to 34,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8331,0.8058,0.6059,0.8063,2018-10-23 14:12:21
Dem,65 and older,Some college or trade school,White,Male,White,Don't know,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,0.4444,0.6162,0.8362,1.0574,0.7533,2018-10-23 14:12:21
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,Less than 50 percent,Cell,1,0.1194,1.2752,4.0847,1.6567,2018-10-23 14:12:30
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.3349,1.3549,2.8129,1.4672,2018-10-23 14:12:30
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.947,1.1726,0.7902,1.1423,2018-10-23 14:12:39
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.8806,1.0419,0.6857,1.0348,2018-10-23 14:12:39
Dem,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.7687,1.4757,1.4817,1.4945,2018-10-23 14:12:48
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",San Diego,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Cell,1,0.7625,1.6749,1.5913,1.6428,2018-10-23 14:12:48
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9332,1.085,1.0573,1.0798,2018-10-23 14:12:48
Rep,50 to 64,Bachelors' degree,Unknown,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,San Diego,50 to 64,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9651,0.9676,0.498,0.9517,2018-10-23 14:12:57
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9524,0.9054,0.5416,0.8976,2018-10-23 14:12:57
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.97,1.0544,0.5304,1.0292,2018-10-23 14:12:57
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,Less than 50 percent,Landline,1,0.3255,2.0463,3.6098,2.4403,2018-10-23 14:12:57
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.97,0.6178,0.4553,0.6106,2018-10-23 14:12:57
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,0.4444,0.729,1.0191,1.0539,0.9271,2018-10-23 14:13:06
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.6647,0.8029,0.7472,0.8326,2018-10-23 14:13:06
Rep,18 to 34,Bachelors' degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Already voted,or as a member of another political party,Nonwhite,San Diego,18 to 34,4-year College Grad.,Unknown,Less than 50 percent,Cell,1,0.2707,0.9488,2.1088,1.2718,2018-10-23 14:13:06
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Landline,1,0.97,0.5974,0.3196,0.5831,2018-10-23 14:13:06
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,Less than 50 percent,Cell,1,0.4291,1.0133,1.5195,1.1404,2018-10-23 14:13:06
Dem,35 to 49,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,San Diego,35 to 49,4-year College Grad.,White,Less than 50 percent,Cell,1,0.1316,2.0463,7.8273,2.6091,2018-10-23 14:13:06
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Orange,35 to 49,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7877,1.1532,0.6809,1.1635,2018-10-23 14:13:15
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9556,0.9553,0.6326,0.9403,2018-10-23 14:13:15
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.97,0.8947,0.5621,0.8733,2018-10-23 14:13:15
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.97,0.9555,0.501,0.9396,2018-10-23 14:13:33
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2671,2.0463,4.3981,2.5494,2018-10-23 14:13:33
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,San Diego,35 to 49,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.8944,1.6352,1.3997,1.5918,2018-10-23 14:13:42
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.97,0.7775,0.4287,0.7685,2018-10-23 14:13:42
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Orange,18 to 34,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.9262,0.6899,0.4943,0.681,2018-10-23 14:13:42
