response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Mecklenburg,50 to 85 percent,Landline,1,0.8181,1.1967,0.7143,1.1771,2018-10-02 01:11:04
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Support,Don't know,Don't know,Favorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9677,0.7277,0.3406,0.7209,2018-10-02 01:12:16
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Other Non-White,Rest,Less than 50 percent,Cell,1,0.3168,1.2016,6.0267,1.452,2018-10-02 01:13:19
Dem,35 to 49,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,Union,Less than 50 percent,Cell,1,0.4245,2.8527,8.7512,3.0058,2018-10-02 01:14:04
Rep,65 and older,Bachelors' degree,White,Female,White,support,Don't know,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.9116,0.6168,0.2212,0.6048,2018-10-02 01:14:40
Dem,65 and older,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.8802,0.6194,0.2557,0.6196,2018-10-02 01:14:49
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Union,50 to 85 percent,Cell,1,0.8289,0.7853,0.6081,0.7922,2018-10-02 01:15:25
Dem,50 to 64,Some college or trade school,Other,Female,Other,oppose,Approve,Don't know,oppose,Dems. take House,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Rest,50 to 85 percent,Cell,1,0.754,0.8694,0.8891,0.8896,2018-10-02 01:18:16
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,oppose,Approve,Don't know,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Landline,1,0.8018,0.8062,0.4404,0.8172,2018-10-02 01:18:43
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",50 to 64,White,Union,85 percent or higher,Landline,0.7778,0.9592,0.6441,0.2215,0.6074,2018-10-02 01:19:54
Dem,65 and older,Bachelors' degree,Black,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.961,0.5493,0.1871,0.5445,2018-10-02 01:20:39
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,50 to 85 percent,Landline,1,0.8178,0.4649,0.168,0.4699,2018-10-02 01:21:42
Dem,65 and older,Bachelors' degree,Black,Female,Black,oppose,Approve,Support,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,85 percent or higher,Landline,1,0.9865,0.5493,0.1832,0.544,2018-10-02 01:23:12
Dem,18 to 34,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Black,Rest,Less than 50 percent,Cell,1,0.314,0.8547,1.553,1.0347,2018-10-02 01:25:09
Rep,18 to 34,Bachelors' degree,Other,Female,Other,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Other Non-White,Rest,50 to 85 percent,Cell,1,0.7401,1.2484,1.3092,1.2811,2018-10-02 01:27:06
Rep,18 to 34,Some college or trade school,Black,Female,Black,oppose,Disapp.,Check,oppose,Reps. keep House,Favorable,Unfavorable,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Republican,Nonwhite,18 to 34,Black,Rest,50 to 85 percent,Landline,1,0.6799,1.2142,0.8328,1.2634,2018-10-02 01:29:04
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.8779,0.713,0.3114,0.7136,2018-10-02 01:29:22
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Mecklenburg,Less than 50 percent,Cell,1,0.3432,0.9043,1.4251,1.0739,2018-10-02 01:29:40
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Landline,1,0.4413,1.415,3.1263,1.5952,2018-10-02 01:30:06
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Mecklenburg,85 percent or higher,Cell,1,0.9111,1.1073,0.6321,1.0856,2018-10-02 01:30:34
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Landline,1,0.8956,1.5477,1.088,1.545,2018-10-02 01:34:02
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Rest,50 to 85 percent,Landline,1,0.8022,0.9367,0.3779,0.9493,2018-10-02 01:48:26
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.6962,1.0274,0.5172,1.0649,2018-10-02 19:58:31
Dem,50 to 64,High school,White,Female,White,support,Approve,Support,support,Dems. take House,Don't know,Don't know,Do not believe,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,1,0.9203,1.5477,1.0598,1.5175,2018-10-02 20:22:19
Dem,50 to 64,High school,Other,Female,Other,oppose,Approve,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Rest,85 percent or higher,Cell,1,0.8654,1.7791,2.6551,1.7838,2018-10-02 20:29:40
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Mecklenburg,85 percent or higher,Cell,1,0.9687,0.626,0.3233,0.6202,2018-10-02 20:40:38
Dem,18 to 34,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Black,Rest,Less than 50 percent,Cell,0.7778,0.0881,0.9194,4.1633,1.2688,2018-10-02 20:52:32
Dem,50 to 64,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Don't know,Don't know,Dems. take House,Unfavorable,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,50 to 64,Black,Mecklenburg,85 percent or higher,Cell,1,0.8703,0.8747,0.4404,0.8177,2018-10-02 20:55:14
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Union,85 percent or higher,Cell,1,0.9758,0.6282,0.2054,0.6221,2018-10-02 20:57:38
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,Less than 50 percent,Cell,1,0.4115,0.9246,1.3529,1.0571,2018-10-02 20:58:23
Und,50 to 64,Some college or trade school,Hispanic,Male,White,support,Approve,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,Other Non-White,Union,50 to 85 percent,Cell,1,0.6396,1.0559,0.9551,1.1103,2018-10-02 20:58:23
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Cell,0.8889,0.4176,1.428,3.5315,1.4411,2018-10-02 21:03:57
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Rest,50 to 85 percent,Cell,1,0.5844,0.8586,0.4577,0.9174,2018-10-02 21:05:36
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Union,85 percent or higher,Cell,1,0.8932,0.8,0.3127,0.7844,2018-10-02 21:07:51
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.6379,0.7864,0.5088,0.7891,2018-10-02 21:08:18
Rep,[DO NOT READ] Refused,Grade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Mecklenburg,85 percent or higher,Cell,1,0.8962,2.2764,1.7156,2.2722,2018-10-02 21:14:27
Dem,50 to 64,Bachelors' degree,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Black,Union,85 percent or higher,Cell,1,0.9835,0.6981,0.2132,0.6912,2018-10-02 21:16:24
Dem,35 to 49,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Black,Rest,Less than 50 percent,Cell,1,0.2192,0.7303,1.6403,0.959,2018-10-02 21:24:15
Dem,65 and older,Grade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,Rest,Less than 50 percent,Cell,1,0.3985,1.3284,3.1781,1.5288,2018-10-02 21:28:54
Und,18 to 34,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Mecklenburg,50 to 85 percent,Cell,1,0.7783,1.2766,0.7496,1.2997,2018-10-02 21:29:39
Rep,65 and older,Grade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9432,1.4658,0.7475,1.4549,2018-10-02 21:33:02
Rep,35 to 49,Some college or trade school,Other,Male,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,Other Non-White,Rest,50 to 85 percent,Cell,1,0.6219,1.0856,0.9123,1.1471,2018-10-02 21:41:26
Rep,50 to 64,Bachelors' degree,Other,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Other Non-White,Mecklenburg,85 percent or higher,Cell,1,0.9667,0.9845,0.6811,0.9675,2018-10-02 21:44:17
Dem,50 to 64,Some college or trade school,Other,Female,Other,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,Other Non-White,Rest,85 percent or higher,Landline,1,0.8836,0.7361,0.5814,0.7361,2018-10-02 21:45:20
Dem,65 and older,High school,White,Female,White,Don't know,Don't know,Support,Don't know,Don't know,Favorable,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Union,85 percent or higher,Landline,1,0.9349,2.0129,1.3921,1.9997,2018-10-02 21:45:38
Rep,50 to 64,Some college or trade school,Black,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Black,Rest,85 percent or higher,Cell,1,0.9562,0.5903,0.2032,0.5796,2018-10-02 21:45:38
Und,[DO NOT READ] Refused,High school,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Believe,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,Black,Rest,50 to 85 percent,Landline,1,0.8032,1.5559,1.0639,1.5767,2018-10-02 21:50:04
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Cell,1,0.9793,0.8905,0.3342,0.8818,2018-10-02 21:57:52
Rep,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Don't know,Don't know,Reps. keep House,Don't know,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Union,50 to 85 percent,Cell,1,0.6278,0.811,0.3675,0.8151,2018-10-02 21:58:19
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Mecklenburg,50 to 85 percent,Landline,1,0.5558,1.4918,1.1215,1.5191,2018-10-02 21:59:22
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6541,0.7864,0.497,0.5778,2018-10-02 22:03:21
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Don't know,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 34,White,Rest,50 to 85 percent,Cell,0.5556,0.7519,1.2092,0.6655,0.9595,2018-10-02 22:05:00
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Cell,1,0.5616,0.7163,0.3748,0.7709,2018-10-02 22:07:33
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,Less than 50 percent,Cell,0.7778,0.353,0.5997,0.8216,0.4719,2018-10-02 22:14:18
Und,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Approve,Support,oppose,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Rest,85 percent or higher,Landline,1,0.8527,0.6598,0.2832,0.6478,2018-10-02 22:14:18
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.8028,0.7377,0.345,0.7476,2018-10-02 22:15:39
Dem,65 and older,Some college or trade school,Other,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Other Non-White,Rest,85 percent or higher,Landline,1,0.8972,0.7654,0.6423,0.7504,2018-10-02 22:17:10
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Rest,Less than 50 percent,Cell,1,0.4217,0.6883,1.2037,0.726,2018-10-02 22:17:28
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest,Less than 50 percent,Cell,1,0.272,0.4374,0.7961,0.5467,2018-10-02 22:19:16
Rep,18 to 34,Some college or trade school,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 34,White,Union,50 to 85 percent,Cell,1,0.7533,1.6899,0.966,1.7293,2018-10-02 22:20:10
Und,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Rest,85 percent or higher,Cell,1,0.9088,1.178,0.6682,1.1739,2018-10-02 22:21:40
Und,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest,Less than 50 percent,Cell,1,0.4686,0.5855,0.655,0.6522,2018-10-02 22:24:49
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Union,85 percent or higher,Cell,1,0.9791,0.7646,0.2281,0.7527,2018-10-02 22:28:25
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.5661,0.7337,0.3571,0.7456,2018-10-02 22:37:51
Rep,65 and older,High school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6296,1.7471,1.5587,1.8422,2018-10-02 22:40:34
Und,50 to 64,Graduate or Professional Degree,White,Male,White,support,Don't know,Support,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest,Less than 50 percent,Cell,0,0.4921,0.4066,0.3586,0.1216,2018-10-02 22:43:15
Dem,50 to 64,Grade school,Black,Female,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Rest,50 to 85 percent,Cell,1,0.8381,1.5952,1.0956,1.6065,2018-10-02 22:45:58
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Unfavorable,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Rest,85 percent or higher,Landline,1,0.9393,0.447,0.1497,0.4438,2018-10-02 22:47:10
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Mecklenburg,85 percent or higher,Cell,1,0.9717,0.9777,0.5127,0.9614,2018-10-02 22:47:37
Rep,65 and older,Bachelors' degree,Asian,Female,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Other Non-White,Rest,85 percent or higher,Landline,1,0.9734,0.696,0.4883,0.6893,2018-10-02 22:48:31
Dem,35 to 49,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,Unknown,Mecklenburg,Less than 50 percent,Cell,1,0.3508,1.2286,3.7896,1.4522,2018-10-02 22:49:34
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Mecklenburg,85 percent or higher,Cell,1,0.9888,1.1023,0.6585,1.0916,2018-10-02 22:52:37
Rep,65 and older,[DO NOT READ] Refused,White,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,Republican,Nonwhite,65 and older,White,Rest,50 to 85 percent,Landline,1,0.648,0.8787,0.3847,0.8803,2018-10-02 22:53:19
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Union,50 to 85 percent,Landline,1,0.679,1.075,0.7279,1.1189,2018-10-02 22:53:31
Und,65 and older,High school,White,Male,White,Don't know,Don't know,Support,support,Don't know,Don't know,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,0.8889,0.84,1.6574,1.1066,1.6037,2018-10-02 22:53:49
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.9109,0.6658,0.2836,0.6633,2018-10-02 22:55:01
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Not at all likely,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Mecklenburg,Less than 50 percent,Cell,0,0.4581,0.9928,1.684,0.2853,2018-10-02 22:55:10
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Approve,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Other Non-White,Rest,Less than 50 percent,Cell,1,0.3268,0.4559,1.125,0.5472,2018-10-02 22:56:28
Dem,50 to 64,Some college or trade school,Other,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Check,Don't know,Dems. take House,Favorable,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,Other Non-White,Rest,85 percent or higher,Landline,1,0.8838,0.7847,0.6982,0.7695,2018-10-02 22:56:40
