response,ager,educ,file_race,gender,race_eth,approve,CRIMES,FEMINISM,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,Don't know,18 to 29,4-year College Grad.,Republican,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Republican",White,Less than 50 percent,Cell,1,0.1783,1.8085,7.2114,2.1846,2018-09-10 20:23:36
Rep,50 to 64,High school,White,Female,White,Approve,Don't know,oppose,Reps. keep House,Favorable,Unfavorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Republican",White,Less than 50 percent,Landline,1,0.3526,1.9493,3.0452,2.2911,2018-09-10 20:30:57
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9719,0.9351,0.6038,0.9219,2018-09-10 20:27:30
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Fayette,18 to 34,"Fayette, Democratic",Black,Less than 50 percent,Cell,1,0.3423,1.0918,2.7055,1.2914,2018-09-10 20:18:03
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9769,0.7592,0.3852,0.7437,2018-09-10 20:25:51
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,disagree,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Republican",Unknown,85 percent or higher,Landline,1,0.9638,0.4739,0.1516,0.4635,2018-09-10 20:26:45
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,disagree,support,Dems. take House,Favorable,Unfavorable,oppose,oppose,yes,agree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9352,0.5929,0.3516,0.5246,2018-09-10 20:25:51
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Republican",White,Less than 50 percent,Cell,1,0.2253,1.1384,4.0233,1.4784,2018-09-10 20:29:09
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,disagree,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9589,0.7875,0.4891,0.777,2018-09-10 20:29:27
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,no,agree,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.8911,0.5717,0.296,0.5684,2018-09-10 20:20:00
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,Favorable,Don't know,Don't know,Don't know,no,disagree,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Landline,0.7778,0.98740000000000006,0.7482,0.3197,0.7305,2018-09-10 20:29:45
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9223,1.0469,0.7793,1.0367,2018-09-10 20:17:54
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.8996,0.5929,0.3643,0.5889,2018-09-10 20:25:33
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9753,0.7255,0.3568,0.7105,2018-09-10 20:26:45
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,35 to 49,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9676,1.015,0.8259,0.9931,2018-09-10 20:22:15
Dem,50 to 64,High school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,no,agree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",White,Less than 50 percent,Landline,1,0.4952,1.7018,2.8331,1.8669,2018-09-10 20:29:27
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9879,0.702,0.2983,0.692,2018-09-10 20:26:54
Rep,65 and older,High school,Unknown,Female,White,Don't know,agree,support,Don't know,Unfavorable,Favorable,support,oppose,yes,Don't know,disagree,Don't know,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Republican",Unknown,50 to 85 percent,Cell,0.7778,0.5935,1.5985,1.0193,1.3075,2018-09-10 20:27:30
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9463,0.724,0.2813,0.7151,2018-09-10 20:30:48
Dem,65 and older,High school,Other,Female,White,Disapp.,disagree,oppose,Don't know,Favorable,Unfavorable,oppose,oppose,yes,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",Other Non-White,50 to 85 percent,Cell,1,0.8401,1.4188,1.4004,1.3875,2018-09-10 20:31:06
Rep,65 and older,Some college or trade school,White,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,support,no,agree,disagree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",White,85 percent or higher,Cell,1,0.9535,0.7108,0.293,0.7016,2018-09-10 20:22:06
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,disagree,agree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Inner Bluegrass,50 to 64,Other,White,Less than 50 percent,Cell,1,0.468,1.2338,1.4119,1.2773,2018-09-10 20:24:39
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Landline,0.8889,0.9868,0.783,0.3456,0.7702,2018-09-10 20:20:00
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9241,0.6802,0.3242,0.6639,2018-09-10 20:24:39
Rep,65 and older,High school,Asian,Female,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",Other Non-White,85 percent or higher,Landline,1,0.9583,1.4403,0.9066,1.408,2018-09-10 20:30:21
Rep,65 and older,Some college or trade school,White,Male,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.7711,0.7002,0.4755,0.7106,2018-09-10 20:22:24
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Fayette,35 to 49,"Fayette, Republican",White,85 percent or higher,Cell,1,0.9662,1.162,0.8629,1.1153,2018-09-10 20:25:24
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,disagree,disagree,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.9818,0.7555,0.2664,0.7446,2018-09-10 20:27:03
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9435,0.7041,0.4337,0.6877,2018-09-10 20:26:54
Rep,65 and older,Some college or trade school,White,Female,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9334,0.8122,0.4532,0.8033,2018-09-10 20:24:12
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,agree,oppose,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9682,0.5197,0.2627,0.5125,2018-09-10 20:26:09
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,disagree,Don't know,Reps. keep House,Favorable,Favorable,oppose,support,no,disagree,agree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,"Rest, Democratic",Unknown,Less than 50 percent,Cell,1,0.1741,0.4542,1.2928,0.6268,2018-09-10 20:17:18
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.904,0.7378,0.3134,0.7201,2018-09-10 20:17:54
Rep,65 and older,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9147,0.9015,0.5329,0.8936,2018-09-10 20:24:12
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,support,Reps. keep House,Unfavorable,Favorable,oppose,support,yes,disagree,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,35 to 49,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.8133,1.3721,1.1607,1.3815,2018-09-10 20:25:15
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,0.8889,0.9634,0.7722,0.3195,0.7511,2018-09-10 20:22:06
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Republican",White,Less than 50 percent,Cell,1,0.469,1.1923,1.7899,1.3219,2018-09-10 20:24:21
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,disagree,agree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9266,0.761,0.2781,0.7532,2018-09-10 20:25:42
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,agree,oppose,Reps. keep House,Unfavorable,Don't know,oppose,oppose,yes,disagree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Landline,1,0.5993,0.5604,0.3923,0.5633,2018-09-10 20:26:27
Rep,65 and older,High school,White,Female,White,Disapp.,disagree,oppose,Reps. keep House,Favorable,Favorable,support,support,no,disagree,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Landline,0.7778,0.6463,1.4519,1.286,1.4456,2018-09-10 20:31:24
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,disagree,support,Dems. take House,Favorable,Unfavorable,oppose,support,yes,disagree,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9866,0.7592,0.3818,0.7484,2018-09-10 20:24:03
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,disagree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",Other Non-White,50 to 85 percent,Cell,1,0.7345,1.0117,1.0788,1.0347,2018-09-10 20:29:54
Rep,65 and older,Some college or trade school,White,Female,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9805,0.7875,0.479,0.7719,2018-09-10 20:31:42
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,50 to 85 percent,Landline,1,0.5413,0.7675,0.5569,0.8279,2018-09-10 20:21:03
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Rest,65 and older,"Rest, Democratic",Black,85 percent or higher,Landline,1,0.9413,0.3661,0.2226,0.3575,2018-09-10 20:25:06
Rep,65 and older,High school,White,Female,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Republican",White,50 to 85 percent,Landline,1,0.75,2.3114,1.3515,2.276,2018-09-10 20:26:36
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9914,0.7964,0.2824,0.7827,2018-09-10 20:19:24
Und,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Don't know,support,Reps. keep House,Don't know,Don't know,oppose,support,no,disagree,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Democratic",White,Less than 50 percent,Landline,1,0.0892,1.7051,8.0124,2.7689,2018-09-10 20:18:57
Rep,65 and older,High school,White,Female,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.9517,1.5425,0.7077,1.5071,2018-09-10 20:30:12
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 34,Other,White,Less than 50 percent,Cell,1,0.4861,1.7661,1.7453,1.9445,2018-09-10 20:20:00
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,Less than 50 percent,Landline,1,0.2976,1.0895,3.3074,1.3285,2018-09-10 20:22:33
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9581,0.6311,0.3046,0.6227,2018-09-10 20:17:45
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Favorable,Favorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,0.6667,0.9299,0.8644,0.4017,0.8197,2018-09-10 20:18:30
Rep,65 and older,High school,Unknown,Female,White,Don't know,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,yes,agree,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",Unknown,85 percent or higher,Landline,0.1111,0.923,1.0667,0.444,0.9268,2018-09-10 20:19:51
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Landline,1,0.8527,0.9169,0.4635,0.917,2018-09-10 20:26:18
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,50 to 64,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.5097,0.5699,0.3723,0.6217,2018-09-10 20:28:06
Rep,65 and older,High school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9279,1.3467,0.9375,1.3327,2018-09-10 20:29:54
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,agree,agree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Cell,1,0.9836,0.8037,0.3115,0.7921,2018-09-10 20:23:54
Und,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,agree,support,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",Unknown,50 to 85 percent,Cell,0.6667,0.6665,0.8242,0.5833,0.6561,2018-09-10 20:17:09
Rep,65 and older,High school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.8795,1.8446,1.2879,1.8371,2018-09-10 20:28:15
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",Unknown,85 percent or higher,Landline,1,0.9586,0.5495,0.2636,0.5371,2018-09-10 20:28:33
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,18 to 29,Postgraduate Degree,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Democratic",White,50 to 85 percent,Cell,0.7778,0.8323,1.345,0.6725,1.1824,2018-09-10 20:29:18
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",Other Non-White,85 percent or higher,Cell,1,0.9011,0.7436,0.3917,0.7384,2018-09-10 20:17:18
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Republican",White,85 percent or higher,Cell,1,0.9632,0.831,0.2835,0.8197,2018-09-10 20:21:57
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,agree,oppose,Don't know,Favorable,Favorable,support,support,no,disagree,disagree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,35 to 49,"Rest, Republican",White,50 to 85 percent,Cell,1,0.8112,0.9523,0.4409,0.9592,2018-09-10 20:21:21
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Democratic",Unknown,85 percent or higher,Landline,1,0.9042,0.949,0.4125,0.9419,2018-09-10 20:30:03
Dem,50 to 64,High school,Black,Female,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,agree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Fayette,50 to 64,"Fayette, Democratic",Black,Less than 50 percent,Landline,1,0.2685,1.3751,3.7906,1.5465,2018-09-10 20:21:48
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,50 to 85 percent,Cell,1,0.8203,0.9979,0.3033,1.0035,2018-09-10 20:22:42
Rep,18 to 34,Bachelors' degree,White,Male,Black,Don't know,disagree,oppose,Don't know,Unfavorable,Favorable,Don't know,support,no,disagree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9819,0.761,0.2641,0.7369,2018-09-10 20:24:39
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",White,50 to 85 percent,Cell,1,0.5374,0.802,0.5196,0.8662,2018-09-10 20:31:33
