response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Some college or trade school,Unknown,Female,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown,Central,85 percent or higher,Cell,1,0.8959,0.6016,0.7529,0.6032,2018-09-14 23:18:54
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.8637,1.0732,0.7565,1.1006,2018-09-14 23:19:30
Rep,65 and older,Some college or trade school,White,Male,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,50 to 85 percent,Cell,1,0.6533,1.2485,0.8597,1.2779,2018-09-14 23:21:27
Und,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,Less than 50 percent,Cell,0.8889,0.2693,0.871,1.5654,0.9468,2018-09-14 23:22:21
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.9922,0.4954,0.3308,0.5017,2018-09-14 23:22:48
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9119,0.6467,0.3393,0.6586,2018-09-14 23:22:48
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Support,disagree,Approve,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Shawnee,50 to 85 percent,Cell,0.7778,0.5631,0.8469,1.4519,0.7066,2018-09-14 23:22:57
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Rest,85 percent or higher,Cell,1,0.9536,0.8534,0.6954,0.8654,2018-09-14 23:22:57
Dem,18 to 34,High school,White,Male,Other,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Douglas,50 to 85 percent,Cell,0.8889,0.6094,1.076,1.3234,1.1381,2018-09-14 23:23:15
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Shawnee,50 to 85 percent,Cell,1,0.8472,1.3423,0.8567,1.3802,2018-09-14 23:24:00
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Rest,Less than 50 percent,Cell,0.8889,0.4718,0.4475,0.8299,0.4563,2018-09-14 23:25:12
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.989,0.637,0.3161,0.645,2018-09-14 23:25:30
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,50 to 85 percent,Cell,0.8889,0.5481,0.5779,0.4047,0.6208,2018-09-14 23:26:15
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Cell,0.8889,0.5649,1.0122,1.0316,1.0169,2018-09-14 23:26:51
Dem,18 to 34,High school,White,Female,White,Don't know,disagree,Disapp.,Don't know,Don't know,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Douglas,Less than 50 percent,Cell,0.3333,0.4099,1.2194,3.1652,0.7264,2018-09-14 23:27:00
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9897,1.11,0.3994,1.12,2018-09-14 23:27:09
Dem,50 to 64,High school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9986,1.8068,0.9709,1.8308,2018-09-14 23:27:27
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9988,0.7629,0.3287,0.7738,2018-09-14 23:28:03
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9938,0.5696,0.2485,0.5756,2018-09-14 23:28:12
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Shawnee,Less than 50 percent,Cell,1,0.469,0.8031,1.8977,0.9147,2018-09-14 23:28:57
Dem,18 to 34,High school,Unknown,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Douglas,50 to 85 percent,Cell,0.2222,0.5817,0.9766,1.1457,0.5972,2018-09-14 23:30:45
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Favorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9451,0.8899,0.4098,0.903,2018-09-14 23:31:03
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9709,0.7505,0.3442,0.7601,2018-09-14 23:31:03
Rep,50 to 64,High school,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.8897,1.8637,1.2396,1.9039,2018-09-14 23:31:12
Und,65 and older,High school,White,Male,White,Don't know,disagree,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,50 to 85 percent,Landline,0.4444,0.7086,1.4566,1.1326,1.3618,2018-09-14 23:31:21
Rep,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Central,85 percent or higher,Cell,1,0.9828,0.9092,0.6584,0.9205,2018-09-14 23:31:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.9641,1.3582,0.7193,1.3761,2018-09-14 23:32:06
Dem,18 to 34,Some college or trade school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,1,0.6973,0.7015,0.7649,0.7432,2018-09-14 23:32:20
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.2591,0.7855,1.7818,1.0148,2018-09-14 23:32:29
Und,65 and older,Bachelors' degree,White,Male,White,Oppose,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Cell,0.4444,0.7433,0.6162,0.3454,0.447,2018-09-14 23:32:56
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Shawnee,85 percent or higher,Cell,0.7778,0.9868,1.033,0.664,1.0355,2018-09-14 23:32:56
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9882,1.4941,1.0935,1.5129,2018-09-14 23:33:23
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Unknown,Douglas,85 percent or higher,Cell,1,0.8782,0.7957,0.7176,0.8142,2018-09-14 23:33:41
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Shawnee,85 percent or higher,Cell,1,0.9868,1.2877,1.1137,1.3038,2018-09-14 23:33:50
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9715,1.5631,0.7829,1.583,2018-09-14 23:34:08
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Landline,1,0.9868,0.9382,0.6375,0.95,2018-09-14 23:34:08
Rep,65 and older,High school,White,Female,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,0.4444,0.8819,1.1445,1.0149,1.0603,2018-09-14 23:34:17
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Unknown,Rest,Less than 50 percent,Cell,0.5556,0.2838,0.7351,3.1317,0.4961,2018-09-14 23:34:26
Dem,18 to 34,Bachelors' degree,Black,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Non-White,Douglas,50 to 85 percent,Cell,0.8889,0.7898,0.5975,0.4757,0.6115,2018-09-14 23:35:56
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.0374,1.8147,8.6366,3.0536,2018-09-14 23:36:23
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Rest,85 percent or higher,Cell,1,0.8939,0.5719,0.4274,0.5839,2018-09-14 23:36:23
Dem,35 to 49,Bachelors' degree,White,Female,Black,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Shawnee,Less than 50 percent,Cell,1,0.3991,0.9166,1.8159,1.0784,2018-09-14 23:36:32
Und,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Central,Less than 50 percent,Cell,0.8889,0.4943,0.6103,1.1728,0.6662,2018-09-14 23:36:41
Dem,18 to 34,Graduate or Professional Degree,White,Male,Black,Oppose,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.8839,0.4908,0.3313,0.5018,2018-09-14 23:36:50
Und,18 to 34,Some college or trade school,Asian,Male,White,Oppose,Don't know,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,Non-White,Douglas,Less than 50 percent,Cell,1,0.3908,1.0817,2.4932,1.2781,2018-09-14 23:37:08
Dem,35 to 49,Some college or trade school,White,Male,White,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Cell,0.7778,0.5812,1.3803,1.7541,1.3346,2018-09-14 23:37:26
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.6516,1.0222,0.61,1.0955,2018-09-14 23:37:35
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Shawnee,85 percent or higher,Cell,1,0.993,0.4828,0.3001,0.4877,2018-09-14 23:38:11
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Douglas,50 to 85 percent,Cell,1,0.7212,0.7144,0.35,0.7528,2018-09-14 23:38:47
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Don't know,oppose,Support,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.3591,2.1171,5.1548,2.5463,2018-09-14 23:40:17
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,1,0.3196,0.4977,1.6615,0.6137,2018-09-14 23:41:47
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Support,disagree,Approve,Don't know,Support,disagree,Reps. keep House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,0.2222,0.7028,0.3927,0.2914,0.2241,2018-09-14 23:41:56
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.9906,0.9382,0.635,0.9501,2018-09-14 23:42:23
Dem,35 to 49,Bachelors' degree,White,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,Shawnee,50 to 85 percent,Cell,0.6667,0.7511,0.8089,0.5998,0.7614,2018-09-14 23:43:26
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9928,1.4118,0.8689,1.426,2018-09-14 23:44:20
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.8977,0.9605,0.4184,0.9801,2018-09-14 23:45:23
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.9938,0.9307,0.3887,0.9428,2018-09-14 23:46:17
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Douglas,85 percent or higher,Cell,1,0.9838,0.6442,0.428,0.6522,2018-09-14 23:46:35
Dem,18 to 34,High school,White,Female,White,Don't know,agree,Disapp.,support,Don't know,disagree,Don't know,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Central,Less than 50 percent,Cell,0.6667,0.2553,0.9135,4.8522,0.8709,2018-09-14 23:46:44
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Shawnee,50 to 85 percent,Cell,1,0.5793,0.78,0.6114,0.8535,2018-09-14 23:46:50
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.9438,0.5493,0.3175,0.5575,2018-09-14 23:47:08
Und,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Don't know,Don't know,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9946,1.606,0.7201,1.627,2018-09-14 23:48:20
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,Less than 50 percent,Cell,1,0.1046,0.8222,4.5366,1.3189,2018-09-14 23:49:14
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Landline,1,0.9775,1.2539,0.4639,1.2696,2018-09-14 23:51:56
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,disagree,Disapp.,Don't know,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,0.4444,0.972,0.6817,0.3301,0.6443,2018-09-14 23:52:50
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.9643,0.6429,0.3634,0.6459,2018-09-14 23:53:17
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9269,0.7519,0.3406,0.7645,2018-09-14 23:54:11
Dem,18 to 34,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest,50 to 85 percent,Cell,1,0.8245,0.7355,0.723,0.7592,2018-09-14 23:55:05
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9656,1.5235,0.7153,1.4873,2018-09-14 23:55:14
Dem,18 to 34,High school,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Rest,85 percent or higher,Cell,1,0.9718,0.8317,0.9421,0.8423,2018-09-14 23:55:23
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Douglas,Less than 50 percent,Cell,0.3333,0.3669,0.8222,1.8547,0.3055,2018-09-14 23:55:32
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Approve,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Central,Less than 50 percent,Cell,1,0.4676,0.4812,0.9158,0.5117,2018-09-14 23:55:50
Dem,18 to 34,Bachelors' degree,White,Female,Other,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.6602,0.572,0.4733,0.6117,2018-09-14 23:57:47
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.588,0.5668,0.474,0.6185,2018-09-14 23:59:08
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Central,85 percent or higher,Cell,1,0.8694,1.5288,1.0086,1.5664,2018-09-14 23:59:26
