response,ager,educ,file_race,gender,race_eth,approve,GOVHR,NFLA,NFLRIGHT,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,Black,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Rural,18 to 39,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9856,0.6553,0.3928,0.6523
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dem.,Don't know,support,Unfavorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Minor City,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.9852,1.225,0.7106,1.2194
Rep,65 and older,High school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9806,1.2352,0.5906,1.2295
Dem,65 and older,Some college or trade school,Unknown,Female,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Major City,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.9947,1.3076,0.6085,1.3024
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.8592,1.0064,0.6976,1.0154
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),[DO NOT READ] Don't know/Refused,Rio Grande/South,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9236,0.6907,0.3324,0.6478
Rep,65 and older,High school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Major City,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9703,1.3736,0.6329,1.3576
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Major Suburbs,40 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.6275,0.732,0.4719,0.7396
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Rio Grande/South,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9823,0.6325,0.2784,0.6296
Dem,50 to 64,Some college or trade school,Hispanic,Male,Other,Disapp.,Dem.,Don't know,Don't know,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,Nonwhite,Major City,40 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.8823,1.5995,0.9254,1.6081
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,18 to 39,No 4-year College Degree,White,Less than 50 percent,Landline,0.7778,0.4275,1.2291,2.2972,1.2967
Dem,65 and older,Grade school,Hispanic,Female,Hispanic,Disapp.,Dem.,support,support,Don't know,Dem.,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Rio Grande/South,65 and older,No 4-year College Degree,Hispanic,50 to 85 percent,Landline,1,0.5546,1.4979,1.7431,1.6243
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,support,support,Unfavorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Rio Grande/South,65 and older,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.7283,0.7037,0.4496,0.7013
Rep,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Republican,Nonwhite,Major Suburbs,40 to 64,4-year College Grad.,Hispanic,85 percent or higher,Landline,1,0.978,0.9434,0.3414,0.9335
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9702,1.1306,0.671,1.1257
Rep,65 and older,Some college or trade school,White,Female,Other,Approve,Rep.,support,Don't know,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Rural,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.7146,1.195,0.8901,1.2397
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dem.,Don't know,Don't know,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Minor City,40 to 64,Postgraduate Degree,Unknown,85 percent or higher,Landline,1,0.9676,0.6935,0.2514,0.6906
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Dem.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9691,0.7704,0.3035,0.7613
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Major City,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8676,1.3736,0.7078,1.3841
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Minor City,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.6759,0.8084,0.4067,0.8464
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Rep.,support,support,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Major City,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9965,0.863,0.266,0.8584
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.2461,1.0428,3.1136,1.3401
Dem,50 to 64,Grade school,Hispanic,Male,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Rio Grande/South,40 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Landline,0.8889,0.8972,1.2614,1.0153,1.2547
Rep,65 and older,High school,Black,Female,Black,Disapp.,Lib./Don't know,oppose,oppose,Unfavorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Major City,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Landline,1,0.6683,1.492,1.3449,1.299
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9798,1.0353,0.592,1.0305
Dem,50 to 64,Bachelors' degree,Black,Male,Asian,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Rural,40 to 64,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.7155,0.717,0.5317,0.7437
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Minor City,65 and older,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.626,1.2915,0.8474,1.3703
Dem,65 and older,[DO NOT READ] Refused,White,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Major Suburbs,65 and older,[DO NOT READ] Don't know/Refused,White,Less than 50 percent,Landline,1,0.3203,1.0211,1.4826,1.2374
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,18 to 39,4-year College Grad.,Unknown,50 to 85 percent,Cell,1,0.6507,0.7689,0.4518,0.8103
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9832,0.7055,0.2665,0.7022
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dem.,support,support,Don't know,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Major City,18 to 39,4-year College Grad.,Other Non-White,Less than 50 percent,Landline,1,0.4592,0.9217,1.1675,0.966
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rio Grande/South,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9646,0.992,0.6328,0.9881
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Rio Grande/South,40 to 64,[DO NOT READ] Don't know/Refused,White,50 to 85 percent,Cell,0.4444,0.7084,0.8881,0.6261,0.617
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Minor City,65 and older,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.7826,0.7588,0.2968,0.7523
Dem,65 and older,High school,Asian,Male,Asian,Disapp.,Dem.,support,support,Favorable,Dem.,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,Nonwhite,Major City,65 and older,No 4-year College Degree,Other Non-White,50 to 85 percent,Cell,1,0.7533,1.492,1.1932,1.5348
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Rep.,oppose,oppose,Don't know,Dem.,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Major Suburbs,18 to 39,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,0.7778,0.8399,0.8844,0.514,0.7875
Rep,50 to 64,High school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9787,1.0064,0.61240000000000006,1.0018
Dem,65 and older,Grade school,Hispanic,Male,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,Major Suburbs,65 and older,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4721,1.6006,2.028,1.4442
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,Hispanic,85 percent or higher,Landline,1,0.9553,1.0756,0.3942,1.0616
Rep,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dem.,support,support,Don't know,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,Rio Grande/South,40 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.6667,0.0325,1.3646,7.8016,1.6504
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,Less than 50 percent,Landline,1,0.2825,1.1388,3.045,1.2826
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,40 to 64,Postgraduate Degree,Unknown,50 to 85 percent,Landline,1,0.7733,0.6783,0.3685,0.6949
Dem,[DO NOT READ] Refused,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,40 to 64,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9834,0.7897,0.3403,0.786
Rep,35 to 49,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Lib./Don't know,oppose,Don't know,Unfavorable,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,Major Suburbs,18 to 39,4-year College Grad.,Unknown,Less than 50 percent,Cell,1,0.4833,0.7869,0.79990000000000006,0.8193
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9846,0.7209,0.3218,0.7176
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.8889,0.4791,1.8895,2.4572,2.038
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",Rural,18 to 39,4-year College Grad.,Unknown,Less than 50 percent,Cell,1,0.3453,0.7865,1.4124,0.8583
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9883,0.7168,0.2317,0.7135
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Major Suburbs,65 and older,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.8919,1.1065,0.4086,1.1109
Und,35 to 49,Graduate or Professional Degree,Black,Female,Black,Don't know,Dem.,support,support,Don't know,Dem.,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Major City,18 to 39,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.912,0.9101,0.5821,0.9113
Dem,65 and older,Bachelors' degree,Black,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,65 and older,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9862,0.9034,0.3482,0.8992
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dem.,oppose,oppose,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Rural,40 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.9268,1.4376,1.0482,1.4171
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,support,Don't know,Rep.,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Minor City,18 to 39,4-year College Grad.,White,Less than 50 percent,Cell,0.8889,0.4003,0.7832,0.9142,0.8705
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.983,0.7876,0.264,0.7839
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Cell,1,0.9354,1.0289,0.614,1.0144
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Rep.,Don't know,Don't know,Favorable,Dem.,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Minor City,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Landline,1,0.9036,0.7462,0.291,0.748
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Major Suburbs,40 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9919,0.7073,0.3406,0.7043
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,Major Suburbs,40 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4966,1.585,1.7225,1.6446
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dem.,Don't know,support,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Major City,40 to 64,No 4-year College Degree,Hispanic,85 percent or higher,Cell,1,0.9752,1.7467,0.9396,1.7388
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rural,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9841,0.7416,0.2869,0.7381
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,18 to 39,4-year College Grad.,White,85 percent or higher,Cell,1,0.9844,0.7641,0.3101,0.7606
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Rep.,oppose,support,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,Unknown,85 percent or higher,Cell,1,0.9157,1.0922,0.7274,1.0932
Rep,65 and older,High school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9847,1.1306,0.6612,1.1253
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,Minor City,40 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.3477,1.5391,2.667,1.6779
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,Unknown,50 to 85 percent,Landline,1,0.5767,1.0572,1.0054,1.1382
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Favorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.865,0.8102,0.2904,0.8167
Dem,65 and older,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,Major Suburbs,65 and older,Postgraduate Degree,Other Non-White,50 to 85 percent,Landline,1,0.7725,0.7883,0.4805,0.7822
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,oppose,support,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",Rural,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9468,0.7254,0.3379,0.6883
Dem,35 to 49,High school,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9008,1.1501,0.6614,1.1533
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9828,1.0064,0.6098,1.0017
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rio Grande/South,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.8882,0.9502,0.6841,0.9545
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8387,1.2688,0.7616,1.2844
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9898,0.8102,0.2537,0.8037
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Major Suburbs,40 to 64,[DO NOT READ] Don't know/Refused,White,85 percent or higher,Cell,0.4444,0.9571,0.958,0.4009,0.8533
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,50 to 85 percent,Landline,1,0.8146,0.7298,0.3483,0.7419
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,Hispanic,Don't know,Dem.,Don't know,support,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Major Suburbs,40 to 64,Postgraduate Degree,Hispanic,50 to 85 percent,Cell,1,0.6291,0.9997,0.6828,1.0598
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9871,0.7591,0.287,0.7556
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9564,1.099,0.7034,1.0848
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Major City,65 and older,Postgraduate Degree,White,Less than 50 percent,Landline,1,0.4541,0.8362,0.7571,0.9422
Dem,18 to 34,Graduate or Professional Degree,Black,Male,Black,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Minor City,18 to 39,Postgraduate Degree,Other Non-White,Less than 50 percent,Cell,1,0.4009,0.8019,1.34,0.725
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Major Suburbs,18 to 39,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9493,0.7661,0.4146,0.7558
