response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Somerset,50 to 85 percent,Cell,0.8889,0.759,1.2472,0.6538,1.2464,2018-10-29 23:52:17
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.97,1.1558,0.598,1.1437,2018-10-29 23:53:47
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Somerset,85 percent or higher,Landline,1,0.9468,0.7569,0.3662,0.7465,2018-10-29 23:55:25
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Don't know,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,White,Essex/Union,85 percent or higher,Cell,1,0.9385,1.1395,0.8274,1.1109,2018-10-29 23:55:35
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,Unknown,Hunterdon/Warren,50 to 85 percent,Landline,1,0.769,1.7374,1.9667,1.7615,2018-10-29 23:56:10
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,[DO NOT READ] Don't know/Refused,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.957,1.0267,0.542,1.0116,2018-10-29 23:56:46
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Essex/Union,50 to 85 percent,Landline,1,0.7805,1.5663,1.3684,1.5843,2018-10-29 23:59:56
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.5342,1.3332,1.2557,1.3557,2018-10-30 00:01:26
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Morris,50 to 85 percent,Landline,1,0.6025,1.0523,1.1784,1.1114,2018-10-30 00:06:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.7914,1.5076,0.9028,1.4768,2018-10-30 00:07:06
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.8686,1.1467,0.4878,1.1183,2018-10-30 00:10:51
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Postgraduate Degree,Non-White,Essex/Union,50 to 85 percent,Cell,0.7778,0.7513,0.8829,0.4723,0.8297,2018-10-30 00:13:15
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Morris,85 percent or higher,Landline,1,0.883,0.7531,0.3526,0.7342,2018-10-30 00:14:45
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Somerset,Less than 50 percent,Landline,1,0.4041,1.3843,2.802,1.579,2018-10-30 00:15:12
Rep,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Postgraduate Degree,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.5176,0.9202,0.9001,0.9393,2018-10-30 00:15:52
3,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Essex/Union,50 to 85 percent,Cell,1,0.5333,0.9164,0.7144,0.9897,2018-10-30 00:16:54
3,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Non-White,Somerset,Less than 50 percent,Cell,0.8889,0.3827,0.976,2.4878,1.0811,2018-10-30 00:17:04
Dem,50 to 64,Graduate or Professional Degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.97,0.7628,0.4164,0.751,2018-10-30 00:23:58
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Non-White,Somerset,Less than 50 percent,Cell,1,0.4351,0.976,2.1882,1.0188,2018-10-30 00:24:06
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Hunterdon/Warren,85 percent or higher,Cell,1,0.9648,1.5518,1.2958,1.5282,2018-10-30 00:26:31
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.268,1.6362,5.5931,2.0393,2018-10-30 00:27:24
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Essex/Union,85 percent or higher,Landline,1,0.881,0.9167,0.4354,0.9114,2018-10-30 00:30:25
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Non-White,Somerset,50 to 85 percent,Cell,0.8889,0.5807,0.9881,1.4024,0.9631,2018-10-30 00:33:10
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Nonwhite,65 and older,Postgraduate Degree,Non-White,Somerset,85 percent or higher,Cell,1,0.97,0.6748,0.2952,0.6423,2018-10-30 00:36:28
Und,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,Unknown,Morris,Less than 50 percent,Cell,1,0.3843,0.5814,0.919,0.6175,2018-10-30 00:38:07
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Essex/Union,85 percent or higher,Landline,1,0.97,1.0923,0.4703,1.0674,2018-10-30 00:39:47
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Essex/Union,85 percent or higher,Landline,1,0.8713,0.8953,0.8729,0.8915,2018-10-30 00:40:23
Rep,50 to 64,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,No 4-year College Degree,Unknown,Morris,85 percent or higher,Cell,1,0.97,1.0117,0.7329,0.9887,2018-10-30 00:41:34
Und,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,White,Morris,Less than 50 percent,Landline,0.6667,0.4258,0.987,1.9857,0.8918,2018-10-30 00:42:47
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Unknown,Morris,85 percent or higher,Landline,1,0.8686,0.8543,0.4515,0.8509,2018-10-30 00:48:03
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Somerset,85 percent or higher,Landline,1,0.928,1.1432,0.4539,1.1143,2018-10-30 00:49:15
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Not very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,[DO NOT READ] Don't know/Refused,White,Essex/Union,Less than 50 percent,Landline,1,0.1799,1.0688,3.2066,0.808,2018-10-30 00:50:00
3,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Essex/Union,85 percent or higher,Landline,1,0.97,1.17,0.8706,1.1519,2018-10-30 00:50:18
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Don't know,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,Unknown,Essex/Union,85 percent or higher,Cell,1,0.9139,0.9948,0.4964,0.9953,2018-10-30 00:50:45
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.97,1.0366,0.4212,1.0257,2018-10-30 00:50:54
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,50 to 85 percent,Cell,1,0.6303,1.1947,1.1997,1.2518,2018-10-30 00:51:48
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.7919,1.4251,0.8677,1.3959,2018-10-30 00:54:03
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Morris,50 to 85 percent,Landline,1,0.5937,1.1299,1.2975,0.8008,2018-10-30 00:59:54
Und,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,4-year College Grad.,Non-White,Somerset,Less than 50 percent,Cell,0.6667,0.4278,0.8879,1.1708,0.8022,2018-10-30 01:00:21
Rep,65 and older,Bachelors' degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,4-year College Grad.,Non-White,Hunterdon/Warren,Less than 50 percent,Landline,0.7778,0.1837,1.2582,4.0317,1.3005,2018-10-30 01:01:06
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Morris,50 to 85 percent,Cell,1,0.7906,0.7177,0.371,0.7031,2018-10-30 01:01:15
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.4986,1.4503,1.5402,1.4872,2018-10-30 01:02:09
Rep,65 and older,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Non-White,Morris,85 percent or higher,Landline,1,0.97,0.7256,0.299,0.7144,2018-10-30 01:02:45
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Morris,85 percent or higher,Landline,1,0.97,0.8119,0.3243,0.7993,2018-10-30 01:07:24
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,1,0.44,1.2682,1.3618,1.3218,2018-10-30 01:08:36
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Somerset,85 percent or higher,Landline,1,0.9569,0.7004,0.3213,0.6946,2018-10-30 01:08:46
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9577,1.4048,1.1274,1.3931,2018-10-30 01:10:42
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Essex/Union,85 percent or higher,Landline,1,0.97,0.7043,0.356,0.6934,2018-10-30 01:11:18
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Somerset,50 to 85 percent,Cell,1,0.7898,1.2224,1.0952,1.2342,2018-10-30 01:12:39
Und,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,Unknown,Somerset,Less than 50 percent,Cell,0.8889,0.4074,0.7977,1.1305,0.8022,2018-10-30 01:13:15
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Somerset,50 to 85 percent,Landline,1,0.7204,0.8636,0.5056,0.8847,2018-10-30 01:13:42
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,White,Somerset,50 to 85 percent,Landline,1,0.8459,0.9848,0.4522,0.9845,2018-10-30 01:15:57
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Essex/Union,50 to 85 percent,Cell,1,0.7116,1.2278,0.722,1.2603,2018-10-30 01:16:46
Und,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,Other,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,65 and older,4-year College Grad.,Non-White,Somerset,50 to 85 percent,Landline,0.4444,0.6966,1.3336,0.7272,0.9716,2018-10-30 01:16:48
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,Morris,85 percent or higher,Landline,1,0.9273,0.7768,0.3478,0.7676,2018-10-30 01:17:42
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,[DO NOT READ] Don't know/Refused,White,Somerset,50 to 85 percent,Landline,1,0.7992,1.2568,0.625,1.2668,2018-10-30 01:19:37
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Somerset,85 percent or higher,Landline,1,0.97,1.0611,0.4553,1.0447,2018-10-30 01:21:09
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Somerset,85 percent or higher,Landline,1,0.9093,0.7546,0.3225,0.7473,2018-10-30 01:27:16
Dem,50 to 64,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Non-White,Hunterdon/Warren,85 percent or higher,Landline,1,0.97,0.9803,0.49370000000000003,0.958,2018-10-30 01:28:30
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Non-White,Somerset,50 to 85 percent,Landline,1,0.8096,0.7749,0.3862,0.7796,2018-10-30 01:30:16
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Unknown,Somerset,85 percent or higher,Landline,1,0.9575,0.794,0.3818,0.7823,2018-10-30 01:30:16
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Essex/Union,Less than 50 percent,Cell,0.2222,0.3128,0.86240000000000006,1.2751,0.2655,2018-10-30 01:30:34
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Hunterdon/Warren,Less than 50 percent,Cell,1,0.4094,0.8092,1.2265,0.8518,2018-10-30 01:30:34
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Hunterdon/Warren,Less than 50 percent,Landline,0.8889,0.4479,0.8092,1.1212,0.806,2018-10-30 01:30:43
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Essex/Union,85 percent or higher,Cell,0.8889,0.97,0.7772,0.3307,0.7624,2018-10-30 20:36:13
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,Non-White,Somerset,85 percent or higher,Cell,1,0.874,0.5663,0.2755,0.5636,2018-10-30 20:39:13
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Essex/Union,50 to 85 percent,Cell,1,0.5375,0.6629,0.614,0.7149,2018-10-30 20:46:12
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,Approve,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Postgraduate Degree,Non-White,Somerset,85 percent or higher,Cell,1,0.97,0.6575,0.2875,0.6473,2018-10-30 20:48:18
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,4-year College Grad.,Non-White,Essex/Union,85 percent or higher,Cell,1,0.8983,0.8198,0.417,0.7989,2018-10-30 20:58:21
Dem,18 to 34,Bachelors' degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,Non-White,Essex/Union,Less than 50 percent,Cell,1,0.4332,0.864,1.1487,0.9024,2018-10-30 21:01:55
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Hunterdon/Warren,Less than 50 percent,Cell,1,0.4931,1.3858,3.0074,1.5918,2018-10-30 21:02:58
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,Non-White,Hunterdon/Warren,85 percent or higher,Cell,1,0.9216,0.6644,0.3935,0.657,2018-10-30 21:05:49
Dem,35 to 49,Some college or trade school,Unknown,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,Unknown,Somerset,85 percent or higher,Cell,1,0.97,1.2605,0.9759,1.2318,2018-10-30 21:07:19
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.97,1.0923,0.4703,1.0674,2018-10-30 21:08:40
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Non-White,Hunterdon/Warren,85 percent or higher,Cell,1,0.9347,0.5875,0.3642,0.5802,2018-10-30 21:12:34
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Essex/Union,50 to 85 percent,Cell,1,0.5739,0.8104,0.6233,0.8635,2018-10-30 21:16:41
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.97,1.1467,0.4368,1.1206,2018-10-30 21:17:08
