response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
3,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,Less than 50 percent,Cell,0,0.1182,0.7162,1.7639,0.1488,2018-10-23 14:14:54
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9354,0.5692,0.267,0.5712,2018-10-23 14:15:03
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,"Burlington, Trump",85 percent or higher,Cell,1,0.97,0.4733,0.2346,0.4701,2018-10-23 14:15:12
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.8289,0.7841,0.3215,0.7989,2018-10-23 14:15:12
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.6437,0.776,0.4131,0.8234,2018-10-23 14:15:12
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ocean,Less than 50 percent,Landline,0,0.1009,1.7359,5.9234,0.357,2018-10-23 14:15:12
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9602,0.7829,0.5834,0.7768,2018-10-23 14:15:30
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ocean,Less than 50 percent,Cell,1,0.414,0.7162,0.6391,0.8261,2018-10-23 14:15:39
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.8811,0.6923,0.608,0.6996,2018-10-23 14:15:57
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.97,0.6214,0.1873,0.6218,2018-10-23 14:15:57
3,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9301,0.9448,0.473,0.9487,2018-10-23 14:16:06
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.97,1.0395,0.4715,1.0402,2018-10-23 14:16:15
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7627,0.9071,0.5719,0.9359,2018-10-23 14:16:15
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,1.4451,0.5842,1.446,2018-10-23 14:16:15
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.97,1.2784,0.7131,1.2857,2018-10-23 14:16:15
Und,35 to 49,High school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.8233,1.6794,1.3802,1.7129,2018-10-23 14:16:24
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9075,0.7205,0.3214,0.7254,2018-10-23 14:16:33
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.4331,0.1741,0.4333,2018-10-23 14:16:42
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.7243,0.4061,0.7247,2018-10-23 14:16:51
Dem,18 to 34,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",Less than 50 percent,Cell,0.7778,0.4382,0.5114,0.4899,0.4113,2018-10-23 14:17:00
Rep,35 to 49,Bachelors' degree,White,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,Nonwhite,Nonwhite,35 to 49,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9386,0.6758,0.3364,0.6507,2018-10-23 14:17:00
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.8866,0.5752,0.2823,0.5807,2018-10-23 14:17:09
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.9399,1.0669,0.3758,1.0701,2018-10-23 14:17:18
3,35 to 49,Some college or trade school,White,Male,White,Disapp.,Don't know,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.2838,0.6651,1.7269,0.8318,2018-10-23 14:17:18
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.7322,0.6944,0.4532,0.721,2018-10-23 14:17:18
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Other Non-White,"Burlington, Clinton",85 percent or higher,Landline,1,0.8586,0.5343,0.209,0.5418,2018-10-23 14:17:27
Und,65 and older,Graduate or Professional Degree,Other,Male,White,Don't know,Reps. keep House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Other Non-White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.783,0.927,0.3075,0.9525,2018-10-23 14:17:27
Rep,35 to 49,High school,Black,Female,Black,Approve,Dems. take House,Don't know,Favorable,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",Less than 50 percent,Cell,0.7778,0.4725,1.6115,2.686,1.5518,2018-10-23 14:17:27
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3207,0.9597,2.3959,1.2505,2018-10-23 14:17:36
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.9164,0.728,0.319,0.7321,2018-10-23 14:17:36
Dem,35 to 49,Some college or trade school,White,Female,White,Don't know,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.7888,0.965,0.9455,0.9905,2018-10-23 14:17:36
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.8797,0.6032,0.4232,0.6096,2018-10-23 14:17:36
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.9485,1.1036,0.411,1.106,2018-10-23 14:17:36
Und,35 to 49,High school,Unknown,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown,"Burlington, Clinton",Less than 50 percent,Cell,0.6667,0.2041,1.551,7.4855,1.1216,2018-10-23 14:17:45
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,0.8889,0.8901,0.7552,0.3759,0.7553,2018-10-23 19:40:20
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.97,1.2784,0.7131,1.2857,2018-10-23 19:40:47
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.5475,0.7016,0.6073,0.7664,2018-10-23 19:41:05
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9567,0.9773,0.5075,0.9788,2018-10-23 19:52:55
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.6572,1.4629,1.0588,1.5466,2018-10-23 20:09:35
Dem,65 and older,[DO NOT READ] Refused,Other,Male,Other,Disapp.,Dems. take House,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,Other Non-White,Ocean,Less than 50 percent,Cell,0.7778,0.4238,1.3084,2.3175,1.2679,2018-10-23 20:37:31
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Other Non-White,Ocean,Less than 50 percent,Cell,0.6667,0.3982,1.2571,1.7477,1.1565,2018-10-23 20:47:54
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.7041,1.4301,1.533,1.4362,2018-10-23 21:31:59
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.5743,0.2487,0.5746,2018-10-23 21:47:07
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,"Burlington, Trump",85 percent or higher,Landline,1,0.9128,0.874,0.5481,0.8655,2018-10-23 21:47:07
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Don't know,Unfavorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,"Burlington, Clinton",Less than 50 percent,Landline,1,0.4989,1.0986,1.2398,1.2213,2018-10-23 21:47:52
3,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Ocean,50 to 85 percent,Cell,0.4444,0.7886,1.2152,1.0035,0.7506,2018-10-23 21:48:10
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Landline,1,0.97,0.7552,0.3449,0.7501,2018-10-23 21:51:46
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Other Non-White,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,1.1719,0.9301,1.1786,2018-10-23 21:53:07
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Landline,1,0.5909,0.8114,0.8534,0.829,2018-10-23 21:56:07
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6649,0.8012,0.7718,0.8088,2018-10-23 22:01:34
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.8328,1.0924,0.5324,1.1123,2018-10-23 22:02:01
Rep,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,50 to 64,Unknown,Ocean,85 percent or higher,Cell,1,0.8736,1.8487,1.9646,1.8702,2018-10-23 22:02:19
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.9675,1.4862,1.1472,1.4953,2018-10-23 22:02:37
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.7263,1.3463,0.7131,1.3998,2018-10-23 22:02:37
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9602,0.6999,0.2167,0.7008,2018-10-23 22:05:28
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.97,0.9875,0.5015,0.9931,2018-10-23 22:09:49
Rep,[DO NOT READ] Refused,Bachelors' degree,Black,Female,Black,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",50 to 85 percent,Landline,1,0.5379,0.9613,0.7812,0.9926,2018-10-23 22:10:07
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Trump",85 percent or higher,Landline,1,0.893,0.8419,0.7097,0.8493,2018-10-23 22:10:16
Und,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.97,0.4776,0.1775,0.4778,2018-10-23 22:12:22
Dem,18 to 34,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",50 to 85 percent,Landline,0.7778,0.5729,0.7342,0.5691,0.7016,2018-10-23 22:14:28
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.4332,0.8799,1.4613,1.0607,2018-10-23 22:16:30
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,0.8889,0.3539,0.7039,1.1854,0.7306,2018-10-23 22:18:00
Und,35 to 49,Bachelors' degree,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Already voted,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7656,1.2498,0.9664,1.3184,2018-10-23 22:18:18
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9013,0.6054,0.2611,0.6101,2018-10-23 22:19:03
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.9107,0.4386,0.1822,0.4414,2018-10-23 22:20:15
Rep,65 and older,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Other Non-White,"Burlington, Clinton",85 percent or higher,Landline,1,0.97,1.3909,0.4796,1.3917,2018-10-23 22:27:09
Dem,35 to 49,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6878,1.8251,2.0513,1.8368,2018-10-23 22:29:54
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Landline,0.1111,0.3555,0.807,1.4616,0.2348,2018-10-23 22:35:45
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.8965,0.9424,0.4636,0.9334,2018-10-23 22:37:42
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.8964,0.8346,0.5774,0.8415,2018-10-23 22:38:00
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9539,1.7004,1.0272,1.7033,2018-10-23 22:38:09
Dem,35 to 49,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.8954,0.5769,0.2899,0.5817,2018-10-23 22:40:24
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",Less than 50 percent,Landline,1,0.4171,0.6342,0.7901,0.7305,2018-10-23 22:44:09
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.8704,0.8343,0.3468,0.8566,2018-10-23 22:48:43
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6358,0.8316,0.5651,0.8843,2018-10-23 22:49:01
3,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,0.8889,0.8972,0.9875,0.5422,0.987,2018-10-23 22:51:52
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9042,0.7243,0.4356,0.7295,2018-10-23 22:53:22
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.8413,1.1922,0.7667,1.2123,2018-10-23 22:54:07
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.3262,0.4526,0.5172,0.549,2018-10-23 22:54:43
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.7502,1.0641,1.0137,1.1007,2018-10-23 22:55:28
Dem,50 to 64,Bachelors' degree,Unknown,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,Unknown,Ocean,85 percent or higher,Cell,1,0.9615,1.1875,0.7087,1.1888,2018-10-23 22:56:04
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Other Non-White,Ocean,Less than 50 percent,Cell,1,0.2829,1.0201,3.0106,1.2766,2018-10-23 23:01:01
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.8034,2.4668,1.6762,2.4536,2018-10-23 23:02:04
