response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Less educ. Trump,50 to 85 percent,Cell,0.7778,0.6878,0.7679,0.7967,0.7458,2018-10-23 14:12:03
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Less educ. Trump,85 percent or higher,Cell,1,0.9405,0.8239,0.4681,0.8315,2018-10-23 14:12:03
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Less-educ. Clinton,Less than 50 percent,Cell,0.8889,0.3275,0.8744,2.3355,0.9329,2018-10-23 14:12:03
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9153,1.0002,0.6676,1.0246,2018-10-23 14:12:03
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,[DO NOT READ] Don't know/Refused,White,Well-educ. Clinton,85 percent or higher,Cell,0.4444,0.97,0.8933,0.5275,0.8759,2018-10-23 14:12:03
Und,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,18 to 34,4-year College Grad.,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,0,0.4343,0.8333,1.3987,0.2398,2018-10-23 14:12:12
Rep,65 and older,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Well-educ. Trump,85 percent or higher,Cell,1,0.97,1.8312,1.2601,1.8661,2018-10-23 14:12:30
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Well-educ. Trump,85 percent or higher,Landline,1,0.97,1.8204,1.2755,1.8413,2018-10-23 14:12:30
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.7496,0.3973,0.7678,2018-10-23 14:12:30
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Well-educ. Clinton,50 to 85 percent,Cell,0.8889,0.5676,0.6552,0.757,0.7045,2018-10-23 14:12:30
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.8974,1.4626,1.1795,1.5018,2018-10-23 14:12:39
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.9203,0.5388,0.9309,2018-10-23 14:12:39
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,0.8889,0.9504,0.6421,0.4761,0.6519,2018-10-23 14:12:39
Und,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Less-educ. Clinton,85 percent or higher,Cell,0.5556,0.8975,0.9934,0.6747,0.8885,2018-10-23 14:12:39
Dem,18 to 34,High school,Hispanic,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Non-White,Less-educ. Clinton,Less than 50 percent,Cell,0.5556,0.297,0.9068,2.5055,0.618,2018-10-23 14:12:48
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,1,0.6602,0.7402,0.7822,0.7964,2018-10-23 14:12:48
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9656,1.4739,0.9566,1.5024,2018-10-23 14:12:48
Rep,65 and older,High school,Asian,Male,Other,Don't know,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Nonwhite,65 and older,No 4-year College Degree,Non-White,Less-educ. Clinton,85 percent or higher,Landline,1,0.868,1.6634,1.2005,1.5615,2018-10-23 14:12:57
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Less educ. Trump,85 percent or higher,Landline,1,0.97,0.5642,0.2745,0.5706,2018-10-23 14:12:57
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Less educ. Trump,Less than 50 percent,Cell,1,0.4738,0.5705,0.8972,0.6524,2018-10-23 14:13:06
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.688,0.8307,0.7244,0.8514,2018-10-23 14:13:15
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9564,0.8155,0.663,0.8373,2018-10-23 14:13:33
Dem,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9621,1.0344,0.7771,1.0546,2018-10-23 14:13:33
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,Unknown,Less educ. Trump,50 to 85 percent,Cell,0.5556,0.6941,0.5437,0.5052,0.4311,2018-10-23 14:13:33
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.97,1.119,0.9559,1.1403,2018-10-23 14:13:33
Dem,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,4-year College Grad.,White,Well-educ. Trump,85 percent or higher,Landline,1,0.97,1.3625,0.7678,1.3885,2018-10-23 14:13:51
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8818,1.1673,0.7243,1.2012,2018-10-23 14:13:51
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9557,0.8949,0.5418,0.9128,2018-10-23 14:13:51
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Well-educ. Trump,85 percent or higher,Cell,1,0.97,0.76,0.5287,0.7687,2018-10-23 14:14:00
Rep,50 to 64,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8902,1.3096,0.8657,1.346,2018-10-23 14:14:00
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.86,1.5946,1.2604,1.6463,2018-10-23 14:14:00
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9435,0.7946,0.4145,0.8114,2018-10-23 14:14:00
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Less educ. Trump,85 percent or higher,Cell,1,0.966,0.7099,0.5285,0.7236,2018-10-23 14:14:09
Dem,35 to 49,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,4-year College Grad.,Non-White,Well-educ. Clinton,Less than 50 percent,Cell,1,0.4639,1.0723,1.9105,1.1487,2018-10-23 14:14:09
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9248,1.5596,1.1472,1.6114,2018-10-23 14:14:09
Dem,50 to 64,Bachelors' degree,White,Male,White,Don't know,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8984,1.1673,0.7109,1.2129,2018-10-23 14:14:18
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Less-educ. Clinton,Less than 50 percent,Cell,0.7778,0.3979,0.8083,1.5497,0.5512,2018-10-23 14:14:18
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,1,0.6386,0.9599,0.9744,0.9908,2018-10-23 14:14:18
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Postgraduate Degree,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.8653,0.4832,0.383,0.4984,2018-10-23 14:14:18
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,0.9203,0.5388,0.9427,2018-10-23 14:14:18
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7057,1.4933,1.1566,1.5888,2018-10-23 14:14:27
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Less educ. Trump,85 percent or higher,Landline,1,0.97,0.8473,0.4581,0.8571,2018-10-23 14:14:27
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.97,0.4989,0.3197,0.5085,2018-10-23 14:14:27
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7714,1.8443,1.4173,1.9345,2018-10-23 14:14:36
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,Unknown,Well-educ. Trump,Less than 50 percent,Cell,0,0.2048,0.7681,3.1886,0.1743,2018-10-23 14:14:36
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.97,1.5504,1.1072,1.5683,2018-10-23 14:14:36
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Unknown,Less educ. Trump,85 percent or higher,Landline,1,0.9388,0.7876,0.4643,0.8046,2018-10-23 14:14:36
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,1.5043,1.1015,1.5407,2018-10-23 14:14:45
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Less educ. Trump,85 percent or higher,Landline,1,0.93,1.0527,0.6323,1.0765,2018-10-23 14:14:45
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Dems. take House,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,Unknown,Well-educ. Clinton,Less than 50 percent,Cell,0,0.4021,0.631,1.42,0.1752,2018-10-23 14:14:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.8949,0.5338,0.9119,2018-10-23 14:15:03
Und,18 to 34,Graduate or Professional Degree,Hispanic,Male,Asian,Disapp.,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Postgraduate Degree,Non-White,Less educ. Trump,Less than 50 percent,Cell,0,0.3452,0.3939,0.7181,0.1316,2018-10-23 14:15:03
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Less educ. Trump,85 percent or higher,Cell,1,0.9641,0.6927,0.3745,0.7061,2018-10-23 14:15:03
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.97,0.7946,0.4031,0.8098,2018-10-23 14:15:12
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,Less-educ. Clinton,Less than 50 percent,Cell,0.4444,0.3937,1.2821,2.1767,0.5447,2018-10-23 14:15:12
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,1.218,0.8223,1.2412,2018-10-23 14:15:12
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Well-educ. Clinton,50 to 85 percent,Landline,1,0.816,1.1512,0.983,1.1973,2018-10-23 14:15:39
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,Unknown,Less-educ. Clinton,85 percent or higher,Cell,1,0.9254,0.58,0.4134,0.5934,2018-10-23 14:15:39
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Well-educ. Trump,85 percent or higher,Landline,1,0.97,0.882,0.4559,0.9034,2018-10-23 14:15:48
Dem,18 to 34,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.4034,0.9132,1.8733,1.0785,2018-10-23 14:15:48
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Well-educ. Trump,85 percent or higher,Landline,1,0.97,0.7555,0.5352,0.7699,2018-10-23 14:15:48
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Less-educ. Clinton,Less than 50 percent,Landline,0.2222,0.324,1.2722,2.4593,0.4097,2018-10-23 14:15:48
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9118,0.8203,0.6869,0.8499,2018-10-23 14:15:57
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Less educ. Trump,85 percent or higher,Landline,1,0.9595,0.9167,0.5744,0.9262,2018-10-23 14:15:57
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9696,0.7111,0.5197,0.7247,2018-10-23 14:16:06
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Unknown,Less-educ. Clinton,Less than 50 percent,Landline,1,0.4543,0.7201,0.8926,0.8304,2018-10-23 14:16:06
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Unknown,Well-educ. Clinton,85 percent or higher,Landline,1,0.9345,1.132,0.8372,1.1423,2018-10-23 14:16:15
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Already voted,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.97,0.7739,0.6364,0.7926,2018-10-23 14:16:15
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,Approve,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Non-White,Less educ. Trump,Less than 50 percent,Cell,0.4444,0.4505,0.64,1.1389,0.5957,2018-10-23 14:16:33
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,4-year College Grad.,Non-White,Less-educ. Clinton,85 percent or higher,Landline,1,0.97,1.2377,0.6546,1.2519,2018-10-23 14:16:51
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Less educ. Trump,85 percent or higher,Landline,1,0.9419,1.0175,0.6261,1.0392,2018-10-23 14:16:51
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.97,1.1843,0.8147,1.2068,2018-10-23 14:17:00
Rep,18 to 34,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,High School Grad. or Less,Republican,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9244,0.7929,0.6795,0.8193,2018-10-23 14:17:09
Rep,35 to 49,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9692,0.9839,0.733,0.9951,2018-10-23 14:17:09
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Well-educ. Trump,85 percent or higher,Cell,1,0.97,0.7816,0.5337,0.7965,2018-10-23 14:17:18
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.73740000000000006,0.8679,0.7417,0.9169,2018-10-23 14:17:18
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Non-White,Less educ. Trump,Less than 50 percent,Cell,0.2222,0.4337,0.5373,0.8461,0.2396,2018-10-23 14:17:18
