response,ager,educ,file_race,gender,race_eth,approve,GAHORSERACE,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.9417,1.1613,0.7225,1.1542,2018-10-31 01:20:36
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,85 percent or higher,Cell,0.8889,0.9457,1.1661,0.71,1.1283,2018-10-31 01:20:54
Und,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.9426,1.4523,0.7918,1.4149,2018-10-31 01:22:15
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Kemp (R),Dems. take House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,50 to 85 percent,Cell,1,0.6964,0.6722,0.6432,0.7117,2018-10-31 01:27:21
Dem,65 and older,High school,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,No 4-year College Degree,Black,Cobb,85 percent or higher,Cell,1,0.9181,0.9504,0.9838,0.9491,2018-10-31 01:28:15
Dem,18 to 34,High school,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Dekalb,85 percent or higher,Cell,1,0.97,0.9776,0.681,0.9665,2018-10-31 01:29:36
Und,65 and older,Graduate or Professional Degree,Black,Female,White,Approve,Lib./Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Already voted,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Black,Dekalb,85 percent or higher,Cell,1,0.97,0.7603,0.6014,0.7517,2018-10-31 01:35:11
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.97,1.0654,0.5834,1.0533,2018-10-31 01:43:35
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Fulton,85 percent or higher,Landline,1,0.9191,1.1759,1.0788,1.174,2018-10-31 21:30:04
Und,35 to 49,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,Approve,Lib./Don't know,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,Other Non-White,Fulton,50 to 85 percent,Landline,1,0.5214,0.8667,1.0834,0.9392,2018-10-31 21:40:43
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fulton,85 percent or higher,Landline,1,0.97,1.0936,0.7998,1.0757,2018-10-31 21:51:04
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Landline,1,0.9326,0.8789,0.5398,0.8751,2018-10-31 21:52:16
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,or as a member of another political party,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,Dekalb,85 percent or higher,Landline,1,0.9145,1.2986,0.7543,1.2979,2018-10-31 21:54:13
Rep,50 to 64,Graduate or Professional Degree,Other,Male,Asian,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Cobb,85 percent or higher,Landline,1,0.9574,0.8706,0.61,0.8571,2018-10-31 21:56:10
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.8826,0.5963,0.8682,2018-10-31 21:57:31
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fulton,85 percent or higher,Landline,1,0.97,1.0936,0.7998,1.0812,2018-10-31 21:59:01
Rep,35 to 49,Bachelors' degree,Other,Male,White,Don't know,Kemp (R),Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Cobb,Less than 50 percent,Landline,1,0.2239,1.1086,2.9488,0.6813,2018-10-31 21:59:34
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Dekalb,85 percent or higher,Landline,1,0.97,0.7592,0.4923,0.7506,2018-10-31 22:00:01
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Landline,1,0.97,0.6873,0.4694,0.6795,2018-10-31 22:00:01
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cobb,85 percent or higher,Landline,1,0.97,1.067,0.6372,1.0549,2018-10-31 22:00:37
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,Black,Dekalb,85 percent or higher,Landline,1,0.97,0.8074,0.5274,0.7982,2018-10-31 22:01:04
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Landline,1,0.97,0.9082,0.6344,0.8933,2018-10-31 22:04:13
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Dekalb,85 percent or higher,Landline,1,0.97,0.9178,0.526,0.9074,2018-10-31 22:05:25
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.9646,0.6477,0.9418,2018-10-31 22:07:04
Dem,65 and older,Bachelors' degree,White,Female,Other,Disapp.,Abrams (D),Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Already voted,Democrat,Nonwhite,65 and older,4-year College Grad.,White,Fulton,85 percent or higher,Landline,1,0.97,1.4042,0.8726,1.3882,2018-10-31 22:09:55
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,50 to 85 percent,Landline,1,0.6369,1.1657,1.0062,1.2594,2018-10-31 22:10:13
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Dekalb,85 percent or higher,Landline,1,0.97,0.6752,0.5057,0.6675,2018-10-31 22:15:37
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Fulton,50 to 85 percent,Landline,1,0.8034,1.2063,0.8505,1.2139,2018-10-31 22:17:16
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,85 percent or higher,Cell,0.8889,0.97,0.8825,0.5122,0.8649,2018-10-31 22:19:04
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.97,0.9373,0.5229,0.9267,2018-10-31 22:19:22
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.9016,0.6873,0.505,0.6808,2018-10-31 22:22:04
Und,65 and older,Bachelors' degree,Black,Male,Black,Disapp.,Abrams (D),Dems. take House,Don't know,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,65 and older,4-year College Grad.,Black,Dekalb,85 percent or higher,Landline,1,0.97,0.7388,0.4855,0.7304,2018-10-31 22:30:55
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.97,0.7812,0.5237,0.7684,2018-10-31 22:42:19
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Fulton,85 percent or higher,Landline,1,0.97,1.0626,0.6457,1.0453,2018-10-31 22:53:18
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Hispanic,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Unknown,Dekalb,50 to 85 percent,Cell,1,0.5854,0.7564,0.683,0.8333,2018-10-31 22:57:21
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Lib./Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Fulton,85 percent or higher,Landline,1,0.97,0.8899,0.7564,0.8798,2018-10-31 22:57:57
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Kemp (R),Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.97,0.6845,0.4757,0.6733,2018-10-31 23:00:48
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.9082,0.6344,0.8979,2018-10-31 23:03:12
Dem,50 to 64,Bachelors' degree,White,Female,Asian,Don't know,Abrams (D),Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Cobb,50 to 85 percent,Landline,1,0.6462,1.1657,0.9917,1.16,2018-10-31 23:04:46
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.9659,1.3572,0.7072,1.3427,2018-10-31 23:05:09
Rep,65 and older,High school,Unknown,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Cobb,85 percent or higher,Landline,1,0.97,1.5447,1.0909,1.5272,2018-10-31 23:11:13
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Dekalb,50 to 85 percent,Landline,1,0.7881,1.0749,0.6894,1.1078,2018-10-31 23:20:14
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cobb,85 percent or higher,Landline,1,0.97,1.1663,0.8059,1.1387,2018-10-31 23:25:38
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,Fulton,50 to 85 percent,Landline,1,0.5674,0.9319,1.2725,0.9941,2018-10-31 23:29:14
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,85 percent or higher,Landline,1,0.9466,1.033,0.8597,1.0256,2018-10-31 23:29:18
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Dekalb,85 percent or higher,Landline,1,0.97,1.0032,0.6653,0.9918,2018-10-31 23:32:09
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Kemp (R),Don't know,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Cobb,85 percent or higher,Cell,1,0.97,1.07,0.808,1.0525,2018-10-31 23:32:27
Rep,65 and older,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,[DO NOT READ] Don't know/Refused,White,Fulton,85 percent or higher,Landline,1,0.9057,0.9933,0.7837,0.9946,2018-10-31 23:41:54
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fulton,85 percent or higher,Landline,1,0.9152,0.879,0.6404,0.8784,2018-10-31 23:43:15
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,Postgraduate Degree,Black,Fulton,85 percent or higher,Cell,1,0.97,0.8803,0.7382,0.8703,2018-10-31 23:50:44
Und,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Lib./Don't know,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Dekalb,50 to 85 percent,Cell,1,0.6291,1.5861,1.1312,1.7183,2018-10-31 23:52:05
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.6873,0.4694,0.6761,2018-10-31 23:52:50
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.9014,1.003,0.6149,1.0053,2018-10-31 23:54:38
Dem,50 to 64,Some college or trade school,Black,Female,Black,Approve,Lib./Don't know,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Not very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Black,Cobb,85 percent or higher,Cell,0.5556,0.97,0.786,0.7484,0.7057,2018-10-31 23:56:53
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.9082,0.6344,0.8933,2018-10-31 23:57:47
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Dekalb,85 percent or higher,Cell,1,0.97,0.8163,0.6292,0.8071,2018-10-31 23:58:05
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Lib./Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Dekalb,85 percent or higher,Cell,1,0.9543,0.7734,0.4259,0.7616,2018-11-01 00:01:23
Dem,18 to 34,Bachelors' degree,Other,Female,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,Other Non-White,Fulton,50 to 85 percent,Cell,1,0.5559,2.1291,2.0175,2.2798,2018-11-01 00:13:01
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cobb,85 percent or higher,Landline,1,0.97,0.8935,0.7465,0.8724,2018-11-01 00:13:10
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Lib./Don't know,Don't know,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Dekalb,85 percent or higher,Cell,1,0.95,0.7591,0.4317,0.7532,2018-11-01 00:14:59
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.932,1.1613,0.7299,1.1461,2018-11-01 00:16:20
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,Less than 50 percent,Cell,1,0.4121,0.6789,1.1597,0.8147,2018-11-01 00:17:31
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.73,0.4793,0.7181,2018-11-01 00:19:20
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Kemp (R),Reps. keep House,Favorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Cobb,50 to 85 percent,Cell,0.8889,0.7301,1.0464,1.056,1.0496,2018-11-01 00:23:05
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,85 percent or higher,Cell,1,0.97,0.9045,0.6428,0.8942,2018-11-01 00:23:23
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.9627,0.5912,0.3905,0.5818,2018-11-01 00:24:17
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Fulton,Less than 50 percent,Cell,1,0.4619,1.6677,2.0544,1.7254,2018-11-01 00:35:33
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.7151,1.3603,1.1793,1.394,2018-11-01 00:37:39
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,0.8826,0.5963,0.8726,2018-11-01 00:40:57
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.8344,0.6694,0.5439,0.6816,2018-11-01 00:43:30
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Lib./Don't know,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.8683,0.6873,0.5244,0.6697,2018-11-01 00:43:39
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Cobb,50 to 85 percent,Cell,0.7778,0.6153,0.8702,0.9059,0.8163,2018-11-01 00:43:57
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cobb,50 to 85 percent,Cell,1,0.6991,1.7538,1.2988,1.8039,2018-11-01 00:44:15
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cobb,85 percent or higher,Cell,1,0.9689,1.4099,0.8621,1.387,2018-11-01 00:55:25
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.97,0.6279,0.3957,0.6208,2018-11-01 01:03:58
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,50 to 85 percent,Cell,1,0.8018,1.1404,0.8237,1.1479,2018-11-01 01:12:42
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.8174,0.9907,0.7255,0.9943,2018-11-01 01:25:10
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Abrams (D),Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Fulton,85 percent or higher,Landline,1,0.97,0.8276,0.5918,0.8182,2018-11-01 21:46:59
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Cobb,50 to 85 percent,Cell,1,0.8419,0.9761,0.8917,0.9921,2018-11-01 22:13:32
