response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9337,1.2642,0.9323,1.2734,2018-10-23 14:08:18
Und,18 to 34,Bachelors' degree,Asian,Male,Asian,Don't know,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,Nonwhite,18 to 34,4-year College Grad.,Asian,Los Angeles,Less than 50 percent,Cell,0,0.2437,1.1543,3.031,0.2655,2018-10-23 14:08:18
Und,35 to 49,Bachelors' degree,Asian,Female,Asian,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,35 to 49,4-year College Grad.,Asian,Orange,Less than 50 percent,Cell,0.8889,0.393,1.2469,2.1823,1.3899,2018-10-23 14:08:18
Und,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Don't know,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Hispanic,Orange,Less than 50 percent,Cell,1,0.3732,1.0618,1.6215,1.2449,2018-10-23 14:08:18
Dem,[DO NOT READ] Refused,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,Unknown,Los Angeles,50 to 85 percent,Cell,1,0.5249,1.0261,0.9677,1.1738,2018-10-23 14:08:27
Rep,50 to 64,Graduate or Professional Degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.9482,0.9821,0.5627,0.9792,2018-10-23 14:08:27
Dem,50 to 64,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Other Non-White,Orange,Less than 50 percent,Cell,1,0.1742,1.451,5.6787,2.2276,2018-10-23 14:08:27
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Orange,Less than 50 percent,Cell,1,0.3881,0.8917,1.4816,1.0369,2018-10-23 14:08:27
Dem,35 to 49,Graduate or Professional Degree,White,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Postgraduate Degree,White,Orange,Less than 50 percent,Cell,1,0.3488,0.8369,1.5838,0.9953,2018-10-23 14:08:36
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,Hispanic,Orange,85 percent or higher,Cell,1,0.9123,0.606,0.2551,0.6065,2018-10-23 14:08:36
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9104,0.941,0.7201,0.9422,2018-10-23 14:08:36
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.9681,0.6998,0.2719,0.6967,2018-10-23 14:08:36
Dem,18 to 34,Bachelors' degree,Other,Male,White,Don't know,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,4-year College Grad.,Other Non-White,San Bernardino,85 percent or higher,Cell,1,0.8558,1.0612,0.6349,1.0709,2018-10-23 14:08:36
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9212,0.9646,0.4179,0.9645,2018-10-23 14:08:36
Dem,65 and older,[DO NOT READ] Refused,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,[DO NOT READ] Don't know/Refused,White,Orange,85 percent or higher,Landline,1,0.9685,1.1075,1.1042,1.1025,2018-10-23 14:08:45
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,1,0.9687,1.2408,0.8011,1.2352,2018-10-23 14:08:45
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,Los Angeles,85 percent or higher,Cell,1,0.9599,1.094,0.6148,1.0897,2018-10-23 14:08:45
Rep,50 to 64,Bachelors' degree,Asian,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,50 to 64,4-year College Grad.,Asian,Orange,85 percent or higher,Cell,1,0.9564,1.4633,0.8661,1.4675,2018-10-23 14:08:45
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Los Angeles,Less than 50 percent,Cell,0.8889,0.2142,1.2862,5.2988,1.4187,2018-10-23 14:08:45
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,1,0.2343,0.758,1.7279,0.9849,2018-10-23 14:08:45
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9242,0.9836,0.5242,0.9831,2018-10-23 14:08:45
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,San Bernardino,85 percent or higher,Landline,1,0.9664,1.199,0.5442,1.1937,2018-10-23 14:08:45
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Orange,50 to 85 percent,Cell,1,0.5768,0.8832,1.1156,0.9506,2018-10-23 14:08:54
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,Nonwhite,35 to 49,4-year College Grad.,White,Orange,50 to 85 percent,Cell,0.7778,0.634,0.6906,0.4295,0.6552,2018-10-23 14:08:54
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Orange,Less than 50 percent,Cell,1,0.237,0.7909,1.5561,0.9171,2018-10-23 14:08:54
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Los Angeles,85 percent or higher,Landline,1,0.9129,1.507,1.1681,1.5084,2018-10-23 14:09:03
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.8856,0.6387,0.3653,0.6416,2018-10-23 14:09:03
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Unknown,Orange,50 to 85 percent,Cell,1,0.8364,0.9225,0.4985,0.9339,2018-10-23 14:09:12
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,50 to 85 percent,Cell,1,0.8026,1.2344,0.8117,1.2572,2018-10-23 14:09:12
Rep,35 to 49,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,35 to 49,No 4-year College Degree,White,San Bernardino,85 percent or higher,Cell,1,0.944,0.8634,0.3799,0.8611,2018-10-23 14:09:12
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Postgraduate Degree,Asian,Orange,85 percent or higher,Cell,1,0.9434,0.5845,0.2808,0.583,2018-10-23 14:09:12
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,White,Los Angeles,Less than 50 percent,Cell,1,0.3978,1.3402,2.2588,1.5506,2018-10-23 14:09:12
Dem,35 to 49,Bachelors' degree,Other,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,Other Non-White,San Bernardino,85 percent or higher,Landline,1,0.9447,1.3086,0.8007,1.3051,2018-10-23 14:09:12
Rep,50 to 64,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,No 4-year College Degree,White,Orange,50 to 85 percent,Cell,1,0.8211,1.303,1.0013,1.3226,2018-10-23 14:09:12
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,50 to 64,Postgraduate Degree,Unknown,Orange,85 percent or higher,Cell,1,0.8878,0.6953,0.3048,0.7074,2018-10-23 14:09:21
Rep,35 to 49,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,White,Orange,Less than 50 percent,Cell,1,0.4897,0.8745,0.9331,0.9087,2018-10-23 14:09:21
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,Postgraduate Degree,Hispanic,Orange,50 to 85 percent,Cell,1,0.8497,0.6359,0.3585,0.6423,2018-10-23 14:09:21
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Los Angeles,50 to 85 percent,Cell,1,0.7334,1.3108,1.1023,1.3537,2018-10-23 14:09:21
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,San Bernardino,85 percent or higher,Cell,1,0.9676,1.435,0.6263,1.4286,2018-10-23 14:09:21
Rep,18 to 34,High school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Orange,Less than 50 percent,Cell,1,0.4522,1.2034,2.5873,1.3566,2018-10-23 14:09:21
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9203,0.6795,0.3537,0.6695,2018-10-23 14:09:30
Rep,18 to 34,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Orange,50 to 85 percent,Cell,0.7778,0.8327,0.9766,0.9572,0.9327,2018-10-23 14:09:30
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Orange,50 to 85 percent,Cell,1,0.6532,1.2111,1.1616,1.051,2018-10-23 14:09:30
Rep,50 to 64,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,White,Los Angeles,85 percent or higher,Cell,1,0.9652,1.5895,1.2427,1.5696,2018-10-23 14:09:30
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Asian,Orange,85 percent or higher,Landline,1,0.9572,0.5845,0.2767,0.5861,2018-10-23 14:09:39
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Orange,85 percent or higher,Cell,1,0.9263,0.7145,0.334,0.714,2018-10-23 14:09:39
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,1,0.2736,1.4924,4.0697,1.8718,2018-10-23 14:09:39
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.9626,0.6998,0.2735,0.6969,2018-10-23 14:09:39
Rep,35 to 49,Bachelors' degree,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,Hispanic,San Bernardino,85 percent or higher,Cell,1,0.8581,0.7658,0.268,0.7725,2018-10-23 14:09:39
Dem,65 and older,High school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.8968,0.8147,0.3866,0.8171,2018-10-23 14:09:39
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,50 to 64,4-year College Grad.,Hispanic,Orange,85 percent or higher,Cell,1,0.9051,1.193,0.7072,1.1754,2018-10-23 14:09:39
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.964,0.6998,0.2731,0.691,2018-10-23 14:09:48
Rep,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,4-year College Grad.,Hispanic,Orange,50 to 85 percent,Cell,1,0.8422,0.8142,0.5295,0.8037,2018-10-23 14:09:48
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,Less than 50 percent,Cell,1,0.2445,1.1835,2.1767,1.365,2018-10-23 14:09:48
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Orange,85 percent or higher,Cell,1,0.8727,0.8063,0.4805,0.8115,2018-10-23 14:09:48
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.97,0.8834,0.3518,0.8728,2018-10-23 14:09:48
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Los Angeles,50 to 85 percent,Cell,1,0.8147,1.3826,1.1162,1.4049,2018-10-23 14:09:57
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Los Angeles,85 percent or higher,Landline,1,0.9606,1.3166,0.8935,1.2995,2018-10-23 14:09:57
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9528,0.941,0.6881,0.9378,2018-10-23 14:09:57
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,0.5556,0.97,1.1986,0.7978,1.1719,2018-10-23 14:10:06
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Hispanic,Orange,50 to 85 percent,Cell,1,0.778,1.1785,0.853,1.2059,2018-10-23 14:10:06
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Los Angeles,50 to 85 percent,Cell,1,0.5932,1.0683,0.7445,1.0853,2018-10-23 14:10:06
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,San Bernardino,85 percent or higher,Cell,1,0.8789,1.0179,0.6682,1.0236,2018-10-23 14:10:06
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Asian,San Bernardino,85 percent or higher,Cell,1,0.8873,1.3388,0.892,1.3446,2018-10-23 14:10:06
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Unknown,Orange,85 percent or higher,Cell,1,0.9627,0.6517,0.4283,0.649,2018-10-23 14:10:06
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,50 to 85 percent,Cell,1,0.7485,1.0064,0.6969,1.036,2018-10-23 14:10:06
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Not very likely,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Asian,San Bernardino,Less than 50 percent,Cell,0.1111,0.4372,1.6425,2.5028,0.6492,2018-10-23 14:10:15
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Orange,Less than 50 percent,Cell,0.8889,0.1013,1.024,3.8752,1.2732,2018-10-23 14:10:15
Dem,18 to 34,Some college or trade school,Unknown,Female,Black,Disapp.,Don't know,Unfavorable,Don't know,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Unknown,San Bernardino,Less than 50 percent,Cell,1,0.2537,1.3838,4.1533,1.7656,2018-10-23 14:10:15
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9649,0.6564,0.3833,0.6535,2018-10-23 14:10:15
Rep,65 and older,Some college or trade school,Hispanic,Female,Black,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.8889,1.1533,0.8056,1.173,2018-10-23 14:10:15
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.97,0.6998,0.2714,0.7001,2018-10-23 14:10:24
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Orange,85 percent or higher,Cell,1,0.9579,0.8771,0.4525,0.8794,2018-10-23 14:10:24
Rep,35 to 49,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,White,San Bernardino,Less than 50 percent,Cell,1,0.2561,1.0676,1.7581,1.4707,2018-10-23 14:10:24
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,San Bernardino,85 percent or higher,Landline,1,0.969,1.5148,0.7893,1.5079,2018-10-23 14:10:33
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Unknown,Orange,85 percent or higher,Cell,1,0.8858,0.5071,0.2591,0.5094,2018-10-23 14:10:33
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.8978,0.7268,0.4633,0.7161,2018-10-23 14:10:33
Dem,65 and older,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Postgraduate Degree,White,Orange,50 to 85 percent,Cell,1,0.7992,0.8955,0.5574,0.9126,2018-10-23 14:10:33
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.965,0.9836,0.5021,0.9794,2018-10-23 14:10:33
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9604,0.9836,0.5045,0.9797,2018-10-23 14:10:42
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Orange,50 to 85 percent,Cell,0,0.7094,0.8111,0.4603,0.6372,2018-10-23 14:10:42
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Not at all likely,Republican,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,0.2222,0.0619,0.7959,3.0564,0.21,2018-10-23 14:10:42
