response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Don't know,Don't know,support,Dems. take House,Favorable,Favorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9267,1.1567,0.7853,1.1765,2018-09-28 02:52:03
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9943,0.7306,0.4442,0.7404,2018-09-28 02:53:33
Dem,35 to 49,Bachelors' degree,White,Male,White,Don't know,Disapp.,Check,oppose,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,0,0.8548,0.8819,0.5749,0.4727,2018-09-28 02:53:42
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,1,0.9935,1.0251,0.8478,1.0388,2018-09-28 02:53:51
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.996,0.6954,0.4228,0.7049,2018-09-28 02:54:00
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9204,0.6037,0.3859,0.6145,2018-09-28 02:56:06
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9631,0.6084,0.4178,0.6167,2018-09-28 02:56:24
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9663,0.9558,0.6057,0.9608,2018-09-28 02:57:09
Und,35 to 49,High school,White,Male,White,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,0,0.9603,0.7803,0.6112,0.716,2018-09-28 02:59:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9517,0.6392,0.4435,0.6485,2018-09-28 03:00:36
Rep,35 to 49,High school,Hispanic,Male,Other,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,Non-White,Pima,50 to 85 percent,Landline,1,0.6868,1.3374,1.353,1.4212,2018-09-28 03:03:08
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.997,1.0043,0.6158,1.0168,2018-09-28 03:03:08
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,18 to 44,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9637,0.6205,0.3869,0.6289,2018-09-28 03:03:35
Dem,65 and older,Bachelors' degree,White,Male,White,support,Approve,Check,support,Don't know,Favorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.8078,1.2234,0.8831,1.2318,2018-09-28 03:07:29
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Cochise,Less than 50 percent,Cell,0.4444,0.2278,1.0837,4.0683,0.4025,2018-09-28 03:09:17
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9851,1.0376,0.6856,1.051,2018-09-28 03:11:14
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9801,0.6343,0.3802,0.6389,2018-09-28 03:12:08
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,Less than 50 percent,Cell,0.8889,0.4365,1.1685,1.8311,1.3022,2018-09-28 03:13:29
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,0.6667,0.7958,1.0982,0.9277,1.0853,2018-09-28 03:15:53
Dem,65 and older,High school,Unknown,Male,White,support,Approve,Support,oppose,Dems. take House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Pima,50 to 85 percent,Cell,1,0.7257,1.4509,1.4704,1.4718,2018-09-28 03:16:11
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Don't know,Unfavorable,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,Non-White,Pima,50 to 85 percent,Cell,0.8889,0.543,1.3303,1.6329,1.341,2018-09-28 03:17:36
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,Pima,85 percent or higher,Cell,1,0.948,0.6394,0.4278,0.6418,2018-09-28 03:18:03
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9936,1.0376,0.6798,1.0515,2018-09-28 03:18:57
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,1,0.9184,0.8199,0.6704,0.8347,2018-09-28 03:19:15
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,Non-White,Pima,50 to 85 percent,Cell,1,0.8087,1.4052,1.2054,1.4148,2018-09-28 03:21:03
Rep,35 to 49,Some college or trade school,White,Male,Asian,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,45 to 64,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,1,0.9363,0.8471,0.7234,0.8607,2018-09-28 03:21:30
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Check,support,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Cochise,85 percent or higher,Cell,1,0.9882,0.7816,0.5756,0.7917,2018-09-28 03:21:39
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,1,0.9422,0.9756,0.8522,0.9907,2018-09-28 03:21:48
Und,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,0,0.9924,1.1951,0.8068,1.0857,2018-09-28 03:21:48
Dem,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9947,0.6343,0.3746,0.6415,2018-09-28 03:22:33
Dem,65 and older,Some college or trade school,White,Female,Black,Don't know,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.8901,1.1567,0.8176,1.182,2018-09-28 03:23:36
Und,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,support,Approve,Support,support,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Not very likely,Independent (No party),Nonwhite,18 to 44,Postgraduate Degree,Non-White,Pima,50 to 85 percent,Cell,0.3333,0.8185,0.7936,0.5534,0.5511,2018-09-28 03:25:51
Und,18 to 34,High school,Hispanic,Female,Black,oppose,Disapp.,Don't know,support,Dems. take House,Unfavorable,Favorable,agree,18 to 29,High School Grad. or Less,Democratic,Female,Not at all likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,Non-White,Pima,Less than 50 percent,Cell,0.4444,0.4458,1.5222,2.2637,0.6718,2018-09-28 03:27:03
Rep,65 and older,Some college or trade school,Hispanic,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9455,1.4476,1.0169,1.4695,2018-09-28 03:33:18
Rep,50 to 64,High school,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9369,1.0902,0.7563,1.1076,2018-09-28 03:35:06
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9919,1.0673,0.6161,1.0813,2018-09-28 03:39:36
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Favorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9769,1.1567,0.745,1.1716,2018-09-28 03:41:33
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.8643,0.6886,0.4976,0.6912,2018-09-28 03:42:27
Dem,35 to 49,Some college or trade school,White,Male,Hispanic,oppose,Approve,Support,support,Reps. keep House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,0.6667,0.9389,0.7444,0.644,0.6977,2018-09-28 03:44:51
Dem,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,Less than 50 percent,Landline,0,0.2782,1.3114,4.1413,0.3177,2018-09-28 03:53:40
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9434,0.6954,0.4463,0.6978,2018-09-28 03:59:48
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9408,0.9574,0.6028,0.9723,2018-09-28 04:00:54
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9552,1.0043,0.6427,1.0086,2018-09-28 04:06:54
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,50 to 85 percent,Landline,1,0.6815,0.7699,0.7584,0.7852,2018-09-28 04:13:49
Und,65 and older,Some college or trade school,Other,Female,White,support,Don't know,Don't know,support,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Pima,85 percent or higher,Landline,0.4444,0.9529,1.3438,0.9903,1.2935,2018-09-28 04:17:16
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,45 to 64,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.5684,1.116,1.1107,1.1596,2018-09-28 04:18:02
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Non-White,Pima,50 to 85 percent,Landline,1,0.7627,0.8876,0.7759,0.9273,2018-09-28 04:21:02
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 44,Postgraduate Degree,Non-White,Pima,85 percent or higher,Landline,1,0.8565,0.6977,0.5132,0.7166,2018-09-28 04:21:20
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9938,0.6954,0.4237,0.7047,2018-09-28 04:22:32
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,Postgraduate Degree,Non-White,Pima,50 to 85 percent,Cell,1,0.802,0.8808,0.6513,0.9131,2018-09-28 04:26:35
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,50 to 85 percent,Landline,1,0.7468,0.8294,0.7051,0.8693,2018-09-28 04:29:35
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9889,1.1578,0.7107,1.1728,2018-09-28 22:33:51
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Support,support,Dems. take House,Favorable,Favorable,agree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,Postgraduate Degree,Unknown,Pima,50 to 85 percent,Cell,1,0.8107,0.729,0.5572,0.7546,2018-09-28 22:51:59
Dem,18 to 34,Some college or trade school,Hispanic,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,Non-White,Cochise,85 percent or higher,Cell,1,0.9705,0.8516,0.6297,0.8565,2018-09-28 22:57:05
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,support,Don't know,Check,oppose,Dems. take House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,Pima,85 percent or higher,Cell,1,0.9859,0.6133,0.4442,0.6212,2018-09-28 23:13:07
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Unfavorable,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9206,0.9823,0.6673,0.9998,2018-09-28 23:22:07
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.8567,1.0043,0.7166,1.0314,2018-09-28 23:29:19
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9942,0.9064,0.5188,0.9186,2018-09-28 23:37:59
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,Don't know,Dems. take House,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 44,4-year College Grad.,Non-White,Pima,50 to 85 percent,Cell,1,0.7523,1.1593,0.8329,1.2138,2018-09-28 23:39:38
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Cochise,50 to 85 percent,Cell,1,0.6313,0.9111,1.0029,0.9361,2018-09-28 23:41:35
Dem,65 and older,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Non-White,Pima,85 percent or higher,Landline,1,0.9986,1.2304,0.7006,1.2483,2018-09-28 23:51:26
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.8023,1.3259,1.0588,1.3745,2018-09-28 23:53:23
Dem,18 to 34,Some college or trade school,White,Female,Asian,support,Approve,Support,support,Reps. keep House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,Nonwhite,18 to 44,No 4-year College Degree,White,Pima,Less than 50 percent,Cell,0.6667,0.224,1.4333,4.5427,1.0501,2018-09-29 00:00:17
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9566,0.6343,0.3895,0.6371,2018-09-29 00:01:20
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.6191,1.1831,1.215,1.2798,2018-09-29 00:06:55
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9904,1.0902,0.7154,1.1045,2018-09-29 00:08:07
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,Less than 50 percent,Cell,1,0.4833,1.397,1.9435,1.4801,2018-09-29 00:09:28
Dem,18 to 34,High school,White,Female,Asian,support,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,agree,18 to 29,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),Nonwhite,18 to 44,No 4-year College Degree,White,Pima,Less than 50 percent,Cell,0.1111,0.0972,1.3306,6.6573,0.3149,2018-09-29 00:16:31
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Unknown,Cochise,85 percent or higher,Cell,1,0.8736,0.8539,0.8438,0.8747,2018-09-29 00:25:10
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,45 to 64,4-year College Grad.,Non-White,Pima,Less than 50 percent,Cell,1,0.2868,1.5329,3.5739,1.9366,2018-09-29 00:26:13
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9871,1.1567,0.7373,1.1667,2018-09-29 00:31:46
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Approve,Support,oppose,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Cochise,Less than 50 percent,Landline,1,0.2853,1.1474,3.8589,1.4513,2018-09-29 00:43:20
Dem,50 to 64,Some college or trade school,White,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9736,1.0043,0.6306,1.0104,2018-09-29 00:43:20
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,disagree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,Less than 50 percent,Landline,1,0.333,1.3642,2.9124,1.5234,2018-09-29 00:47:00
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9924,1.1656,0.8307,1.1811,2018-09-29 00:50:00
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,Support,oppose,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,Not at all likely,Republican,Nonwhite,18 to 44,No 4-year College Degree,Non-White,Pima,Less than 50 percent,Cell,0.4444,0.1178,1.5222,6.7284,0.5307,2018-09-29 00:54:57
