response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,High school,Hispanic,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,East,85 percent or higher,Cell,1,0.9425,1.2686,0.7588,1.258,2018-10-10 00:26:19
Rep,50 to 64,High school,Unknown,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,West,Less than 50 percent,Cell,1,0.3487,0.704,1.029,0.8324,2018-10-10 00:26:46
Dem,65 and older,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9488,1.027,0.6738,1.0069,2018-10-10 00:27:31
Rep,65 and older,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.9421,1.057,0.5964,1.0359,2018-10-10 00:27:49
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Don't know,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,West,50 to 85 percent,Cell,0.8889,0.7956,1.01,0.6408,1.0092,2018-10-10 00:28:07
Rep,65 and older,High school,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,50 to 85 percent,Landline,1,0.8475,1.0666,0.8082,1.0714,2018-10-10 00:29:28
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,50 to 85 percent,Landline,1,0.7929,1.0458,0.8498,1.0606,2018-10-10 00:29:37
Rep,65 and older,High school,Unknown,Female,White,Approve,Rep.,Favorable,Rep.,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,East,Less than 50 percent,Landline,1,0.3978,0.7403,1.2862,0.7864,2018-10-10 00:30:22
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.7789,0.9216,0.6961,0.9373,2018-10-10 00:30:49
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,Rep.,Favorable,Rep.,Unfavorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,East,50 to 85 percent,Cell,1,0.6286,1.0945,0.8908,1.1532,2018-10-10 00:30:58
Dem,18 to 34,Bachelors' degree,Unknown,Female,Hispanic,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Unknown,Eastern Cities,85 percent or higher,Landline,0.8889,0.9525,0.9983,0.6848,0.9727,2018-10-10 00:31:07
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Rep.,Favorable,Rep.,Don't know,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Eastern Cities,85 percent or higher,Landline,1,0.9688,0.7043,0.4569,0.6917,2018-10-10 00:31:43
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Rep.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9202,0.9873,0.6408,0.967,2018-10-10 00:31:52
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,1,0.8844,0.7743,0.4334,0.7734,2018-10-10 00:32:47
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,50 to 85 percent,Landline,1,0.6275,1.0458,1.0738,1.1022,2018-10-10 00:34:53
Dem,35 to 49,Bachelors' degree,White,Male,Other,Approve,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Nashville Area,Less than 50 percent,Cell,1,0.4625,0.8269,0.9262,0.8605,2018-10-10 00:36:32
Rep,18 to 34,High school,White,Female,White,Disapp.,Rep.,Favorable,Dem.,Favorable,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,East,50 to 85 percent,Cell,1,0.6861,1.2513,1.3004,1.2456,2018-10-10 00:39:23
Rep,35 to 49,High school,White,Male,White,Approve,Rep.,Don't know,Rep.,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,Less than 50 percent,Cell,0.8889,0.4395,0.7422,1.2355,0.6285,2018-10-10 00:41:11
Und,65 and older,Bachelors' degree,White,Male,White,Don't know,Lib./Don't know,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Nashville Area,85 percent or higher,Landline,1,0.9375,0.875,0.4033,0.8681,2018-10-10 00:42:05
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,West,85 percent or higher,Landline,1,0.8914,1.0567,0.7899,1.0544,2018-10-10 00:42:23
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.971,1.0878,0.8417,1.0763,2018-10-10 00:43:17
Und,35 to 49,Graduate or Professional Degree,Black,Male,Black,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Not at all likely,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Non-White,Nashville Area,50 to 85 percent,Cell,0,0.8277,0.9644,0.5994,0.4757,2018-10-10 00:43:53
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Favorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,West,50 to 85 percent,Cell,1,0.8355,0.6432,0.4478,0.6474,2018-10-10 00:44:38
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.9212,1.0878,0.8872,1.0812,2018-10-10 00:48:16
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Eastern Cities,50 to 85 percent,Cell,0.8889,0.5913,1.1745,1.2368,1.2189,2018-10-10 00:49:19
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9653,1.0938,0.5649,1.0737,2018-10-10 00:51:16
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Dem.,Unfavorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Landline,1,0.9493,0.8003,0.4473,0.7931,2018-10-10 00:52:01
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.8613,0.689,0.4725,0.6906,2018-10-10 00:52:37
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.8959,1.0137,0.6984,1.0108,2018-10-10 00:54:16
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.948,1.0137,0.66,1.0047,2018-10-10 00:55:01
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Nashville Area,Less than 50 percent,Landline,1,0.2907,0.9706,2.4914,1.0814,2018-10-10 00:55:55
Rep,65 and older,High school,White,Male,Other,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,East,50 to 85 percent,Landline,1,0.759,1.1586,0.8209,1.183,2018-10-10 00:58:46
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.9668,1.1391,0.9567,1.1273,2018-10-10 00:58:55
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Cell,1,0.9701,0.7435,0.3656,0.7357,2018-10-10 00:59:04
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,50 to 85 percent,Landline,1,0.5715,1.3498000000000001,1.5394,1.3689,2018-10-10 01:00:25
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.9025,1.0878,0.9056,1.0837,2018-10-10 01:02:37
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.961,1.0615,0.7369,1.0509,2018-10-10 01:02:37
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,White,Don't know,Dem.,Don't know,Dem.,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Non-White,West,Less than 50 percent,Landline,0.8889,0.3751,0.6995,1.0651,0.7133,2018-10-10 01:03:01
Dem,65 and older,Some college or trade school,Asian,Male,Asian,Approve,Lib./Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,[DO NOT READ] Refused,Nonwhite,65 and older,No 4-year College Degree,Non-White,East,85 percent or higher,Landline,0.4444,0.9365,1.2686,0.7636,1.1803,2018-10-10 01:04:25
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9536,0.9354,0.5974,0.9267,2018-10-10 01:06:10
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Eastern Cities,85 percent or higher,Landline,1,0.9449,0.7202,0.5301,0.7059,2018-10-10 01:09:13
Dem,65 and older,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9504,0.9541,0.6393,0.9454,2018-10-10 01:09:31
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Don't know,Rep.,Unfavorable,Rep.,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",40 to 64,[DO NOT READ] Don't know/Refused,White,Nashville Area,50 to 85 percent,Landline,0.6667,0.6941,0.8988,0.7805,0.7254,2018-10-10 01:09:40
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Landline,1,0.8868,0.8003,0.4788,0.7991,2018-10-10 01:13:40
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.9576,0.8345,0.3981,0.8264,2018-10-10 01:13:52
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.8489,1.0211,0.5906,1.0254,2018-10-10 01:16:43
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9663,1.0615,0.7328,1.0505,2018-10-10 01:16:43
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Rep.,Favorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.9519,0.7385,0.4061,0.7317,2018-10-10 01:19:40
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.9482,0.7242,0.3525,0.7099,2018-10-10 01:20:43
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Nashville Area,50 to 85 percent,Cell,1,0.5741,0.6924,0.6857,0.7414,2018-10-10 01:20:43
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,[DO NOT READ] Don't know/Refused,White,Eastern Cities,85 percent or higher,Landline,1,0.9763,1.0845,0.7389,1.0661,2018-10-10 01:24:19
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Rep.,Unfavorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Landline,1,0.9432,0.795,0.4313,0.7883,2018-10-10 01:25:01
Rep,35 to 49,Some college or trade school,Unknown,Female,Asian,Approve,Lib./Don't know,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Unknown,Nashville Area,Less than 50 percent,Landline,1,0.3956,0.9246,1.5247,1.0647,2018-10-10 01:25:13
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9463,0.6845,0.412,0.6785,2018-10-10 01:28:40
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Nashville Area,85 percent or higher,Landline,1,0.9712,0.8325,0.474,0.8237,2018-10-10 01:29:04
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Nashville Area,Less than 50 percent,Landline,1,0.116,1.0474,4.2082,1.6006,2018-10-10 01:31:04
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9609,0.6845,0.4057,0.6716,2018-10-10 01:31:40
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.8898,0.9795,0.7246,0.9595,2018-10-10 01:31:49
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.6785,1.2793,1.1072,1.2748,2018-10-10 01:37:04
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Lib./Don't know,Favorable,Don't know,Unfavorable,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,Less than 50 percent,Landline,0.7778,0.1159,1.2191,5.9938,1.3471,2018-10-10 01:38:25
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Lib./Don't know,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.7242,1.1856,1.1904,1.2196,2018-10-10 01:41:52
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,50 to 85 percent,Landline,1,0.776,0.8061,0.4384,0.8203,2018-10-10 01:41:52
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,50 to 85 percent,Cell,1,0.8498,1.0254,0.7435,1.0058,2018-10-10 20:37:25
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,1,0.6785,0.7276,0.5422,0.7566,2018-10-10 20:42:40
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Nashville Area,Less than 50 percent,Cell,1,0.4551,0.6002,0.7616,0.6718,2018-10-10 20:46:27
Dem,65 and older,Some college or trade school,Black,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Non-White,Nashville Area,85 percent or higher,Cell,0.8889,0.9157,1.1375,0.8091,1.1229,2018-10-10 20:50:30
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Rep.,Favorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.912,0.7193,0.3995,0.7158,2018-10-10 20:53:30
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Nashville Area,Less than 50 percent,Cell,1,0.352,1.0474,1.7935,1.2359,2018-10-10 20:54:24
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.962,1.0094,0.5161,0.9993,2018-10-10 20:57:33
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,West,50 to 85 percent,Cell,1,0.6931,0.8916,0.7029,0.9239,2018-10-10 21:07:44
Dem,50 to 64,High school,White,Female,White,Don't know,Dem.,Favorable,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.9403,0.9354,0.6059,0.9278,2018-10-10 21:14:02
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Lib./Don't know,Favorable,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,0.8889,0.4623,0.6849,1.0694,0.7384,2018-10-10 21:14:20
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Memphis,85 percent or higher,Cell,1,0.9195,1.5303,0.6911,1.5214,2018-10-10 21:15:59
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,West,50 to 85 percent,Cell,1,0.6905,1.0207,0.9098,1.0583,2018-10-10 21:21:35
Dem,18 to 34,High school,White,Male,White,Disapp.,Dem.,Favorable,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Nashville Area,Less than 50 percent,Cell,0.1111,0.3607,1.3123,2.6229,0.4815,2018-10-10 21:28:29
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9956,0.6667,0.369,0.66,2018-10-10 21:34:32
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,Non-White,Memphis,50 to 85 percent,Cell,1,0.6265,1.1668,0.7696,1.23,2018-10-10 21:39:02
Rep,65 and older,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.9473,1.057,0.5931,1.0477,2018-10-10 21:42:56
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Rep.,Favorable,Rep.,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,East,Less than 50 percent,Cell,1,0.0586,1.2242,7.5535,2.2103,2018-10-10 21:43:32
Rep,50 to 64,Grade school,White,Female,White,Approve,Lib./Don't know,Unfavorable,Rep.,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.7014,1.2457,1.1421,1.2882,2018-10-10 21:44:44
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9748,1.0295,0.5432,1.0185,2018-10-10 21:50:28
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dem.,Unfavorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Non-White,West,Less than 50 percent,Landline,0.6667,0.2807,1.3502,3.7115,0.9715,2018-10-10 21:51:13
