response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,4-year College Grad.,Hispanic,Irvine,50 to 85 percent,Cell,1,0.834,0.9181,0.6489,0.9062,2018-10-28 21:25:14
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,4-year College Grad.,Hispanic,Irvine,85 percent or higher,Cell,1,0.9636,1.1692,0.8289,1.1347,2018-10-28 21:38:08
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9243,0.9596,0.7058,0.9439,2018-10-28 21:41:35
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.6031,0.3096,0.5881,2018-10-28 21:43:59
Dem,18 to 34,[DO NOT READ] Refused,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,[DO NOT READ] Don't know/Refused,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",[DO NOT READ] Don't know/Refused,Unknown,Assembly Dist. 68,Less than 50 percent,Cell,1,0.1453,0.983,3.8926,1.5496,2018-10-28 21:44:26
Dem,65 and older,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,4-year College Grad.,White,Irvine,Less than 50 percent,Cell,1,0.4713,1.3733,1.8663,1.5717,2018-10-28 21:44:35
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Postgraduate Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,1,0.9618,0.5862,0.4073,0.5724,2018-10-28 21:46:46
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",4-year College Grad.,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,1,0.9644,1.0035,0.6799,0.9656,2018-10-28 21:52:46
Dem,65 and older,High school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,1,0.9463,0.7914,0.6492,0.775,2018-10-28 22:03:16
Dem,18 to 34,Some college or trade school,Unknown,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Already voted,Democrat,Nonwhite,No 4-year College Degree,Unknown,Assembly Dist. 68,Less than 50 percent,Cell,1,0.4715,0.9314,1.4247,1.0658,2018-10-28 22:08:40
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.5972,0.351,0.5793,2018-10-28 22:13:37
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9044,0.9081,0.6369,0.8868,2018-10-28 22:15:33
Und,65 and older,High school,White,Male,White,Don't know,Dems. take House,Unfavorable,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9574,1.0175,0.8145,0.9785,2018-10-28 22:28:54
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,Less than 50 percent,Landline,1,0.3974,0.7447,1.306,0.8399,2018-10-28 22:29:30
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Unfavorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Irvine,85 percent or higher,Cell,1,0.97,1.1057,0.5511,1.0727,2018-10-28 22:34:24
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,Unknown,Assembly Dist. 68,85 percent or higher,Landline,1,0.8977,0.9253,0.6179,0.9044,2018-10-28 23:51:19
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9105,1.0626,0.7433,1.0368,2018-10-28 23:54:01
Rep,50 to 64,Some college or trade school,Asian,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8639,1.2418,0.8352,1.2381,2018-10-28 23:58:49
Dem,18 to 34,Bachelors' degree,Other,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Already voted,Democrat,[DO NOT READ] Don't know/Refused,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.4241,1.4962,2.5518,1.7579,2018-10-29 00:01:44
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.5351,1.4922,1.6506,1.4949,2018-10-29 00:04:17
Und,65 and older,Graduate or Professional Degree,Other,Female,Other,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,Other Non-White,Irvine,85 percent or higher,Cell,1,0.8649,0.8155,0.3826,0.8009,2018-10-29 00:16:48
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7673,0.8847,0.773,0.8842,2018-10-29 00:21:09
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9362,1.3284,0.9067,1.276,2018-10-29 00:22:03
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,1.1969,0.9733,1.1611,2018-10-29 00:27:36
Rep,18 to 34,Bachelors' degree,Other,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Assembly Dist. 68,50 to 85 percent,Cell,0.5556,0.5084,1.0976,0.9512,0.7646,2018-10-29 00:29:42
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,1.1969,0.9733,1.1611,2018-10-29 00:32:35
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8933,0.666,0.466,0.6513,2018-10-29 00:42:47
Rep,50 to 64,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",[DO NOT READ] Don't know/Refused,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.4457,1.0941,1.6136,1.2056,2018-10-29 00:49:59
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9619,0.7712,0.4382,0.7485,2018-10-29 00:55:23
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,Hispanic,Irvine,85 percent or higher,Cell,1,0.97,1.0042,0.8929,0.9669,2018-10-29 01:07:24
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.9692,0.5933,0.9332,2018-10-29 01:07:33
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8442,1.4922,1.0462,1.4949,2018-10-29 01:09:12
Dem,35 to 49,Bachelors' degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6229,1.6225,1.6598,1.6786,2018-10-29 01:09:57
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.4397,1.2373,2.2249,1.3671,2018-10-29 01:15:50
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8633,1.0128,0.8158,0.9949,2018-10-29 01:15:50
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,Nonwhite,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9333,1.0277,0.7371,1.009,2018-10-29 01:19:08
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,4-year College Grad.,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.8581,0.6788,0.4623,0.6526,2018-10-29 01:38:35
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Irvine,Less than 50 percent,Cell,1,0.135,1.284,6.3954,1.8539,2018-10-29 01:39:29
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,1.091,0.587,1.0637,2018-10-29 01:42:20
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9209,0.4825,0.2884,0.4633,2018-10-29 01:44:44
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.4212,1.0339,1.1423,1.1522,2018-10-29 01:57:46
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8929,0.7062,0.5573,0.6994,2018-10-29 02:07:17
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9674,0.6726,0.3796,0.6562,2018-10-29 02:11:11
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",4-year College Grad.,Unknown,Assembly Dist. 68,85 percent or higher,Cell,1,0.9518,1.584,1.2615,1.5496,2018-10-29 02:11:20
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9309,0.6759,0.5027,0.6579,2018-10-29 02:20:08
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,Other Non-White,Assembly Dist. 68,50 to 85 percent,Landline,1,0.7211,1.0319,0.6661,1.0692,2018-10-29 02:26:17
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Postgraduate Degree,Other Non-White,Irvine,85 percent or higher,Cell,1,0.9356,0.9186,0.4934,0.9014,2018-10-29 02:29:35
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Postgraduate Degree,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.4805,1.0135,0.9948,1.1003,2018-10-29 02:30:16
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Irvine,50 to 85 percent,Cell,1,0.7904,1.1243,0.6414,1.1185,2018-10-29 02:30:47
Dem,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9128,0.6375,0.4289,0.6218,2018-10-29 02:31:10
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.9081,0.5938,0.881,2018-10-29 02:32:22
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.8911,1.14,0.7819,1.1295,2018-10-29 02:33:07
Dem,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),Nonwhite,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.863,0.7286,0.6181,0.7266,2018-10-29 02:34:19
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9075,1.1288,0.8704,1.1018,2018-10-29 02:35:04
Und,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Irvine,50 to 85 percent,Cell,1,0.7159,1.0017,0.7497,1.0122,2018-10-29 02:37:55
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.8087,1.2372,1.2416,1.1927,2018-10-29 02:39:34
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,1.1454,0.7954,1.0743,2018-10-29 02:40:01
Dem,[DO NOT READ] Refused,High school,Other,Male,[DO NOT READ] Don't know/Refused,Don't know,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,[DO NOT READ] Don't know/Refused,No 4-year College Degree,Other Non-White,Irvine,85 percent or higher,Landline,0.4444,0.9247,1.3235,0.7823,1.0954,2018-10-29 02:40:19
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9615,0.6373,0.3538,0.6131,2018-10-29 02:40:28
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.828,1.0825,1.1508,1.0422,2018-10-29 02:41:13
Rep,35 to 49,Some college or trade school,Hispanic,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8928,0.9452,0.8873,0.9362,2018-10-29 02:41:22
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,4-year College Grad.,Hispanic,Assembly Dist. 68,Less than 50 percent,Cell,1,0.4213,0.993,1.9612,1.1066,2018-10-29 02:42:16
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9639,1.0128,0.7307,0.9885,2018-10-29 02:44:22
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,High School Grad. or Less,Republican,Male,Already voted,or as a member of another political party,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9116,0.7337,0.4929,0.7237,2018-10-29 02:45:28
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,0.6395,0.3701,0.6236,2018-10-29 02:45:55
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9645,1.0128,0.7302,0.9884,2018-10-29 02:48:10
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9687,0.6437,0.3098,0.6245,2018-10-29 02:51:46
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9691,0.9629,0.7104,0.9342,2018-10-29 02:54:10
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.819,1.2023,0.7145,1.1898,2018-10-29 02:54:55
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9388,1.4318,0.797,1.3926,2018-10-29 02:57:19
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.8975,1.0626,0.754,1.0386,2018-10-30 01:16:28
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9459,1.0175,0.8244,0.9965,2018-10-30 01:17:13
Und,[DO NOT READ] Refused,Some college or trade school,Other,Female,Other,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,Nonwhite,No 4-year College Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Landline,1,0.8798,1.1752,0.9364,1.0547,2018-10-30 01:22:28
Rep,65 and older,High school,Asian,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Landline,0.7778,0.8562,1.0643,0.6941,1.0223,2018-10-30 01:24:43
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Don't know,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,4-year College Grad.,Other Non-White,Assembly Dist. 68,Less than 50 percent,Landline,1,0.4467,1.411,2.027,1.6365,2018-10-30 01:28:19
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Irvine,85 percent or higher,Landline,1,0.9483,1.3284,0.8951,1.2767,2018-10-30 01:44:15
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9661,0.9501,0.5919,0.9219,2018-10-30 01:44:57
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,Postgraduate Degree,Other Non-White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.1484,0.5166,1.5851,0.8094,2018-10-30 01:45:09
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9287,1.185,0.891,1.1645,2018-10-30 01:47:12
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9667,0.7108,0.4303,0.6934,2018-10-30 01:48:06
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.97,0.9534,0.8046,0.92490000000000006,2018-10-30 01:48:24
