response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Charlottesville,Less than 50 percent,Landline,1,0.4761,0.9283,1.0489,0.9863
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.7471,1.3311,1.046,1.3965
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,White,Don't know,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,South,85 percent or higher,Landline,1,0.9326,0.7202,0.4934,0.7327
Und,[DO NOT READ] Refused,High school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Charlottesville,Less than 50 percent,Landline,0.4444,0.409,1.2898,1.9849,1.0616
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Unfavorable,Don't know,30 to 44,Some College Educ.,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,0.4444,0.5041,0.8071,0.794,0.4538
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.6224,1.3103,1.0909,1.3494
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9513,0.9264,0.4244,0.931
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,Charlottesville,Less than 50 percent,Cell,1,0.2806,1.3284,3.2242,1.6879
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,White,Charlottesville,Less than 50 percent,Cell,1,0.3662,0.9283,1.3628,1.0228
Und,65 and older,High school,Unknown,Female,Black,Don't know,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,Unknown,South,50 to 85 percent,Landline,1,0.7038,1.0278,1.1113,1.0887
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,South,50 to 85 percent,Landline,1,0.7717,1.1352,0.8579,1.1848
Dem,65 and older,Grade school,White,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,White,South,50 to 85 percent,Landline,0.7778,0.6657,1.1214,0.9781,1.1452
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,North,85 percent or higher,Landline,1,0.921,1.036,0.468,1.0553
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Cell,0.8889,0.8526,1.0929,0.5759,1.1117
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,Black,South,Less than 50 percent,Landline,1,0.2874,1.2675,3.6331,1.602
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9478,1.3076,0.7956,1.3283
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.6507,0.9324,0.7641,0.9559
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,Unknown,North,50 to 85 percent,Landline,1,0.7471,0.8272,0.6882,0.838
Rep,65 and older,Grade school,Other,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",65 and older,Other Non-White,South,50 to 85 percent,Landline,0.1111,0.553,1.0055,1.1389,0.4523
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,North,50 to 85 percent,Landline,1,0.6728,1.4885,1.2405,1.5886
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Landline,1,0.8596,0.8614,0.3791,0.8851
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,South,Less than 50 percent,Landline,1,0.3263,0.7773,1.3773,0.9555
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,85 percent or higher,Landline,1,0.9253,1.3284,0.9373,1.3526
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Unknown,South,85 percent or higher,Landline,1,0.9492,0.7041,0.4919,0.7152
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,40 to 64,White,South,85 percent or higher,Landline,1,0.9203,0.9411,0.5043,0.9447
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.642,0.7945,0.5426,0.8547
Und,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Landline,1,0.5384,0.9324,0.923,1.0355
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Cell,1,0.9064,0.9264,0.4453,0.9455
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.8901,0.9264,0.4534,0.9476
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Landline,1,0.9582,0.732,0.304,0.736
Dem,18 to 34,High school,White,Female,White,Approve,Dems. take House,Favorable,Don't know,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,South,Less than 50 percent,Landline,0.6667,0.2937,1.5509,5.11,1.1459
Dem,50 to 64,Some college or trade school,Black,Female,Black,Don't know,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,Black,South,50 to 85 percent,Cell,1,0.7728,0.817,0.5273,0.8257
Und,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,85 percent or higher,Cell,1,0.9142,1.3284,0.9486,1.3334
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Cell,1,0.8071,1.1342,0.6783,1.1431
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Cell,1,0.9382,1.0702,0.5338,1.0882
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,White,North,Less than 50 percent,Landline,0.7778,0.4766,1.2405,1.6064,1.3142
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,North,85 percent or higher,Cell,1,0.95,1.1968,0.5631,1.2154
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Landline,1,0.8956,0.804,0.3947,0.8217
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,North,50 to 85 percent,Landline,1,0.5587,0.7252,0.5574,0.8327
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Landline,1,0.8797,0.8354,0.4553,0.8557
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Landline,1,0.8438,1.1392,0.8882,1.1735
Dem,65 and older,Grade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Not at all likely,Democrat,Nonwhite,65 and older,Black,South,50 to 85 percent,Landline,1,0.804,1.193,0.7845,0.9777
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 39,White,South,85 percent or higher,Cell,1,0.8962,1.2936,0.8796,1.322
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,85 percent or higher,Landline,1,0.9242,1.5346,1.1649,1.5627
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,White,Charlottesville,85 percent or higher,Cell,1,0.9254,0.983,0.4849,0.9869
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.802,0.8071,0.5001,0.8137
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Charlottesville,50 to 85 percent,Landline,1,0.8411,0.7404,0.3572,0.763
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,White,North,50 to 85 percent,Cell,1,0.8206,0.7504,0.3947,0.7556
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,North,85 percent or higher,Cell,1,0.9163,0.8787,0.4466,0.882
Und,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,Charlottesville,50 to 85 percent,Cell,1,0.5741,0.8206,0.5,0.9006
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,South,Less than 50 percent,Landline,0,0.2947,1.7917,6.324,0.5686
Und,65 and older,High school,Black,Female,Black,Don't know,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,40 to 64,Black,South,50 to 85 percent,Landline,1,0.7964,1.1532,0.9563,1.1979
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,South,85 percent or higher,Landline,1,0.8759,0.691,0.4054,0.7082
Rep,50 to 64,Graduate or Professional Degree,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Black,North,Less than 50 percent,Landline,1,0.3185,0.6142,1.0163,0.7589
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,50 to 85 percent,Cell,1,0.756,0.6664,0.3735,0.6745
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Landline,1,0.6882,0.9324,0.7226,0.9509
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 39,Black,South,Less than 50 percent,Landline,1,0.1737,1.285,5.8242,1.825
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Charlottesville,Less than 50 percent,Landline,0.7778,0.4265,1.2898,1.9034,1.2663
Und,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9347,1.0702,0.5358,0.9733
Dem,65 and older,High school,Black,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Black,South,85 percent or higher,Landline,1,0.8981,1.3754,0.9673,1.4052
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Black,South,85 percent or higher,Cell,0.2222,0.8959,1.3754,0.9696,1.2292
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,Less than 50 percent,Landline,1,0.4783,0.5488,0.5248,0.5828
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Landline,1,0.8429,1.3311,0.9274,1.3714
Rep,35 to 49,Some college or trade school,Other,Male,White,Don't know,Don't know,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,Other Non-White,South,85 percent or higher,Cell,1,0.8695,0.9749,0.6409,0.9793
Dem,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,White,Charlottesville,85 percent or higher,Cell,1,0.8818,0.9182,0.5916,0.9403
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,South,85 percent or higher,Landline,1,0.8966,0.6885,0.3502,0.7036
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,South,85 percent or higher,Landline,1,0.8934,0.6802,0.3458,0.6954
Und,65 and older,[DO NOT READ] Refused,Black,Female,Black,Approve,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,Black,South,50 to 85 percent,Landline,1,0.8191,0.8826,0.6626,0.913
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Charlottesville,50 to 85 percent,Landline,0.7778,0.7955,0.9226,0.4639,0.8952
Rep,18 to 34,Bachelors' degree,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 39,Black,South,50 to 85 percent,Cell,1,0.654,0.9833,0.7163,1.0545
Rep,65 and older,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,65 and older,White,North,85 percent or higher,Cell,1,0.9316,1.1968,0.5741,1.2016
Rep,50 to 64,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Other Non-White,South,85 percent or higher,Landline,1,0.9364,0.7017,0.3629,0.7136
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Charlottesville,50 to 85 percent,Landline,1,0.6299,0.6894,0.4843,0.7442
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.5508,0.9431,0.7582,1.0429
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Charlottesville,85 percent or higher,Landline,1,0.9498,0.7537,0.4405,0.7655
Und,18 to 34,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,White,South,Less than 50 percent,Cell,0.7778,0.3939,0.9241,1.2921,0.9121
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,White,North,85 percent or higher,Cell,1,0.9441,0.8926,0.4985,0.9142
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.7541,1.1342,0.7258,1.1881
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,North,50 to 85 percent,Cell,1,0.7025,0.8884,0.5298,0.9413
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.6823,0.8071,0.5873,0.8593
Rep,35 to 49,Grade school,White,Male,White,Don't know,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Cell,0.4444,0.2621,1.2521,3.9192,0.6026
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,Black,South,85 percent or higher,Landline,1,0.8972,0.6995,0.4023,0.7147
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,South,Less than 50 percent,Landline,1,0.3084,0.7376,1.3444,0.8343
Dem,18 to 34,Bachelors' degree,White,Female,White,Approve,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,White,North,Less than 50 percent,Landline,0.6667,0.1332,1.0334,3.6202,1.0489
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Female,Very likely,Independent (No party),Nonwhite,18 to 39,White,South,85 percent or higher,Landline,1,0.9002,1.1198,0.7055,1.1241
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,50 to 85 percent,Landline,1,0.7894,1.2954,1.0243,1.3475
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,South,Less than 50 percent,Landline,1,0.4507,0.8871,1.2187,1.0195
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Cell,0.8889,0.8584,0.9264,0.47,0.9417
Dem,50 to 64,High school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,White,North,Less than 50 percent,Landline,1,0.2055,1.4002,5.3406,1.6958
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,South,85 percent or higher,Landline,1,0.8887,0.6472,0.3648,0.6621
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Landline,1,0.8493,0.8071,0.4723,0.8114
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Landline,1,0.8842,1.0929,0.5554,1.1188
Und,65 and older,High school,Asian,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Other Non-White,South,Less than 50 percent,Landline,0,0.2804,0.9567,2.4814,0.2325
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Cell,1,0.9399,0.8354,0.4263,0.8492
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,Unknown,Charlottesville,85 percent or higher,Cell,1,0.9098,1.7239,1.5545,1.7304
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,Charlottesville,85 percent or higher,Cell,1,0.92,1.1356,0.6051,1.157
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,South,50 to 85 percent,Cell,1,0.599,1.3311,1.304,1.3764
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,South,50 to 85 percent,Cell,1,0.81,0.6816,0.3438,0.6868
