response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8415,1.0538,0.7218,1.0718,2018-09-21 01:44:15
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9303,1.3377,0.8491,1.3436,2018-09-21 01:49:34
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,35 to 49,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.8796,0.6728,0.3642,0.6802,2018-09-21 01:49:59
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,35 to 49,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.9552,0.7264,0.3519,0.7278,2018-09-21 01:50:53
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,support,Approve,Dems. take House,Don't know,Don't know,Support,Don't know,Support,disagree,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,San Diego,35 to 49,Postgraduate Degree,Other Non-White,50 to 85 percent,Cell,0.7778,0.517,0.935,1.0911,0.8969,2018-09-21 01:51:02
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,Orange,50 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8395,1.2738,0.8737,1.2646,2018-09-21 01:52:07
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.6691,1.0576,1.0046,1.1151,2018-09-21 01:52:23
Dem,35 to 49,Bachelors' degree,Other,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,Oppose,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,San Diego,35 to 49,4-year College Grad.,Other Non-White,Less than 50 percent,Cell,1,0.2464,2.2095,5.2194,2.5593,2018-09-21 01:54:40
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8618,0.7548,0.4829,0.7652,2018-09-21 01:56:44
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9839,0.5841,0.3413,0.5845,2018-09-21 01:57:20
Dem,35 to 49,Some college or trade school,Hispanic,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,San Diego,35 to 49,No 4-year College Degree,Hispanic,50 to 85 percent,Landline,1,0.782,1.5154,0.9133,1.558,2018-09-21 01:59:17
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9634,0.6053,0.4106,0.6061,2018-09-21 01:59:17
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9833,0.4832,0.2828,0.4835,2018-09-21 02:00:02
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Orange,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9454,0.6991,0.4195,0.7011,2018-09-21 02:01:14
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Orange,35 to 49,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9408,0.7548,0.4424,0.7483,2018-09-21 02:01:14
Rep,65 and older,Bachelors' degree,Hispanic,Male,White,support,Approve,Don't know,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,Hispanic,50 to 85 percent,Cell,1,0.7852,1.5994,1.0317,1.6433,2018-09-21 02:02:02
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9027,0.6777,0.4233,0.683,2018-09-21 02:05:11
Und,65 and older,Some college or trade school,White,Female,Hispanic,support,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,0,0.9282,1.2725,0.8038,1.1502,2018-09-21 02:06:05
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Support,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.5358,1.0837,2.8708,1.1889,2018-09-21 02:07:04
Und,50 to 64,Graduate or Professional Degree,White,Female,Black,Don't know,Disapp.,Don't know,Don't know,Unfavorable,Oppose,Oppose,Support,disagree,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),Nonwhite,San Diego,50 to 64,Postgraduate Degree,White,Less than 50 percent,Cell,0.7778,0.391,0.8152,1.3036,0.6513,2018-09-21 02:07:44
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Orange,35 to 49,4-year College Grad.,Unknown,85 percent or higher,Landline,1,0.9621,2.0684,1.6479,2.0714,2018-09-21 02:08:20
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Oppose,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9947,1.3377,0.7941,1.3394,2018-09-21 02:09:41
Dem,50 to 64,High school,White,Male,White,support,Approve,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8604,0.7226,1.1499,0.7327,2018-09-21 02:10:31
Dem,35 to 49,Bachelors' degree,White,Male,Asian,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Orange,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.9858,1.0929,0.5681,1.0935,2018-09-21 02:15:28
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,1,0.9308,0.6328,0.437,0.6355,2018-09-21 02:17:46
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,San Diego,18 to 34,4-year College Grad.,Hispanic,50 to 85 percent,Cell,0.8889,0.7778,0.9133,0.6567,0.893,2018-09-21 02:17:46
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9051,0.9427,0.5769,0.9498,2018-09-21 02:19:34
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,50 to 64,Postgraduate Degree,Hispanic,85 percent or higher,Cell,1,0.9968,0.4999,0.2265,0.5007,2018-09-21 02:19:34
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Orange,35 to 49,4-year College Grad.,White,Less than 50 percent,Landline,1,0.3314,2.5026,4.5596,3.0262,2018-09-21 02:19:41
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,50 to 85 percent,Cell,1,0.5626,1.3695,1.3776,1.4889,2018-09-21 02:21:49
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Don't know,Don't know,Dems. take House,Favorable,Don't know,Support,Oppose,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,San Diego,35 to 49,Postgraduate Degree,Other Non-White,Less than 50 percent,Cell,0.7778,0.4874,1.2641,1.6009,1.3182,2018-09-21 02:21:49
Rep,50 to 64,Graduate or Professional Degree,White,Female,Asian,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Don't know,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9406,0.7082,0.4564,0.7105,2018-09-21 02:21:58
Und,50 to 64,Some college or trade school,White,Male,White,support,Don't know,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.5555,1.2185,1.2841,1.254,2018-09-21 02:22:34
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Favorable,Don't know,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,San Diego,18 to 34,4-year College Grad.,Hispanic,50 to 85 percent,Cell,0.7778,0.8087,1.0269,0.7588,0.9844,2018-09-21 02:22:52
Dem,50 to 64,Some college or trade school,Hispanic,Male,Asian,oppose,Don't know,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,San Diego,50 to 64,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,1,0.4204,1.0818,1.2277,1.1534,2018-09-21 02:25:52
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9849,1.1897,0.6675,1.1904,2018-09-21 02:26:17
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Oppose,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9839,0.924,0.5966,0.9245,2018-09-21 02:26:19
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2207,1.4267,3.7529,1.89,2018-09-21 02:26:37
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,50 to 85 percent,Cell,1,0.687,1.5312,1.3167,1.6073,2018-09-21 02:26:46
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Orange,50 to 64,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9476,0.8144,0.6817,0.8076,2018-09-21 02:27:49
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.8167,0.732,0.569,0.7477,2018-09-21 02:31:07
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,Other Non-White,85 percent or higher,Cell,1,0.9826,0.5568,0.3052,0.5571,2018-09-21 02:31:23
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.975,1.0253,0.5925,1.0261,2018-09-21 02:32:53
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Favorable,Oppose,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,1,0.9244,0.6328,0.44,0.636,2018-09-21 02:32:53
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Landline,1,0.987,0.884,0.763,0.8846,2018-09-21 02:33:38
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,50 to 85 percent,Cell,1,0.6833,1.0657,1.1276,1.1197,2018-09-21 02:34:37
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,or as a member of another political party,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,50 to 85 percent,Cell,0.6667,0.6518,0.8828,0.9652,0.7096,2018-09-21 02:35:08
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Support,Support,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Orange,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.9701,1.4835,0.8494,1.4849,2018-09-21 02:35:13
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9619,1.0253,0.6006,1.0268,2018-09-21 02:35:53
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9695,0.8723,0.4823,0.8731,2018-09-21 02:39:29
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9845,0.9808,0.5706,0.9768,2018-09-21 02:39:29
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Oppose,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9589,1.5448,0.981,1.5474,2018-09-21 02:39:47
Rep,50 to 64,Bachelors' degree,White,Male,White,oppose,Approve,Dems. take House,Don't know,Favorable,Support,Oppose,Support,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9306,0.8409,0.4716,0.8333,2018-09-21 02:40:10
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,support,Disapp.,Dems. take House,Unfavorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,San Diego,18 to 34,No 4-year College Degree,Hispanic,Less than 50 percent,Cell,0.4444,0.1099,0.9063,3.5641,0.5347,2018-09-21 02:40:55
Dem,50 to 64,Bachelors' degree,Other,Male,Other,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,San Diego,50 to 64,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.8781,0.9013,0.5363,0.9115,2018-09-21 02:40:55
Dem,[DO NOT READ] Refused,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Don't know,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.993,1.138,1.6683,1.1392,2018-09-21 02:40:59
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,Nonwhite,San Diego,65 and older,4-year College Grad.,Hispanic,85 percent or higher,Cell,1,0.943,0.9443,0.4404,0.9472,2018-09-21 02:46:28
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Approve,Don't know,Don't know,Don't know,Don't know,Support,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,1,0.6728,0.6029,0.5478,0.6351,2018-09-21 02:49:47
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Orange,50 to 64,4-year College Grad.,Other Non-White,Less than 50 percent,Cell,1,0.2344,1.5226,3.6325,1.9892,2018-09-21 02:50:50
Rep,18 to 34,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Approve,Don't know,Unfavorable,Don't know,Oppose,Support,Support,agree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,San Diego,18 to 34,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7614,0.8828,0.8264,0.8815,2018-09-21 02:51:08
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9385,0.8446,0.4882,0.8475,2018-09-21 02:52:11
Und,65 and older,Some college or trade school,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,Unknown,85 percent or higher,Cell,1,0.9529,1.478,1.2665,1.4662,2018-09-21 02:52:11
Rep,18 to 34,High school,White,Male,Hispanic,Don't know,Disapp.,Reps. keep House,Favorable,Favorable,Support,Oppose,Support,disagree,18 to 29,High School Grad. or Less,Republican,Male,Somewhat likely,[DO NOT READ] Refused,Nonwhite,San Diego,18 to 34,No 4-year College Degree,White,85 percent or higher,Cell,0.5556,0.9398,0.8217,1.6045,0.7488,2018-09-21 02:52:29
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8129,1.5967,1.2527,1.5877,2018-09-21 02:52:47
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8695,0.9808,0.6461,0.9932,2018-09-21 02:53:23
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,50 to 85 percent,Cell,0.8889,0.8371,0.7866,0.602,0.791,2018-09-21 02:53:23
Dem,50 to 64,High school,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9543,0.8723,1.2696,0.8653,2018-09-21 02:56:05
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Unfavorable,Don't know,Don't know,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,Orange,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8523,0.4811,0.3125,0.4773,2018-09-21 02:56:23
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9499,0.8172,0.785,0.8191,2018-09-21 02:58:20
Dem,18 to 34,Some college or trade school,Hispanic,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Not very likely,Democrat,"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,Hispanic,85 percent or higher,Cell,0.6667,0.9486,0.58,0.3226,0.5206,2018-09-21 02:58:56
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.0799,0.9458,4.6071,1.6017,2018-09-21 02:59:32
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7664,1.0657,1.0053,1.0991,2018-09-21 02:59:50
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,Unknown,50 to 85 percent,Cell,0.8889,0.5854,1.2309,2.0678,1.2941,2018-09-21 03:00:44
