response,ager,educ,file_race,gender,race_eth,approve,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,disagree,disagree,Don't know,Don't know,Don't know,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Chesterfield,35 to 49,White,Less than 50 percent,Cell,1,0.3673,1.1013,1.532,1.3261,2018-09-10 23:16:20
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Rest,18 to 34,Black,50 to 85 percent,Cell,1,0.545,1.3776,1.686,1.4463,2018-09-10 23:18:35
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,50 to 64,White,85 percent or higher,Landline,1,0.9011,0.8926,0.3883,0.9159,2018-09-10 23:24:35
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,35 to 49,White,85 percent or higher,Cell,1,0.9088,0.7283,0.3366,0.7465,2018-09-10 23:25:56
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9751,0.876,0.3359,0.8923,2018-09-10 23:28:29
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.8614,0.713,0.3739,0.7358,2018-09-10 23:27:26
Rep,18 to 34,Bachelors' degree,Asian,Male,Asian,Approve,disagree,disagree,agree,Reps. keep House,Don't know,Don't know,Support,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,or as a member of another political party,Nonwhite,Chesterfield,18 to 34,Other Non-White,Less than 50 percent,Cell,0.4444,0.3677,2.4034,5.993,1.5382,2018-09-10 23:27:53
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9262,0.6187,0.3121,0.624,2018-09-10 23:30:17
Und,35 to 49,Graduate or Professional Degree,Other,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,35 to 49,Other Non-White,Less than 50 percent,Cell,1,0.4974,1.0775,1.9359,1.2204,2018-09-10 23:16:02
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,Henrico,65 and older,Other Non-White,Less than 50 percent,Landline,0.6667,0.4403,2.4093,5.5607,1.8461,2018-09-10 23:35:06
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,Don't know,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Landline,1,0.9569,0.7404,0.4181,0.7478,2018-09-10 23:34:57
Dem,65 and older,Graduate or Professional Degree,Black,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Henrico,65 and older,Black,85 percent or higher,Landline,1,0.9644,0.4791,0.2411,0.4843,2018-09-10 23:34:39
Und,35 to 49,Bachelors' degree,White,Female,White,Approve,agree,disagree,disagree,Don't know,Don't know,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",Rest,35 to 49,White,50 to 85 percent,Cell,0.6667,0.556,0.6911,0.4935,0.6453,2018-09-10 23:42:09
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Landline,1,0.8798,0.4939,0.2424,0.5083,2018-09-10 23:44:51
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,65 and older,White,50 to 85 percent,Landline,1,0.79990000000000006,1.0523,0.5033,1.0974,2018-09-10 23:34:57
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,35 to 49,White,85 percent or higher,Landline,1,0.8763,0.5438,0.3691,0.56,2018-09-10 23:31:03
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Don't know,Oppose,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Cell,0.8889,0.9445,0.4219,0.1753,0.4227,2018-09-10 23:59:15
Rep,35 to 49,High school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,35 to 49,White,85 percent or higher,Cell,1,0.9657,1.7405,1.616,1.7737,2018-09-10 23:59:33
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Black,Disapp.,agree,agree,agree,Dems. take House,Don't know,Don't know,Oppose,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Rest,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.8913,0.6763,0.5959,0.6948,2018-09-10 23:59:33
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",Rest,50 to 64,White,50 to 85 percent,Landline,0.6667,0.7603,1.7494,1.2743,1.4933,2018-09-10 23:48:45
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,agree,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,Support,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9684,0.6519,0.2942,0.6642,2018-09-10 23:50:06
Rep,65 and older,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9778,0.8318,0.4257,0.8421,2018-09-10 23:54:18
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Henrico,35 to 49,Black,85 percent or higher,Cell,1,0.9524,0.737,0.472,0.7519,2018-09-10 23:48:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,agree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9602,0.4835,0.2338,0.4929,2018-09-10 23:48:54
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,35 to 49,White,50 to 85 percent,Cell,1,0.6438,1.0864,0.8762,1.1736,2018-09-10 23:58:30
Rep,65 and older,Grade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Cell,1,0.9506,1.7156,1.3676,1.7504,2018-09-10 23:49:03
Und,[DO NOT READ] Refused,High school,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Chesterfield,50 to 64,White,50 to 85 percent,Cell,0,0.6635,2.1029,2.0447,0.8071,2018-09-10 23:56:24
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Support,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,50 to 85 percent,Landline,0.6667,0.5251,1.1205,1.115,0.8794,2018-09-10 23:49:39
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Landline,1,0.9384,0.5777,0.2167,0.5901,2018-09-10 23:54:27
Dem,50 to 64,Graduate or Professional Degree,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,disagree,agree,Don't know,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Chesterfield,50 to 64,Black,85 percent or higher,Landline,1,0.9147,0.7524,0.5303,0.7707,2018-09-10 23:58:57
Dem,50 to 64,Graduate or Professional Degree,Black,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Chesterfield,50 to 64,Black,85 percent or higher,Landline,1,0.9196,0.7524,0.5274,0.7588,2018-09-11 00:00:47
Rep,65 and older,High school,Unknown,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,Unknown,85 percent or higher,Landline,1,0.8664,1.5686,1.6498,1.6175,2018-09-11 00:10:59
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,agree,Don't know,disagree,Reps. keep House,Favorable,Unfavorable,Oppose,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,Henrico,65 and older,White,85 percent or higher,Landline,1,0.9363,0.7302,0.4002,0.746,2018-09-11 00:05:08
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,agree,Don't know,agree,Reps. keep House,Don't know,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Cell,0.6667,0.9364,0.7645,0.3957,0.7507,2018-09-11 00:03:20
Und,50 to 64,Bachelors' degree,Other,Male,White,Approve,disagree,disagree,disagree,Reps. keep House,Favorable,Don't know,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,Other Non-White,85 percent or higher,Cell,0,0.9697,0.6938,0.4078,0.6665,2018-09-11 00:03:02
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,disagree,agree,Don't know,Reps. keep House,Don't know,Unfavorable,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,Rest,50 to 64,White,85 percent or higher,Landline,1,0.8801,0.7872,0.4326,0.8101,2018-09-11 00:04:05
Rep,65 and older,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9859,0.9433,0.388,0.9608,2018-09-11 00:09:56
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Landline,1,0.9267,1.0343,0.6167,1.0578,2018-09-11 00:02:26
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,50 to 64,White,85 percent or higher,Landline,1,0.8512,1.274,0.9449,1.3169,2018-09-11 00:06:29
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.8982,0.6071,0.3013,0.6232,2018-09-11 00:14:08
Und,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Support,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Chesterfield,35 to 49,Black,Less than 50 percent,Cell,1,0.2813,1.7317,4.1555,1.9971,2018-09-11 00:23:27
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,45 to 64,Postgraduate Degree,Other,Male,Very likely,Democrat,Nonwhite,Henrico,50 to 64,White,50 to 85 percent,Cell,1,0.5934,0.9771,0.5809,1.0161,2018-09-11 00:17:45
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Henrico,50 to 64,White,85 percent or higher,Landline,1,0.9686,0.7725,0.3679,0.781,2018-09-11 00:22:33
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,agree,agree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Chesterfield,50 to 64,White,85 percent or higher,Landline,0.5556,0.9483,0.7256,0.3965,0.6788,2018-09-11 00:25:15
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Disapp.,disagree,agree,agree,Reps. keep House,Don't know,Favorable,Oppose,30 to 44,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",Henrico,18 to 34,White,50 to 85 percent,Cell,0.7778,0.5065,2.1845,2.348,2.3078,2018-09-11 00:28:51
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,agree,agree,agree,Dems. take House,Don't know,Don't know,Oppose,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rest,18 to 34,White,50 to 85 percent,Cell,0.8889,0.5197,1.1511,1.2776,1.171,2018-09-11 00:23:45
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9518,0.6079,0.2602,0.6202,2018-09-11 00:15:39
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,agree,agree,agree,Don't know,Don't know,Unfavorable,Support,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Henrico,50 to 64,White,85 percent or higher,Landline,0.8889,0.975,0.876,0.3359,0.8828,2018-09-11 00:36:33
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Rest,35 to 49,White,85 percent or higher,Cell,0.7778,0.8613,0.9853,0.5479,0.966,2018-09-11 00:36:42
Dem,65 and older,Graduate or Professional Degree,Black,Male,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,Black,50 to 85 percent,Cell,1,0.7517,0.7603,0.3658,0.8006,2018-09-11 00:38:57
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,disagree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,50 to 64,White,50 to 85 percent,Cell,1,0.5691,1.9267,1.5226,2.1278,2018-09-11 00:42:33
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,35 to 49,White,50 to 85 percent,Cell,1,0.8228,0.6371,0.3293,0.6617,2018-09-11 00:36:24
Rep,18 to 34,Graduate or Professional Degree,White,Female,Asian,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Not at all likely,Republican,Nonwhite,Chesterfield,18 to 34,White,85 percent or higher,Cell,0.1111,0.9206,0.9767,0.8038,0.663,2018-09-11 00:33:15
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Landline,1,0.9523,0.4606,0.1947,0.4699,2018-09-11 00:31:18
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,35 to 49,Black,85 percent or higher,Cell,1,0.8658,0.6321,0.5032,0.6519,2018-09-11 00:45:06
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,disagree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",Chesterfield,35 to 49,White,50 to 85 percent,Landline,0.7778,0.8165,1.0864,0.6909,0.9809,2018-09-11 00:36:15
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.9348,0.7512,0.3396,0.7677,2018-09-11 00:46:01
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,agree,agree,agree,Dems. take House,Favorable,Favorable,Support,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,Chesterfield,65 and older,Black,Less than 50 percent,Landline,0.8889,0.4555,1.5052,2.3263,1.5491,2018-09-11 00:34:09
Und,50 to 64,High school,White,Female,Black,Don't know,Don't know,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,Nonwhite,Rest,50 to 64,White,50 to 85 percent,Cell,1,0.55,3.0901,5.8259,2.8575,2018-09-11 00:54:52
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Approve,agree,agree,agree,Dems. take House,Favorable,Don't know,Support,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Chesterfield,35 to 49,Black,Less than 50 percent,Cell,1,0.4029,1.3179,1.9327,1.4389,2018-09-11 00:58:55
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,agree,disagree,disagree,Don't know,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Chesterfield,50 to 64,White,Less than 50 percent,Cell,1,0.4594,1.3109,1.3637,1.4059,2018-09-11 00:53:58
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Landline,1,0.9428,0.4853,0.1938,0.4955,2018-09-11 00:57:25
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,18 to 34,White,85 percent or higher,Landline,1,0.9258,1.1389,0.8247,1.1649,2018-09-11 00:59:04
Dem,35 to 49,Graduate or Professional Degree,Black,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Rest,65 and older,Black,50 to 85 percent,Cell,1,0.8194,1.2966,0.6988,1.3475,2018-09-11 00:49:10
Rep,65 and older,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9488,0.8318,0.4387,0.8488,2018-09-11 00:52:19
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Landline,1,0.9849,0.6667,0.2215,0.679,2018-09-11 00:53:58
Rep,65 and older,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.8729,0.8318,0.4769,0.8394,2018-09-11 00:47:40
Und,65 and older,Bachelors' degree,Black,Male,[DO NOT READ] Don't know/Refused,Approve,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Chesterfield,65 and older,Black,50 to 85 percent,Landline,1,0.7642,0.8522,0.3757,0.895,2018-09-11 00:50:58
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,agree,agree,Don't know,Reps. keep House,Favorable,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9447,0.6331,0.2935,0.6463,2018-09-11 00:59:49
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,agree,agree,agree,Reps. keep House,Don't know,Favorable,Support,18 to 29,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Chesterfield,18 to 34,White,Less than 50 percent,Cell,0.8889,0.2361,1.4892,4.0977,1.8702,2018-09-11 01:02:38
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,Don't know,Dems. take House,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,18 to 34,White,50 to 85 percent,Landline,1,0.7243,0.8598,0.5716,0.9107,2018-09-11 01:13:35
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.9444,0.6667,0.231,0.6806,2018-09-11 01:04:08
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,45 to 64,Some College Educ.,Other,Male,Not very likely,Republican,"White, No 4-Year College Degree",Chesterfield,50 to 64,White,Less than 50 percent,Landline,0.1111,0.4909,1.7224,1.9158,0.7326,2018-09-11 01:08:02
Dem,[DO NOT READ] Refused,Bachelors' degree,Black,Male,White,Don't know,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,Black,85 percent or higher,Landline,1,0.8822,1.4317,0.8677,1.4729,2018-09-11 01:05:31
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9816,0.6221,0.242,0.6336,2018-09-11 01:11:29
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,50 to 64,Unknown,85 percent or higher,Landline,1,0.8945,0.8161,0.4301,0.8382,2018-09-11 01:03:41
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Rest,50 to 64,White,50 to 85 percent,Landline,1,0.7445,0.8854,0.3826,0.9337,2018-09-11 01:08:31
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Support,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,18 to 34,White,50 to 85 percent,Cell,1,0.7895,1.178,0.8067,1.231,2018-09-11 01:03:05
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Chesterfield,50 to 64,White,85 percent or higher,Landline,1,0.964,0.7256,0.39,0.7333,2018-09-11 01:04:26
