response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,oppose,agree,Dems. take House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,White,85 percent or higher,Landline,0.7778,0.9704,1.0481,0.4395,1.0606
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,no,agree,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Landline,1,0.8596,1.3026,0.4761,1.359
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.8998,1.4727,0.9144,1.5274
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,Less than 50 percent,Cell,1,0.0493,0.6388,2.2747,1.2508
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.9126,1.4727,0.9015,1.5009
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,Madison,Black,Less than 50 percent,Cell,1,0.2942,1.6656,4.6332,1.9273
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,yes,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9635,0.7699,0.247,0.793
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,support,agree,Dems. take House,Don't know,Favorable,agree,no,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Madison,Black,85 percent or higher,Landline,1,0.8702,0.6174,0.4256,0.643
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,Unknown,85 percent or higher,Landline,1,0.9761,0.7582,0.2984,0.7805
Rep,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,disagree,no,disagree,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,White,50 to 85 percent,Landline,1,0.6693,1.6125,1.486,1.7489
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,Unknown,85 percent or higher,Landline,1,0.9708,0.5521,0.1724,0.5643
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.939,0.947,0.4504,0.9775
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9785,0.411,0.163,0.423
Dem,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,agree,Dems. take House,Don't know,Don't know,Don't know,no,agree,agree,30 to 44,Some College Educ.,Republican,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,0.4444,0.5219,1.022,0.6564,0.4901
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Landline,1,0.9881,0.6954,0.2776,0.7158
Und,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Favorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Madison,White,85 percent or higher,Landline,1,0.9524,0.8415,0.4954,0.8587
Rep,65 and older,High school,White,Male,White,Disapp.,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,0.8889,0.9675,0.8845,0.4103,0.8992
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,Unknown,50 to 85 percent,Cell,1,0.7225,0.6146,0.1848,0.6582
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.956,0.6195,0.2595,0.6384
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Don't know,agree,yes,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.9832,1.4727,0.8368,1.5158
Und,65 and older,High school,White,Female,Other,Disapp.,oppose,disagree,Don't know,Don't know,Don't know,agree,yes,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Not very likely,Independent (No party),Nonwhite,Nonwhite,Rest,White,Less than 50 percent,Landline,0.2222,0.2051,0.9768,3.8613,0.3694
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,agree,30 to 44,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Landline,1,0.7868,0.9394,0.4927,0.9628
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,disagree,no,agree,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Landline,1,0.7727,0.7699,0.2877,0.8158
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,agree,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,0.8889,0.7946,0.9394,0.4878,0.9447
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,White,Less than 50 percent,Landline,0.8889,0.2607,1.4386,3.1318,1.7904
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,White,Less than 50 percent,Landline,1,0.4253,0.6761,1.0041,0.7404
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,agree,Reps. keep House,Don't know,Favorable,Don't know,no,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Landline,1,0.7902,0.7901,0.3574,0.8343
Rep,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.9781,1.4115,1.0029,1.453
Dem,65 and older,Grade school,White,Male,White,Approve,support,agree,Reps. keep House,Favorable,Unfavorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Madison,White,50 to 85 percent,Cell,1,0.5661,2.0969,2.2669,2.3426
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,Don't know,no,agree,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Landline,1,0.8334,1.022,0.4111,1.0708
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,White,50 to 85 percent,Cell,1,0.7429,1.3722,0.6873,1.4629
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9645,0.8482,0.3905,0.8663
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9572,0.5316,0.2022,0.5479
Rep,65 and older,Bachelors' degree,White,Female,Black,Don't know,support,agree,Reps. keep House,Unfavorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,St. Clair,White,85 percent or higher,Landline,1,0.9552,0.9256,0.3995,0.954
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Cell,1,0.8819,0.6283,0.3084,0.6532
Dem,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,yes,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,Black,50 to 85 percent,Cell,1,0.8447,1.7875,0.9531,1.8249
Rep,65 and older,High school,White,Female,White,Don't know,support,agree,Reps. keep House,Favorable,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.9717,1.4115,1.0096,1.4429
Rep,65 and older,Grade school,White,Female,White,Approve,support,agree,Don't know,Favorable,Unfavorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,White,50 to 85 percent,Landline,1,0.6662,2.1755,2.2389,2.3613
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9718,0.9228,0.3426,0.9501
Und,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Favorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,Less than 50 percent,Cell,0.6667,0.2343,0.9792,2.2416,1.0978
Dem,65 and older,Grade school,White,Male,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Landline,1,0.7296,1.0104,0.5515,1.0803
Dem,65 and older,High school,Black,Female,Black,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,Black,50 to 85 percent,Landline,1,0.8018,1.5747,1.3547,1.6592
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,0,0.9689,0.8482,0.3887,0.8225
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Republican,Nonwhite,Nonwhite,St. Clair,Black,50 to 85 percent,Cell,1,0.7917,1.6204,1.4495,1.6601
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,1,0.8105,0.6249,0.2776,0.6574
Dem,65 and older,Some college or trade school,Black,Female,Other,Approve,support,agree,Dems. take House,Favorable,Don't know,agree,Don't know,agree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Rest,Black,50 to 85 percent,Landline,1,0.6654,0.7092,0.5244,0.7367
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.8651,0.555,0.3526,0.5785
Dem,18 to 34,Grade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Cell,1,0.897,1.5126,1.8131,1.5694
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.8905,0.749,0.3784,0.7778
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,disagree,Don't know,Favorable,Favorable,disagree,yes,disagree,disagree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9678,0.4217,0.2094,0.4309
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.976,0.5614,0.2889,0.5779
Rep,18 to 34,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,oppose,disagree,Don't know,Don't know,Favorable,agree,no,agree,disagree,18 to 29,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,Unknown,Less than 50 percent,Cell,0,0.1756,0.8024,2.8622,0.1793
Rep,65 and older,High school,White,Female,White,Approve,Don't know,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Landline,1,0.8451,0.953,0.6844,0.9966
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,oppose,Don't know,Reps. keep House,Favorable,Favorable,agree,no,agree,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9875,0.7763,0.3119,0.7992
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,support,agree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Madison,Black,85 percent or higher,Landline,1,0.9839,0.8218,0.5238,0.8459
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,White,50 to 85 percent,Landline,1,0.678,1.4478,0.8663,1.5668
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9183,0.947,0.4605,0.9798
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,support,agree,Dems. take House,Favorable,Don't know,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,Black,85 percent or higher,Landline,0.8889,0.9643,0.9541,0.5991,0.9788
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.786,0.7901,0.3593,0.835
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,0.6667,0.907,1.063,0.5155,1.0458
Und,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,yes,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,White,50 to 85 percent,Cell,1,0.5943,0.8781,0.7302,0.9724
Und,65 and older,High school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,yes,agree,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.8802,1.4115,1.1145,1.4679
Rep,65 and older,High school,Other,Female,White,Approve,Don't know,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,Other Non-White,50 to 85 percent,Landline,1,0.8062,0.7968,0.5828,0.8388
Dem,65 and older,Bachelors' degree,White,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Landline,1,0.9846,0.5471,0.2254,0.5631
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Landline,1,0.8701,0.9256,0.4386,0.964
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9604,0.5952,0.2043,0.6132
Dem,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Landline,0,0.9677,1.415,0.6723,1.1097
Dem,35 to 49,High school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Cell,1,0.9742,2.049,1.0638,2.1094
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,St. Clair,White,50 to 85 percent,Landline,1,0.7626,1.6577,1.0804,1.7025
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Favorable,agree,no,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,Unknown,85 percent or higher,Cell,1,0.9331,0.4244,0.1246,0.4326
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,Black,Less than 50 percent,Landline,1,0.4136,1.0872,2.2662,1.1951
Rep,18 to 34,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Unfavorable,Favorable,disagree,yes,disagree,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,0.8889,0.8013,0.9557,0.6002,0.9929
Rep,50 to 64,High school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.4444,0.0627,1.4551,7.0858,0.6759
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9701,0.947,0.436,0.9751
Dem,35 to 49,Some college or trade school,Black,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,yes,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,Black,85 percent or higher,Cell,1,0.9568,0.9248,0.4827,0.9531
Und,65 and older,Bachelors' degree,White,Male,White,Disapp.,oppose,disagree,Don't know,Don't know,Don't know,agree,no,disagree,disagree,65 and older,4-year College Grad.,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Landline,1,0.8913,1.0334,0.4807,0.9165
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,agree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,50 to 85 percent,Cell,1,0.5683,2.1808,1.7408,2.4345
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,support,disagree,Don't know,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.974,0.674,0.2251,0.6938
Und,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,disagree,yes,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.6667,0.4704,0.6673,1.0561,0.521
Dem,65 and older,High school,White,Male,Black,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Landline,1,0.9216,0.8845,0.4307,0.9147
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,White,50 to 85 percent,Landline,1,0.7153,1.7836,0.8112,1.9132
Und,65 and older,High school,Black,Female,Black,Don't know,Don't know,disagree,Don't know,Don't know,Don't know,agree,no,disagree,Don't know,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,Nonwhite,Nonwhite,St. Clair,Black,50 to 85 percent,Landline,0.4444,0.6758,1.5747,1.6073,1.1052
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.983,0.947,0.4302,0.9698
Dem,35 to 49,Bachelors' degree,White,Female,Other,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,no,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Madison,White,85 percent or higher,Cell,1,0.8559,1.1522,0.837,1.2028
Dem,65 and older,High school,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9624,0.9076,0.524,0.935
Rep,18 to 34,High school,White,Female,White,Approve,support,agree,Dems. take House,Don't know,Don't know,agree,yes,agree,agree,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Madison,White,Less than 50 percent,Cell,0.7778,0.0396,1.8941,10.66,2.5756
